#mag    e_mag    col1   e_col1    m_ini
22.4063    0.0732   1.1640   0.1289   2.2621
22.3747    0.0766   1.2912   0.1347   2.2372
22.0893    0.0614   1.1450   0.1089   2.3586
22.5476    0.0858   1.0691   0.1499   1.2554
21.9816    0.0574   1.0451   0.1022   2.4143
22.0788    0.0598   1.1611   0.1063   2.3880
22.7308    0.0927   1.0005   0.1613   1.2291
21.7893    0.0474   0.9749   0.0850   2.5459
21.9373    0.0522   0.9197   0.0933   2.4463
22.2427    0.0692   0.8902   0.1222   1.3344
21.7144    0.0475   1.1495   0.0851   2.4990
21.9577    0.0560   1.0096   0.0997   1.4221
21.9286    0.0528   0.7676   0.0943   1.4484
21.7899    0.0509   0.8178   0.0910   1.4659
21.2544    0.0339   0.8155   0.0613   2.8091
21.7372    0.0451   1.0441   0.0810   2.5396
21.1291    0.0303   0.7684   0.0550   2.9143
21.5829    0.0415   0.7781   0.0747   1.5712
21.3993    0.0356   0.6938   0.0644   2.7213
21.6968    0.0458   0.8876   0.0821   1.5186
21.0260    0.0280   0.6515   0.0508   2.9407
20.9819    0.0271   0.7164   0.0493   3.0021
21.3424    0.0349   0.6118   0.0631   1.6765
20.6856    0.0222   0.6377   0.0403   3.2652
20.6595    0.0224   0.5803   0.0407   3.2477
21.1913    0.0311   0.5310   0.0564   1.7554
20.5279    0.0201   0.5201   0.0364   3.3968
20.9089    0.0263   0.3788   0.0478   1.8958
20.9459    0.0266   0.3441   0.0483   1.8870
20.3937    0.0183   0.5732   0.0332   3.5372
20.7709    0.0244   0.3142   0.0443   1.9686
20.5030    0.0204   0.3880   0.0370   3.3541
20.7383    0.0228   0.3007   0.0414   2.0388
19.9275    0.0136   0.2985   0.0243   4.1214
20.5497    0.0207   0.1945   0.0376   2.1441
19.9242    0.0136   0.2475   0.0243   4.1214
20.4860    0.0196   0.1535   0.0356   2.2055
20.0277    0.0142   0.2618   0.0254   3.9872
20.2938    0.0174   0.1619   0.0314   2.3566
19.8060    0.0125   0.1777   0.0222   4.2873
19.5018    0.0105   0.1379   0.0183   4.7818
20.0773    0.0149   0.1052   0.0269   2.5588
19.5901    0.0110   0.1645   0.0194   4.5613
19.8215    0.0128  -0.0083   0.0228   2.7864
19.6496    0.0114  -0.0234   0.0201   2.9729
19.7103    0.0120   0.0052   0.0212   2.8893
19.4771    0.0103  -0.0711   0.0181   3.1399
19.1426    0.0084   0.0393   0.0143   5.3280
18.5361    0.0061  -0.0959   0.0096   6.7088
18.6609    0.0065  -0.0845   0.0105   6.3861
18.8738    0.0072  -0.1875   0.0119   3.8586
17.9971    0.0047  -0.1967   0.0067   7.9910
17.9066    0.0045  -0.2084   0.0064   8.1322
18.1091    0.0049  -0.2683   0.0073   4.7719
17.7353    0.0042  -0.2761   0.0057   5.1860
16.9013    0.0031  -0.2832   0.0034   5.8695
