# File generated by CMD 2.8 (http://stev.oapd.inaf.it/cmd) on Wed Jul 13 19:43:07 CEST 2016
# Basic reference: Marigo et al. (2008, A&A 482, 883) 
# + Bertelli et al. (1994, A&AS, 106, 275) for the Mi>7.0 Msun interval
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Using OBC version of bolometric corrections as detailed in Marigo et al. (2008, A&A 482, 883) and Girardi et al. (2008, PASP 120, 583)
# BCs of Carbon stars derive from Aringer et al. (2009, A&A 503, 913)
# O-rich circumstellar dust ignored
# C-rich circumstellar dust ignored
# IMF: Chabrier (2001) lognormal 
# Kind of output: isochrone tables
#	Isochrone	Z = 0.00100		Age = 	3.162e+06 yr
# log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	mbol    U       B       V       R       I       J       H       K	C/O	M_hec	period	pmode	logMdot	int_IMF
	6.50	0.1500000060	0.1500	-2.3438	3.5777	5.2147	10.629	14.383	13.135	11.670	10.724	9.948	8.992	8.415	8.224	0.4787	0.0000	0.0	1	-17.817	1.9609395266
	6.50	0.2000000030	0.2000	-2.0604	3.5999	5.1450	9.921	12.948	12.038	10.752	9.907	9.216	8.341	7.761	7.584	0.4787	0.0000	0.0	1	-17.692	2.2217822075
	6.50	0.2500000000	0.2500	-1.8709	3.6112	5.0976	9.447	12.289	11.438	10.207	9.404	8.744	7.898	7.314	7.148	0.4787	0.0000	0.0	1	-17.573	2.4080901146
	6.50	0.3000000119	0.3000	-1.7223	3.6198	5.0626	9.076	11.778	10.971	9.782	9.010	8.373	7.551	6.964	6.805	0.4787	0.0000	0.0	1	-16.636	2.5475041866
	6.50	0.3499999940	0.3500	-1.5988	3.6272	5.0357	8.767	11.349	10.580	9.427	8.683	8.065	7.262	6.675	6.523	0.4787	0.0000	0.0	1	-15.843	2.6555202007
	6.50	0.4000000060	0.4000	-1.4513	3.6347	4.9761	8.398	10.857	10.129	9.011	8.295	7.698	6.914	6.328	6.186	0.4787	0.0000	0.0	1	-15.157	2.7413372993
	6.50	0.4499999881	0.4500	-1.3248	3.6435	4.9360	8.082	10.395	9.715	8.640	7.958	7.384	6.621	6.037	5.907	0.4787	0.0000	0.0	1	-14.551	2.8109800816
	6.50	0.5000000000	0.5000	-1.1882	3.6540	4.8872	7.740	9.874	9.260	8.234	7.592	7.045	6.309	5.733	5.615	0.4787	0.0000	0.0	1	-14.009	2.8684780598
	6.50	0.5500000119	0.5500	-1.0369	3.6694	4.8388	7.362	9.226	8.725	7.766	7.179	6.669	5.977	5.426	5.323	0.4787	0.0000	0.0	1	-13.519	2.9166350365
	6.50	0.6000000238	0.6000	-0.8790	3.6889	4.7968	6.968	8.498	8.155	7.276	6.749	6.280	5.647	5.140	5.052	0.4787	0.0000	0.0	1	-13.072	2.9573988914
	6.50	0.6999999881	0.7000	-0.5702	3.7336	4.7337	6.196	7.067	7.060	6.368	5.945	5.553	5.051	4.644	4.585	0.4787	0.0000	0.0	1	-12.279	3.0225379467
	6.50	0.8000000119	0.8000	-0.2947	3.7734	4.6754	5.507	5.969	6.157	5.631	5.283	4.952	4.547	4.213	4.177	0.4787	0.0000	0.0	1	-11.616	3.0718705654
	6.50	0.8999999762	0.9000	-0.0490	3.8039	4.6029	4.892	5.190	5.424	5.000	4.705	4.420	4.085	3.805	3.785	0.4787	0.0000	0.0	1	-11.750	3.1102609634
	6.50	1.0000000000	1.0000	0.1619	3.8313	4.5474	4.365	4.590	4.806	4.457	4.209	3.968	3.696	3.470	3.458	0.4787	0.0000	0.0	1	-12.840	3.1408040524
	6.50	1.1000000238	1.1000	0.3577	3.8584	4.5014	3.876	4.069	4.233	3.947	3.749	3.556	3.345	3.175	3.166	0.4787	0.0000	0.0	1	-13.742	3.1655414104
	6.50	1.2000000477	1.2000	0.5293	3.8939	4.5095	3.447	3.626	3.710	3.498	3.366	3.239	3.106	3.004	2.998	0.4787	0.0000	0.0	1	-14.208	3.1858570576
	6.50	1.2999999523	1.3000	0.6865	3.9301	4.5317	3.054	3.237	3.254	3.119	3.054	2.990	2.926	2.881	2.876	0.4787	0.0000	0.0	1	-14.431	3.2028071880
	6.50	1.3999999762	1.4000	0.8242	3.9617	4.5529	2.710	2.910	2.922	2.852	2.829	2.806	2.790	2.776	2.774	0.4787	0.0000	0.0	1	-14.553	3.2170591354
	6.50	1.5000000000	1.5000	0.9570	3.9908	4.5665	2.377	2.594	2.652	2.628	2.630	2.635	2.656	2.661	2.665	0.4787	0.0000	0.0	1	-14.637	3.2291738987
	6.50	1.6000000238	1.6000	1.0707	4.0166	4.5840	2.093	2.332	2.455	2.464	2.480	2.502	2.551	2.568	2.578	0.4787	0.0000	0.0	1	-14.703	3.2395837307
	6.50	1.6499999762	1.6500	1.1297	4.0280	4.5837	1.946	2.196	2.350	2.373	2.394	2.422	2.484	2.504	2.517	0.4787	0.0000	0.0	1	-14.733	3.2442421913
	6.50	1.7000000477	1.7000	1.1799	4.0398	4.5939	1.820	2.088	2.277	2.310	2.336	2.369	2.443	2.467	2.482	0.4787	0.0000	0.0	1	-14.761	3.2485761642
	6.50	1.7500000000	1.7500	1.2317	4.0502	4.5960	1.691	1.974	2.192	2.236	2.265	2.302	2.387	2.414	2.432	0.4787	0.0000	0.0	1	-14.788	3.2526168823
	6.50	1.7999999523	1.8000	1.2751	4.0613	4.6092	1.582	1.887	2.136	2.188	2.221	2.263	2.358	2.387	2.408	0.4787	0.0000	0.0	1	-14.814	3.2563917637
	6.50	1.8999999762	1.9000	1.3670	4.0804	4.6175	1.352	1.696	1.998	2.065	2.103	2.152	2.265	2.300	2.325	0.4787	0.0000	0.0	1	-14.864	3.2632381916
	6.50	2.0000000000	2.0000	1.4525	4.0976	4.6228	1.139	1.522	1.870	1.948	1.991	2.046	2.174	2.213	2.242	0.4787	0.0000	0.0	1	-14.912	3.2692775726
	6.50	2.2000000477	2.2000	1.6032	4.1266	4.6298	0.762	1.222	1.644	1.739	1.788	1.854	2.006	2.052	2.086	0.4787	0.0000	0.0	1	-15.001	3.2793695927
	6.50	2.5000000000	2.5000	1.8029	4.1636	4.6332	0.263	0.831	1.341	1.456	1.514	1.592	1.772	1.826	1.868	0.4787	0.0000	0.0	1	-15.120	3.2908382416
