#mag    e_mag    col1   e_col1    m_ini
21.0311    0.0448   0.7657   0.0680   2.9054
20.8968    0.0375   0.8647   0.0584   3.0663
21.1439    0.0465   0.5855   0.0702   1.7040
20.2160    0.0260   0.6189   0.0411   3.5551
20.3725    0.0281   0.6171   0.0446   3.4007
20.1543    0.0254   0.5573   0.0401   3.5040
20.6062    0.0324   0.4665   0.0511   1.9258
20.4288    0.0296   0.4709   0.0468   1.9940
19.9159    0.0227   0.5034   0.0354   3.7846
19.9231    0.0227   0.4792   0.0353   3.7738
19.7741    0.0215   0.4300   0.0331   3.8336
20.0375    0.0243   0.3412   0.0383   2.1639
19.3965    0.0194   0.4447   0.0290   4.2129
19.6748    0.0210   0.3701   0.0322   2.3142
18.6247    0.0169   0.3773   0.0232   4.8123
18.7831    0.0174   0.5409   0.0243   2.5719
18.3429    0.0164   0.4615   0.0218   4.9979
18.5158    0.0167   2.3893   0.0225   2.6161
18.7727    0.0172   2.1583   0.0240   2.6420
18.4262    0.0166   1.4294   0.0222   4.8402
17.7331    0.0158   1.9664   0.0198   5.2175
18.3326    0.0164   2.1943   0.0218   2.7516
18.3091    0.0163   2.2441   0.0216   2.7634
18.2751    0.0163   2.2424   0.0214   2.7756
18.3901    0.0165   1.7085   0.0219   4.6657
