#
######################
# 7th run
L7                 1139.0      2.0   1342.0      2.0    170.0     20.0     62.0      3.0    450.0     80.0     0.86    0.30        626        482        617     -0.12    1.00     0.94     1.27    0.005    0.003     9.15     0.06      0.0    0.008    19.02     0.04  11000.0   2000.0      0.5     -1.0       0  0   0  0  0  0  0  0  0  0  0   0   0
SL41                266.0      2.0   3226.0      2.0    230.0     20.0     53.0      2.0    900.0    200.0     1.22    0.45        745        566        686     -0.10    1.00     1.00     1.33    0.005    0.003     9.25     0.05      0.1     0.03    18.48     0.04  12000.0   2000.0      0.5     -1.0       0  0   0  0  0  0  0  0  0  0  0   0   0
NGC2161            1003.0      2.0    550.0      2.0    150.0     20.0     41.0      2.0    380.0     40.0     0.98    0.10        597        478        494     -0.02    1.00     0.64     1.49    0.008    0.003      9.2      0.1     0.07     0.01     18.5     0.06  17000.0   4000.0      0.5     -1.0       0  0   0  0  0  0  0  0  0  0  0   0   0
HW79                941.0      2.0   1150.0      2.0    230.0     20.0     82.0      7.0    500.0    100.0     0.82    0.37        381        348        421     -0.09    1.00     0.93     2.02    0.002    0.003      9.8     0.05     0.01     0.01    19.02     0.05  25000.0   5000.0      0.5     -1.0       0  0   0  0  0  0  0  0  0  0  0   0   0
L91                3807.0      2.0   6395.0      2.0    250.0     40.0     86.0      4.0    590.0     70.0     0.84    0.61        808        620        455      0.15    1.00     0.87     1.09    0.002    0.003      9.6     0.06     0.08     0.03     19.0     0.05  18000.0   3000.0      0.5     -1.0       0  0   0  0  0  0  0  0  0  0  0   0   0
L113               1078.0      2.0   1005.0      2.0    260.0     20.0    140.0     20.0    600.0    200.0     0.60    0.07        796        729        774     -0.03    1.00     0.84     1.55    0.002    0.003     9.55     0.05     0.03     0.01    19.02     0.05  29000.0   3000.0      0.5     -1.0       0  0   0  0  0  0  0  0  0  0  0   0   0
L4                 1141.0      2.0   1222.0      2.0    140.0     20.0     27.4      0.7     -1.0     -1.0    -1.00    0.24         -1        256        313     -0.10    1.00     0.91     1.61    0.002    0.003      9.6     0.09     0.02    0.006    18.96     0.06  20000.0   6000.0      0.5     -1.0       0  0   0  0  0  0  0  1  0  0  0   0   1
L27                1215.0      2.0   1218.0      2.0    200.0     20.0     69.0      5.0    500.0    100.0     0.87    0.68        675        565        290      0.32    1.00     0.88     1.39    0.002    0.003     9.45     0.06      0.0     0.03    18.98     0.06  13000.0   4000.0      0.5     -1.0       0  0   0  0  1  0  0  0  0  0  0   0   1
SL663             1081.76      0.0  1255.86      0.0    262.5      0.0    100.0     10.0    400.0    100.0     0.62    0.62        420        416        565     -0.15    1.00     1.00     1.48    0.003    0.003     9.45     0.05     0.08     0.03     18.6     0.05  18000.0   2000.0      0.5     -1.0       0  0   0  0  0  0  0  0  0  0  0   0   0
L110               1108.0      2.0   1057.0      2.0    170.0     20.0     47.0      3.0   2000.0   2000.0     1.52    0.17        602        383        460     -0.09    1.00     0.86     1.43    0.002    0.003      9.7     0.07     0.04     0.01    18.96     0.04  28000.0   5000.0      0.5     -1.0       0  0   0  0  0  0  0  0  0  0  0   0   0
L6                  123.0      2.0    541.0      2.0    140.0     20.0     34.0      1.0    370.0     70.0     1.03    0.42        165        118        164     -0.16    1.00     0.83     3.42    0.002    0.003     9.75     0.07     0.02    0.006    18.96     0.06  13000.0   6000.0      0.5     -1.0       0  0   0  0  0  0  0  0  0  0  0   0   0
NGC419             6960.0      0.0   1930.0      0.0    310.0      0.0    500.0    100.0    900.0    100.0     0.29    0.60       2752       1797       2364     -0.14    1.00     1.00     1.31    0.012    0.003     8.95     0.05     0.02     0.03    18.92     0.05  28000.0   3000.0      0.5     -1.0       0  0   0  0  1  0  0  0  0  0  0   0   1
IC2146             3797.0      2.0   4685.0      2.0    370.0     40.0    153.0      4.0    780.0     50.0     0.71    0.31       3047       2712       3777     -0.16    1.00     1.00     1.24    0.012    0.003     9.25     0.05      0.0     0.02     18.5     0.05  28000.0   2000.0      0.5     -1.0       0  0   0  0  0  0  0  0  0  0  0   0   0
HW41               1582.0      2.0   4914.0      2.0    270.0     30.0     99.0      7.0    700.0    200.0     0.86    0.58       1030        853        768      0.05    1.00     0.98     1.53    0.006    0.004      9.6      0.2     0.01     0.01    18.94     0.05  13000.0   6000.0      0.5     -1.0       0  0   0  0  0  0  0  0  0  0  0   0   0
