#mag    e_mag    col1   e_col1    m_ini
21.2879    0.1025   0.4526   0.1269   2.5407
21.2693    0.1000   0.4746   0.1245   2.5573
21.4173    0.1042   0.5367   0.1285   2.5297
21.0218    0.0905   0.4660   0.1151   2.6261
21.1041    0.0905   0.3476   0.1151   2.6261
21.2035    0.0856   0.4138   0.1102   2.6649
20.9385    0.0790   0.2124   0.1035   2.7361
21.6145    0.1300   0.4213   0.1530   1.3930
21.0058    0.0866   0.5210   0.1112   2.6550
21.3569    0.0977   0.5790   0.1222   2.5730
21.7988    0.1401   0.4231   0.1623   1.3641
21.8631    0.1543   0.3744   0.1752   1.3269
20.8018    0.0653   0.3057   0.0893   2.8941
21.6856    0.1242   0.2816   0.1476   1.4110
20.6743    0.0603   0.2332   0.0840   2.9622
20.8852    0.0701   0.1646   0.0943   2.8320
20.5655    0.0614   0.1755   0.0851   2.9472
20.8360    0.0726   0.2661   0.0969   2.7853
21.1031    0.1107   0.3051   0.1348   1.4573
20.6909    0.0622   0.1744   0.0861   2.9349
20.9954    0.0778   0.4056   0.1023   2.7253
21.0968    0.0823   0.2817   0.1069   2.6886
21.3550    0.1117   0.3245   0.1357   1.4539
20.5378    0.0562   0.3124   0.0795   2.9786
21.0235    0.0814   0.1195   0.1060   1.5772
21.1297    0.0814   0.2289   0.1060   1.5772
21.2209    0.0930   0.2489   0.1176   1.5264
20.6636    0.0638   0.3298   0.0878   2.8392
20.9321    0.0747   0.1041   0.0992   1.6087
20.5099    0.0553   0.2476   0.0785   3.0090
20.3492    0.0484   0.2169   0.0709   3.1389
20.6351    0.0625   0.3681   0.0863   2.9184
20.6005    0.0624   0.3617   0.0862   2.8819
21.2589    0.0919   0.1899   0.1164   1.5312
20.7595    0.0677   0.4517   0.0919   2.8071
20.7887    0.0659   0.2802   0.0899   2.8222
20.5046    0.0608   0.2160   0.0845   2.9422
20.2622    0.0489   0.2448   0.0715   3.1354
20.8989    0.0755   0.2970   0.1000   1.6048
20.5960    0.0628   0.2136   0.0866   2.8549
20.6795    0.0587   0.2200   0.0822   2.9820
20.5942    0.0602   0.3585   0.0839   2.8724
20.5134    0.0546   0.2852   0.0778   3.0436
20.5003    0.0572   0.2874   0.0806   3.0049
20.6036    0.0596   0.3918   0.0833   2.9675
20.6497    0.0664   0.4384   0.0904   2.8184
21.0809    0.0869   0.2580   0.1115   1.5526
20.5477    0.0619   0.2958   0.0857   2.8919
20.5243    0.0596   0.2601   0.0832   2.8818
20.5241    0.0605   0.3119   0.0842   2.8669
20.1697    0.0449   0.1334   0.0669   3.2039
20.8587    0.0718   0.2442   0.0961   2.7742
20.4552    0.0551   0.2463   0.0784   2.9403
20.3319    0.0494   0.2734   0.0721   2.9560
20.6960    0.0624   0.1483   0.0862   1.6710
20.6595    0.0614   0.1502   0.0851   1.6761
20.1428    0.0418   0.1703   0.0634   3.2364
20.8231    0.0686   0.1712   0.0928   1.6387
20.4300    0.0529   0.1644   0.0760   2.9282
19.8106    0.0370   0.1626   0.0578   3.3389
20.4652    0.0514   0.2073   0.0742   2.9407
20.6539    0.0619   0.3038   0.0857   1.6735
20.2107    0.0473   0.2315   0.0696   3.1533
20.1775    0.0461   0.2490   0.0684   3.0811
20.5466    0.0581   0.2617   0.0816   1.6932
20.7387    0.0652   0.2061   0.0892   1.6564
20.5181    0.0556   0.3146   0.0789   1.7064
20.4781    0.0556   0.3189   0.0789   1.7064
20.6771    0.0652   0.2763   0.0892   1.6564
20.2772    0.0504   0.3480   0.0731   2.9484
20.0236    0.0383   0.2081   0.0593   3.3144
19.9975    0.0405   0.3736   0.0619   3.2373
20.2820    0.0473   0.1861   0.0697   3.1339
20.0405    0.0407   0.3027   0.0621   3.2765
20.5459    0.0599   0.2184   0.0835   1.6838
20.3620    0.0520   0.2434   0.0750   3.0304
20.2863    0.0476   0.3089   0.0700   2.9704
20.4293    0.0529   0.3317   0.0760   2.9282
20.6431    0.0583   0.2578   0.0818   2.8918
20.5679    0.0569   0.2668   0.0803   1.6993
20.8110    0.0712   0.1446   0.0955   1.6256
20.2303    0.0442   0.2619   0.0661   3.1683
20.1488    0.0434   0.2618   0.0652   3.1749
20.7692    0.0678   0.1508   0.0920   1.6428
20.1924    0.0479   0.2276   0.0703   3.0479
20.3049    0.0464   0.1206   0.0687   3.1039
19.9476    0.0399   0.4239   0.0611   1.7972
19.7770    0.0336   0.3081   0.0537   3.3451
19.5847    0.0313   0.1853   0.0509   3.4550
19.6839    0.0323   0.2501   0.0521   3.4143
19.7577    0.0342   0.2908   0.0545   3.1354
19.5543    0.0300   0.2557   0.0492   3.4874
19.7760    0.0348   0.1850   0.0551   3.3895
19.9840    0.0389   0.2564   0.0601   1.8031
20.4517    0.0520   0.2592   0.0750   1.7260
