#mag    e_mag    col1   e_col1    m_ini
23.5767    0.1075   1.0742   0.1423   1.0054
23.2335    0.0828   1.1099   0.1128   1.8677
22.9583    0.0691   1.2001   0.0959   1.9579
23.2594    0.0853   1.6483   0.1159   1.8549
23.0690    0.0853   1.4973   0.1159   1.8549
23.3124    0.0917   1.5462   0.1236   1.8227
23.0720    0.0767   1.1205   0.1053   1.9064
22.9067    0.0673   1.2966   0.0937   1.9707
23.1516    0.0757   1.1836   0.1040   1.9128
23.2823    0.0866   1.5271   0.1174   1.8484
23.1956    0.0828   1.3428   0.1128   1.8677
23.9416    0.1310   1.4967   0.1697   0.9564
23.1319    0.0768   1.3564   0.1055   1.8999
23.0050    0.0698   1.1382   0.0967   1.9514
23.0538    0.0746   1.1914   0.1027   1.9119
23.0483    0.0780   1.4029   0.1069   1.8935
23.2307    0.0917   1.3849   0.1236   1.8227
23.1035    0.0792   1.2402   0.1084   1.8871
23.0811    0.0774   1.4335   0.1062   1.8999
23.1421    0.0780   1.3850   0.1069   1.8935
23.7414    0.1085   1.0767   0.1436   1.0030
22.9772    0.0670   1.3071   0.0933   1.9723
23.8743    0.1120   1.1014   0.1477   0.9950
23.3165    0.0879   1.2522   0.1190   1.8420
23.1898    0.0840   1.3734   0.1143   1.8613
23.0454    0.0780   1.0668   0.1069   1.8935
23.2697    0.0840   1.3543   0.1143   1.8613
23.0877    0.0742   1.2217   0.1022   1.9143
23.3918    0.0917   1.3765   0.1236   1.8227
23.2124    0.0828   1.1785   0.1128   1.8677
22.9271    0.0690   1.4027   0.0957   1.9579
23.3932    0.0879   1.5243   0.1190   1.8420
22.9461    0.0746   1.4773   0.1027   1.9119
23.4078    0.0892   1.4270   0.1205   1.8356
23.7282    0.1120   1.2283   0.1477   0.9950
23.3521    0.0917   1.6167   0.1236   1.8227
23.2189    0.0840   1.2233   0.1143   1.8613
23.4974    0.0904   1.1951   0.1221   1.8291
23.0256    0.0780   1.3934   0.1069   1.8935
23.0680    0.0853   1.2344   0.1159   1.8549
23.1607    0.0804   1.4945   0.1099   1.8806
23.7770    0.1461   1.4281   0.1870   0.9307
23.7872    0.1211   1.2081   0.1583   0.9757
23.4661    0.1211   1.3032   0.1583   0.9757
23.8747    0.1310   1.0924   0.1697   0.9564
23.1986    0.0816   1.4542   0.1114   1.8742
22.9385    0.0733   1.0998   0.1011   1.9192
23.6635    0.1075   1.1472   0.1423   1.0054
23.1830    0.0780   1.3370   0.1069   1.8935
23.9907    0.1344   1.1874   0.1737   0.9500
22.9949    0.0733   1.2631   0.1011   1.9192
23.5500    0.1211   1.2886   0.1583   0.9757
23.1227    0.0904   1.4519   0.1221   1.8291
23.6746    0.1211   0.9150   0.1583   0.9757
23.3507    0.0853   1.1771   0.1159   1.8549
23.1038    0.0804   1.3649   0.1099   1.8806
23.5274    0.1085   1.3935   0.1436   1.0030
23.0465    0.0744   1.2240   0.1025   1.9192
23.2451    0.0917   1.4606   0.1236   1.8227
23.3206    0.0832   1.4318   0.1133   1.8677
23.2946    0.0866   1.3145   0.1174   1.8484
23.6282    0.1211   1.2029   0.1583   0.9757
23.7518    0.1382   1.4600   0.1780   0.9435
22.9001    0.0746   1.2125   0.1028   1.9192
