#mag    e_mag    col1   e_col1    m_ini
22.1355    0.0675   0.9878   0.1063   2.1184
22.1850    0.0745   1.0442   0.1153   2.0677
21.7929    0.0532   1.1154   0.0872   2.2358
21.4129    0.0413   0.7247   0.0703   2.4258
22.0833    0.0612   0.7030   0.0981   1.2602
21.3668    0.0409   0.7420   0.0698   2.4022
21.9574    0.0601   0.7912   0.0965   1.2666
21.4364    0.0456   0.8206   0.0765   2.3563
21.1867    0.0374   0.7745   0.0646   2.4119
21.7106    0.0500   0.6558   0.0827   1.3345
21.4995    0.0435   0.4839   0.0736   1.3904
21.4992    0.0435   0.4280   0.0736   1.3904
20.7210    0.0260   0.6067   0.0467   2.7682
20.6394    0.0257   0.5939   0.0463   2.7896
21.1221    0.0347   0.5692   0.0605   1.4944
20.8561    0.0298   0.5489   0.0528   2.5943
20.8659    0.0294   0.5803   0.0522   2.6426
21.1406    0.0357   0.3963   0.0621   1.4802
20.1457    0.0185   0.4250   0.0339   3.1765
20.5858    0.0239   0.5413   0.0432   2.8650
20.5919    0.0244   0.4860   0.0440   2.8338
20.5080    0.0237   0.4922   0.0429   2.8182
20.6813    0.0260   0.5757   0.0467   2.7093
20.7381    0.0274   0.4889   0.0489   2.6771
20.7338    0.0268   0.3515   0.0481   1.6398
20.1030    0.0183   0.4275   0.0335   3.1812
20.7071    0.0266   0.3848   0.0477   1.6455
20.3099    0.0213   0.4412   0.0387   2.9270
20.8028    0.0277   0.3442   0.0495   1.6195
20.3548    0.0213   0.1959   0.0387   1.7971
19.7589    0.0154   0.3156   0.0281   3.4461
20.0110    0.0177   0.3447   0.0323   3.1720
20.1759    0.0194   0.3819   0.0354   3.0505
20.4620    0.0227   0.2617   0.0411   1.7518
19.9501    0.0170   0.3293   0.0310   3.2449
20.0868    0.0186   0.2297   0.0340   1.8980
19.9866    0.0170   0.3863   0.0311   3.2453
19.6480    0.0146   0.2368   0.0264   3.5134
19.2182    0.0119   0.1749   0.0210   3.9314
19.7284    0.0151   0.2558   0.0274   3.3816
19.9694    0.0172   0.1628   0.0313   1.9636
19.5056    0.0135   0.2124   0.0242   3.6690
19.7370    0.0150   0.1292   0.0272   2.0773
19.3359    0.0125   0.2050   0.0222   3.7377
19.0384    0.0110   0.1592   0.0191   4.0925
19.3955    0.0128   0.1203   0.0229   2.2057
19.4789    0.0136   0.1027   0.0244   2.1606
19.0997    0.0114   0.1408   0.0199   3.9544
19.3357    0.0125   0.0934   0.0223   2.2277
18.7060    0.0097   0.1051   0.0162   4.3446
19.1921    0.0118   0.0681   0.0208   2.2756
18.9541    0.0107   0.1323   0.0185   2.3547
18.6011    0.0094   0.1275   0.0155   4.3845
18.7340    0.0099   0.1165   0.0166   2.4219
18.4167    0.0089   0.2462   0.0143   2.5057
18.3595    0.0087   0.2579   0.0139   2.5227
18.2085    0.0084   1.8411   0.0129   2.6051
18.0601    0.0081   1.8348   0.0122   2.6377
17.7685    0.0075   1.3282   0.0108   4.7134
17.5419    0.0072   1.3268   0.0099   4.8809
17.3639    0.0070   1.2282   0.0093   5.0606
