#mag    e_mag    col1   e_col1    m_ini
22.0491    0.0718   0.9717   0.1068   2.2463
21.8009    0.0653   1.0424   0.0989   2.3038
21.9744    0.0686   0.8587   0.1030   2.2736
21.9345    0.0700   1.0755   0.1047   2.2615
21.9639    0.0703   0.9981   0.1050   2.2594
21.8744    0.0647   0.9955   0.0982   2.3088
21.6764    0.0653   0.9452   0.0989   2.3038
21.8306    0.0647   1.0494   0.0982   2.3088
21.5299    0.0582   0.9466   0.0899   2.3889
21.3656    0.0507   0.8494   0.0800   2.4910
21.6236    0.0552   0.8622   0.0861   2.4037
21.3921    0.0517   0.8522   0.0814   2.4798
21.4683    0.0506   0.7595   0.0799   2.4972
21.6346    0.0578   0.8864   0.0895   2.3896
21.7434    0.0577   0.7708   0.0894   2.3773
21.3665    0.0511   0.8886   0.0805   2.4822
21.5863    0.0565   0.9178   0.0877   2.3905
21.5005    0.0532   0.8589   0.0834   2.4462
21.6432    0.0594   0.7439   0.0916   2.3597
22.1259    0.0813   0.9235   0.1180   1.2460
21.1955    0.0465   0.7712   0.0742   2.5674
21.4722    0.0536   0.9352   0.0840   2.4516
21.7286    0.0624   0.7848   0.0954   2.3305
21.7432    0.0624   0.9404   0.0954   2.3305
21.3683    0.0507   0.8172   0.0800   2.4910
21.4909    0.0527   0.9396   0.0828   2.4641
21.3515    0.0512   0.9472   0.0807   2.4844
21.7664    0.0630   0.7842   0.0961   2.3250
21.5539    0.0576   1.0455   0.0893   2.3906
22.0787    0.0795   0.5714   0.1160   1.2540
21.7240    0.0630   0.9186   0.0961   2.3250
22.0562    0.0741   0.8051   0.1096   1.2804
21.1029    0.0451   0.7610   0.0723   2.5938
22.2533    0.0862   0.9511   0.1236   1.2258
21.6793    0.0607   0.9049   0.0932   2.3468
21.5499    0.0571   0.8645   0.0885   2.3839
21.5868    0.0573   0.7329   0.0888   1.3861
21.1849    0.0446   0.8040   0.0716   2.5956
20.9121    0.0393   0.7368   0.0638   2.7259
21.2057    0.0464   0.7329   0.0741   2.5128
21.1509    0.0444   0.7315   0.0713   2.6070
21.8099    0.0617   0.8142   0.0945   1.3530
20.8044    0.0373   0.6597   0.0609   2.7787
21.3203    0.0481   0.7862   0.0765   2.5024
20.9001    0.0395   0.6836   0.0642   2.7193
21.8451    0.0669   0.7003   0.1009   1.3200
21.2156    0.0471   0.7769   0.0752   2.5366
21.6530    0.0590   0.6805   0.0910   1.3728
21.4216    0.0512   0.8542   0.0807   2.4499
21.2292    0.0455   0.7567   0.0728   2.5703
21.2301    0.0460   0.7704   0.0736   2.5740
21.0296    0.0413   0.8188   0.0668   2.6730
21.4089    0.0501   0.8188   0.0793   2.4632
21.0127    0.0400   0.7061   0.0649   2.7061
21.3909    0.0501   0.8358   0.0793   2.4632
20.8978    0.0392   0.6970   0.0637   2.7221
21.4385    0.0523   0.8395   0.0822   2.4367
21.1298    0.0436   0.8262   0.0702   2.6158
21.2666    0.0496   0.8240   0.0786   2.4698
21.3127    0.0473   0.7119   0.0754   2.5427
21.4986    0.0549   0.6921   0.0856   1.4057
21.0133    0.0421   0.7923   0.0679   2.6466
21.1512    0.0446   0.7563   0.0716   2.5920
20.9722    0.0395   0.7442   0.0641   2.7161
21.8157    0.0658   0.8298   0.0996   1.3266
21.3251    0.0460   0.6885   0.0736   2.5625
21.3212    0.0481   0.8543   0.0765   2.4896
21.0239    0.0410   0.5794   0.0664   2.6797
21.5397    0.0573   0.8290   0.0888   1.3861
21.4876    0.0501   0.7084   0.0793   2.4632
20.8904    0.0388   0.7876   0.0630   2.7391
21.4329    0.0535   0.6902   0.0838   2.4235
21.2137    0.0473   0.7268   0.0754   2.5427
21.2060    0.0450   0.9072   0.0721   2.5854
20.9047    0.0391   0.6156   0.0636   2.7257
20.9498    0.0400   0.6226   0.0649   2.7061
21.7942    0.0627   0.5133   0.0957   1.3464
21.2306    0.0471   0.8517   0.0751   2.5512
21.4949    0.0556   0.7605   0.0866   1.3993
20.9800    0.0442   0.7718   0.0710   2.5986
21.0249    0.0409   0.7146   0.0663   2.6797
21.0620    0.0423   0.7472   0.0682   2.6466
20.7875    0.0366   0.6957   0.0597   2.8014
21.3055    0.0456   0.7831   0.0730   2.5580
21.2596    0.0466   0.9291   0.0744   2.5094
20.9525    0.0387   0.8324   0.0630   2.7391
21.5519    0.0535   0.8679   0.0838   2.4235
20.9934    0.0418   0.8473   0.0676   2.6532
20.8752    0.0380   0.7382   0.0619   2.7589
21.2278    0.0473   0.8322   0.0754   2.5427
20.9473    0.0400   0.7411   0.0648   2.7061
21.3521    0.0469   0.7005   0.0749   2.5222
21.3870    0.0520   0.5523   0.0818   1.4312
21.2763    0.0455   0.6406   0.0729   2.5249
21.1095    0.0446   0.7680   0.0716   2.5377
21.2315    0.0468   0.6339   0.0747   1.4851
20.8869    0.0384   0.7184   0.0625   2.7410
21.3089    0.0479   0.5131   0.0762   1.4729
21.3313    0.0484   0.5261   0.0770   1.4668
20.7215    0.0351   0.6853   0.0574   2.8386
21.2530    0.0484   0.6019   0.0770   1.4668
21.0768    0.0429   0.7497   0.0691   2.5647
21.2018    0.0447   0.6425   0.0718   2.5545
20.6787    0.0338   0.5467   0.0554   2.8893
21.4315    0.0512   0.5527   0.0808   1.4383
21.2619    0.0479   0.6685   0.0762   1.4729
21.3383    0.0509   0.7007   0.0803   1.4419
21.4763    0.0520   0.5913   0.0818   1.4312
21.3079    0.0479   0.7136   0.0762   1.4729
21.4936    0.0542   0.7719   0.0847   1.4117
21.3016    0.0468   0.5325   0.0747   1.4851
21.1615    0.0436   0.7069   0.0701   2.5615
20.9918    0.0422   0.6449   0.0681   2.5983
20.7145    0.0355   0.6913   0.0580   2.8254
21.3593    0.0496   0.6115   0.0786   1.4546
20.4596    0.0318   0.6869   0.0521   2.9652
21.0017    0.0414   0.7203   0.0669   2.6231
20.9675    0.0404   0.5954   0.0654   2.6064
20.9370    0.0394   0.6744   0.0640   2.6402
21.3044    0.0484   0.6200   0.0770   1.4668
20.5643    0.0330   0.5875   0.0540   2.9181
21.0378    0.0417   0.7484   0.0674   2.6122
20.9484    0.0392   0.7039   0.0637   2.6926
20.8631    0.0370   0.6176   0.0604   2.7583
20.8341    0.0375   0.5591   0.0611   2.7456
20.8538    0.0374   0.6992   0.0609   2.7451
21.0600    0.0439   0.6337   0.0706   2.5485
21.4473    0.0509   0.6634   0.0803   1.4419
21.2086    0.0473   0.6397   0.0754   1.4790
21.2353    0.0479   0.7190   0.0762   1.4729
20.7603    0.0358   0.7281   0.0585   2.8235
21.4615    0.0505   0.6865   0.0798   1.4455
20.6514    0.0357   0.5953   0.0583   2.8274
20.6590    0.0344   0.7902   0.0563   2.8645
21.3864    0.0479   0.7262   0.0762   1.4729
21.1620    0.0451   0.6108   0.0724   1.5040
20.6159    0.0333   0.6694   0.0545   2.9091
21.1996    0.0456   0.5823   0.0730   1.4983
21.2188    0.0468   0.5573   0.0747   1.4851
20.8853    0.0385   0.7636   0.0626   2.7102
20.8271    0.0389   0.6489   0.0633   2.6633
21.0142    0.0396   0.7369   0.0642   2.6207
21.3436    0.0468   0.5880   0.0747   1.4851
21.3496    0.0484   0.7903   0.0770   1.4668
21.3604    0.0505   0.6874   0.0798   1.4455
20.6224    0.0344   0.6592   0.0563   2.8695
21.3042    0.0490   0.6010   0.0778   1.4607
21.4513    0.0524   0.6832   0.0823   1.4276
21.0641    0.0404   0.6831   0.0654   2.6064
20.9859    0.0404   0.5827   0.0655   2.6814
21.0556    0.0425   0.5875   0.0686   2.5708
20.8404    0.0371   0.8534   0.0605   2.7787
20.9947    0.0399   0.7762   0.0648   2.6141
21.1196    0.0449   0.6802   0.0721   2.5479
21.1965    0.0458   0.5592   0.0733   1.4963
20.6140    0.0328   0.6623   0.0537   2.9274
