#ID x y mag e_mag col1 e_col1 memb_prob sel
18328    5200.468000 4072.319000  20.6930   0.0150   0.3780   0.0190   0.9770      1
18378    5225.807000 4024.045000  20.6840   0.0160   0.4010   0.0200   0.9710      1
18174    5127.069000 4023.742000  21.0050   0.0230   0.3350   0.0260   0.9590      1
18300    5181.978000 4054.995000  20.6210   0.0160   0.4160   0.0200   0.9530      1
18147    5115.054000 4018.483000  20.9480   0.0170   0.4610   0.0220   0.9140      1
18294    5180.197000 3975.016000  21.0910   0.0180   0.4510   0.0230   0.9060      1
18080    5066.253000 3913.577000  20.9930   0.0180   0.5690   0.0240   0.9050      1
18186    5134.411000 4025.990000  20.8510   0.0140   0.3560   0.0170   0.8910      1
18221    5151.747000 4039.670000  20.9550   0.0300   0.5620   0.0380   0.8870      1
18192    5138.355000 4018.044000  21.0270   0.0180   0.5080   0.0570   0.8780      1
18134    5107.320000 4050.656000  21.4160   0.0220   0.4570   0.0300   0.8590      1
18412    5244.593000 4075.856000  20.6900   0.0150   0.4720   0.0190   0.8540      1
18179    5129.891000 4095.618000  21.3780   0.0210   0.4650   0.0260   0.8220      1
18187    5134.668000 4036.607000  21.4370   0.0210   0.4690   0.0290   0.8200      1
18193    5138.802000 4022.300000  20.8110   0.0170   0.4120   0.0230   0.8160      1
18210    5148.123000 3912.620000  21.0780   0.0150   0.5870   0.0230   0.8090      1
18194    5140.134000 4110.165000  21.0770   0.0170   0.7650   0.0250   0.8030      1
18272    5173.681000 4107.565000  21.7810   0.0300   0.5440   0.0380   0.8020      1
18289    5178.625000 4064.476000  21.7910   0.0380   0.5300   0.0480   0.7970      1
18093    5074.743000 4074.555000  21.9260   0.0370   0.5410   0.0500   0.7860      1
18242    5160.433000 4058.357000  21.8180   0.0330   0.5820   0.0470   0.7850      1
18366    5220.613000 4029.491000  21.8950   0.0330   0.5640   0.0490   0.7790      1
18268    5169.882000 4009.176000  20.5500   0.0140   0.4220   0.0170   0.7760      1
18292    5179.614000 4020.692000  19.9950   0.0100   0.3490   0.0130   0.7690      1
18248    5161.622000 4029.486000  21.6620   0.0300   0.5300   0.0400   0.7670      1
18208    5147.479000 4050.069000  21.7240   0.0400   0.5580   0.0520   0.7600      1
18203    5144.702000 4000.859000  19.7270   0.0090   0.5340   0.0110   0.7590      1
18035    5040.333000 4055.886000  21.5700   0.0270   0.4480   0.0360   0.7500      1
18238    5158.184000 4017.272000  21.7390   0.0690   0.5050   0.0930   0.7360      1
18457    5281.708000 4008.086000  22.0260   0.0370   0.5740   0.0520   0.7200      1
18287    5178.183000 3967.805000  21.5980   0.0250   0.6650   0.0380   0.7060      1
18165    5123.720000 4014.377000  22.4770   0.0970   0.3020   0.1430   0.7040      1
18309    5189.450000 4028.745000  21.7200   0.0280   0.6560   0.0460   0.7000      1
18274    5174.147000 4009.142000  22.0170   0.0390   0.5740   0.0630   0.7000      1
18245    5161.229000 4043.566000  21.5860   0.0290   0.6340   0.0390   0.6960      1
18310    5190.364000 3968.140000  22.3680   0.0490   1.7360   0.1310   0.6790      1
18389    5228.981000 4080.995000  21.8330   0.0290   0.9430   0.0540   0.6760      1
18423    5256.885000 3960.828000  21.8880   0.0340   0.6450   0.0460   0.6760      1
31164    5157.465000 4158.209000  21.6600   0.0330   0.6650   0.0420   0.6740      1
18074    5061.444000 4070.017000  21.8680   0.0250   0.7660   0.0450   0.6680      1
18195    5141.497000 3955.257000  21.7820   0.0340   0.6790   0.0480   0.6610      1
18201    5143.375000 4022.821000  21.9110   0.0390   0.8710   0.0970   0.6580      1
18167    5124.886000 4016.931000  22.0850   0.0660   1.1980   0.1470   0.6560      1
18164    5123.355000 4020.960000  21.8780   0.0400   0.7850   0.0950   0.6530      1
18105    5086.610000 4036.825000  21.9190   0.0390   0.6300   0.0540   0.6500      1
18214    5149.309000 3902.264000  20.6350   0.0120   1.3770   0.0240   0.6490      1
18235    5157.717000 4026.233000  21.8340   0.0310   0.7230   0.0450   0.6440      1
31245    5210.052000 4151.360000  22.4230   0.0490   0.9920   0.0810   0.6330      1
