#mag    e_mag    col1   e_col1    m_ini
22.0863    0.1540   0.4041   0.1812   1.0615
21.8116    0.1129   0.5676   0.1410   2.0361
21.6708    0.1041   0.8231   0.1320   2.0731
22.3322    0.1524   0.3352   0.1796   1.0642
21.7882    0.1162   0.8331   0.1443   2.0220
21.4096    0.0859   0.5915   0.1130   2.1739
21.4868    0.0869   0.6524   0.1140   2.1682
21.8441    0.1146   0.7083   0.1426   2.0291
21.6677    0.1048   0.6272   0.1327   2.0704
22.0951    0.1328   0.4654   0.1607   1.0989
22.0998    0.1460   0.6318   0.1735   1.0749
21.7455    0.1055   0.6380   0.1335   2.0672
21.5539    0.0981   0.4156   0.1258   2.0982
21.7949    0.1353   0.7315   0.1632   1.0941
21.8407    0.1151   0.4925   0.1432   2.0267
21.9582    0.1135   0.7189   0.1415   2.0338
21.9095    0.1172   0.5769   0.1453   2.0178
21.6365    0.1004   0.6324   0.1282   2.0955
22.2582    0.1711   0.5817   0.1972   1.0348
21.7802    0.1140   0.8912   0.1421   2.0314
22.2626    0.1341   0.3365   0.1619   1.0965
21.4939    0.0964   0.6975   0.1240   2.1054
21.7052    0.1172   0.8195   0.1453   2.0178
21.7318    0.1162   0.7274   0.1443   2.0220
21.6465    0.1055   0.6702   0.1335   2.0672
21.6391    0.1048   0.8584   0.1327   2.0704
22.1704    0.1476   0.2288   0.1750   1.0722
21.5969    0.0996   0.6592   0.1274   2.0917
21.8478    0.1157   0.3356   0.1438   2.0244
21.5300    0.1022   0.7168   0.1300   2.0811
21.9736    0.1508   0.6035   0.1781   1.0669
21.5500    0.1041   0.7077   0.1320   2.0731
21.5864    0.1089   0.7145   0.1369   2.0531
22.0837    0.1315   0.4343   0.1595   1.1013
22.6023    0.1672   0.4335   0.1936   1.0407
21.5998    0.1009   0.4594   0.1287   2.0865
21.8265    0.1157   0.5855   0.1438   2.0244
22.1909    0.1315   0.5462   0.1595   1.1013
21.5984    0.1055   0.7176   0.1335   2.0672
22.5179    0.1460   0.2354   0.1735   1.0749
21.6798    0.0921   0.5086   0.1195   2.1384
21.3961    0.0871   0.7335   0.1143   2.1667
21.6492    0.0993   0.5417   0.1271   2.0930
21.8360    0.1151   0.4309   0.1432   2.0267
22.0949    0.1353   0.7615   0.1632   1.0941
21.5572    0.1055   0.5490   0.1335   2.0672
21.5490    0.0916   0.4597   0.1190   2.1418
21.6719    0.0986   0.5441   0.1264   2.0958
21.6382    0.1048   0.3944   0.1327   2.0704
21.6930    0.1105   0.6198   0.1386   2.0461
21.9852    0.1379   0.7196   0.1657   1.0893
22.1673    0.1460   0.6170   0.1735   1.0749
21.4623    0.0929   0.6240   0.1204   1.1983
21.1166    0.0775   0.5462   0.1040   2.1947
21.0015    0.0708   0.6468   0.0967   2.2709
21.1398    0.0750   0.5400   0.1012   2.2072
21.2343    0.0795   0.6726   0.1062   2.1846
21.2576    0.0929   0.5796   0.1204   1.1983
21.2383    0.0788   0.6893   0.1054   2.1884
21.0121    0.0672   0.3156   0.0926   2.3036
22.0142    0.1221   0.6452   0.1502   1.1205
21.8395    0.1293   0.2325   0.1572   1.1059
21.3982    0.0832   0.4731   0.1101   2.1658
21.8943    0.1141   0.5368   0.1421   1.1392
21.5762    0.0929   0.6573   0.1204   1.1983
21.3796    0.0972   0.5644   0.1249   1.1859
21.5417    0.1046   0.3457   0.1326   1.1644
21.2633    0.0788   0.6300   0.1054   2.1884
21.8295    0.1046   0.5784   0.1326   1.1644
21.3913    0.0863   0.4400   0.1134   2.1502
21.1652    0.0775   0.6873   0.1040   2.1947
20.7390    0.0576   0.5243   0.0817   2.3924
21.5617    0.0926   0.5108   0.1201   2.1214
21.0631    0.0784   0.5204   0.1049   2.1906
21.0012    0.0683   0.6045   0.0938   2.2951
21.8059    0.1149   0.5003   0.1430   1.1369
21.1447    0.0797   0.6825   0.1064   2.1837
21.6806    0.1020   0.3896   0.1298   1.1720
21.8478    0.1293   0.4600   0.1572   1.1059
21.1930    0.0761   0.5347   0.1025   2.2327
21.9259    0.1229   0.5700   0.1509   1.1189
21.9974    0.1214   0.6999   0.1494   1.1222
21.3588    0.0841   0.6971   0.1111   2.1821
21.9295    0.1229   0.6743   0.1509   1.1189
21.3377    0.0867   0.6927   0.1139   2.1480
20.9080    0.0666   0.4364   0.0920   2.3073
22.4166    0.1304   0.6061   0.1583   1.1036
21.4173    0.0847   0.2516   0.1117   2.1583
21.4770    0.0878   0.6441   0.1151   2.1554
20.8241    0.0640   0.4240   0.0891   2.3291
20.9328    0.0684   0.3452   0.0940   2.2865
21.4097    0.0942   0.5468   0.1217   2.1147
21.3357    0.0832   0.5647   0.1101   2.1658
21.0120    0.0698   0.5592   0.0955   2.2752
21.5166    0.1033   0.3800   0.1312   1.1682
21.0284    0.0767   0.4918   0.1031   2.1989
21.3274    0.0877   0.3699   0.1149   2.1436
21.2508    0.0792   0.5239   0.1058   2.1865
21.6132    0.0972   0.4895   0.1249   1.1859
21.4644    0.0943   0.6144   0.1219   1.1941
21.6105    0.0987   0.6017   0.1264   1.1817
21.2990    0.0827   0.4140   0.1095   2.1901
21.4226    0.0897   0.6264   0.1170   2.1431
21.0835    0.0747   0.5933   0.1009   2.2394
21.2232    0.0775   0.5687   0.1040   2.1947
21.6114    0.0937   0.6330   0.1212   2.1170
20.8421    0.0627   0.5464   0.0876   2.3396
21.1140    0.0708   0.5448   0.0967   2.2709
21.7167    0.1141   0.3432   0.1421   1.1392
21.1724    0.0761   0.5176   0.1025   2.2055
20.9421    0.0719   0.3265   0.0978   2.2554
21.6471    0.1282   0.5245   0.1562   1.1081
21.3186    0.0839   0.4007   0.1109   2.1620
22.0128    0.1167   0.5968   0.1448   1.1325
21.1374    0.0670   0.6241   0.0924   2.3045
21.9233    0.1214   0.5448   0.1494   1.1222
21.7932    0.1271   0.4381   0.1551   1.1103
21.2537    0.0813   0.6752   0.1081   2.1776
21.1121    0.0668   0.4665   0.0921   2.3073
21.5204    0.0929   0.3630   0.1204   1.1983
21.8916    0.1304   0.5736   0.1583   1.1036
21.4173    0.0942   0.6648   0.1217   2.1147
21.0160    0.0730   0.4394   0.0991   2.2548
21.0952    0.0725   0.4593   0.0985   2.2586
21.3982    0.0832   0.5801   0.1101   2.1658
21.1714    0.0825   0.6774   0.1093   2.1695
21.9394    0.1123   0.3028   0.1404   1.1436
21.1886    0.0750   0.6180   0.1012   2.2072
21.2572    0.0813   0.4417   0.1081   2.1842
21.8506    0.1115   0.7180   0.1395   1.1458
21.0792    0.0775   0.6999   0.1040   2.1947
21.5742    0.1004   0.5393   0.1282   1.1767
21.9805    0.1115   0.5658   0.1395   1.1458
21.5117    0.0957   0.4767   0.1234   1.1900
20.9846    0.0653   0.5941   0.0905   2.3213
21.5244    0.1004   0.5417   0.1282   1.1767
21.3512    0.0858   0.5151   0.1129   2.1525
21.0936    0.0735   0.4725   0.0996   2.2521
20.6887    0.0585   0.6763   0.0828   2.3841
21.7460    0.0972   0.4882   0.1249   1.1859
21.5274    0.0929   0.3649   0.1204   1.1983
20.2957    0.0442   0.4820   0.0659   2.4183
20.6870    0.0533   0.6581   0.0768   2.4259
21.0458    0.0726   0.6281   0.0986   2.2194
20.5373    0.0501   0.5501   0.0731   2.2823
20.7994    0.0594   0.5866   0.0838   2.3601
20.6824    0.0548   0.8803   0.0785   1.2846
20.8030    0.0620   0.5100   0.0868   2.3307
21.0278    0.0701   0.5184   0.0959   1.2598
20.9282    0.0698   0.5012   0.0955   2.2332
20.8482    0.0622   0.4862   0.0870   1.2639
20.4346    0.0484   0.5431   0.0709   2.4164
21.1477    0.0739   0.5836   0.1001   1.2531
21.1689    0.0778   0.5474   0.1043   1.2442
20.7218    0.0555   0.3680   0.0794   1.2748
20.4420    0.0487   1.3274   0.0713   1.2999
20.8486    0.0588   1.3427   0.0831   1.2945
21.4160    0.0861   0.7654   0.1132   1.2188
21.2284    0.0861   0.4578   0.1132   1.2188
21.0866    0.0739   0.4475   0.1001   1.2531
20.4650    0.0500   0.9553   0.0729   2.3423
20.4095    0.0465   1.2284   0.0687   2.3073
20.5728    0.0516   0.4237   0.0748   2.4201
21.0483    0.0720   0.6417   0.0979   2.2221
21.0215    0.0692   0.5962   0.0949   2.2359
20.2990    0.0440   0.8980   0.0658   2.4959
21.1134    0.0739   0.5765   0.1001   1.2531
20.7123    0.0571   0.3443   0.0812   2.3840
20.7376    0.0550   0.7503   0.0788   1.2760
20.8415    0.0605   0.5061   0.0851   2.3360
20.8464    0.0624   0.5297   0.0872   2.3146
21.2260    0.0810   0.5918   0.1077   1.2346
20.6764    0.0571   0.5608   0.0812   1.2714
20.7212    0.0603   0.4878   0.0849   2.3196
20.5099    0.0503   1.3026   0.0733   1.2990
20.4193    0.0470   0.6749   0.0694   2.3310
20.7831    0.0600   0.5036   0.0845   2.3568
20.1594    0.0399   1.1235   0.0606   2.4374
21.1028    0.0665   0.6112   0.0919   2.2483
21.4655    0.0915   0.5738   0.1189   1.2024
20.7662    0.0583   0.5676   0.0825   2.3624
21.0601    0.0732   0.5775   0.0992   1.2547
20.7159    0.0568   0.5118   0.0808   1.2721
20.5823    0.0527   0.5624   0.0761   2.2756
19.9873    0.0373   0.4830   0.0575   2.5320
21.0309    0.0733   0.6194   0.0994   2.2155
20.4581    0.0501   0.6301   0.0730   2.4396
21.0079    0.0655   0.4844   0.0907   2.2531
20.9433    0.0672   0.5796   0.0926   2.2854
20.6429    0.0540   0.4890   0.0775   2.4025
20.7033    0.0554   0.4645   0.0793   2.3768
20.9817    0.0660   0.6225   0.0913   2.2507
20.9003    0.0597   0.5284   0.0842   2.3408
21.0841    0.0733   0.5666   0.0994   2.2226
20.8463    0.0597   0.5371   0.0841   2.3706
20.7031    0.0582   0.4548   0.0824   2.3543
20.3778    0.0468   0.7266   0.0691   2.3355
20.6063    0.0546   0.9040   0.0783   1.2843
