#mag    e_mag    col1   e_col1    m_ini
22.2728    0.0610   1.1494   0.0779   1.8762
22.8482    0.0896   0.9686   0.1187   0.9906
22.2042    0.0567   1.0402   0.0719   1.9083
22.2310    0.0610   1.1398   0.0779   1.8762
22.0784    0.0521   0.9681   0.0657   2.0119
21.9976    0.0489   0.8708   0.0613   2.0545
22.6176    0.0860   0.9394   0.1134   1.0235
21.9363    0.0462   0.8976   0.0578   2.0980
22.0491    0.0485   0.9727   0.0608   2.0584
22.0516    0.0476   0.8078   0.0596   2.0471
22.4745    0.0752   0.6275   0.0978   1.1208
21.9895    0.0482   0.8281   0.0604   2.0785
21.6506    0.0393   0.7784   0.0486   2.3015
22.2062    0.0614   0.7641   0.0784   1.2000
22.5600    0.0708   0.7805   0.0915   1.1503
22.5336    0.0775   0.8671   0.1011   1.1066
21.7230    0.0384   0.7335   0.0474   2.3031
21.9710    0.0501   0.8658   0.0630   2.0472
21.5523    0.0354   0.6891   0.0435   2.3289
22.2186    0.0599   0.7970   0.0763   1.2085
21.6299    0.0373   0.7531   0.0460   2.3162
21.4760    0.0343   0.7440   0.0421   2.3974
21.5825    0.0357   0.7673   0.0439   2.3691
21.0016    0.0242   0.5040   0.0294   2.7034
21.3816    0.0318   0.6514   0.0389   2.4360
21.6911    0.0398   0.5655   0.0493   1.3882
21.9045    0.0464   0.5599   0.0579   1.3116
21.8089    0.0413   0.5044   0.0512   1.3667
21.1960    0.0265   0.6010   0.0322   2.6132
21.5022    0.0336   0.4201   0.0411   1.4981
20.9002    0.0215   0.4598   0.0261   2.8409
21.1149    0.0250   0.5387   0.0304   2.6690
20.9296    0.0219   0.4625   0.0266   2.8194
21.0164    0.0237   0.5081   0.0288   2.7277
21.4210    0.0326   0.3803   0.0399   1.5192
20.7210    0.0189   0.3600   0.0230   3.0258
20.9336    0.0225   0.4543   0.0273   2.7898
21.3601    0.0302   0.2657   0.0369   1.5785
21.2736    0.0292   0.2911   0.0356   1.6082
21.2071    0.0281   0.3519   0.0342   1.6421
20.5452    0.0169   0.3290   0.0208   3.2079
21.2443    0.0287   0.2845   0.0350   1.6209
20.2855    0.0142   0.1858   0.0176   3.5680
21.0764    0.0249   0.1782   0.0303   1.7565
21.0885    0.0244   0.1703   0.0297   1.7776
20.9893    0.0228   0.1266   0.0278   1.8497
21.0290    0.0235   0.1387   0.0285   1.8200
20.9147    0.0222   0.1841   0.0269   1.8836
20.1537    0.0129   0.1254   0.0162   3.7925
20.8639    0.0214   0.1337   0.0260   1.9259
20.2790    0.0140   0.1828   0.0174   3.5849
20.1641    0.0131   0.1417   0.0164   3.7502
20.0342    0.0118   0.1024   0.0150   4.0170
20.6201    0.0179   0.0049   0.0219   2.1462
19.9259    0.0112   0.0599   0.0143   4.1695
20.5317    0.0169   0.0077   0.0208   2.2224
20.4641    0.0160  -0.0051   0.0197   2.3029
20.4578    0.0159  -0.0125   0.0196   2.3072
19.6088    0.0092  -0.0154   0.0122   4.7891
20.1919    0.0133  -0.0733   0.0166   2.5878
19.6132    0.0092  -0.0395   0.0122   4.7637
20.0381    0.0120  -0.0884   0.0152   2.7573
19.9765    0.0115  -0.1427   0.0146   2.8420
19.2552    0.0074  -0.1386   0.0103   5.6162
19.7776    0.0101  -0.1562   0.0131   3.0792
19.7784    0.0101  -0.1734   0.0131   3.0792
19.6073    0.0091  -0.2000   0.0120   3.3198
19.0265    0.0066  -0.1790   0.0094   6.0940
19.2266    0.0074  -0.2830   0.0102   3.8517
18.5844    0.0053  -0.2633   0.0082   7.3295
19.0086    0.0065  -0.3046   0.0094   4.2381
18.1390    0.0044  -0.3414   0.0074   8.7474
17.7616    0.0039  -0.3900   0.0069  10.1788
17.9751    0.0042  -0.4441   0.0072   6.3232
17.2238    0.0033  -0.5250   0.0064   8.1882
15.8859    0.0027  -0.5770   0.0060  19.1684
