#mag    e_mag    col1   e_col1    m_ini
21.4994    0.1039   0.9327   0.1398   1.1993
20.9387    0.0854   0.8004   0.1170   2.2821
21.2959    0.0949   0.5157   0.1288   1.2383
20.9155    0.0924   0.7446   0.1257   1.2495
20.7426    0.0733   0.7570   0.1019   2.3925
20.9650    0.0755   0.6034   0.1046   2.3745
20.7923    0.0812   0.8505   0.1118   1.2990
21.6330    0.1021   0.7966   0.1377   1.2066
20.9274    0.0787   0.7910   0.1087   2.3455
21.2113    0.1005   0.7398   0.1357   1.2139
20.6432    0.0713   0.8190   0.0994   2.4088
18.2011    0.0176   2.1337   0.0288   1.3772
18.3689    0.0199   1.7423   0.0319   1.3974
20.3024    0.0627   0.8172   0.0885   2.4711
20.0333    0.0533   0.9136   0.0764   2.4879
19.8902    0.0509   0.7977   0.0732   2.5689
20.2994    0.0632   0.7772   0.0891   2.5062
18.3856    0.0200   1.4899   0.0321   2.7277
18.9924    0.0298   1.8935   0.0454   1.3698
19.7584    0.0471   0.7833   0.0683   2.6539
