#mag    e_mag    col1   e_col1    m_ini
22.6484    0.0848   1.4116   0.1419   1.8567
22.5544    0.0744   0.9947   0.1286   1.9281
22.6983    0.0856   1.1701   0.1430   1.8511
22.9268    0.0957   0.9775   0.1554   1.0330
22.5012    0.0731   1.0760   0.1269   1.9374
22.4690    0.0807   0.8390   0.1367   1.0902
22.5138    0.0724   0.9080   0.1259   1.9426
22.5937    0.0770   0.7905   0.1319   1.1063
22.1409    0.0611   0.9575   0.1106   2.0264
22.1876    0.0632   0.9353   0.1135   2.0103
22.8744    0.0866   1.0545   0.1442   1.0664
22.1250    0.0608   0.9611   0.1102   2.0444
22.1353    0.0600   1.0136   0.1090   2.0712
22.3879    0.0664   0.9772   0.1178   1.9864
22.1576    0.0656   0.9594   0.1167   1.9924
21.6687    0.0516   0.9512   0.0969   2.1668
22.2849    0.0677   0.9370   0.1196   1.1529
21.4938    0.0404   0.7311   0.0799   2.3331
22.0422    0.0545   0.7635   0.1012   2.0820
21.6482    0.0441   0.7908   0.0856   2.2729
21.9537    0.0577   0.8871   0.1058   2.0547
22.0537    0.0556   0.9395   0.1027   2.0729
22.1266    0.0612   0.7878   0.1107   1.1893
22.2613    0.0677   0.6238   0.1196   1.1529
22.2199    0.0643   0.6635   0.1151   1.1711
21.5817    0.0405   0.7770   0.0800   2.3331
22.0494    0.0566   0.8555   0.1042   2.0638
21.9744    0.0539   0.8566   0.1003   2.1298
22.3832    0.0711   0.6331   0.1243   1.1347
21.8079    0.0464   0.8647   0.0892   2.2388
21.7160    0.0456   0.8691   0.0879   2.2406
21.6189    0.0410   0.7307   0.0808   2.3240
22.1227    0.0588   0.6207   0.1074   1.2040
21.9242    0.0535   0.8357   0.0998   1.2401
21.5920    0.0407   0.6225   0.0803   2.3064
21.2566    0.0349   0.7227   0.0709   2.4138
21.3533    0.0386   0.7565   0.0770   2.3223
21.8107    0.0491   0.6379   0.0932   1.2745
21.5882    0.0426   0.8188   0.0834   2.2555
21.7522    0.0495   0.5489   0.0938   1.2713
21.7304    0.0465   0.4734   0.0893   1.2966
21.7779    0.0503   0.5325   0.0950   1.2650
21.7219    0.0463   0.8579   0.0891   2.1953
21.8550    0.0515   0.8041   0.0968   1.2557
21.9343    0.0561   0.6925   0.1035   1.2220
22.0149    0.0570   0.5778   0.1048   1.2160
21.2105    0.0328   0.7079   0.0674   2.4838
21.6289    0.0459   0.9043   0.0883   2.1634
21.4534    0.0406   0.7739   0.0802   2.2540
21.1902    0.0341   0.7680   0.0695   2.4348
21.7834    0.0487   0.4030   0.0927   1.2777
21.7030    0.0458   0.7863   0.0883   1.3029
21.9846    0.0553   0.8546   0.1023   1.2280
21.6529    0.0474   0.8740   0.0907   2.1481
20.9115    0.0267   0.5718   0.0568   2.6253
20.9001    0.0272   0.6327   0.0577   2.6246
21.1369    0.0334   0.5684   0.0684   2.3762
21.5596    0.0425   0.6320   0.0832   1.3343
21.5282    0.0419   0.5959   0.0822   1.3405
21.4492    0.0390   0.6611   0.0777   1.3719
21.3933    0.0402   0.6277   0.0795   1.3593
21.3692    0.0380   0.5664   0.0759   1.3844
21.4311    0.0378   0.6059   0.0756   2.2822
21.3632    0.0364   0.6278   0.0735   1.4032
20.7251    0.0240   0.5590   0.0520   2.7250
21.4571    0.0402   0.6651   0.0795   1.3593
21.1891    0.0337   0.6244   0.0689   2.4321
20.8193    0.0257   0.5745   0.0550   2.6687
21.4671    0.0419   0.5836   0.0822   1.3405
21.1273    0.0313   0.6615   0.0649   2.4788
21.2504    0.0359   0.5044   0.0727   1.4095
21.2159    0.0340   0.6853   0.0694   2.4012
21.4360    0.0407   0.5816   0.0804   1.3531
21.3348    0.0356   0.7650   0.0721   2.3568
21.6041    0.0432   0.6055   0.0842   1.3280
21.4122    0.0380   0.5776   0.0759   1.3844
21.4136    0.0390   0.4295   0.0777   1.3719
20.7972    0.0256   0.4449   0.0548   2.5883
21.1142    0.0319   0.4840   0.0660   1.4659
21.2657    0.0336   0.4294   0.0688   1.4409
20.5937    0.0221   0.4565   0.0484   2.7814
21.3746    0.0359   0.4151   0.0727   1.4095
21.2116    0.0341   0.5206   0.0695   1.4346
21.2001    0.0323   0.5640   0.0667   1.4597
20.9787    0.0296   0.3723   0.0619   1.5042
20.9244    0.0275   0.5994   0.0583   2.5585
21.2131    0.0336   0.5091   0.0688   1.4409
20.8011    0.0255   0.3520   0.0547   2.6103
20.9115    0.0274   0.5616   0.0580   2.5440
20.9233    0.0281   0.5677   0.0592   2.5254
21.0267    0.0299   0.4673   0.0625   1.4980
21.2694    0.0336   0.6260   0.0688   1.4409
20.5224    0.0217   0.5123   0.0475   2.8128
21.1022    0.0311   0.4922   0.0646   1.4785
20.6589    0.0236   0.5900   0.0512   2.7312
21.2284    0.0345   0.5315   0.0703   1.4283
20.4347    0.0200   0.4609   0.0443   2.8696
20.7676    0.0249   0.3487   0.0537   1.5917
20.8753    0.0261   0.4316   0.0557   1.5685
20.9502    0.0288   0.4195   0.0606   1.5166
20.8701    0.0258   0.4073   0.0552   1.5743
20.2817    0.0175   0.3728   0.0394   2.9900
20.6891    0.0247   0.2397   0.0531   1.5980
20.7676    0.0258   0.3859   0.0552   1.5743
20.7530    0.0249   0.3781   0.0537   1.5917
20.8675    0.0270   0.3827   0.0573   1.5511
20.6070    0.0223   0.4949   0.0488   2.7331
20.4042    0.0195   0.4455   0.0433   2.8854
20.2401    0.0171   0.4333   0.0386   3.0192
20.2688    0.0177   0.4652   0.0398   2.9886
20.2870    0.0175   0.4013   0.0394   3.0012
20.8363    0.0258   0.3723   0.0552   1.5743
19.9046    0.0130   0.3127   0.0301   3.2712
20.5186    0.0209   0.3053   0.0461   1.6858
20.4968    0.0205   0.2685   0.0453   1.6961
20.0777    0.0152   0.3864   0.0347   3.1204
20.6116    0.0224   0.3413   0.0490   1.6481
20.1784    0.0163   0.4350   0.0371   3.0200
20.3246    0.0182   0.4617   0.0407   2.8827
20.5946    0.0219   0.3201   0.0480   1.6607
20.6313    0.0224   0.3425   0.0490   1.6481
20.5479    0.0212   0.2758   0.0466   1.6795
20.5995    0.0227   0.3128   0.0495   1.6419
20.6147    0.0224   0.2673   0.0490   1.6481
20.4640    0.0207   0.3500   0.0457   1.6916
20.6954    0.0235   0.2871   0.0510   1.6231
20.2147    0.0167   0.2334   0.0379   1.8036
19.8389    0.0125   0.3011   0.0289   3.3023
19.7111    0.0112   0.2389   0.0261   3.3983
20.2436    0.0171   0.2174   0.0387   1.7919
20.4239    0.0197   0.2812   0.0437   1.7183
20.4006    0.0193   0.3232   0.0430   1.7284
20.3808    0.0188   0.2182   0.0421   1.7425
20.3603    0.0186   0.2139   0.0416   1.7489
20.2228    0.0169   0.2822   0.0381   1.7997
19.8885    0.0129   0.2815   0.0298   3.2628
20.0991    0.0155   0.3593   0.0353   3.0305
20.2639    0.0173   0.2228   0.0390   1.7870
19.4580    0.0090   0.2045   0.0210   3.5684
19.7042    0.0110   0.3137   0.0256   3.3222
19.5934    0.0102   0.2253   0.0239   3.4768
19.9049    0.0131   0.3182   0.0303   3.1596
20.2066    0.0163   0.2644   0.0371   1.8152
19.9646    0.0136   0.2044   0.0314   1.9020
19.6918    0.0111   0.2109   0.0259   3.3895
19.9428    0.0135   0.2007   0.0311   1.9077
19.7407    0.0115   0.2850   0.0268   3.3338
19.4508    0.0090   0.2214   0.0209   3.5752
20.0918    0.0153   0.2393   0.0350   1.8470
19.2622    0.0075   0.1787   0.0173   3.6822
19.6779    0.0109   0.1218   0.0254   2.0001
19.4533    0.0087   0.2592   0.0204   3.5655
19.7436    0.0116   0.1237   0.0269   1.9753
19.8597    0.0128   0.1505   0.0297   1.9306
19.8277    0.0124   0.1382   0.0287   1.9458
19.4296    0.0086   0.2351   0.0201   3.4786
19.8137    0.0124   0.1652   0.0287   1.9458
19.7650    0.0117   0.1324   0.0273   1.9696
19.0383    0.0059   0.1631   0.0135   3.9189
19.1160    0.0065   0.1962   0.0149   3.6972
19.4637    0.0090   0.1484   0.0210   2.0699
19.3842    0.0084   0.1124   0.0196   2.0930
19.1115    0.0064   0.2210   0.0146   3.7306
18.8712    0.0049   0.1626   0.0109   4.0001
18.9253    0.0051   0.1597   0.0115   3.9596
19.1430    0.0066   0.2033   0.0153   3.7285
19.3774    0.0084   0.1688   0.0196   2.0930
18.9698    0.0055   0.2407   0.0124   2.2057
19.0862    0.0062   0.2005   0.0143   2.1769
19.2332    0.0073   0.1571   0.0170   2.1341
18.5177    0.0030   0.2021   0.0057   4.2143
18.7161    0.0040   0.1749   0.0084   4.0889
19.1738    0.0068   0.2135   0.0158   2.1525
18.2964    0.0020   0.2145   0.0027   4.3690
18.5237    0.0030   0.1724   0.0057   4.2388
18.7383    0.0041   0.3473   0.0087   2.2623
18.2101    0.0016   0.2513   0.0017   4.4040
18.4611    0.0027   0.3640   0.0049   3.9292
18.6465    0.0036   0.3843   0.0074   2.2818
18.8504    0.0047   0.2850   0.0104   2.2364
18.6212    0.0035   0.3728   0.0071   2.2868
18.7113    0.0040   0.3406   0.0084   2.2670
18.4707    0.0028   1.7206   0.0050   2.3563
18.2593    0.0018   1.7366   0.0023   2.4034
18.2596    0.0018   1.7324   0.0023   2.4034
18.0612    0.0010   1.3056  -0.0001   4.2563
18.3907    0.0024   1.7265   0.0040   2.3740
17.8824    0.0004   1.0165  -0.0021   4.5445
18.2267    0.0017   1.7374   0.0019   2.4097
17.8214    0.0002   1.0852  -0.0027   4.5414
17.8716    0.0004   1.0713  -0.0022   4.5224
