H86-188    SMC   15.058333333   -72.458333333   7.4   -0.10  0.11  6.70  0.60  0.000  0.020  18.96  0.06  400    200
HW40       SMC   15.104166667   -71.294722222   11.4  -0.70  0.43  9.60  0.20  0.010  0.010  19.00  0.07  3800   800
H86-190    SMC   15.137500000   -72.258333333   6.4   -0.48  0.35  7.80  0.60  0.040  0.020  19.02  0.07  400    200
L63        SMC   15.141666667   -72.365555556   7.0   -0.10  0.11  8.20  0.90  0.030  0.020  18.88  0.03  400    200
HW41       SMC   15.145833333   -71.460833333   21.7  -0.40  0.29  9.60  0.20  0.010  0.010  18.94  0.05  13000  6000
K43        SMC   15.204166667   -73.348888889   4.6   -0.10  0.11  8.35  0.06  0.040  0.020  18.88  0.04  600    200
B103       SMC   15.233333333   -73.151666667   6.5   -0.01  0.12  8.40  0.20  0.040  0.020  19.06  0.04  1000   200
HW42       SMC   15.283333333   -74.073611111   5.6   -0.88  0.65  9.70  0.30  0.015  0.008  18.94  0.06  200    200
B99        SMC   15.350000000   -73.240277778   5.1   -0.28  0.22  8.00  1.00  0.060  0.010  18.88  0.06  200    400
B111       SMC   15.491666667   -71.020277778   8.0   -0.28  0.22  9.10  0.20  0.005  0.005  18.92  0.06  400    200
B112       SMC   15.595833333   -72.003055556   8.8   -0.18  0.13  9.00  0.20  0.010  0.020  18.92  0.05  400    200
K47        SMC   15.795833333   -72.273611111   7.6   -0.10  0.11  7.00  0.20  0.050  0.020  18.94  0.03  600    200
L72        SMC   15.970833333   -72.826111111   11.7  -0.40  0.29  7.80  0.30  0.000  0.020  18.90  0.06  3400   400
HW47       LMC   16.016666667   -74.619166667   16.3  -0.40  0.22  9.20  0.10  0.020  0.007  18.96  0.03  1400   700
BS121      LMC   16.091666667   -72.847777778   13.4  -1.18  2.00  9.60  0.20  0.020  0.020  19.06  0.06  3200   700
B124       LMC   16.258333333   -73.042777778   6.3   -0.18  0.13  8.00  0.20  0.020  0.020  18.94  0.06  200    200
HW52       LMC   16.737500000   -73.235000000   9.7   -0.88  0.65  8.30  0.40  0.040  0.020  18.88  0.06  400    200
HW55       LMC   16.833333333   -73.377500000   12.0  -0.40  0.22  9.20  0.70  0.000  0.030  19.04  0.04  1000   400
K55        LMC   16.879166667   -73.119722222   14.1  -0.58  0.33  8.80  0.05  0.020  0.020  18.92  0.04  1000   300
K57        LMC   17.058333333   -73.256944444   11.1  -0.48  0.26  8.75  0.05  0.020  0.020  18.94  0.05  1400   200
NGC419     LMC   17.079166667   -72.884166667   24.3  -0.10  0.11  8.95  0.05  0.020  0.030  18.92  0.05  28000  3000
HW59       LMC   17.225000000   -73.241666667   4.3   -0.88  1.30  9.90  0.30  0.100  0.030  18.98  0.07  1800   900
B134       LMC   17.254166667   -73.206666667   7.0   -0.28  0.27  7.20  0.40  0.080  0.020  18.96  0.05  200    200
K61        LMC   17.258333333   -73.086388889   5.7   -0.88  0.87  8.00  0.70  0.100  0.030  18.96  0.04  200    200
HW63       LMC   17.554166667   -73.209166667   12.4  -0.70  0.43  9.55  0.06  0.060  0.030  18.88  0.06  3000   1000
K63        LMC   17.695833333   -72.791944444   7.5   -0.88  0.65  8.30  0.80  0.060  0.030  18.94  0.04  400    200
HW66       LMC   18.016666667   -75.197500000   17.0  -0.88  0.65  9.45  0.06  0.020  0.010  19.04  0.04  3000   1000
L91        LMC   18.212500000   -73.119444444   18.7  -0.88  0.65  9.60  0.06  0.080  0.030  19.00  0.05  18000  3000
HW67       LMC   18.258333333   -70.962777778   9.1   -1.18  1.30  9.30  0.70  0.015  0.005  18.98  0.06  1600   400
H86-197    LMC   18.875000000   -71.178888889   4.9   -0.40  0.36  9.10  0.70  0.020  0.005  19.02  0.05  200    200
L100       LMC   19.566666667   -72.001666667   10.8  -0.88  0.65  9.40  0.10  0.020  0.010  18.86  0.07  4000   2000
HW79       LMC   20.700000000   -75.001666667   30.2  -0.88  0.65  9.80  0.05  0.010  0.010  19.02  0.05  25000  5000
L102       LMC   21.233333333   -71.183611111   16.0  -0.88  0.65  8.95  0.07  0.005  0.005  19.04  0.04  2800   700
L106       LMC   22.658333333   -76.054444444   14.6  -0.70  0.43  9.20  0.10  0.000  0.010  18.88  0.06  5600   700
L108       LMC   22.883333333   -71.952777778   13.0  -0.28  0.22  9.00  0.10  0.020  0.005  18.88  0.05  4000   1000
L109       LMC   23.308333333   -74.167222222   9.1   -0.88  0.65  9.70  0.20  0.010  0.005  19.00  0.07  2000   1000
L110       LMC   23.608333333   -72.874444444   20.3  -0.88  0.65  9.70  0.07  0.040  0.010  18.96  0.04  28000  5000
L111       LMC   23.750000000   -75.556666667   19.5  -0.48  0.26  9.10  0.10  0.040  0.010  18.88  0.07  6600   600
L112       LMC   24.004166667   -75.457777778   14.3  -0.88  0.65  9.60  0.10  0.010  0.010  19.00  0.05  6000   2000
HW84       SMC   25.429166667   -71.161111111   7.2   -1.18  1.30  9.35  0.09  0.025  0.008  18.94  0.06  5400   900
HW86       SMC   25.591666667   -74.173333333   19.5  -0.40  0.22  9.00  0.10  0.010  0.020  19.02  0.05  1400   300
HW85       SMC   25.616666667   -71.279166667   7.8   -2.18  2.00  9.30  0.70  0.010  0.008  19.00  0.07  2600   600
L113       SMC   27.366666667   -73.728333333   32.3  -0.88  0.65  9.55  0.05  0.030  0.010  19.02  0.05  29000  3000
L114       SMC   27.579166667   -74.356111111   18.7  -0.10  0.11  8.20  0.20  0.010  0.009  18.96  0.06  1200   200
L115       SMC   29.183333333   -74.219444444   14.8  -0.01  0.09  7.95  0.07  0.015  0.005  18.96  0.06  1200   400
HS8        SMC   67.666666667   -66.956944444   9.4   -0.40  0.22  9.20  0.60  0.010  0.009  18.54  0.07  800    200
SL5        SMC   68.908333333   -73.731666667   11.3  -0.18  0.13  9.55  0.05  0.000  0.020  18.50  0.05  4000   1000
NGC1644    SMC   69.412500000   -66.199444444   15.9  -0.40  0.22  9.15  0.05  0.030  0.010  18.50  0.04  8400   900
SL13       SMC   69.925000000   -74.017222222   14.3  -0.10  0.11  9.20  0.08  0.050  0.020  18.60  0.04  1800   300
KMHK58     SMC   70.808333333   -73.811944444   8.3   -0.40  0.29  9.30  0.60  0.010  0.020  18.44  0.06  600    200
LW54       SMC   71.516666667   -66.911388889   4.4   -0.88  0.65  8.65  0.05  0.020  0.010  18.44  0.05  400    200
SL33       SMC   71.604166667   -72.568333333   7.0   -0.28  0.16  9.55  0.05  0.040  0.020  18.48  0.04  5000   1000
KMHK95     SMC   71.858333333   -67.659722222   3.7   -0.18  0.13  8.60  0.50  0.030  0.020  18.44  0.05  400    200
SL41       SMC   71.875000000   -72.588333333   13.2  -0.48  0.26  9.25  0.05  0.100  0.030  18.48  0.04  12000  2000
NGC1697    SMC   72.154166667   -68.559444444   18.6  -0.28  0.16  9.05  0.05  0.060  0.030  18.48  0.06  9000   1000
KMHK123    SMC   72.250000000   -72.640000000   6.4   -0.40  0.22  9.00  0.30  0.100  0.040  18.52  0.05  600    300
KMHK112    SMC   72.279166667   -67.341666667   10.9  -0.18  0.13  9.10  0.05  0.030  0.020  18.52  0.05  1600   400
KMHK128    SMC   72.308333333   -72.056666667   8.7   -0.18  0.13  8.90  0.40  0.030  0.020  18.48  0.06  1000   200
LW69       SMC   72.412500000   -72.248055556   11.0  -0.28  0.16  9.30  0.07  0.050  0.020  18.60  0.06  1200   400
KMHK151    SMC   72.587500000   -72.827500000   6.6   -0.28  0.16  9.05  0.06  0.050  0.020  18.42  0.05  600    200
BSDL77     SMC   72.620833333   -67.325833333   4.3   -0.58  0.33  9.00  0.06  0.050  0.020  18.48  0.04  600    200
SL54       SMC   72.700000000   -72.576666667   9.4   -0.40  0.22  9.05  0.05  0.100  0.030  18.50  0.06  2200   500
HS38       SMC   72.795833333   -67.534722222   7.3   -0.28  0.16  8.80  0.50  0.020  0.020  18.52  0.05  1000   300
SL73       LMC   73.187500000   -72.517777778   10.8  -0.28  0.16  9.25  0.08  0.060  0.030  18.58  0.06  1600   500
SL72       LMC   73.225000000   -72.172500000   7.3   -0.10  0.11  8.30  0.50  0.040  0.020  18.56  0.07  1200   300
KMHK229    LMC   73.462500000   -69.571944444   3.7   -0.01  0.09  9.10  0.09  0.100  0.050  18.56  0.05  400    200
NGC1751    LMC   73.550000000   -69.806944444   14.5  -0.10  0.11  9.10  0.05  0.040  0.030  18.60  0.06  9000   1000
SL96       LMC   73.754166667   -67.714166667   12.1  -0.28  0.16  9.15  0.05  0.050  0.020  18.56  0.03  2000   500
H88-26     LMC   73.762500000   -67.964444444   7.5   -0.28  0.22  9.10  0.80  0.000  0.020  18.56  0.03  600    200
H88-33     LMC   73.920833333   -67.783333333   4.2   -0.18  0.13  8.30  0.70  0.010  0.020  18.44  0.06  200    200
BSDL268    LMC   73.966666667   -69.705833333   13.5  -0.01  0.12  8.10  0.40  0.020  0.020  18.42  0.04  800    300
H88-40     LMC   74.120833333   -67.622777778   11.8  -0.01  0.09  8.95  0.06  0.050  0.020  18.50  0.06  1000   300
BRHT45A    LMC   74.225000000   -68.002222222   4.4   -0.10  0.11  8.20  0.30  0.060  0.020  18.54  0.05  400    200
SL132      LMC   74.358333333   -67.685277778   8.2   -0.28  0.16  9.10  0.80  0.060  0.020  18.56  0.06  2800   300
SL133      LMC   74.391666667   -65.267777778   16.0  -0.70  0.43  9.50  0.10  0.000  0.020  18.46  0.06  7000   1000
H88-52     LMC   74.541666667   -68.060277778   9.1   -0.40  0.29  9.20  0.10  0.020  0.020  18.56  0.06  400    200
H88-55     LMC   74.558333333   -67.768333333   7.3   -0.28  0.16  8.90  0.05  0.010  0.020  18.48  0.05  1600   400
BSDL341    LMC   74.562500000   -68.049166667   12.1  -0.01  0.09  8.40  0.10  0.080  0.010  18.44  0.04  3400   500
KMHK378    LMC   74.591666667   -69.803055556   3.4   -0.01  0.12  8.30  0.90  0.080  0.030  18.58  0.06  200    200
SL151      LMC   74.712500000   -69.957777778   16.0  -0.10  0.11  9.15  0.06  0.000  0.020  18.52  0.06  1600   500
H88-67     LMC   74.725000000   -67.846944444   11.8  -0.70  0.43  9.05  0.08  0.060  0.020  18.54  0.06  1000   200
SL154      LMC   74.808333333   -67.908333333   12.3  -0.40  0.29  8.90  0.07  0.020  0.020  18.50  0.06  1000   200
NGC1793    LMC   74.908333333   -69.557500000   5.7   -0.28  0.16  8.30  0.80  0.020  0.050  18.42  0.06  600    300
NGC1795    LMC   74.941666667   -69.801111111   10.7  -0.10  0.11  8.95  0.07  0.100  0.040  18.48  0.05  2600   900
SL162      LMC   74.970833333   -67.923611111   12.0  -0.10  0.11  9.15  0.07  0.070  0.020  18.50  0.05  3400   500
KMHK506    LMC   76.125000000   -68.349722222   4.3   -0.10  0.11  9.00  1.00  0.050  0.020  18.46  0.04  200    200
KMHK505    LMC   76.137500000   -67.975555556   3.0   -0.28  0.16  8.95  0.06  0.040  0.020  18.42  0.06  600    200
BSDL527    LMC   76.141666667   -68.208333333   5.6   -0.28  0.16  8.90  0.10  0.050  0.020  18.56  0.06  200    200
SL218      LMC   76.354166667   -68.500555556   9.0   -0.40  0.36  8.10  0.60  0.020  0.020  18.40  0.10  400    200
NGC1836    LMC   76.400000000   -68.628611111   5.3   -0.40  0.29  8.80  0.10  0.040  0.020  18.42  0.07  4000   2000
BRHT4B     LMC   76.416666667   -68.639444444   3.7   -0.10  0.11  8.45  0.08  0.010  0.020  18.42  0.05  600    200
BSDL594    LMC   76.470833333   -67.049444444   7.8   -0.10  0.11  9.10  0.05  0.020  0.020  18.50  0.03  1000   200
HS114      LMC   76.508333333   -68.026388889   16.8  -0.18  0.13  9.15  0.05  0.010  0.020  18.46  0.04  1800   400
NGC1839    LMC   76.512500000   -68.628333333   14.8  -0.01  0.12  8.30  0.50  0.040  0.020  18.48  0.06  3400   500
NGC1838    LMC   76.537500000   -68.445833333   7.6   -0.01  0.09  8.20  0.10  0.060  0.020  18.44  0.06  1200   200
HS116      LMC   76.550000000   -68.063055556   5.9   -0.10  0.11  8.65  0.07  0.010  0.020  18.50  0.07  400    200
SL229      LMC   76.604166667   -68.375000000   5.5   -0.28  0.16  8.65  0.06  0.040  0.020  18.42  0.06  1000   300
BSDL631    LMC   76.641666667   -68.427222222   3.6   -0.10  0.14  7.50  0.20  0.020  0.020  18.54  0.03  200    200
SL230      LMC   76.641666667   -68.363055556   5.6   -0.01  0.09  7.90  0.08  0.050  0.020  18.48  0.04  1000   200
H88-131    LMC   76.670833333   -67.842222222   5.9   -0.28  0.16  9.10  0.80  0.000  0.010  18.48  0.06  400    300
BSDL654    LMC   76.837500000   -66.829166667   4.5   -0.10  0.11  8.60  0.50  0.050  0.020  18.56  0.06  600    200
NGC1846    LMC   76.895833333   -67.460833333   25.9  -0.01  0.09  9.00  0.05  0.020  0.020  18.50  0.06  8000   700
SL244      LMC   76.904166667   -68.541944444   11.7  -0.28  0.16  9.15  0.09  0.030  0.010  18.60  0.04  4000   1000
HS121      LMC   76.941666667   -67.861388889   5.7   -0.01  0.09  9.05  0.05  0.000  0.020  18.46  0.03  800    200
BSDL665    LMC   76.945833333   -66.798055556   7.4   -0.28  0.16  8.80  0.20  0.010  0.020  18.56  0.06  200    200
BSDL677    LMC   76.975000000   -67.928888889   3.0   -0.01  0.14  8.30  0.60  0.060  0.020  18.44  0.06  200    200
BSDL675    LMC   76.983333333   -67.357777778   6.7   -0.10  0.11  9.00  0.10  0.060  0.020  18.48  0.05  600    200
KMHK586    LMC   77.212500000   -67.980277778   6.3   -0.18  0.13  9.55  0.05  0.010  0.020  18.40  0.06  1200   300
BSDL716    LMC   77.220833333   -68.083611111   9.9   -0.28  0.22  8.80  0.20  0.000  0.020  18.48  0.05  600    200
HS131      LMC   77.300000000   -68.444166667   2.9   -0.01  0.09  9.10  0.07  0.000  0.020  18.42  0.04  600    200
HS130      LMC   77.312500000   -67.699722222   5.3   -0.10  0.11  7.90  0.40  0.060  0.010  18.50  0.06  1200   200
NGC1852    LMC   77.345833333   -67.778333333   23.9  -0.18  0.13  9.10  0.06  0.040  0.020  18.50  0.05  6000   1000
SL269      LMC   77.395833333   -67.810555556   4.7   -0.40  0.22  8.20  0.30  0.020  0.020  18.58  0.06  400    200
BSDL761    LMC   77.508333333   -66.699166667   5.7   -0.10  0.11  8.30  0.30  0.030  0.020  18.54  0.07  600    200
HS151      LMC   77.625000000   -68.400555556   3.3   -0.18  0.22  9.10  0.20  0.100  0.040  18.42  0.06  600    300
BSDL779    LMC   77.633333333   -66.940000000   8.3   -0.01  0.09  8.40  0.20  0.030  0.010  18.50  0.06  1400   400
SL290      LMC   77.650000000   -70.487500000   7.8   -0.28  0.16  8.95  0.08  0.020  0.020  18.50  0.05  1200   300
NGC1860    LMC   77.666666667   -68.753611111   12.9  -0.18  0.13  8.80  0.05  0.010  0.020  18.58  0.05  8400   600
H88-188    LMC   77.720833333   -67.471111111   8.8   -0.40  0.22  8.90  0.20  0.030  0.020  18.48  0.06  1000   400
HS154      LMC   77.733333333   -67.626666667   6.6   -0.01  0.09  8.60  0.70  0.010  0.020  18.52  0.06  200    200
SL293      LMC   77.787500000   -67.682500000   8.9   -0.28  0.16  8.70  0.08  0.030  0.020  18.50  0.06  600    200
HS156      LMC   77.795833333   -67.626666667   7.0   -0.01  0.09  9.05  0.07  0.040  0.020  18.52  0.07  600    200
NGC1863    LMC   77.916666667   -68.726666667   8.4   -0.01  0.09  8.00  0.90  0.080  0.010  18.44  0.03  2000   1000
SL300      LMC   77.920833333   -67.565555556   12.4  -0.10  0.11  8.60  0.10  0.060  0.020  18.54  0.07  600    200
NGC1865    LMC   78.104166667   -68.771944444   15.9  -0.01  0.09  8.80  0.06  0.000  0.020  18.42  0.06  6000   2000
HS178      LMC   78.450000000   -66.620000000   10.8  -0.10  0.11  8.80  0.80  0.010  0.020  18.52  0.06  1000   200
BSDL1024   LMC   78.812500000   -68.882500000   6.6   -0.28  0.16  8.40  0.10  0.000  0.040  18.48  0.07  400    200
BSDL1035   LMC   78.854166667   -68.681111111   2.3   -0.18  0.13  8.70  0.10  0.080  0.030  18.44  0.05  200    200
H88-235    LMC   78.945833333   -69.191944444   3.4   -0.18  0.22  8.70  0.70  0.080  0.030  18.60  0.05  600    400
H88-244    LMC   79.070833333   -69.154166667   5.2   -0.01  0.09  8.00  1.00  0.120  0.040  18.52  0.07  600    400
H88-245    LMC   79.112500000   -69.080277778   4.4   -0.18  0.17  8.70  0.20  0.080  0.030  18.60  0.06  400    200
SL35       LMC   79.166666667   -70.540833333   8.8   -0.70  0.43  9.10  0.05  0.060  0.030  18.56  0.06  1800   400
OGLE298    LMC   79.220833333   -69.150000000   3.4   -0.40  0.29  8.80  0.20  0.060  0.040  18.54  0.06  400    300
SL351      LMC   79.233333333   -68.682777778   7.7   -0.10  0.11  8.75  0.07  0.060  0.030  18.60  0.04  800    200
SL359      LMC   79.454166667   -68.472777778   10.8  -0.88  0.87  9.50  0.10  0.020  0.030  18.58  0.07  4000   1000
H88-265    LMC   79.520833333   -69.171666667   4.5   -0.01  0.09  8.30  0.90  0.060  0.030  18.52  0.06  800    200
H88-269    LMC   79.670833333   -69.079444444   4.1   -0.01  0.09  8.85  0.05  0.100  0.030  18.44  0.03  3000   1000
NGC1917    LMC   79.758333333   -69.001111111   5.9   -0.88  0.87  9.15  0.08  0.080  0.050  18.48  0.04  4000   1000
H88-279    LMC   80.008333333   -69.261111111   4.5   -0.18  0.17  8.60  0.90  0.080  0.040  18.58  0.05  1000   300
SL397      LMC   80.050000000   -68.904166667   5.0   -0.01  0.09  8.00  0.60  0.140  0.030  18.52  0.06  2200   300
HS247      LMC   80.437500000   -68.917222222   4.4   -0.10  0.11  8.80  0.20  0.040  0.040  18.40  0.05  600    300
HS264      LMC   80.800000000   -70.777777778   5.2   -0.58  0.33  9.10  0.05  0.070  0.020  18.42  0.07  1200   300
SL446A     LMC   81.116666667   -67.728611111   11.2  -0.88  0.65  9.50  0.05  0.080  0.030  18.48  0.05  6000   2000
SL444      LMC   81.125000000   -67.678055556   11.1  -0.40  0.22  8.80  0.05  0.040  0.020  18.52  0.07  1000   300
LW211      LMC   81.362500000   -73.570277778   11.4  -0.40  0.22  9.40  0.10  0.010  0.020  18.42  0.07  2400   800
KMHK907    LMC   81.550000000   -70.981388889   4.7   -0.10  0.14  8.40  0.10  0.080  0.020  18.58  0.04  1200   200
SL505      LMC   82.208333333   -71.632777778   10.7  -0.28  0.16  8.90  0.10  0.030  0.020  18.60  0.06  1600   300
SL510      LMC   82.333333333   -70.579444444   4.4   -0.01  0.09  8.30  0.20  0.060  0.030  18.54  0.06  800    200
KMHK979    LMC   82.412500000   -70.983888889   4.2   -0.01  0.09  7.30  0.70  0.070  0.020  18.42  0.04  600    200
HS329      LMC   82.441666667   -71.000555556   7.5   -0.88  0.65  9.50  0.10  0.010  0.020  18.58  0.04  6000   1000
LW224      LMC   82.483333333   -72.054722222   9.6   -0.10  0.11  8.85  0.05  0.070  0.020  18.48  0.06  1000   200
KMHK975    LMC   82.495833333   -67.878888889   4.5   -0.70  0.43  6.70  0.09  0.220  0.050  18.56  0.05  600    200
NGC1997    LMC   82.641666667   -63.203333333   11.8  -0.88  0.65  9.40  0.10  0.030  0.010  18.44  0.04  5000   2000
SL548      LMC   82.850000000   -72.042500000   6.6   -0.18  0.13  8.75  0.06  0.030  0.020  18.52  0.06  2200   400
SL555      LMC   82.925000000   -72.146111111   12.4  -0.70  0.58  9.30  0.20  0.020  0.030  18.52  0.04  7000   2000
KMHK1023   LMC   82.941666667   -68.235555556   8.5   -0.88  0.65  9.40  0.10  0.300  0.080  18.60  0.04  2400   700
SL551      LMC   82.962500000   -67.991111111   5.8   -0.40  0.22  7.90  0.50  0.100  0.030  18.50  0.06  400    200
BRHT38B    LMC   82.991666667   -67.971666667   4.0   -0.18  0.13  8.20  0.80  0.080  0.040  18.44  0.06  600    200
SL549      LMC   83.012500000   -64.242222222   13.5  -0.18  0.22  9.20  0.20  0.040  0.010  18.46  0.05  3000   2000
KMHK1045   LMC   83.095833333   -67.996944444   5.9   -0.18  0.17  8.80  0.20  0.060  0.070  18.44  0.05  200    200
KMHK1055   LMC   83.254166667   -67.849166667   9.2   -0.28  0.27  9.00  1.00  0.080  0.040  18.42  0.05  4000   1000
H3         SMC   83.333333333   -68.152222222   17.0  -0.18  0.13  9.50  0.30  0.000  0.100  18.44  0.06  6000   2000
SL579      SMC   83.554166667   -67.856388889   6.3   -0.40  0.29  7.00  0.30  0.040  0.040  18.50  0.05  600    200
SL588      SMC   83.662500000   -68.305555556   9.8   -0.18  0.13  8.80  0.40  0.040  0.080  18.42  0.06  1600   700
IC2146     SMC   84.441666667   -74.782777778   24.6  -0.10  0.11  9.25  0.05  0.000  0.020  18.50  0.05  28000  2000
LW263      SMC   84.783333333   -74.853333333   13.8  -0.10  0.11  9.30  0.10  0.010  0.020  18.50  0.05  1400   400
H88-307    SMC   85.108333333   -69.248611111   8.6   -0.01  0.09  7.90  0.40  0.260  0.020  18.40  0.02  5000   2000
HS390      SMC   85.375000000   -69.185000000   2.8   -0.01  0.09  8.00  0.20  0.260  0.040  18.50  0.05  600    200
H88-316    SMC   85.412500000   -69.229444444   9.3   -0.01  0.09  7.70  0.20  0.220  0.020  18.44  0.05  5000   1000
NGC2093    SMC   85.454166667   -68.920833333   5.4   -0.10  0.11  8.00  0.40  0.140  0.080  18.48  0.04  1000   200
H88-320    SMC   85.491666667   -69.047500000   4.5   -0.58  0.33  8.10  0.30  0.240  0.070  18.44  0.04  1200   200
SL663      SMC   85.620833333   -65.362777778   25.0  -0.70  0.43  9.45  0.05  0.080  0.030  18.60  0.05  18000  2000
SL674      SMC   85.833333333   -66.262222222   14.3  -0.70  0.43  9.45  0.05  0.020  0.030  18.52  0.05  6800   900
SL678      SMC   85.895833333   -66.208611111   12.0  -0.40  0.22  9.10  0.07  0.040  0.030  18.52  0.05  6000   1000
NGC2108    SMC   85.983333333   -69.180555556   20.6  -0.18  0.13  9.00  0.05  0.100  0.050  18.48  0.06  6000   1000
H88-331    SMC   86.045833333   -69.333333333   4.4   -0.01  0.09  8.70  0.09  0.160  0.060  18.58  0.04  1000   200
H88-333    SMC   86.362500000   -69.345277778   5.6   -0.01  0.09  8.80  0.20  0.040  0.040  18.48  0.02  400    200
HS411      SMC   86.458333333   -69.380277778   4.2   -0.10  0.11  8.60  0.10  0.100  0.050  18.58  0.06  600    200
