HS412      SMC   86.483333333   -69.271944444   5.1   -0.10  0.11  8.20  0.30  0.160  0.040  18.42  0.06  800    200
SL707      SMC   86.550000000   -69.082500000   14.7  -0.58  0.33  9.45  0.05  0.100  0.030  18.54  0.06  7000   1000
BSDL2995   SMC   86.712500000   -69.419722222   6.5   -0.40  0.22  9.10  0.60  0.080  0.050  18.48  0.05  1600   700
H88-334    SMC   86.716666667   -69.189722222   7.2   -0.40  0.29  9.20  0.10  0.140  0.050  18.54  0.06  600    200
C11        SMC   87.700000000   -71.707777778   7.4   -0.28  0.16  8.60  0.50  0.020  0.020  18.54  0.05  600    200
BSDL3158   SMC   88.045833333   -71.858333333   13.4  -0.01  0.09  9.30  0.10  0.010  0.020  18.54  0.07  1200   600
OHSC28     SMC   88.895833333   -62.345277778   8.4   -0.18  0.22  9.30  0.20  0.080  0.030  18.42  0.05  600    600
NGC2161    SMC   88.925000000   -74.353888889   13.2  -0.28  0.16  9.20  0.10  0.070  0.010  18.50  0.06  17000  4000
LW393      SMC   91.629166667   -72.226388889   8.6   -0.18  0.13  9.20  0.20  0.040  0.010  18.44  0.05  1000   200
LW397      SMC   91.870833333   -72.494166667   10.1  -0.40  0.22  9.20  0.05  0.020  0.020  18.44  0.03  2200   500
KMHK1668   SMC   92.220833333   -72.383888889   8.5   -0.01  0.12  9.30  0.10  0.010  0.020  18.50  0.04  1200   200
KMHK1702   SMC   93.483333333   -72.505277778   7.9   -0.28  0.16  9.05  0.06  0.010  0.010  18.52  0.06  800    200
SL870      SMC   93.616666667   -72.609444444   15.0  -0.10  0.11  9.15  0.05  0.010  0.020  18.48  0.07  6000   1000
SL869      SMC   93.670833333   -69.801944444   18.9  -0.28  0.16  9.20  0.05  0.020  0.020  18.44  0.05  2400   600
SL874      SMC   93.987500000   -70.073055556   12.5  -0.58  0.33  9.40  0.10  0.010  0.010  18.50  0.06  9000   2000
KMHK1719   SMC   94.329166667   -70.060833333   6.3   -1.18  2.00  9.00  1.00  0.030  0.010  18.42  0.06  1800   400
LW469      SMC   95.391666667   -72.790000000   8.9   -0.28  0.16  9.05  0.05  0.000  0.020  18.44  0.03  3000   300
AM3        SMC   357.245833333  -72.945277778   17.0  -0.88  0.65  9.60  0.10  0.010  0.005  19.06  0.05  2600   700
