#
# NAME: Cluster's name.
# c_x:  Cluster's x center coordinate in pixels.
# c_y:  Cluster's y center coordinate in pixels.
# rad:  Cluster's radius in pixels.
# f_regs: Number of field regions to obtain around the cluster.
#
#
# MC:   Manual center flag.
#       '0': Disabled, center will be searched automatically.
#       '1': The coordinates given will be used as initial approximate values
#       for the cluster's true central coordinates. The latter will be searched
#       inside the radius given in the 'rad' parameter.
#       '2': Value is fixed to what is given here.
#
# MR:   Radius value flag.
#       '0': Disabled, radius will be searched automatically.
#       '1': The radius for the cluster will be taken from the 'rad' value.
#
# MF:  Manual field regions flag.
#      '0': Disabled, field regions number will be obtained from the
#      'params_input.dat' file.
#      '1': The number of field regions will be taken from the 'f_regs' value.      
#
# ME:   Error rejection method. Allowed values are [0, 1, 2, 3].
#       The '0' value means the mode set in the input parameters file will be
#       used. Any other value is interpreted as:
#       1: 'emax', 2: 'lowexp', 3: 'eyefit'
#
# NAME         c_x          c_y          rad    f_regs  MC  MR  MF ME
#
SL548          970.0        30.0         100.      10    1   0   0  0
NGC1836        1790.0       1810.0       60.       20    2   1   1  0
NGC1860        1607.91      1176.4       100.      10    1   0   0  0
NGC1865        187.73       1349.45      100.      10    1   0   0  0
LW224          1990.0       140.0        100.      10    1   0   0  0
SL444          830.0        540.0        100.      10    1   0   0  0
###########    ^ Ref B
SL244          110.0        1030.0       100.      10    1   0  0  0
SL359          839.52       1000.68      100.      10    1   0  0  0
SL446A         889.42       1005.99      100.      10    1   0  0  0
SL505          762.14       974.06       100.      10    1   0  0  0
SL549          361.45       1025.54      100.      10    1   0  0  0
SL555          762.7        974.43       100.      10    1   0  0  0
SL674          812.29       973.94       100.      10    1   0  0  0
SL678          570.0        490.0        100.      10    1   0  0  0
###########    ^ Ref A
BRHT4B         1720.0       1900.0       40.       10    2   1  0  0
NGC1839        1430.0       1800.0       162.5     10    2   1  0  0
NGC1838        1340.0       160.0        87.5      10    2   1  0  0
NGC1863        790.0        940.0        100.      10    1   0  0  0
SL218          1930.0       660.0        100.      15    2   1  1  0
###########    ^ Ref C
NGC1697        1106.87      978.22       100.      10    1   0  0  0
NGC1997        822.58       671.11       100.      10    1   0  0  0
OHSC28         1200.        950.0        100.      10    1   0  0  0
SL133          1081.71      978.07       100.      10    1   0  0  0
SL663          1081.76      1255.86      262.5     10    2   1  0  0
###########    ^ Ref I
SL874          1198.1       749.46       100.      10    1   0  0  0
KMHK1719       160.0        630.0        100.      15    1   0  1  0
NGC2161        997.63       545.0        100.      10    1   0  0  0
###########    ^ Ref K
BS121          1190.0       1200.0       100.      10    1   0  0  0
HW47           1199.58      1328.6       100.      10    1   0  0  0
L4             1150.44      1226.73      100.      10    1   0  0  0
L5             1123.53      1325.3       100.      10    1   0  0  0
L6             110.0        530.0        100.      10    1   0  0  0
L7             1146.33      1346.56      100.      10    1   0  0  0
L19            1327.02      1256.85      100.      10    1   0  0  0
L27            1229.92      1226.78      100.      10    1   0  0  0
###########    ^ Ref D
L35            1040.0       990.0        100.      10    1   0  0  0
L45            1670.0       1060.0       162.5     15    2   1  1  0
L49            1090.0       1010.0       100.      10    1   0  0  0
L50            480.0        570.0        100.      10    1   0  0  0
L62            1110.0       1040.0       100.      10    1   0  0  0
L63            710.0        1080.0       60.       10    2   1  0  0
###########    ^ Ref H
# v By-eye rad (312.5) includes the tail.
L113           1084.63      977.95       100.      10    1   0  0  0
L110           1109.09      1052.33      100.      10    1   0  0  0
###########    ^ Ref G
HW66           960.0        1130.0       100.      10    1   0  0  0 
HW79           917.58       1166.71      100.      10    1   0  0  0 
HW84           1484.74      1364.99      62.5      15    2   1  1  1 
HW85           505.23       841.63       60.       15    2   1  1  1 
HW86           945.95       913.39       100.      10    1   0  0  0 
L3             972.44       1126.12      100.      10    1   0  0  0 
L28            980.0        1119.0       100.      10    1   0  0  0 
L100           964.03       1125.93      100.      10    1   0  0  0 
L102           963.49       1133.71      100.      10    1   0  0  0 
L106           974.06       1150.73      100.      10    1   0  0  0 
L108           1017.36      1062.47      100.      10    1   0  0  0 
L109           965.31       1151.14      100.      10    1   0  0  0 
L112           950.0        1125.0       100.      10    1   0  0  0 
L111           1385.58      569.33       100.      10    1   0  0  0
###########    ^ Ref J
L115           1110.81      1026.79      100.      10    1   0  0  0
L114           1083.59      1050.88      100.      10    1   0  0  0
###########    ^ Ref F
L30            1910.0       1420.0       100.      10    1   0  0  0
L34            1079.97      1384.97      100.      10    1   0  0  0
L72            1501.56      968.93       100.      10    2   1  0  0
NGC294         1100.96      1105.64      100.      10    1   0  0  0
###########    ^ Ref E
NGC2093        7305.0       2205.0       100.      15    2   1  1  0
# ASteCA rad value (190.) includes the tail.
SL154          3075.0       6589.0       100.      10    1   0  0  0
SL351          8080.0       2295.0       100.      10    1   0  0  0
BSDL716        5100.0       6250.0       150.      10    2   1  0  0
H88-26         2359.0       1310.0       100.      10    1   0  0  0
BSDL1024       5350.0       160.0        100.      10    1   0  0  0
KMHK1055       7870.91      4452.84      100.      10    1   0  0  0
BSDL2995       442.16       8149.74      100.      10    1   0  0  0
SL293          4959.96      6902.15      100.      10    1   0  0  0
HS154          5710.0       6640.0       100.      15    2   1  1  0
SL300          6529.65      7634.02      100.      10    1   0  0  0
H88-55         4974.94      5375.01      112.5     10    1   1  0  0
LW469          3110.75      6216.08      137.5     10    1   1  0  0
KMHK229        6925.0       940.0        62.5      10    1   1  0  0
HS151          765.0        8190.0       100.      10    1   0  0  0
KMHK506        1550.0       715.0        70.       10    2   1  0  0
# V By eye-rad (70.) is too small.
KMHK1045       5835.0       3660.0       100.      10    1   1  0  0
H88-333        1785.0       6540.0       90.       15    2   1  1  0
SL229          1220.0       3095.0       100.      10    1   0  0  0
H88-40         6945.0       3135.0       100.      10    1   0  0  0
H88-188        7815.52      6645.25      100.      10    1   0  0  0
BSDL1035       8115.0       260.0        100.      10    1   0  0  0
H88-245        2750.0       1625.0       70.       10    2   1  0  0
SL510          5890.0       7115.0       70.       15    2   1  1  0
HS38           2495.01      6555.11      112.5     10    1   1  0  0
SL588          1690.05      6424.63      162.5     10    2   1  0  0
###########    ^ Ref O
BS35           360.0        4625.0       62.5      10    2   1  0  0
BS265          8170.0       2080.0       100.0     10    2   1  0  0
H86-70         7053.74      623.46       100.      10    1   0  0  0
H86-197        880.0        7520.0       100.      10    1   0  0  0
###########    ^ Ref P
B47            2655.0       5345.0       70.0      10    2   1  0  0
L58            3840.13      4680.06      100.      10    1   0  0  0
B112           7040.0       5200.0       110.0     10    2   1  0  0
K38            860.0        880.0        237.5     10    2   1  0  0
# v rad=200 set by eye by me. Lit rad value is a bit higher: 262.5
HW22           1073.86      7049.4       200.      10    1   1  0  0
B34            543.35       1446.43      65.0      10    2   1  0  0
B39            325.0        2345.0       100.      10    1   0  0  0
BS88           7385.0       865.0        100.      10    1   0  0  0
# v Original semi rad of 360 px was small
