#mag    e_mag    col1   e_col1    m_ini
22.2963    0.0636   1.0789   0.0920   2.3710
22.3339    0.0691   1.0684   0.0985   2.3278
22.1643    0.0603   1.2196   0.0879   2.3998
22.0888    0.0536   0.8626   0.0797   2.4502
22.6423    0.0805   1.0526   0.1117   1.3080
21.9249    0.0464   0.9174   0.0706   2.5223
21.4789    0.0329   0.7449   0.0526   2.8033
22.0431    0.0528   0.8541   0.0787   2.4574
21.6565    0.0385   0.8622   0.0602   2.6808
21.5899    0.0341   0.8255   0.0543   2.7600
21.6297    0.0373   0.7974   0.0586   2.6736
21.8747    0.0466   0.6940   0.0709   1.5018
21.3277    0.0287   0.6444   0.0467   2.9251
21.4960    0.0329   0.6963   0.0526   2.7961
21.7502    0.0396   0.7897   0.0617   2.6087
21.6758    0.0381   0.6385   0.0598   1.5966
21.8060    0.0415   0.5629   0.0643   1.5534
21.2367    0.0282   0.6691   0.0461   2.9335
21.7265    0.0404   0.6173   0.0628   1.5678
21.7947    0.0426   0.5676   0.0658   1.5410
20.9996    0.0240   0.5972   0.0398   3.1161
21.2275    0.0284   0.6610   0.0462   2.9283
20.9250    0.0233   0.5969   0.0387   3.1572
21.5372    0.0352   0.4950   0.0558   1.6398
20.7690    0.0210   0.4914   0.0353   3.2941
20.9150    0.0230   0.4644   0.0383   3.1567
21.3026    0.0284   0.5684   0.0462   2.8685
21.2371    0.0290   0.5572   0.0471   2.8685
21.4980    0.0335   0.5333   0.0535   1.6686
20.5738    0.0186   0.3653   0.0314   3.5102
21.3225    0.0291   0.3518   0.0474   1.7623
21.2791    0.0294   0.3825   0.0477   1.7551
21.4236    0.0313   0.3836   0.0505   1.7119
20.5320    0.0184   0.4494   0.0310   3.5318
21.2165    0.0278   0.3204   0.0455   1.7983
20.7571    0.0208   0.4161   0.0349   3.3014
20.6456    0.0198   0.3988   0.0333   3.3949
20.5077    0.0181   0.3844   0.0306   3.5606
20.3785    0.0175   0.2932   0.0295   3.6399
21.0999    0.0251   0.2778   0.0415   1.8848
21.0849    0.0255   0.2643   0.0421   1.8704
20.5312    0.0183   0.3594   0.0309   3.5390
20.6165    0.0192   0.3597   0.0323   3.4454
20.6479    0.0197   0.4300   0.0332   3.3839
21.1229    0.0253   0.2641   0.0418   1.8776
20.9713    0.0233   0.2269   0.0388   1.9568
20.3299    0.0166   0.2956   0.0280   3.7696
20.9898    0.0240   0.1417   0.0399   1.9280
20.9782    0.0240   0.3249   0.0399   1.9280
20.9083    0.0223   0.2023   0.0372   2.0073
20.4197    0.0177   0.3279   0.0299   3.6039
20.6700    0.0198   0.3474   0.0333   3.3513
20.4659    0.0181   0.2748   0.0306   3.5242
20.2862    0.0163   0.2340   0.0275   3.8056
20.8289    0.0218   0.2179   0.0365   2.0289
20.7416    0.0207   0.1661   0.0347   2.0937
20.8248    0.0213   0.1921   0.0357   2.0577
20.2157    0.0157   0.2370   0.0266   3.9137
20.6980    0.0201   0.1550   0.0338   2.1298
20.1409    0.0153   0.2062   0.0259   3.9785
20.6934    0.0199   0.1288   0.0334   2.1442
20.6794    0.0202   0.1721   0.0340   2.1225
20.1700    0.0156   0.1906   0.0264   3.9209
20.5610    0.0189   0.0959   0.0319   2.2090
20.4817    0.0182  -0.0157   0.0307   2.2666
19.8273    0.0137   0.1124   0.0230   4.3906
19.9141    0.0143   0.0698   0.0240   4.2451
20.5421    0.0185   0.0558   0.0313   2.2378
20.5374    0.0183   0.0652   0.0309   2.2594
19.8930    0.0140   0.1000   0.0235   4.2905
19.7441    0.0133   0.0390   0.0222   4.5499
19.9203    0.0142   0.0890   0.0240   4.2145
20.3747    0.0173   0.0323   0.0292   2.3478
19.8765    0.0140   0.0804   0.0236   4.2865
20.2285    0.0158  -0.0271   0.0267   2.5029
20.3017    0.0166   0.0422   0.0280   2.4170
19.7568    0.0133   0.0650   0.0223   4.4814
19.5266    0.0125  -0.0035   0.0207   4.8727
20.1818    0.0156  -0.0292   0.0263   2.5316
19.7681    0.0134   0.0449   0.0225   4.4236
19.4214    0.0121  -0.0127   0.0200   5.0478
20.2335    0.0158  -0.0083   0.0267   2.5029
19.3002    0.0118  -0.0906   0.0192   5.2805
19.9854    0.0144  -0.0509   0.0243   2.6917
19.5457    0.0125   0.0230   0.0207   4.7820
19.4838    0.0123  -0.0029   0.0203   4.8972
19.5790    0.0127  -0.0209   0.0210   4.6704
19.5521    0.0126  -0.0005   0.0208   4.7209
19.8351    0.0136  -0.1324   0.0227   2.8388
19.0788    0.0112  -0.0934   0.0181   5.6634
19.8453    0.0137  -0.1084   0.0230   2.8104
19.6689    0.0129  -0.1227   0.0215   2.9686
19.6781    0.0130  -0.1098   0.0217   2.9540
19.1600    0.0115  -0.0794   0.0186   5.4423
19.5247    0.0125  -0.1925   0.0206   3.0877
19.1735    0.0115  -0.0645   0.0187   5.3045
19.4296    0.0121  -0.1742   0.0200   3.1717
18.8431    0.0108  -0.1275   0.0172   6.0389
18.7722    0.0107  -0.1476   0.0170   6.1202
19.3477    0.0119  -0.1640   0.0196   3.2339
19.2406    0.0117  -0.2143   0.0190   3.3290
19.2504    0.0117  -0.2027   0.0190   3.3290
19.1150    0.0114  -0.1924   0.0184   3.4345
18.6676    0.0105  -0.1818   0.0166   6.2340
18.9968    0.0111  -0.2318   0.0178   3.5497
18.9586    0.0110  -0.2263   0.0177   3.5713
18.8645    0.0108  -0.2561   0.0173   3.6578
