#mag    e_mag    col1   e_col1    m_ini
22.6843    0.0691   1.4875   0.0974   1.9454
22.9214    0.0737   1.2232   0.1032   1.9155
22.5945    0.0652   1.0957   0.0924   1.9721
22.5509    0.0559   1.2114   0.0804   2.0388
22.4039    0.0559   1.2155   0.0804   2.0388
22.8908    0.0843   1.0127   0.1165   1.0764
22.5295    0.0640   1.1509   0.0908   1.9805
22.5438    0.0615   1.1625   0.0877   1.9971
22.1206    0.0418   1.0317   0.0617   2.1584
22.4901    0.0557   0.9336   0.0802   1.1913
22.2090    0.0459   1.1241   0.0671   2.1194
22.1349    0.0445   1.1362   0.0653   2.1324
22.2463    0.0481   1.1241   0.0701   2.0991
22.1025    0.0418   0.9830   0.0617   2.1584
22.1601    0.0439   1.1012   0.0644   2.1565
22.0418    0.0418   0.9278   0.0617   2.1584
22.0456    0.0426   1.0180   0.0628   2.1695
21.9560    0.0372   0.9207   0.0554   2.2676
22.4992    0.0607   1.0236   0.0867   1.1652
22.2280    0.0490   1.0274   0.0713   2.0993
21.9122    0.0365   0.8530   0.0543   2.2170
21.8125    0.0338   0.9143   0.0507   2.2503
22.0574    0.0379   0.8614   0.0563   2.2003
21.6198    0.0291   0.8274   0.0440   2.4147
21.5918    0.0286   0.7307   0.0433   2.4317
21.5876    0.0281   0.8672   0.0426   2.4551
21.6212    0.0301   0.8158   0.0454   2.4077
21.7238    0.0338   0.8377   0.0506   2.2891
22.1528    0.0492   0.9157   0.0715   1.2295
21.3982    0.0252   0.7183   0.0383   2.5340
21.7838    0.0331   0.8728   0.0497   2.2623
21.3206    0.0243   0.8131   0.0371   2.5590
21.9442    0.0372   0.8545   0.0553   2.2086
21.9918    0.0379   0.9254   0.0563   2.2003
21.6660    0.0306   0.8695   0.0462   2.3837
22.4062    0.0512   0.9086   0.0741   1.2173
21.3457    0.0249   0.7352   0.0379   2.5102
21.7382    0.0318   0.6685   0.0477   1.3879
21.8230    0.0345   0.7431   0.0516   1.3546
20.9969    0.0189   0.6418   0.0290   2.7675
21.7575    0.0324   0.6073   0.0486   1.3796
21.3601    0.0243   0.8729   0.0370   2.5590
21.6793    0.0312   0.6375   0.0469   1.3962
21.7319    0.0306   0.6695   0.0461   1.4046
21.7273    0.0318   0.6398   0.0477   1.3879
21.7684    0.0331   0.6931   0.0496   1.3712
20.9659    0.0189   0.6844   0.0290   2.7675
21.6910    0.0306   0.5203   0.0461   1.4046
21.6357    0.0303   0.8619   0.0457   2.3475
21.4878    0.0260   0.7470   0.0395   2.4643
21.7184    0.0324   0.7009   0.0486   1.3796
21.6815    0.0306   0.8268   0.0461   2.3475
21.6767    0.0312   0.6479   0.0469   1.3962
21.5041    0.0269   0.6287   0.0409   1.4630
21.2227    0.0220   0.6819   0.0337   2.5748
21.4856    0.0269   0.6414   0.0409   1.4630
21.4434    0.0256   0.5865   0.0390   1.4880
20.9197    0.0183   0.6441   0.0281   2.7925
21.1504    0.0210   0.6408   0.0322   2.6591
21.0168    0.0194   0.6047   0.0297   2.7258
21.4702    0.0269   0.6140   0.0409   1.4630
21.0698    0.0203   0.6710   0.0311   2.6924
21.2117    0.0220   0.6975   0.0336   2.6079
21.2318    0.0229   0.7132   0.0351   2.5310
21.1820    0.0217   0.6660   0.0333   2.6255
21.4996    0.0274   0.5634   0.0416   1.4546
21.0155    0.0194   0.6707   0.0298   2.7341
21.1700    0.0214   0.4353   0.0328   1.5880
21.0283    0.0196   0.5474   0.0302   2.6536
20.6710    0.0155   0.5401   0.0237   2.9676
21.3048    0.0237   0.4378   0.0362   1.5297
21.2855    0.0234   0.5268   0.0357   1.5380
20.9018    0.0181   0.4608   0.0278   2.7450
21.1036    0.0207   0.6068   0.0317   2.6157
21.2311    0.0223   0.4483   0.0342   1.5630
20.9228    0.0179   0.5447   0.0275   2.7486
21.2284    0.0220   0.4898   0.0337   1.5714
21.3258    0.0237   0.4716   0.0362   1.5297
20.6798    0.0158   0.5497   0.0242   2.9509
20.3127    0.0124   0.3929   0.0189   3.2762
20.5142    0.0142   0.4544   0.0217   3.0844
20.7766    0.0168   0.5145   0.0257   2.8387
21.0043    0.0189   0.3714   0.0291   1.6714
21.1200    0.0201   0.3743   0.0309   1.6297
21.0032    0.0192   0.3484   0.0294   1.6631
20.9200    0.0181   0.3382   0.0279   1.7048
21.0518    0.0201   0.4697   0.0309   1.6297
20.9059    0.0181   0.2873   0.0279   1.7048
21.0087    0.0192   0.3560   0.0294   1.6631
21.0260    0.0194   0.3621   0.0298   1.6548
20.2181    0.0119   0.3333   0.0181   3.3429
20.8743    0.0174   0.2483   0.0267   1.7381
20.7595    0.0163   0.2010   0.0250   1.7965
20.7733    0.0166   0.2546   0.0255   1.7798
20.2660    0.0122   0.3869   0.0185   3.3095
20.8161    0.0169   0.2721   0.0260   1.7632
20.7382    0.0162   0.1894   0.0248   1.8049
20.8011    0.0171   0.3151   0.0262   1.7548
20.3620    0.0127   0.3392   0.0193   3.2261
20.3030    0.0123   0.2730   0.0187   3.2511
20.1521    0.0115   0.2798   0.0174   3.4096
20.0042    0.0106   0.2146   0.0159   3.5847
20.6255    0.0151   0.2020   0.0232   1.8716
19.9515    0.0103   0.1872   0.0153   3.6597
20.1023    0.0112   0.3224   0.0168   3.4679
20.7177    0.0159   0.2124   0.0244   1.8215
20.6722    0.0154   0.1838   0.0236   1.8549
19.7724    0.0094   0.1373   0.0138   3.9016
19.7948    0.0095   0.1474   0.0140   3.8599
20.0104    0.0106   0.2347   0.0159   3.5597
20.5109    0.0140   0.0936   0.0214   1.9550
19.9202    0.0102   0.2391   0.0152   3.6681
20.4437    0.0134   0.0930   0.0205   2.0050
19.8674    0.0099   0.1993   0.0147   3.7431
19.7878    0.0095   0.1496   0.0141   3.8515
19.9316    0.0102   0.1631   0.0152   3.6597
20.3059    0.0125   0.0410   0.0190   2.0967
20.4015    0.0132   0.0561   0.0201   2.0300
19.6563    0.0089   0.0989   0.0130   4.0600
20.3147    0.0126   0.0487   0.0191   2.0884
20.2676    0.0122   0.0470   0.0185   2.1301
20.2889    0.0123   0.0576   0.0187   2.1134
20.1870    0.0117  -0.0152   0.0177   2.1884
20.1651    0.0115  -0.0132   0.0174   2.2051
19.7000    0.0091   0.1101   0.0134   3.9683
20.2295    0.0121   0.0622   0.0184   2.1384
19.3267    0.0078  -0.0172   0.0110   4.5532
19.6730    0.0090   0.0491   0.0132   3.9455
19.4762    0.0082   0.0062   0.0118   4.3185
19.7150    0.0092   0.0885   0.0135   3.8944
20.1706    0.0115   0.0249   0.0173   2.2135
19.9965    0.0106  -0.0372   0.0159   2.3334
19.9928    0.0104  -0.0509   0.0156   2.3629
19.9699    0.0104  -0.0665   0.0156   2.3629
19.2353    0.0075  -0.0593   0.0105   4.6963
19.5259    0.0084   0.0092   0.0121   4.1927
