# Carrera et al. (2088), The Chemical Enrichment History of the Small
# Magellanic Cloud and Its Gradients
#
# Table 6 (global)
#
#Age(Gyr) [Fe/H]
0.75      -0.68
2.5       -0.86
4.5       -0.94
7.        -1.1
9.75      -1.11
12.       -1.42
