#RA_(deg)     DEC_(deg)       E_BV_close dist(deg) E_BV_avrg E_BV_std_dev E_BV_max
77.7875       -67.6825        0.080      0.061     0.051     0.013        0.080
77.920833333  -67.565555556   0.080      0.067     0.052     0.013        0.080
78.8125       -68.8825        0.051      0.006     0.055     0.016        0.130
78.854166667  -68.681111111   0.065      0.055     0.058     0.018        0.116
79.1125       -69.080277778   0.065      0.023     0.050     0.021        0.130
79.233333333  -68.682777778   0.094      0.052     0.062     0.021        0.130
82.333333333  -70.579444444   0.036      0.070     0.051     0.015        0.101
83.095833333  -67.996944444   0.072      0.099     0.097     0.056        0.312
83.254166667  -67.849166667   0.058      0.063     0.081     0.029        0.145
83.6625       -68.305555556   0.116      0.090     0.092     0.051        0.312
85.454166667  -68.920833333   0.123      0.113     0.125     0.045        0.246
86.3625       -69.345277778   0.181      0.058     0.118     0.032        0.196
86.7125       -69.419722222   0.167      0.021     0.110     0.030        0.181
95.391666667  -72.79          0.065      0.552     0.065     0.000        0.065
10.933333333  -72.976666667   0.022      0.028     0.038     0.018        0.101
11.958333333  -73.478333333   0.022      0.027     0.036     0.018        0.101
14.341666667  -71.891388889   0.022      0.037     0.028     0.012        0.065
18.875        -71.178888889   0.022      0.395     0.016     0.008        0.029
11.216666667  -73.001944444   0.022      0.043     0.038     0.017        0.101
11.358333333  -73.481388889   0.051      0.054     0.036     0.017        0.101
11.683333333  -72.063055556   0.022      0.044     0.031     0.009        0.058
12.1375       -73.306944444   0.043      0.063     0.037     0.017        0.101
14.445833333  -74.326666667   0.022      0.243     0.024     0.006        0.036
14.45         -73.421666667   0.014      0.008     0.026     0.008        0.051
14.458333333  -72.943611111   0.043      0.038     0.036     0.014        0.080
15.595833333  -72.003055556   0.022      0.050     0.029     0.014        0.072
16.833333333  -73.3775        0.036      0.117     0.033     0.016        0.116
17.079166667  -72.884166667   0.029      0.047     0.035     0.015        0.116
18.258333333  -70.962777778   0.007      0.516     0.011     0.005        0.022
13.8875       -74.063611111   0.029      0.047     0.021     0.007        0.036
14.425        -74.472777778   0.036      0.257     0.027     0.006        0.036
15.104166667  -71.294722222   0.014      0.115     0.022     0.007        0.036
15.145833333  -71.460833333   0.014      0.051     0.022     0.007        0.036
15.283333333  -74.073611111   0.022      0.039     0.021     0.007        0.036
17.225        -73.241666667   0.043      0.074     0.036     0.017        0.116
17.554166667  -73.209166667   0.065      0.028     0.039     0.018        0.116
18.2125       -73.119444444   0.087      0.074     0.044     0.019        0.116
67.666666667  -66.956944444   0.036      0.512     0.036     0.000        0.036
69.4125       -66.199444444   0.029      0.683     0.034     0.006        0.043
72.279166667  -67.341666667   0.043      0.054     0.044     0.012        0.072
73.55         -69.806944444   0.080      0.115     0.073     0.017        0.109
73.754166667  -67.714166667   0.043      0.097     0.047     0.015        0.080
74.358333333  -67.685277778   0.058      0.060     0.044     0.016        0.080
74.541666667  -68.060277778   0.065      0.151     0.056     0.017        0.094
74.7125       -69.957777778   0.051      0.043     0.062     0.017        0.101
74.725        -67.846944444   0.051      0.065     0.047     0.015        0.080
74.941666667  -69.801111111   0.051      0.044     0.064     0.020        0.145
74.970833333  -67.923611111   0.036      0.064     0.048     0.015        0.080
76.141666667  -68.208333333   0.029      0.068     0.045     0.013        0.080
76.508333333  -68.026388889   0.029      0.038     0.045     0.012        0.072
76.895833333  -67.460833333   0.036      0.141     0.042     0.014        0.080
76.941666667  -67.861388889   0.029      0.027     0.046     0.013        0.080
77.2125       -67.980277778   0.036      0.011     0.049     0.014        0.080
77.345833333  -67.778333333   0.043      0.057     0.048     0.014        0.080
77.65         -70.4875        0.058      0.021     0.051     0.014        0.116
79.166666667  -70.540833333   0.043      0.040     0.055     0.014        0.116
79.758333333  -69.001111111   0.022      0.022     0.057     0.027        0.152
80.8          -70.777777778   0.058      0.018     0.054     0.012        0.080
82.441666667  -71.000555556   0.072      0.053     0.060     0.013        0.087
82.941666667  -68.235555556   0.145      0.019     0.092     0.047        0.312
83.333333333  -68.152222222   0.130      0.076     0.094     0.053        0.312
85.983333333  -69.180555556   0.116      0.096     0.128     0.029        0.196
86.55         -69.0825        0.152      0.049     0.123     0.028        0.196
86.716666667  -69.189722222   0.152      0.094     0.120     0.027        0.181
91.629166667  -72.226388889   0.058      0.034     0.062     0.008        0.072
91.870833333  -72.494166667   0.072      0.294     0.063     0.007        0.072
92.220833333  -72.383888889   0.072      0.178     0.062     0.007        0.072
93.670833333  -69.801944444   0.036      0.045     0.047     0.015        0.065
76.470833333  -67.049444444   0.022      0.025     0.033     0.011        0.065
76.8375       -66.829166667   0.029      0.106     0.036     0.014        0.065
76.945833333  -66.798055556   0.029      0.069     0.037     0.014        0.065
76.983333333  -67.357777778   0.036      0.050     0.041     0.015        0.080
77.3125       -67.699722222   0.043      0.085     0.047     0.013        0.080
77.508333333  -66.699166667   0.029      0.040     0.042     0.014        0.065
77.633333333  -66.94          0.065      0.095     0.044     0.014        0.065
77.795833333  -67.626666667   0.080      0.024     0.051     0.013        0.080
78.45         -66.62          0.036      0.111     0.049     0.012        0.065
87.7          -71.707777778   0.065      0.076     0.063     0.009        0.094
88.045833333  -71.858333333   0.051      0.090     0.065     0.011        0.094
93.483333333  -72.505277778   0.065      0.295     0.062     0.006        0.072
93.616666667  -72.609444444   0.065      0.193     0.062     0.007        0.072
71.516666667  -66.911388889   0.036      0.039     0.044     0.010        0.065
71.858333333  -67.659722222   0.051      0.038     0.047     0.013        0.072
72.620833333  -67.325833333   0.043      0.022     0.043     0.011        0.072
73.920833333  -67.783333333   0.065      0.134     0.047     0.015        0.080
73.966666667  -69.705833333   0.087      0.046     0.072     0.019        0.145
74.225        -68.002222222   0.065      0.096     0.055     0.019        0.094
74.5625       -68.049166667   0.065      0.141     0.056     0.017        0.094
74.591666667  -69.803055556   0.072      0.044     0.066     0.019        0.145
74.908333333  -69.5575        0.072      0.054     0.065     0.019        0.145
76.1375       -67.975555556   0.043      0.017     0.043     0.012        0.080
76.55         -68.063055556   0.029      0.076     0.046     0.013        0.072
76.641666667  -68.427222222   0.051      0.010     0.049     0.014        0.080
76.641666667  -68.363055556   0.051      0.063     0.048     0.014        0.080
76.670833333  -67.842222222   0.029      0.010     0.043     0.012        0.080
76.975        -67.928888889   0.036      0.063     0.047     0.013        0.080
77.3          -68.444166667   0.065      0.030     0.051     0.014        0.080
77.395833333  -67.810555556   0.058      0.035     0.049     0.014        0.080
78.945833333  -69.191944444   0.058      0.019     0.048     0.019        0.109
79.070833333  -69.154166667   0.051      0.020     0.048     0.021        0.130
79.220833333  -69.15          0.029      0.015     0.049     0.022        0.130
79.520833333  -69.171666667   0.043      0.037     0.049     0.025        0.138
79.670833333  -69.079444444   0.051      0.021     0.054     0.028        0.152
80.008333333  -69.261111111   0.014      0.028     0.047     0.028        0.152
80.05         -68.904166667   0.065      0.031     0.062     0.029        0.152
80.4375       -68.917222222   0.116      0.035     0.063     0.030        0.152
81.55         -70.981388889   0.072      0.042     0.058     0.011        0.087
82.4125       -70.983888889   0.072      0.037     0.060     0.013        0.087
82.495833333  -67.878888889   0.058      0.042     0.108     0.058        0.312
82.9625       -67.991111111   0.072      0.080     0.101     0.056        0.312
82.991666667  -67.971666667   0.072      0.061     0.101     0.056        0.312
83.554166667  -67.856388889   0.065      0.058     0.074     0.029        0.145
85.108333333  -69.248611111   0.196      0.155     0.133     0.053        0.275
85.375        -69.185         0.167      0.091     0.140     0.046        0.275
85.4125       -69.229444444   0.167      0.137     0.131     0.045        0.275
85.491666667  -69.0475        0.145      0.052     0.126     0.044        0.246
86.045833333  -69.333333333   0.109      0.072     0.123     0.034        0.232
86.458333333  -69.380277778   0.181      0.030     0.114     0.031        0.196
86.483333333  -69.271944444   0.181      0.133     0.120     0.029        0.196
76.4          -68.628611111   0.043      0.050     0.050     0.013        0.080
14.058333333  -74.156111111   0.029      0.073     0.023     0.006        0.036
15.491666667  -71.020277778   0.022      0.395     0.015     0.005        0.022
14.325        -72.932777778   0.043      0.043     0.036     0.014        0.080
17.058333333  -73.256944444   0.043      0.075     0.034     0.016        0.116
11.7291666667 -73.423333333   0.058      0.055     0.037     0.018        0.101
11.775        -73.373055556   0.058      0.012     0.038     0.018        0.101
11.504166667  -73.395555556   0.065      0.008     0.037     0.018        0.101
16.879166667  -73.119722222   0.051      0.078     0.035     0.015        0.116
15.233333333  -73.151666667   0.022      0.051     0.030     0.012        0.065
15.204166667  -73.348888889   0.029      0.067     0.027     0.009        0.058
15.35         -73.240277778   0.029      0.021     0.028     0.011        0.065
10.908333333  -73.440555556   0.051      0.040     0.037     0.017        0.101
10.8875       -73.438888889   0.051      0.042     0.037     0.017        0.101
17.258333333  -73.086388889   0.051      0.108     0.038     0.017        0.116
17.695833333  -72.791944444   0.043      0.110     0.038     0.018        0.116
12.05         -73.446388889   0.036      0.055     0.036     0.018        0.101
11.854166667  -73.458055556   0.022      0.044     0.036     0.018        0.101
16.7375       -73.235         0.051      0.053     0.031     0.013        0.087
12.5875       -73.387222222   0.014      0.020     0.035     0.018        0.101
17.254166667  -73.206666667   0.051      0.055     0.037     0.017        0.116
12.3625       -73.398055556   0.036      0.036     0.036     0.018        0.101
12.325        -73.371666667   0.029      0.019     0.036     0.018        0.101
16.258333333  -73.042777778   0.029      0.073     0.033     0.010        0.072
15.058333333  -72.458333333   0.051      0.053     0.035     0.015        0.080
14.333333333  -71.170277778   0.022      0.245     0.023     0.008        0.036
13.629166667  -74.185277778   0.029      0.048     0.022     0.007        0.036
12.154166667  -73.415555556   0.043      0.051     0.036     0.018        0.101
15.795833333  -72.273611111   0.029      0.038     0.033     0.014        0.080
15.1375       -72.258333333   0.029      0.026     0.034     0.014        0.080
22.883333333  -71.952777778   0.022      0.708     0.022     0.005        0.029
23.608333333  -72.874444444   0.014      0.801     0.029     0.011        0.043
18.016666667  -75.1975        0.014      1.119     0.025     0.010        0.043
20.7          -75.001666667   0.029      1.071     0.035     0.009        0.043
72.308333333  -72.056666667   0.080      0.983     0.072     0.009        0.080
72.4125       -72.248055556   0.080      1.145     0.080     0.000        0.080
73.225        -72.1725        0.080      1.008     0.068     0.012        0.080
81.3625       -73.570277778   0.058      1.498     0.065     0.012        0.094
25.616666667  -71.279166667   0.029      1.683     0.022     0.005        0.029
27.579166667  -74.356111111   0.022      1.702     0.036     0.009        0.043
29.183333333  -74.219444444   0.022      2.115     0.022     0.000        0.022
72.5875       -72.8275        0.080      1.687     0.056     0.012        0.080
72.7          -72.576666667   0.080      1.435     0.068     0.030        0.138
73.1875       -72.517777778   0.080      1.352     0.064     0.028        0.138
71.604166667  -72.568333333   0.080      1.536     0.078     0.030        0.138
71.875        -72.588333333   0.080      1.521     0.076     0.030        0.138
72.25         -72.64          0.080      1.531     0.073     0.030        0.138
24.004166667  -75.457777778   0.022      1.659     0.035     0.011        0.043
22.658333333  -76.054444444   0.022      2.143     0.034     0.009        0.043
23.75         -75.556666667   0.022      1.726     0.034     0.011        0.043
25.429166667  -71.161111111   0.029      1.654     0.022     0.005        0.029
25.591666667  -74.173333333   0.022      1.138     0.040     0.014        0.072
74.391666667  -65.267777778   0.022      1.460     0.033     0.012        0.072
88.925        -74.353888889   0.072      1.595     0.066     0.012        0.094
85.833333333  -66.262222222   0.043      1.651     0.066     0.021        0.123
85.895833333  -66.208611111   0.043      1.705     0.063     0.016        0.094
27.366666667  -73.728333333   0.022      1.634     0.033     0.012        0.043
357.245833333 -72.945277778   0.014      2.509     0.014     0.000        0.014
84.441666667  -74.782777778   0.058      2.422     0.068     0.013        0.094
84.783333333  -74.853333333   0.065      2.492     0.067     0.012        0.094
85.620833333  -65.362777778   0.058      2.550     0.063     0.012        0.087
69.925        -74.017222222   0.080      3.055     0.077     0.003        0.080
70.808333333  -73.811944444   0.080      2.775     0.060     0.011        0.080
68.908333333  -73.731666667   0.080      2.932     0.081     0.017        0.109
83.0125       -64.242222222   0.043      3.014     0.039     0.003        0.043
82.641666667  -63.203333333   0.043      3.862     0.043     0.011        0.065
88.895833333  -62.345277778   0.065      5.650     0.063     0.017        0.094
