#
# centeralpha, centerdelta: coords of the MCEV region.
# ra_deg, dec_deg: coords of the cluster.
#
# centeralpha   centerdelta   ev_i   sig_ev_i   ra_deg         dec_deg        
  77.4805       -68.1438      0.08   0.0855     76.941666667   -67.861388889  
  77.4634       -68.1415      0.08   0.0845     76.941666667   -67.861388889  
  77.3279       -68.1415      0.06   0.084      76.941666667   -67.861388889  
  77.1923       -68.1415      0.05   0.086      76.941666667   -67.861388889  
  77.3279       -67.9883      0.06   0.082      76.941666667   -67.861388889  
  77.1923       -67.9883      0.05   0.081      76.941666667   -67.861388889  
  77.616        -67.9905      0.08   0.0815     76.941666667   -67.861388889  
  77.4805       -67.9905      0.07   0.0885     76.941666667   -67.861388889  
  77.4634       -67.9883      0.08   0.091      76.941666667   -67.861388889  
  77.7515       -67.8372      0.08   0.0905     76.941666667   -67.861388889  
  77.616        -67.8372      0.07   0.0845     76.941666667   -67.861388889  
  77.4805       -67.8372      0.06   0.0885     76.941666667   -67.861388889  
  77.4634       -67.8352      0.08   0.0855     76.941666667   -67.861388889  
  77.3279       -67.8352      0.06   0.0905     76.941666667   -67.861388889  
  77.0568       -68.1415      0.06   0.087      76.941666667   -67.861388889  
  76.9213       -68.1415      0.04   0.089      76.941666667   -67.861388889  
  77.0568       -67.9883      0.05   0.0815     76.941666667   -67.861388889  
  76.9213       -67.9883      0.05   0.078      76.941666667   -67.861388889  
  76.7858       -67.9883      0.04   0.082      76.941666667   -67.861388889  
  76.6503       -67.9883      0.03   0.085      76.941666667   -67.861388889  
  77.1923       -67.8352      0.05   0.078      76.941666667   -67.861388889  
  77.0568       -67.8352      0.06   0.0715     76.941666667   -67.861388889  
  76.9213       -67.8352      0.04   0.0735     76.941666667   -67.861388889  
  76.7858       -67.8352      0.04   0.0845     76.941666667   -67.861388889  
  77.5946       -67.6284      0.07   0.079      76.941666667   -67.861388889  
  77.4229       -67.6259      0.06   0.077      76.941666667   -67.861388889  
  77.8589       -67.6284      0.11   0.0915     76.941666667   -67.861388889  
  77.1598       -67.6259      0.05   0.076      76.941666667   -67.861388889  
  76.8968       -67.6259      0.05   0.0715     76.941666667   -67.861388889  
  77.8589       -67.3226      0.09   0.089      76.941666667   -67.861388889  
  77.5946       -67.3226      0.07   0.0795     76.941666667   -67.861388889  
  77.4229       -67.3203      0.07   0.0765     76.941666667   -67.861388889  
  77.1598       -67.3203      0.07   0.0755     76.941666667   -67.861388889  
  76.2437       -68.2947      0.03   0.0775     76.941666667   -67.861388889  
  76.1082       -68.2947      0.04   0.0825     76.941666667   -67.861388889  
  75.9727       -68.2947      0.04   0.079      76.941666667   -67.861388889  
  76.3793       -68.1415      0.04   0.1105     76.941666667   -67.861388889  
  76.2437       -68.1415      0.04   0.087      76.941666667   -67.861388889  
  76.1082       -68.1415      0.04   0.078      76.941666667   -67.861388889  
  75.9727       -68.1415      0.05   0.081      76.941666667   -67.861388889  
  75.9051       -68.141       0.06   0.0805     76.941666667   -67.861388889  
  75.7698       -68.141       0.06   0.0825     76.941666667   -67.861388889  
  76.5148       -67.9883      0.04   0.091      76.941666667   -67.861388889  
  76.3793       -67.9883      0.06   0.09       76.941666667   -67.861388889  
  76.1082       -67.9883      0.06   0.088      76.941666667   -67.861388889  
  76.2437       -67.9883      0.06   0.095      76.941666667   -67.861388889  
  76.6503       -67.8352      0.04   0.074      76.941666667   -67.861388889  
  76.5148       -67.8352      0.03   0.0745     76.941666667   -67.861388889  
  76.3793       -67.8352      0.04   0.093      76.941666667   -67.861388889  
  76.2437       -67.8352      0.06   0.0865     76.941666667   -67.861388889  
  75.9727       -67.9883      0.06   0.082      76.941666667   -67.861388889  
  75.9051       -67.9875      0.07   0.082      76.941666667   -67.861388889  
  75.7698       -67.9875      0.07   0.0845     76.941666667   -67.861388889  
  75.6346       -67.9875      0.05   0.078      76.941666667   -67.861388889  
  76.1082       -67.8352      0.06   0.0925     76.941666667   -67.861388889  
  75.9727       -67.8352      0.07   0.089      76.941666667   -67.861388889  
  75.9051       -67.834       0.07   0.079      76.941666667   -67.861388889  
  75.7698       -67.834       0.06   0.0805     76.941666667   -67.861388889  
  75.6346       -67.834       0.06   0.089      76.941666667   -67.861388889  
  76.6337       -67.6259      0.04   0.0735     76.941666667   -67.861388889  
  76.3707       -67.6259      0.05   0.083      76.941666667   -67.861388889  
  76.1076       -67.6259      0.05   0.083      76.941666667   -67.861388889  
  75.9209       -67.6311      0.06   0.083      76.941666667   -67.861388889  
  76.3707       -67.3203      0.04   0.084      76.941666667   -67.861388889  
  76.1076       -67.3203      0.05   0.0875     76.941666667   -67.861388889  
  75.6568       -67.6311      0.05   0.0795     76.941666667   -67.861388889  
  76.8968       -67.3203      0.05   0.0835     76.941666667   -67.861388889  
  76.6337       -67.3203      0.05   0.0775     76.941666667   -67.861388889  
  78.4291       -68.2971      0.09   0.0915     77.2125        -67.980277778  
  78.1277       -68.4286      0.09   0.088      77.2125        -67.980277778  
  78.2935       -68.2971      0.1    0.0875     77.2125        -67.980277778  
  78.158        -68.2971      0.11   0.0975     77.2125        -67.980277778  
  77.9889       -68.4286      0.09   0.094      77.2125        -67.980277778  
  77.8501       -68.4286      0.08   0.1        77.2125        -67.980277778  
  77.7114       -68.4286      0.08   0.096      77.2125        -67.980277778  
  77.5726       -68.4286      0.09   0.1175     77.2125        -67.980277778  
  78.0225       -68.2971      0.11   0.1005     77.2125        -67.980277778  
  77.887        -68.2971      0.1    0.1        77.2125        -67.980277778  
  77.7515       -68.2971      0.09   0.1005     77.2125        -67.980277778  
  77.616        -68.2971      0.09   0.101      77.2125        -67.980277778  
  77.4338       -68.4286      0.1    0.1085     77.2125        -67.980277778  
  77.3645       -68.4253      0.09   0.111      77.2125        -67.980277778  
  77.2253       -68.4253      0.08   0.118      77.2125        -67.980277778  
  77.0862       -68.4253      0.09   0.112      77.2125        -67.980277778  
  76.947        -68.4253      0.09   0.1105     77.2125        -67.980277778  
  77.4805       -68.2971      0.07   0.09       77.2125        -67.980277778  
  77.4634       -68.2947      0.08   0.088      77.2125        -67.980277778  
  77.3279       -68.2947      0.08   0.0865     77.2125        -67.980277778  
  77.1923       -68.2947      0.09   0.102      77.2125        -67.980277778  
  77.0568       -68.2947      0.07   0.0975     77.2125        -67.980277778  
  76.6687       -68.4253      0.07   0.0955     77.2125        -67.980277778  
  76.8079       -68.4253      0.08   0.0975     77.2125        -67.980277778  
  76.5296       -68.4253      0.06   0.098      77.2125        -67.980277778  
  76.3904       -68.4253      0.07   0.101      77.2125        -67.980277778  
  76.9213       -68.2947      0.06   0.0865     77.2125        -67.980277778  
  76.7858       -68.2947      0.06   0.1        77.2125        -67.980277778  
  76.7858       -68.1415      0.04   0.1005     77.2125        -67.980277778  
  76.6503       -68.2947      0.07   0.102      77.2125        -67.980277778  
  76.5148       -68.2947      0.04   0.0855     77.2125        -67.980277778  
  76.3793       -68.2947      0.05   0.0885     77.2125        -67.980277778  
  76.6503       -68.1415      0.06   0.113      77.2125        -67.980277778  
  76.5148       -68.1415      0.05   0.1075     77.2125        -67.980277778  
  78.5646       -68.1438      0.06   0.0755     77.2125        -67.980277778  
  78.4291       -68.1438      0.05   0.0865     77.2125        -67.980277778  
  78.2935       -68.1438      0.08   0.1        77.2125        -67.980277778  
  78.5646       -67.9905      0.08   0.0815     77.2125        -67.980277778  
  78.4291       -67.9905      0.06   0.0765     77.2125        -67.980277778  
  78.2935       -67.9905      0.06   0.0825     77.2125        -67.980277778  
  78.158        -68.1438      0.08   0.101      77.2125        -67.980277778  
  78.0225       -68.1438      0.08   0.091      77.2125        -67.980277778  
  77.887        -68.1438      0.1    0.0865     77.2125        -67.980277778  
  77.7515       -68.1438      0.09   0.086      77.2125        -67.980277778  
  78.158        -67.9905      0.07   0.098      77.2125        -67.980277778  
  78.0225       -67.9905      0.08   0.088      77.2125        -67.980277778  
  77.887        -67.9905      0.09   0.085      77.2125        -67.980277778  
  77.7515       -67.9905      0.08   0.085      77.2125        -67.980277778  
  77.887        -67.8372      0.1    0.103      77.2125        -67.980277778  
  78.5646       -67.8372      0.07   0.0755     77.2125        -67.980277778  
  78.4291       -67.8372      0.07   0.073      77.2125        -67.980277778  
  78.2935       -67.8372      0.07   0.0755     77.2125        -67.980277778  
  78.158        -67.8372      0.08   0.0875     77.2125        -67.980277778  
  78.0225       -67.8372      0.08   0.0965     77.2125        -67.980277778  
  78.3874       -67.6284      0.1    0.1075     77.2125        -67.980277778  
  78.1231       -67.6284      0.11   0.1045     77.2125        -67.980277778  
  77.616        -68.1438      0.07   0.0775     77.2125        -67.980277778  
  77.4805       -68.1438      0.08   0.0855     77.2125        -67.980277778  
  77.4634       -68.1415      0.08   0.0845     77.2125        -67.980277778  
  77.3279       -68.1415      0.06   0.084      77.2125        -67.980277778  
  77.1923       -68.1415      0.05   0.086      77.2125        -67.980277778  
  77.3279       -67.9883      0.06   0.082      77.2125        -67.980277778  
  77.1923       -67.9883      0.05   0.081      77.2125        -67.980277778  
  77.616        -67.9905      0.08   0.0815     77.2125        -67.980277778  
  77.4805       -67.9905      0.07   0.0885     77.2125        -67.980277778  
  77.4634       -67.9883      0.08   0.091      77.2125        -67.980277778  
  77.7515       -67.8372      0.08   0.0905     77.2125        -67.980277778  
  77.616        -67.8372      0.07   0.0845     77.2125        -67.980277778  
  77.4805       -67.8372      0.06   0.0885     77.2125        -67.980277778  
  77.4634       -67.8352      0.08   0.0855     77.2125        -67.980277778  
  77.3279       -67.8352      0.06   0.0905     77.2125        -67.980277778  
  77.0568       -68.1415      0.06   0.087      77.2125        -67.980277778  
  76.9213       -68.1415      0.04   0.089      77.2125        -67.980277778  
  77.0568       -67.9883      0.05   0.0815     77.2125        -67.980277778  
  76.9213       -67.9883      0.05   0.078      77.2125        -67.980277778  
  76.7858       -67.9883      0.04   0.082      77.2125        -67.980277778  
  76.6503       -67.9883      0.03   0.085      77.2125        -67.980277778  
  77.1923       -67.8352      0.05   0.078      77.2125        -67.980277778  
  77.0568       -67.8352      0.06   0.0715     77.2125        -67.980277778  
  76.9213       -67.8352      0.04   0.0735     77.2125        -67.980277778  
  76.7858       -67.8352      0.04   0.0845     77.2125        -67.980277778  
  77.5946       -67.6284      0.07   0.079      77.2125        -67.980277778  
  77.4229       -67.6259      0.06   0.077      77.2125        -67.980277778  
  77.8589       -67.6284      0.11   0.0915     77.2125        -67.980277778  
  77.1598       -67.6259      0.05   0.076      77.2125        -67.980277778  
  76.8968       -67.6259      0.05   0.0715     77.2125        -67.980277778  
  76.2513       -68.4253      0.07   0.1095     77.2125        -67.980277778  
  76.2437       -68.2947      0.03   0.0775     77.2125        -67.980277778  
  76.1082       -68.2947      0.04   0.0825     77.2125        -67.980277778  
  75.9727       -68.2947      0.04   0.079      77.2125        -67.980277778  
  76.3793       -68.1415      0.04   0.1105     77.2125        -67.980277778  
  76.2437       -68.1415      0.04   0.087      77.2125        -67.980277778  
  76.1082       -68.1415      0.04   0.078      77.2125        -67.980277778  
  75.9727       -68.1415      0.05   0.081      77.2125        -67.980277778  
  75.9051       -68.141       0.06   0.0805     77.2125        -67.980277778  
  76.5148       -67.9883      0.04   0.091      77.2125        -67.980277778  
  76.3793       -67.9883      0.06   0.09       77.2125        -67.980277778  
  76.1082       -67.9883      0.06   0.088      77.2125        -67.980277778  
  76.2437       -67.9883      0.06   0.095      77.2125        -67.980277778  
  76.6503       -67.8352      0.04   0.074      77.2125        -67.980277778  
  76.5148       -67.8352      0.03   0.0745     77.2125        -67.980277778  
  76.3793       -67.8352      0.04   0.093      77.2125        -67.980277778  
  76.2437       -67.8352      0.06   0.0865     77.2125        -67.980277778  
  75.9727       -67.9883      0.06   0.082      77.2125        -67.980277778  
  75.9051       -67.9875      0.07   0.082      77.2125        -67.980277778  
  76.1082       -67.8352      0.06   0.0925     77.2125        -67.980277778  
  75.9727       -67.8352      0.07   0.089      77.2125        -67.980277778  
  75.9051       -67.834       0.07   0.079      77.2125        -67.980277778  
  76.6337       -67.6259      0.04   0.0735     77.2125        -67.980277778  
  76.3707       -67.6259      0.05   0.083      77.2125        -67.980277778  
  76.1076       -67.6259      0.05   0.083      77.2125        -67.980277778  
  75.9209       -67.6311      0.06   0.083      77.2125        -67.980277778  
  78.0225       -68.2971      0.11   0.1005     77.345833333   -67.778333333  
  77.887        -68.2971      0.1    0.1        77.345833333   -67.778333333  
  77.7515       -68.2971      0.09   0.1005     77.345833333   -67.778333333  
  77.616        -68.2971      0.09   0.101      77.345833333   -67.778333333  
  77.4805       -68.2971      0.07   0.09       77.345833333   -67.778333333  
  77.4634       -68.2947      0.08   0.088      77.345833333   -67.778333333  
  77.3279       -68.2947      0.08   0.0865     77.345833333   -67.778333333  
  77.1923       -68.2947      0.09   0.102      77.345833333   -67.778333333  
  77.0568       -68.2947      0.07   0.0975     77.345833333   -67.778333333  
  76.9213       -68.2947      0.06   0.0865     77.345833333   -67.778333333  
  76.7858       -68.2947      0.06   0.1        77.345833333   -67.778333333  
  76.7858       -68.1415      0.04   0.1005     77.345833333   -67.778333333  
  76.6503       -68.2947      0.07   0.102      77.345833333   -67.778333333  
  76.6503       -68.1415      0.06   0.113      77.345833333   -67.778333333  
  76.5148       -68.1415      0.05   0.1075     77.345833333   -67.778333333  
  78.4291       -68.1438      0.05   0.0865     77.345833333   -67.778333333  
  78.2935       -68.1438      0.08   0.1        77.345833333   -67.778333333  
  78.5646       -67.9905      0.08   0.0815     77.345833333   -67.778333333  
  78.4291       -67.9905      0.06   0.0765     77.345833333   -67.778333333  
  78.2935       -67.9905      0.06   0.0825     77.345833333   -67.778333333  
  78.158        -68.1438      0.08   0.101      77.345833333   -67.778333333  
  78.0225       -68.1438      0.08   0.091      77.345833333   -67.778333333  
  77.887        -68.1438      0.1    0.0865     77.345833333   -67.778333333  
  77.7515       -68.1438      0.09   0.086      77.345833333   -67.778333333  
  78.158        -67.9905      0.07   0.098      77.345833333   -67.778333333  
  78.0225       -67.9905      0.08   0.088      77.345833333   -67.778333333  
  77.887        -67.9905      0.09   0.085      77.345833333   -67.778333333  
  77.7515       -67.9905      0.08   0.085      77.345833333   -67.778333333  
  77.887        -67.8372      0.1    0.103      77.345833333   -67.778333333  
  78.7001       -67.8372      0.07   0.0795     77.345833333   -67.778333333  
  78.5646       -67.8372      0.07   0.0755     77.345833333   -67.778333333  
  78.4291       -67.8372      0.07   0.073      77.345833333   -67.778333333  
  78.6516       -67.6284      0.08   0.104      77.345833333   -67.778333333  
  78.2935       -67.8372      0.07   0.0755     77.345833333   -67.778333333  
  78.158        -67.8372      0.08   0.0875     77.345833333   -67.778333333  
  78.0225       -67.8372      0.08   0.0965     77.345833333   -67.778333333  
  78.3874       -67.6284      0.1    0.1075     77.345833333   -67.778333333  
  78.1231       -67.6284      0.11   0.1045     77.345833333   -67.778333333  
  77.616        -68.1438      0.07   0.0775     77.345833333   -67.778333333  
  77.4805       -68.1438      0.08   0.0855     77.345833333   -67.778333333  
  77.4634       -68.1415      0.08   0.0845     77.345833333   -67.778333333  
  77.3279       -68.1415      0.06   0.084      77.345833333   -67.778333333  
  77.1923       -68.1415      0.05   0.086      77.345833333   -67.778333333  
  77.3279       -67.9883      0.06   0.082      77.345833333   -67.778333333  
  77.1923       -67.9883      0.05   0.081      77.345833333   -67.778333333  
  77.616        -67.9905      0.08   0.0815     77.345833333   -67.778333333  
  77.4805       -67.9905      0.07   0.0885     77.345833333   -67.778333333  
  77.4634       -67.9883      0.08   0.091      77.345833333   -67.778333333  
  77.7515       -67.8372      0.08   0.0905     77.345833333   -67.778333333  
  77.616        -67.8372      0.07   0.0845     77.345833333   -67.778333333  
  77.4805       -67.8372      0.06   0.0885     77.345833333   -67.778333333  
  77.4634       -67.8352      0.08   0.0855     77.345833333   -67.778333333  
  77.3279       -67.8352      0.06   0.0905     77.345833333   -67.778333333  
  77.0568       -68.1415      0.06   0.087      77.345833333   -67.778333333  
  76.9213       -68.1415      0.04   0.089      77.345833333   -67.778333333  
  77.0568       -67.9883      0.05   0.0815     77.345833333   -67.778333333  
  76.9213       -67.9883      0.05   0.078      77.345833333   -67.778333333  
  76.7858       -67.9883      0.04   0.082      77.345833333   -67.778333333  
  76.6503       -67.9883      0.03   0.085      77.345833333   -67.778333333  
  77.1923       -67.8352      0.05   0.078      77.345833333   -67.778333333  
  77.0568       -67.8352      0.06   0.0715     77.345833333   -67.778333333  
  76.9213       -67.8352      0.04   0.0735     77.345833333   -67.778333333  
  76.7858       -67.8352      0.04   0.0845     77.345833333   -67.778333333  
  77.5946       -67.6284      0.07   0.079      77.345833333   -67.778333333  
  77.4229       -67.6259      0.06   0.077      77.345833333   -67.778333333  
  77.8589       -67.6284      0.11   0.0915     77.345833333   -67.778333333  
  77.1598       -67.6259      0.05   0.076      77.345833333   -67.778333333  
  76.8968       -67.6259      0.05   0.0715     77.345833333   -67.778333333  
  78.3874       -67.3226      0.07   0.1065     77.345833333   -67.778333333  
  78.1231       -67.3226      0.09   0.0965     77.345833333   -67.778333333  
  77.8589       -67.3226      0.09   0.089      77.345833333   -67.778333333  
  77.5946       -67.3226      0.07   0.0795     77.345833333   -67.778333333  
  77.4229       -67.3203      0.07   0.0765     77.345833333   -67.778333333  
  77.1598       -67.3203      0.07   0.0755     77.345833333   -67.778333333  
  76.3793       -68.1415      0.04   0.1105     77.345833333   -67.778333333  
  76.2437       -68.1415      0.04   0.087      77.345833333   -67.778333333  
  76.5148       -67.9883      0.04   0.091      77.345833333   -67.778333333  
  76.3793       -67.9883      0.06   0.09       77.345833333   -67.778333333  
  76.1082       -67.9883      0.06   0.088      77.345833333   -67.778333333  
  76.2437       -67.9883      0.06   0.095      77.345833333   -67.778333333  
  76.6503       -67.8352      0.04   0.074      77.345833333   -67.778333333  
  76.5148       -67.8352      0.03   0.0745     77.345833333   -67.778333333  
  76.3793       -67.8352      0.04   0.093      77.345833333   -67.778333333  
  76.2437       -67.8352      0.06   0.0865     77.345833333   -67.778333333  
  76.1082       -67.8352      0.06   0.0925     77.345833333   -67.778333333  
  75.9727       -67.8352      0.07   0.089      77.345833333   -67.778333333  
  76.6337       -67.6259      0.04   0.0735     77.345833333   -67.778333333  
  76.3707       -67.6259      0.05   0.083      77.345833333   -67.778333333  
  76.1076       -67.6259      0.05   0.083      77.345833333   -67.778333333  
  75.9209       -67.6311      0.06   0.083      77.345833333   -67.778333333  
  76.3707       -67.3203      0.04   0.084      77.345833333   -67.778333333  
  76.8968       -67.3203      0.05   0.0835     77.345833333   -67.778333333  
  76.6337       -67.3203      0.05   0.0775     77.345833333   -67.778333333  
  79.0503       -70.7933      0.05   0.078      77.65          -70.4875       
  78.7057       -70.9433      0.05   0.0805     77.65          -70.4875       
  78.5507       -70.9433      0.06   0.071      77.65          -70.4875       
  78.3957       -70.9433      0.06   0.084      77.65          -70.4875       
  78.7057       -70.791       0.05   0.0735     77.65          -70.4875       
  78.8949       -70.7933      0.04   0.077      77.65          -70.4875       
  78.8607       -70.791       0.04   0.076      77.65          -70.4875       
  78.5507       -70.791       0.06   0.082      77.65          -70.4875       
  78.3957       -70.791       0.08   0.0845     77.65          -70.4875       
  78.1632       -70.8671      0.07   0.08       77.65          -70.4875       
  77.8532       -70.8671      0.07   0.078      77.65          -70.4875       
  78.2618       -70.6622      0.05   0.081      77.65          -70.4875       
  78.1104       -70.6622      0.06   0.093      77.65          -70.4875       
  77.9589       -70.6622      0.08   0.087      77.65          -70.4875       
  77.8074       -70.6622      0.07   0.0845     77.65          -70.4875       
  77.5431       -70.8671      0.07   0.0815     77.65          -70.4875       
  77.2331       -70.8671      0.07   0.0915     77.65          -70.4875       
  76.9921       -70.8695      0.08   0.0855     77.65          -70.4875       
  77.6559       -70.6622      0.07   0.08       77.65          -70.4875       
  77.5044       -70.6622      0.07   0.078      77.65          -70.4875       
  77.3529       -70.6622      0.07   0.0795     77.65          -70.4875       
  77.2014       -70.6622      0.07   0.094      77.65          -70.4875       
  77.145        -70.6622      0.08   0.0925     77.65          -70.4875       
  76.681        -70.8695      0.07   0.0795     77.65          -70.4875       
  76.37         -70.8695      0.06   0.0845     77.65          -70.4875       
  76.8434       -70.6622      0.06   0.094      77.65          -70.4875       
  76.9942       -70.6622      0.08   0.0915     77.65          -70.4875       
  76.6927       -70.6622      0.05   0.0765     77.65          -70.4875       
  76.5419       -70.6622      0.05   0.0945     77.65          -70.4875       
  76.3911       -70.6622      0.03   0.0735     77.65          -70.4875       
  76.2403       -70.6622      0.06   0.0805     77.65          -70.4875       
  76.0895       -70.5088      0.06   0.073      77.65          -70.4875       
  79.0891       -70.663       0.05   0.073      77.65          -70.4875       
  78.9378       -70.663       0.05   0.08       77.65          -70.4875       
  78.8678       -70.6622      0.06   0.078      77.65          -70.4875       
  79.0891       -70.5094      0.06   0.0815     77.65          -70.4875       
  78.9378       -70.5094      0.06   0.08       77.65          -70.4875       
  78.8678       -70.5082      0.07   0.086      77.65          -70.4875       
  78.7163       -70.6622      0.08   0.089      77.65          -70.4875       
  78.5648       -70.6622      0.06   0.0895     77.65          -70.4875       
  78.7163       -70.5082      0.06   0.0815     77.65          -70.4875       
  78.5648       -70.5082      0.05   0.0765     77.65          -70.4875       
  79.0891       -70.3557      0.08   0.0815     77.65          -70.4875       
  78.9378       -70.3557      0.07   0.0795     77.65          -70.4875       
  78.8678       -70.3543      0.06   0.0825     77.65          -70.4875       
  78.7163       -70.3543      0.07   0.0835     77.65          -70.4875       
  78.9378       -70.202       0.09   0.0845     77.65          -70.4875       
  78.8678       -70.2003      0.11   0.091      77.65          -70.4875       
  78.4133       -70.6622      0.06   0.0795     77.65          -70.4875       
  78.4133       -70.5082      0.06   0.08       77.65          -70.4875       
  78.2618       -70.5082      0.08   0.097      77.65          -70.4875       
  78.1104       -70.5082      0.09   0.139      77.65          -70.4875       
  77.9589       -70.5082      0.11   0.1075     77.65          -70.4875       
  78.5648       -70.3543      0.09   0.0885     77.65          -70.4875       
  78.4133       -70.3543      0.09   0.07651    77.65          -70.4875       
  78.2618       -70.3543      0.1    0.1035     77.65          -70.4875       
  78.1104       -70.3543      0.08   0.115      77.65          -70.4875       
  77.8074       -70.5082      0.09   0.085      77.65          -70.4875       
  77.6559       -70.5082      0.08   0.079      77.65          -70.4875       
  77.5044       -70.5082      0.08   0.0875     77.65          -70.4875       
  77.3529       -70.5082      0.08   0.076      77.65          -70.4875       
  77.9589       -70.3543      0.08   0.0855     77.65          -70.4875       
  77.8074       -70.3543      0.09   0.0865     77.65          -70.4875       
  77.6559       -70.3543      0.1    0.091      77.65          -70.4875       
  77.5044       -70.3543      0.09   0.082      77.65          -70.4875       
  77.5044       -70.2003      0.06   0.088      77.65          -70.4875       
  78.7163       -70.2003      0.12   0.097      77.65          -70.4875       
  78.5648       -70.2003      0.16   0.124      77.65          -70.4875       
  78.2618       -70.2003      0.07   0.083      77.65          -70.4875       
  78.4133       -70.2003      0.11   0.0995     77.65          -70.4875       
  78.1104       -70.2003      0.06   0.0795     77.65          -70.4875       
  78.4823       -70.0697      0.08   0.0885     77.65          -70.4875       
  78.3358       -70.0697      0.06   0.084      77.65          -70.4875       
  78.1894       -70.0697      0.06   0.0855     77.65          -70.4875       
  78.7751       -70.0697      0.1    0.0915     77.65          -70.4875       
  78.6287       -70.0697      0.08   0.087      77.65          -70.4875       
  77.9589       -70.2003      0.06   0.0825     77.65          -70.4875       
  77.8074       -70.2003      0.06   0.097      77.65          -70.4875       
  78.043        -70.0697      0.07   0.0885     77.65          -70.4875       
  77.8965       -70.0697      0.07   0.0805     77.65          -70.4875       
  77.6559       -70.2003      0.08   0.1025     77.65          -70.4875       
  77.7501       -70.0697      0.08   0.081      77.65          -70.4875       
  77.6037       -70.0697      0.06   0.0835     77.65          -70.4875       
  77.7501       -69.9163      0.08   0.08       77.65          -70.4875       
  77.8965       -69.9163      0.06   0.082      77.65          -70.4875       
  77.2014       -70.5082      0.08   0.0815     77.65          -70.4875       
  77.145        -70.5088      0.08   0.09       77.65          -70.4875       
  76.9942       -70.5088      0.07   0.0875     77.65          -70.4875       
  76.8434       -70.5088      0.07   0.079      77.65          -70.4875       
  76.6927       -70.5088      0.05   0.088      77.65          -70.4875       
  76.8434       -70.3554      0.06   0.078      77.65          -70.4875       
  77.3529       -70.3543      0.09   0.098      77.65          -70.4875       
  77.2014       -70.3543      0.07   0.0865     77.65          -70.4875       
  77.145        -70.3554      0.06   0.078      77.65          -70.4875       
  77.3529       -70.2003      0.06   0.0895     77.65          -70.4875       
  77.2014       -70.2003      0.06   0.092      77.65          -70.4875       
  76.9942       -70.3554      0.06   0.079      77.65          -70.4875       
  77.145        -70.202       0.07   0.0885     77.65          -70.4875       
  76.9942       -70.202       0.07   0.092      77.65          -70.4875       
  76.8434       -70.202       0.06   0.093      77.65          -70.4875       
  76.5419       -70.5088      0.04   0.0985     77.65          -70.4875       
  76.3911       -70.5088      0.04   0.0755     77.65          -70.4875       
  76.6927       -70.3554      0.05   0.0775     77.65          -70.4875       
  76.5419       -70.3554      0.04   0.0765     77.65          -70.4875       
  76.2403       -70.5088      0.04   0.085      77.65          -70.4875       
  76.3911       -70.3554      0.03   0.081      77.65          -70.4875       
  76.2403       -70.3554      0.04   0.082      77.65          -70.4875       
  76.0895       -70.3554      0.05   0.0755     77.65          -70.4875       
  76.6927       -70.202       0.06   0.09       77.65          -70.4875       
  76.5419       -70.202       0.06   0.0955     77.65          -70.4875       
  76.3911       -70.202       0.07   0.0845     77.65          -70.4875       
  76.2403       -70.202       0.07   0.085      77.65          -70.4875       
  77.4573       -70.0697      0.07   0.083      77.65          -70.4875       
  77.3108       -70.0697      0.07   0.0865     77.65          -70.4875       
  77.08         -70.0709      0.08   0.088      77.65          -70.4875       
  76.9329       -70.0709      0.08   0.0895     77.65          -70.4875       
  77.2271       -70.0709      0.08   0.087      77.65          -70.4875       
  77.6037       -69.9163      0.08   0.0785     77.65          -70.4875       
  77.4573       -69.9163      0.07   0.082      77.65          -70.4875       
  76.7858       -70.0709      0.09   0.0945     77.65          -70.4875       
  76.6387       -70.0709      0.09   0.097      77.65          -70.4875       
  76.4916       -70.0709      0.1    0.093      77.65          -70.4875       
  80.2935       -70.9473      0.06   0.079      79.166666667   -70.540833333  
  80.6043       -70.7933      0.09   0.0805     79.166666667   -70.540833333  
  80.4489       -70.7933      0.09   0.079      79.166666667   -70.540833333  
  79.5165       -71.1013      0.07   0.075      79.166666667   -70.540833333  
  79.6719       -70.9473      0.06   0.074      79.166666667   -70.540833333  
  80.1381       -70.9473      0.06   0.078      79.166666667   -70.540833333  
  79.9827       -70.9473      0.05   0.078      79.166666667   -70.540833333  
  80.2935       -70.7933      0.09   0.0855     79.166666667   -70.540833333  
  80.1381       -70.7933      0.08   0.0885     79.166666667   -70.540833333  
  79.8273       -70.9473      0.06   0.082      79.166666667   -70.540833333  
  79.9827       -70.7933      0.08   0.1025     79.166666667   -70.540833333  
  79.6719       -70.7933      0.06   0.084      79.166666667   -70.540833333  
  79.8273       -70.7933      0.08   0.0975     79.166666667   -70.540833333  
  80.668        -70.6618      0.08   0.082      79.166666667   -70.540833333  
  80.6027       -70.663       0.09   0.08       79.166666667   -70.540833333  
  80.4513       -70.663       0.1    0.08       79.166666667   -70.540833333  
  80.668        -70.5086      0.1    0.08       79.166666667   -70.540833333  
  80.6027       -70.5094      0.1    0.0885     79.166666667   -70.540833333  
  80.2999       -70.663       0.09   0.082      79.166666667   -70.540833333  
  80.1486       -70.663       0.09   0.0975     79.166666667   -70.540833333  
  79.9972       -70.663       0.08   0.095      79.166666667   -70.540833333  
  79.8459       -70.663       0.07   0.0955     79.166666667   -70.540833333  
  80.4513       -70.5094      0.1    0.084      79.166666667   -70.540833333  
  80.2999       -70.5094      0.09   0.0805     79.166666667   -70.540833333  
