#
# centeralpha, centerdelta: coords of the MCEV region.
# ra_deg, dec_deg: coords of the cluster.
#
# centeralpha   centerdelta   ev_i   sig_ev_i   ra_deg         dec_deg        
  14.9724       -73.1066      0.04   0.079      15.970833333   -72.826111111  
  15.1497       -73.1066      0.03   0.079      15.970833333   -72.826111111  
  15.059        -72.973       0.03   0.0825     15.970833333   -72.826111111  
  14.888        -72.973       0.03   0.0805     15.970833333   -72.826111111  
  15.23         -72.973       0.04   0.0815     15.970833333   -72.826111111  
  15.401        -72.973       0.04   0.0855     15.970833333   -72.826111111  
  15.4748       -72.9728      0.04   0.0825     15.970833333   -72.826111111  
  15.6453       -72.9728      0.03   0.078      15.970833333   -72.826111111  
  15.8157       -72.9728      0.04   0.083      15.970833333   -72.826111111  
  15.9862       -72.9728      0.03   0.081      15.970833333   -72.826111111  
  16.1566       -72.9728      0.04   0.0785     15.970833333   -72.826111111  
  16.7177       -73.1825      0.07   0.082      15.970833333   -72.826111111  
  16.3271       -72.9728      0.04   0.081      15.970833333   -72.826111111  
  16.6679       -72.9728      0.05   0.0755     15.970833333   -72.826111111  
  16.4975       -72.9728      0.04   0.0745     15.970833333   -72.826111111  
  16.9236       -72.8964      0.04   0.0855     15.970833333   -72.826111111  
  16.3271       -72.8199      0.02   0.0905     15.970833333   -72.826111111  
  16.4975       -72.8199      0.03   0.0775     15.970833333   -72.826111111  
  16.6679       -72.8199      0.03   0.0745     15.970833333   -72.826111111  
  17.2645       -72.8964      0.04   0.075      15.970833333   -72.826111111  
  17.487        -72.8945      0.04   0.075      15.970833333   -72.826111111  
  14.204        -72.8193      0.08   0.1015     15.970833333   -72.826111111  
  14.375        -72.8193      0.08   0.099      15.970833333   -72.826111111  
  14.546        -72.8193      0.08   0.0895     15.970833333   -72.826111111  
  14.375        -72.6655      0.07   0.1        15.970833333   -72.826111111  
  14.888        -72.8193      0.05   0.087      15.970833333   -72.826111111  
  15.059        -72.8193      0.05   0.079      15.970833333   -72.826111111  
  15.23         -72.8193      0.04   0.0805     15.970833333   -72.826111111  
  14.717        -72.8193      0.07   0.088      15.970833333   -72.826111111  
  15.6453       -72.8199      0.03   0.079      15.970833333   -72.826111111  
  15.401        -72.8193      0.03   0.078      15.970833333   -72.826111111  
  15.4748       -72.8199      0.03   0.073      15.970833333   -72.826111111  
  15.8157       -72.8199      0.03   0.0835     15.970833333   -72.826111111  
  15.9862       -72.8199      0.04   0.0885     15.970833333   -72.826111111  
  15.6453       -72.6671      0.05   0.0835     15.970833333   -72.826111111  
  15.8157       -72.6671      0.05   0.0845     15.970833333   -72.826111111  
  14.546        -72.6655      0.07   0.1015     15.970833333   -72.826111111  
  14.717        -72.6655      0.07   0.0895     15.970833333   -72.826111111  
  14.888        -72.6655      0.07   0.085      15.970833333   -72.826111111  
  15.23         -72.6655      0.06   0.0955     15.970833333   -72.826111111  
  15.059        -72.6655      0.07   0.085      15.970833333   -72.826111111  
  14.888        -72.5117      0.09   0.0915     15.970833333   -72.826111111  
  15.059        -72.5117      0.07   0.0865     15.970833333   -72.826111111  
  15.401        -72.6655      0.04   0.083      15.970833333   -72.826111111  
  15.4748       -72.6671      0.05   0.082      15.970833333   -72.826111111  
  15.23         -72.5117      0.05   0.0815     15.970833333   -72.826111111  
  15.401        -72.5117      0.04   0.095      15.970833333   -72.826111111  
  15.4748       -72.5142      0.05   0.088      15.970833333   -72.826111111  
  15.6453       -72.5142      0.06   0.085      15.970833333   -72.826111111  
  15.8157       -72.5142      0.04   0.08       15.970833333   -72.826111111  
  16.1566       -72.8199      0.03   0.083      15.970833333   -72.826111111  
  16.1566       -72.6671      0.05   0.085      15.970833333   -72.826111111  
  16.3271       -72.6671      0.04   0.0805     15.970833333   -72.826111111  
  15.9862       -72.6671      0.04   0.0795     15.970833333   -72.826111111  
  16.4975       -72.6671      0.06   0.0815     15.970833333   -72.826111111  
  16.6679       -72.6671      0.07   0.077      15.970833333   -72.826111111  
  16.9236       -72.5906      0.05   0.0795     15.970833333   -72.826111111  
  17.2645       -72.5906      0.04   0.079      15.970833333   -72.826111111  
  16.1566       -72.5142      0.05   0.075      15.970833333   -72.826111111  
  16.3271       -72.5142      0.04   0.0925     15.970833333   -72.826111111  
  16.4975       -72.5142      0.05   0.087      15.970833333   -72.826111111  
  15.9862       -72.5142      0.04   0.0775     15.970833333   -72.826111111  
  16.6679       -72.5142      0.05   0.093      15.970833333   -72.826111111  
  14.546        -72.5117      0.11   0.1        15.970833333   -72.826111111  
  14.717        -72.5117      0.1    0.1045     15.970833333   -72.826111111  
  14.7961       -72.3853      0.08   0.0935     15.970833333   -72.826111111  
  14.9618       -72.3853      0.07   0.094      15.970833333   -72.826111111  
  15.1275       -72.3853      0.06   0.081      15.970833333   -72.826111111  
  15.2932       -72.3853      0.05   0.0785     15.970833333   -72.826111111  
  15.4337       -72.3104      0.04   0.0845     15.970833333   -72.826111111  
  16.0968       -72.3104      0.06   0.088      15.970833333   -72.826111111  
  15.7653       -72.3104      0.04   0.0865     15.970833333   -72.826111111  
  16.4284       -72.3104      0.04   0.0805     15.970833333   -72.826111111  
  16.7599       -72.3104      0.03   0.073      15.970833333   -72.826111111  
  17.0914       -72.3104      0.04   0.0855     15.970833333   -72.826111111  
  17.8272       -72.8945      0.06   0.0795     15.970833333   -72.826111111  
  17.487        -72.5891      0.05   0.0785     15.970833333   -72.826111111  
  74.03         -67.9106      0.09   0.0811     72.795833333   -67.534722222  
  73.7596       -67.9106      0.06   0.071      72.795833333   -67.534722222  
  73.2188       -67.9106      0.05   0.0815     72.795833333   -67.534722222  
  73.4892       -67.9106      0.07   0.0775     72.795833333   -67.534722222  
  72.9484       -67.9106      0.04   0.0845     72.795833333   -67.534722222  
  72.753        -67.9127      0.05   0.081      72.795833333   -67.534722222  
  72.211        -67.9127      0.06   0.08       72.795833333   -67.534722222  
  72.482        -67.9127      0.06   0.081      72.795833333   -67.534722222  
  74.1534       -67.6301      0.08   0.077      72.795833333   -67.534722222  
  73.8892       -67.6301      0.07   0.0765     72.795833333   -67.534722222  
  73.625        -67.6301      0.06   0.074      72.795833333   -67.534722222  
  74.1534       -67.3228      0.06   0.078      72.795833333   -67.534722222  
  73.8892       -67.3228      0.06   0.0795     72.795833333   -67.534722222  
  73.3608       -67.6301      0.05   0.071      72.795833333   -67.534722222  
  73.0966       -67.6301      0.03   0.067      72.795833333   -67.534722222  
  72.9384       -67.6241      0.04   0.0795     72.795833333   -67.534722222  
  72.6762       -67.6241      0.05   0.0775     72.795833333   -67.534722222  
  72.4141       -67.6241      0.04   0.0785     72.795833333   -67.534722222  
  73.625        -67.3228      0.05   0.0805     72.795833333   -67.534722222  
  73.3608       -67.3228      0.05   0.0785     72.795833333   -67.534722222  
  73.0966       -67.3228      0.04   0.0905     72.795833333   -67.534722222  
  72.9384       -67.3189      0.06   0.102      72.795833333   -67.534722222  
  72.6762       -67.3189      0.06   0.0825     72.795833333   -67.534722222  
  73.2439       -67.0344      0.07   0.1095     72.795833333   -67.534722222  
  73.0499       -67.0351      0.1    0.1365     72.795833333   -67.534722222  
  73.7559       -67.0344      0.03   0.075      72.795833333   -67.534722222  
  73.4999       -67.0344      0.05   0.09       72.795833333   -67.534722222  
  71.94         -67.9127      0.06   0.0755     72.795833333   -67.534722222  
  71.669        -67.9127      0.09   0.0821     72.795833333   -67.534722222  
  71.4227       -67.6253      0.09   0.0915     72.795833333   -67.534722222  
  72.1519       -67.6241      0.06   0.0775     72.795833333   -67.534722222  
  71.8897       -67.6241      0.07   0.0795     72.795833333   -67.534722222  
  72.4141       -67.3189      0.05   0.0755     72.795833333   -67.534722222  
  72.1519       -67.3189      0.06   0.1065     72.795833333   -67.534722222  
  71.6276       -67.6241      0.08   0.096      72.795833333   -67.534722222  
  71.8897       -67.3189      0.07   0.1445     72.795833333   -67.534722222  
  71.6276       -67.3189      0.09   0.124      72.795833333   -67.534722222  
  72.7922       -67.0351      0.09   0.1175     72.795833333   -67.534722222  
  72.5346       -67.0351      0.07   0.0775     72.795833333   -67.534722222  
  72.277        -67.0351      0.07   0.079      72.795833333   -67.534722222  
  71.8906       -66.8819      0.07   0.0865     72.795833333   -67.534722222  
  71.4227       -67.3196      0.06   0.0895     72.795833333   -67.534722222  
  74.2605       -70.0682      0.08   0.078      73.4625        -69.571944444  
  74.1137       -70.0682      0.07   0.0715     73.4625        -69.571944444  
  73.9668       -70.0682      0.08   0.078      73.4625        -69.571944444  
  73.84         -69.996       0.09   0.0805     73.4625        -69.571944444  
  73.9668       -69.9145      0.1    0.0855     73.4625        -69.571944444  
  74.7011       -69.9145      0.07   0.084      73.4625        -69.571944444  
  74.5542       -69.9145      0.09   0.088      73.4625        -69.571944444  
  74.8479       -69.7609      0.07   0.0765     73.4625        -69.571944444  
  74.7011       -69.7609      0.08   0.078      73.4625        -69.571944444  
  74.8479       -69.6072      0.1    0.085      73.4625        -69.571944444  
  74.4074       -69.9145      0.09   0.0775     73.4625        -69.571944444  
  74.2605       -69.9145      0.09   0.075      73.4625        -69.571944444  
  74.5542       -69.7609      0.1    0.077      73.4625        -69.571944444  
  74.4074       -69.7609      0.09   0.08       73.4625        -69.571944444  
  74.1137       -69.9145      0.09   0.0845     73.4625        -69.571944444  
  74.2605       -69.7609      0.1    0.0795     73.4625        -69.571944444  
  74.1137       -69.7609      0.1    0.0745     73.4625        -69.571944444  
  74.7011       -69.6072      0.11   0.086      73.4625        -69.571944444  
  74.5542       -69.6072      0.11   0.089      73.4625        -69.571944444  
  74.4074       -69.6072      0.11   0.087      73.4625        -69.571944444  
  74.2605       -69.6072      0.11   0.08151    73.4625        -69.571944444  
  73.5466       -69.996       0.09   0.076      73.4625        -69.571944444  
  73.2532       -69.996       0.08   0.0745     73.4625        -69.571944444  
  72.6664       -69.996       0.1    0.0765     73.4625        -69.571944444  
  72.9598       -69.996       0.1    0.075      73.4625        -69.571944444  
  73.9668       -69.7609      0.1    0.0785     73.4625        -69.571944444  
  73.84         -69.6916      0.12   0.085      73.4625        -69.571944444  
  73.5466       -69.6916      0.11   0.088      73.4625        -69.571944444  
  73.9668       -69.6072      0.13   0.0865     73.4625        -69.571944444  
  74.1137       -69.6072      0.11   0.08351    73.4625        -69.571944444  
  73.7789       -69.4811      0.12   0.093      73.4625        -69.571944444  
  73.6363       -69.4811      0.14   0.117      73.4625        -69.571944444  
  73.2532       -69.6916      0.1    0.0885     73.4625        -69.571944444  
  72.9598       -69.6916      0.14   0.0915     73.4625        -69.571944444  
  74.6903       -69.4755      0.14   0.084      73.4625        -69.571944444  
  74.8326       -69.4755      0.13   0.088      73.4625        -69.571944444  
  74.5479       -69.4755      0.13   0.0915     73.4625        -69.571944444  
  74.2633       -69.4755      0.13   0.0845     73.4625        -69.571944444  
  74.4056       -69.4755      0.13   0.094      73.4625        -69.571944444  
  74.8326       -69.3223      0.16   0.0945     73.4625        -69.571944444  
  74.6903       -69.3223      0.2    0.0921     73.4625        -69.571944444  
  74.5479       -69.3223      0.17   0.0905     73.4625        -69.571944444  
  74.4056       -69.3223      0.13   0.094      73.4625        -69.571944444  
  74.5479       -69.1692      0.09   0.096      73.4625        -69.571944444  
  74.121        -69.4755      0.12   0.09       73.4625        -69.571944444  
  74.0641       -69.4811      0.13   0.0955     73.4625        -69.571944444  
  74.2633       -69.3223      0.09   0.083      73.4625        -69.571944444  
  74.121        -69.3223      0.08   0.088      73.4625        -69.571944444  
  73.9215       -69.4811      0.11   0.0871     73.4625        -69.571944444  
  74.0641       -69.3285      0.06   0.086      73.4625        -69.571944444  
  73.7789       -69.3285      0.1    0.087      73.4625        -69.571944444  
  73.9215       -69.3285      0.09   0.0805     73.4625        -69.571944444  
  74.4056       -69.1692      0.1    0.093      73.4625        -69.571944444  
  74.2633       -69.1692      0.1    0.1005     73.4625        -69.571944444  
  74.121        -69.1692      0.1    0.0865     73.4625        -69.571944444  
  74.0641       -69.1758      0.08   0.0895     73.4625        -69.571944444  
  73.9215       -69.1758      0.09   0.077      73.4625        -69.571944444  
  73.4224       -69.4048      0.13   0.1055     73.4625        -69.571944444  
  73.6363       -69.3285      0.12   0.0955     73.4625        -69.571944444  
  73.1371       -69.4048      0.12   0.101      73.4625        -69.571944444  
  73.7789       -69.1758      0.13   0.108      73.4625        -69.571944444  
  73.6363       -69.1758      0.13   0.108      73.4625        -69.571944444  
  73.4224       -69.0994      0.13   0.0965     73.4625        -69.571944444  
  73.9215       -69.0231      0.1    0.0875     73.4625        -69.571944444  
  73.7789       -69.0231      0.08   0.0815     73.4625        -69.571944444  
  73.6363       -69.0231      0.1    0.086      73.4625        -69.571944444  
  72.373        -69.996       0.1    0.0725     73.4625        -69.571944444  
  72.1686       -69.9893      0.13   0.07551    73.4625        -69.571944444  
  72.6664       -69.6916      0.12   0.0781     73.4625        -69.571944444  
  72.373        -69.6916      0.12   0.085      73.4625        -69.571944444  
  72.8519       -69.4048      0.13   0.094      73.4625        -69.571944444  
  72.5667       -69.4048      0.13   0.108      73.4625        -69.571944444  
  72.1686       -69.6826      0.14   0.0805     73.4625        -69.571944444  
  72.3521       -69.4033      0.15   0.103      73.4625        -69.571944444  
  72.0662       -69.4033      0.16   0.099      73.4625        -69.571944444  
  73.1371       -69.0994      0.13   0.098      73.4625        -69.571944444  
  72.8519       -69.0994      0.16   0.1025     73.4625        -69.571944444  
  72.5667       -69.0994      0.15   0.1045     73.4625        -69.571944444  
  72.3521       -69.0963      0.15   0.098      73.4625        -69.571944444  
  74.6787       -68.4249      0.1    0.086      73.7625        -67.964444444  
  74.5396       -68.4249      0.08   0.084      73.7625        -67.964444444  
  74.4004       -68.4249      0.09   0.098      73.7625        -67.964444444  
  74.2612       -68.4249      0.1    0.1075     73.7625        -67.964444444  
  74.2047       -68.4281      0.13   0.11       73.7625        -67.964444444  
  74.0654       -68.4281      0.12   0.0925     73.7625        -67.964444444  
  74.9583       -68.2945      0.11   0.088      73.7625        -67.964444444  
  74.7554       -68.2178      0.11   0.088      73.7625        -67.964444444  
  75.0935       -68.141       0.09   0.096      73.7625        -67.964444444  
  74.9583       -68.141       0.09   0.092      73.7625        -67.964444444  
  74.9583       -67.9875      0.05   0.089      73.7625        -67.964444444  
  74.4848       -68.2178      0.1    0.08851    73.7625        -67.964444444  
  74.3004       -68.2183      0.11   0.08751    73.7625        -67.964444444  
  75.0935       -67.9875      0.05   0.107      73.7625        -67.964444444  
  75.0935       -67.834       0.04   0.0805     73.7625        -67.964444444  
  74.7554       -67.9107      0.07   0.0785     73.7625        -67.964444444  
  74.9583       -67.834       0.05   0.0665     73.7625        -67.964444444  
  74.4848       -67.9107      0.09   0.095      73.7625        -67.964444444  
  75.1285       -67.6311      0.04   0.0785     73.7625        -67.964444444  
  74.8644       -67.6311      0.06   0.0775     73.7625        -67.964444444  
  74.6003       -67.6311      0.06   0.0825     73.7625        -67.964444444  
  73.5782       -68.5048      0.11   0.0945     73.7625        -67.964444444  
  73.2998       -68.5048      0.11   0.0915     73.7625        -67.964444444  
  73.9262       -68.4281      0.11   0.1        73.7625        -67.964444444  
  73.787        -68.4281      0.12   0.0995     73.7625        -67.964444444  
  73.0214       -68.5048      0.1    0.089      73.7625        -67.964444444  
  73.2188       -68.2183      0.08   0.095      73.7625        -67.964444444  
  72.9484       -68.2183      0.07   0.1095     73.7625        -67.964444444  
  74.03         -68.2183      0.11   0.0885     73.7625        -67.964444444  
  73.7596       -68.2183      0.08   0.0915     73.7625        -67.964444444  
  74.03         -67.9106      0.09   0.0811     73.7625        -67.964444444  
  73.4892       -68.2183      0.1    0.0955     73.7625        -67.964444444  
  73.7596       -67.9106      0.06   0.071      73.7625        -67.964444444  
  73.2188       -67.9106      0.05   0.0815     73.7625        -67.964444444  
  73.4892       -67.9106      0.07   0.0775     73.7625        -67.964444444  
  72.753        -68.2195      0.08   0.095      73.7625        -67.964444444  
  72.482        -68.2195      0.09   0.107      73.7625        -67.964444444  
  72.9484       -67.9106      0.04   0.0845     73.7625        -67.964444444  
  72.753        -67.9127      0.05   0.081      73.7625        -67.964444444  
  72.482        -67.9127      0.06   0.081      73.7625        -67.964444444  
  74.3004       -67.9106      0.09   0.086      73.7625        -67.964444444  
  74.4176       -67.6301      0.08   0.0835     73.7625        -67.964444444  
  74.1534       -67.6301      0.08   0.077      73.7625        -67.964444444  
  73.8892       -67.6301      0.07   0.0765     73.7625        -67.964444444  
  73.625        -67.6301      0.06   0.074      73.7625        -67.964444444  
  74.1534       -67.3228      0.06   0.078      73.7625        -67.964444444  
  73.8892       -67.3228      0.06   0.0795     73.7625        -67.964444444  
  73.3608       -67.6301      0.05   0.071      73.7625        -67.964444444  
  73.0966       -67.6301      0.03   0.067      73.7625        -67.964444444  
  72.9384       -67.6241      0.04   0.0795     73.7625        -67.964444444  
  72.6762       -67.6241      0.05   0.0775     73.7625        -67.964444444  
  72.4141       -67.6241      0.04   0.0785     73.7625        -67.964444444  
  73.625        -67.3228      0.05   0.0805     73.7625        -67.964444444  
  73.3608       -67.3228      0.05   0.0785     73.7625        -67.964444444  
  74.7554       -68.2178      0.11   0.088      74.120833333   -67.622777778  
  74.9583       -67.9875      0.05   0.089      74.120833333   -67.622777778  
  74.4848       -68.2178      0.1    0.08851    74.120833333   -67.622777778  
  74.3004       -68.2183      0.11   0.08751    74.120833333   -67.622777778  
  75.2288       -67.9875      0.05   0.097      74.120833333   -67.622777778  
  75.364        -67.834       0.05   0.0955     74.120833333   -67.622777778  
  75.0935       -67.9875      0.05   0.107      74.120833333   -67.622777778  
  75.2288       -67.834       0.06   0.087      74.120833333   -67.622777778  
  75.0935       -67.834       0.04   0.0805     74.120833333   -67.622777778  
  75.3926       -67.6311      0.04   0.077      74.120833333   -67.622777778  
  74.7554       -67.9107      0.07   0.0785     74.120833333   -67.622777778  
  74.9583       -67.834       0.05   0.0665     74.120833333   -67.622777778  
  74.4848       -67.9107      0.09   0.095      74.120833333   -67.622777778  
  75.1285       -67.6311      0.04   0.0785     74.120833333   -67.622777778  
  74.8644       -67.6311      0.06   0.0775     74.120833333   -67.622777778  
  74.6003       -67.6311      0.06   0.0825     74.120833333   -67.622777778  
  75.3926       -67.3234      0.03   0.0725     74.120833333   -67.622777778  
  75.1285       -67.3234      0.03   0.071      74.120833333   -67.622777778  
  74.8644       -67.3234      0.04   0.07       74.120833333   -67.622777778  
  74.03         -68.2183      0.11   0.0885     74.120833333   -67.622777778  
  73.7596       -68.2183      0.08   0.0915     74.120833333   -67.622777778  
  74.03         -67.9106      0.09   0.0811     74.120833333   -67.622777778  
  73.4892       -68.2183      0.1    0.0955     74.120833333   -67.622777778  
  73.7596       -67.9106      0.06   0.071      74.120833333   -67.622777778  
  73.2188       -67.9106      0.05   0.0815     74.120833333   -67.622777778  
  73.4892       -67.9106      0.07   0.0775     74.120833333   -67.622777778  
  72.9484       -67.9106      0.04   0.0845     74.120833333   -67.622777778  
  72.753        -67.9127      0.05   0.081      74.120833333   -67.622777778  
  74.3004       -67.9106      0.09   0.086      74.120833333   -67.622777778  
  74.4176       -67.6301      0.08   0.0835     74.120833333   -67.622777778  
  74.1534       -67.6301      0.08   0.077      74.120833333   -67.622777778  
  73.8892       -67.6301      0.07   0.0765     74.120833333   -67.622777778  
  73.625        -67.6301      0.06   0.074      74.120833333   -67.622777778  
  74.6003       -67.3234      0.05   0.0805     74.120833333   -67.622777778  
  74.4176       -67.3228      0.06   0.0755     74.120833333   -67.622777778  
  74.1534       -67.3228      0.06   0.078      74.120833333   -67.622777778  
  73.8892       -67.3228      0.06   0.0795     74.120833333   -67.622777778  
  73.3608       -67.6301      0.05   0.071      74.120833333   -67.622777778  
  73.0966       -67.6301      0.03   0.067      74.120833333   -67.622777778  
  72.9384       -67.6241      0.04   0.0795     74.120833333   -67.622777778  
  73.625        -67.3228      0.05   0.0805     74.120833333   -67.622777778  
  73.3608       -67.3228      0.05   0.0785     74.120833333   -67.622777778  
  73.0966       -67.3228      0.04   0.0905     74.120833333   -67.622777778  
  72.9384       -67.3189      0.06   0.102      74.120833333   -67.622777778  
  74.6961       -67.034       0.04   0.0785     74.120833333   -67.622777778  
  74.524        -67.0344      0.05   0.0775     74.120833333   -67.622777778  
  74.268        -67.0344      0.04   0.07       74.120833333   -67.622777778  
  74.012        -67.0344      0.04   0.0735     74.120833333   -67.622777778  
  73.7559       -67.0344      0.03   0.075      74.120833333   -67.622777778  
  73.4999       -67.0344      0.05   0.09       74.120833333   -67.622777778  
  75.6346       -68.141       0.08   0.0965     74.558333333   -67.768333333  
  75.4993       -68.141       0.06   0.0905     74.558333333   -67.768333333  
  75.364        -68.141       0.03   0.097      74.558333333   -67.768333333  
  75.0935       -68.2945      0.1    0.0835     74.558333333   -67.768333333  
  74.9583       -68.2945      0.11   0.088      74.558333333   -67.768333333  
  74.7554       -68.2178      0.11   0.088      74.558333333   -67.768333333  
  75.2288       -68.141       0.06   0.0985     74.558333333   -67.768333333  
  75.0935       -68.141       0.09   0.096      74.558333333   -67.768333333  
  74.9583       -68.141       0.09   0.092      74.558333333   -67.768333333  
  74.9583       -67.9875      0.05   0.089      74.558333333   -67.768333333  
  74.4848       -68.2178      0.1    0.08851    74.558333333   -67.768333333  
  74.3004       -68.2183      0.11   0.08751    74.558333333   -67.768333333  
  75.7698       -67.9875      0.07   0.0845     74.558333333   -67.768333333  
  75.6346       -67.9875      0.05   0.078      74.558333333   -67.768333333  
  75.4993       -67.9875      0.03   0.0975     74.558333333   -67.768333333  
  75.9051       -67.834       0.07   0.079      74.558333333   -67.768333333  
  75.7698       -67.834       0.06   0.0805     74.558333333   -67.768333333  
  75.6346       -67.834       0.06   0.089      74.558333333   -67.768333333  
  75.9209       -67.6311      0.06   0.083      74.558333333   -67.768333333  
  75.364        -67.9875      0.06   0.096      74.558333333   -67.768333333  
  75.2288       -67.9875      0.05   0.097      74.558333333   -67.768333333  
  75.4993       -67.834       0.06   0.083      74.558333333   -67.768333333  
  75.364        -67.834       0.05   0.0955     74.558333333   -67.768333333  
  75.0935       -67.9875      0.05   0.107      74.558333333   -67.768333333  
  75.2288       -67.834       0.06   0.087      74.558333333   -67.768333333  
  75.0935       -67.834       0.04   0.0805     74.558333333   -67.768333333  
  75.3926       -67.6311      0.04   0.077      74.558333333   -67.768333333  
  74.7554       -67.9107      0.07   0.0785     74.558333333   -67.768333333  
  74.9583       -67.834       0.05   0.0665     74.558333333   -67.768333333  
  74.4848       -67.9107      0.09   0.095      74.558333333   -67.768333333  
  75.1285       -67.6311      0.04   0.0785     74.558333333   -67.768333333  
  74.8644       -67.6311      0.06   0.0775     74.558333333   -67.768333333  
  74.6003       -67.6311      0.06   0.0825     74.558333333   -67.768333333  
  75.6568       -67.6311      0.05   0.0795     74.558333333   -67.768333333  
  75.6568       -67.3234      0.04   0.0805     74.558333333   -67.768333333  
  75.3926       -67.3234      0.03   0.0725     74.558333333   -67.768333333  
  75.1285       -67.3234      0.03   0.071      74.558333333   -67.768333333  
  74.8644       -67.3234      0.04   0.07       74.558333333   -67.768333333  
  74.03         -68.2183      0.11   0.0885     74.558333333   -67.768333333  
  73.7596       -68.2183      0.08   0.0915     74.558333333   -67.768333333  
  74.03         -67.9106      0.09   0.0811     74.558333333   -67.768333333  
  73.4892       -68.2183      0.1    0.0955     74.558333333   -67.768333333  
  73.7596       -67.9106      0.06   0.071      74.558333333   -67.768333333  
  73.2188       -67.9106      0.05   0.0815     74.558333333   -67.768333333  
  73.4892       -67.9106      0.07   0.0775     74.558333333   -67.768333333  
  74.3004       -67.9106      0.09   0.086      74.558333333   -67.768333333  
  74.4176       -67.6301      0.08   0.0835     74.558333333   -67.768333333  
  74.1534       -67.6301      0.08   0.077      74.558333333   -67.768333333  
  73.8892       -67.6301      0.07   0.0765     74.558333333   -67.768333333  
  73.625        -67.6301      0.06   0.074      74.558333333   -67.768333333  
  74.6003       -67.3234      0.05   0.0805     74.558333333   -67.768333333  
  74.4176       -67.3228      0.06   0.0755     74.558333333   -67.768333333  
  74.1534       -67.3228      0.06   0.078      74.558333333   -67.768333333  
  73.8892       -67.3228      0.06   0.0795     74.558333333   -67.768333333  
  73.3608       -67.6301      0.05   0.071      74.558333333   -67.768333333  
  73.625        -67.3228      0.05   0.0805     74.558333333   -67.768333333  
  73.3608       -67.3228      0.05   0.0785     74.558333333   -67.768333333  
  75.3745       -68.4249      0.08   0.0895     74.808333333   -67.908333333  
  75.2353       -68.4249      0.07   0.089      74.808333333   -67.908333333  
  75.9051       -68.2945      0.07   0.0855     74.808333333   -67.908333333  
  76.1082       -68.1415      0.04   0.078      74.808333333   -67.908333333  
  75.9727       -68.1415      0.05   0.081      74.808333333   -67.908333333  
  75.5136       -68.4249      0.08   0.092      74.808333333   -67.908333333  
  75.7698       -68.2945      0.08   0.0845     74.808333333   -67.908333333  
  75.6346       -68.2945      0.07   0.0815     74.808333333   -67.908333333  
  75.4993       -68.2945      0.08   0.092      74.808333333   -67.908333333  
  75.364        -68.2945      0.07   0.094      74.808333333   -67.908333333  
  75.2288       -68.2945      0.07   0.088      74.808333333   -67.908333333  
  75.6346       -68.141       0.08   0.0965     74.808333333   -67.908333333  
  75.9051       -68.141       0.06   0.0805     74.808333333   -67.908333333  
  75.7698       -68.141       0.06   0.0825     74.808333333   -67.908333333  
  75.4993       -68.141       0.06   0.0905     74.808333333   -67.908333333  
  75.364        -68.141       0.03   0.097      74.808333333   -67.908333333  
  75.0962       -68.4249      0.09   0.0925     74.808333333   -67.908333333  
  74.957        -68.4249      0.11   0.093      74.808333333   -67.908333333  
  74.8179       -68.4249      0.09   0.0845     74.808333333   -67.908333333  
  74.6787       -68.4249      0.1    0.086      74.808333333   -67.908333333  
  74.5396       -68.4249      0.08   0.084      74.808333333   -67.908333333  
  74.4004       -68.4249      0.09   0.098      74.808333333   -67.908333333  
  74.2612       -68.4249      0.1    0.1075     74.808333333   -67.908333333  
  74.2047       -68.4281      0.13   0.11       74.808333333   -67.908333333  
  75.0935       -68.2945      0.1    0.0835     74.808333333   -67.908333333  
  74.9583       -68.2945      0.11   0.088      74.808333333   -67.908333333  
  74.7554       -68.2178      0.11   0.088      74.808333333   -67.908333333  
  75.2288       -68.141       0.06   0.0985     74.808333333   -67.908333333  
  75.0935       -68.141       0.09   0.096      74.808333333   -67.908333333  
  74.9583       -68.141       0.09   0.092      74.808333333   -67.908333333  
  74.9583       -67.9875      0.05   0.089      74.808333333   -67.908333333  
  74.4848       -68.2178      0.1    0.08851    74.808333333   -67.908333333  
  74.3004       -68.2183      0.11   0.08751    74.808333333   -67.908333333  
  76.1082       -67.9883      0.06   0.088      74.808333333   -67.908333333  
  75.9727       -67.9883      0.06   0.082      74.808333333   -67.908333333  
  75.9051       -67.9875      0.07   0.082      74.808333333   -67.908333333  
  75.7698       -67.9875      0.07   0.0845     74.808333333   -67.908333333  
  75.6346       -67.9875      0.05   0.078      74.808333333   -67.908333333  
  75.4993       -67.9875      0.03   0.0975     74.808333333   -67.908333333  
  76.1082       -67.8352      0.06   0.0925     74.808333333   -67.908333333  
  75.9727       -67.8352      0.07   0.089      74.808333333   -67.908333333  
  75.9051       -67.834       0.07   0.079      74.808333333   -67.908333333  
  75.7698       -67.834       0.06   0.0805     74.808333333   -67.908333333  
  75.6346       -67.834       0.06   0.089      74.808333333   -67.908333333  
  76.1076       -67.6259      0.05   0.083      74.808333333   -67.908333333  
  75.9209       -67.6311      0.06   0.083      74.808333333   -67.908333333  
  75.364        -67.9875      0.06   0.096      74.808333333   -67.908333333  
  75.2288       -67.9875      0.05   0.097      74.808333333   -67.908333333  
  75.4993       -67.834       0.06   0.083      74.808333333   -67.908333333  
  75.364        -67.834       0.05   0.0955     74.808333333   -67.908333333  
  75.0935       -67.9875      0.05   0.107      74.808333333   -67.908333333  
