#ID x y mag e_mag col1 e_col1 memb_prob sel
299873   1709.423000 6833.457000  19.5720   0.0070   0.6940   0.0110   0.7470      1
298357   1576.146000 6678.187000  19.5240   0.0080   0.6410   0.0280   0.7400      1
297491   1501.486000 6631.994000  19.0860   0.0120   1.5940   0.0190   0.7290      1
299302   1658.972000 6764.631000  19.5710   0.0170   0.6650   0.0310   0.7180      1
299202   1650.385000 6719.646000  19.4930   0.0320   0.6250   0.0350   0.6920      1
300416   1755.647000 6783.990000  19.5680   0.0300   0.7190   0.0330   0.6660      1
299117   1642.184000 6816.188000  19.0780   0.0090   1.4950   0.0200   0.6610      1
299452   1672.695000 6689.331000  19.5830   0.0200   0.7250   0.0260   0.6550      1
297996   1545.259000 6593.578000  19.0590   0.0070   1.5400   0.0120   0.6380      1
300082   1727.491000 6717.570000  19.7020   0.0120   0.6470   0.0160   0.6310      1
299952   1716.172000 6752.446000  19.7510   0.0150   0.7060   0.0270   0.6180      1
299728   1697.079000 6676.454000  19.5560   0.0060   0.8450   0.0190   0.6140      1
298720   1608.080000 6707.224000  19.7290   0.0070   0.7520   0.0160   0.6090      1
301105   1815.710000 6563.437000  19.7340   0.0100   0.6430   0.0120   0.6050      1
298071   1551.584000 6676.196000  19.1850   0.0090   0.1040   0.0130   0.6030      1
299309   1659.685000 6806.316000  19.8420   0.0120   0.7370   0.0150   0.5980      1
299275   1656.400000 6814.491000  19.1720   0.0070   0.0580   0.0140   0.5960      1
301097   1815.297000 6759.358000  19.5940   0.0080   0.4950   0.0110   0.5950      1
299194   1649.411000 6767.177000  19.7710   0.0330   0.6880   0.0350   0.5940      1
299637   1688.839000 6664.726000  19.0710   0.0290   1.6410   0.0340   0.5880      1
299975   1717.810000 6543.216000  19.1820   0.0070   0.0410   0.0080   0.5870      1
300664   1777.696000 6779.029000  19.8020   0.0090   0.7070   0.0110   0.5790      1
301122   1817.341000 6683.001000  19.0300   0.0090   1.5800   0.0210   0.5750      1
301163   1821.144000 6650.945000  19.3780   0.0080   0.6550   0.0160   0.5660      1
