#ID x y mag e_mag col1 e_col1 memb_prob sel
3155     1240.899000 1143.935000  18.8450   0.0120   1.1050   0.0180   0.9970      1
3620     1077.565000 1248.781000  19.5550   0.0160   1.4200   0.0360   0.9880      1
3872     1224.334000 1304.792000  18.9490   0.0190   1.8910   0.0330   0.9840      1
3523     1101.898000 1227.305000  19.0250   0.0150   1.2200   0.0250   0.9730      1
3430     1201.787000 1208.642000  19.0410   0.0140   1.2660   0.0240   0.9700      1
3547     1278.780000 1232.091000  19.5400   0.0220   1.3620   0.0350   0.9700      1
2971     1169.706000 1087.699000  18.4060   0.0090   1.8560   0.0330   0.9670      1
3622     1116.555000 1249.179000  18.9230   0.0170   1.6480   0.0290   0.9650      1
3534     1138.934000 1229.188000  19.6270   0.0360   0.4260   0.0430   0.9640      1
2938     1146.025000 1078.918000  19.5270   0.0230   1.4340   0.0380   0.9630      1
3440     1196.519000 1211.800000  19.4620   0.0250   1.6450   0.0380   0.9610      1
3125     1237.283000 1132.511000  18.6680   0.0120   1.9090   0.0230   0.9590      1
3975     1114.011000 1331.446000  20.5850   0.0450   1.4920   0.0890   0.9580      1
3103     1077.524000 1127.971000  20.5880   0.0470   1.4610   0.0790   0.9580      1
3830     1150.267000 1293.179000  18.9040   0.0120   1.6690   0.0290   0.9550      1
3776     1169.055000 1279.828000  18.9710   0.0150   1.6760   0.0280   0.9550      1
3602     1219.639000 1245.400000  17.9740   0.0080   1.7650   0.0170   0.9540      1
3864     1137.306000 1301.903000  19.5730   0.0270   1.3440   0.0390   0.9540      1
3712     1019.301000 1266.503000  18.6060   0.0160   1.6380   0.0290   0.9530      1
3230     1021.998000 1164.698000  19.8710   0.0320   1.1480   0.0550   0.9520      1
3780     1161.426000 1280.821000  19.0680   0.0160   1.2740   0.0260   0.9470      1
3250     1113.216000 1168.167000  18.9220   0.0140   1.6920   0.0270   0.9460      1
3423     1071.639000 1206.889000  20.5810   0.0560   1.4380   0.0950   0.9460      1
3173     1199.294000 1148.418000  20.3500   0.0490   0.9710   0.0660   0.9440      1
3100     1156.874000 1127.782000  17.9520   0.0040   1.2100   0.0070   0.9430      1
3685     1184.503000 1261.269000  19.7940   0.0260   1.2130   0.0570   0.9430      1
3392     1161.492000 1200.687000  20.3690   0.0430   1.0680   0.0780   0.9430      1
3360     1093.891000 1193.632000  20.4650   0.0550   1.1160   0.0730   0.9410      1
3574     1173.955000 1238.204000  18.8250   0.0210   1.6390   0.0700   0.9400      1
3474     1129.811000 1218.419000  18.8830   0.0140   1.6200   0.0270   0.9390      1
3145     1073.676000 1139.938000  18.8190   0.0070   1.1290   0.1030   0.9370      1
3675     1123.161000 1259.920000  18.8000   0.0150   1.5830   0.0240   0.9370      1
3701     1140.382000 1264.702000  18.7170   0.0210   1.0480   0.0440   0.9370      1
3749     1122.791000 1274.143000  19.2830   0.0340   1.1730   0.0630   0.9370      1
3353     1143.238000 1192.157000  19.0670   0.0180   1.2780   0.0350   0.9360      1
3775     1177.453000 1279.780000  17.3530   0.0060   2.2600   0.0530   0.9340      1
3483     1141.045000 1219.600000  18.6220   0.0210   1.2690   0.1180   0.9330      1
3220     1097.457000 1161.864000  18.9170   0.0110   1.7510   0.0260   0.9300      1
3569     1127.789000 1237.621000  18.9810   0.0120   1.2380   0.0210   0.9300      1
3725     1128.613000 1268.899000  20.3530   0.0410   1.1030   0.0750   0.9300      1
3199     1167.859000 1156.652000  20.3830   0.0500   1.1290   0.0750   0.9300      1
3026     1193.313000 1105.827000  18.8810   0.0110   1.6960   0.0240   0.9290      1
3436     1108.574000 1210.642000  20.4880   0.0500   1.0200   0.0760   0.9290      1
3954     1188.083000 1326.923000  18.8600   0.0130   1.6570   0.0490   0.9280      1
3231     1122.928000 1164.866000  20.0500   0.0260   1.2410   0.0520   0.9250      1
3563     1112.654000 1236.041000  18.8780   0.0160   1.5900   0.0300   0.9240      1
3393     1149.698000 1200.978000  18.8330   0.0130   1.5160   0.0260   0.9230      1
3805     1053.096000 1286.379000  20.5460   0.0490   1.3290   0.0800   0.9220      1
3865     1241.059000 1302.211000  20.5300   0.0430   1.3580   0.0770   0.9210      1
3658     1093.028000 1257.274000  19.4750   0.0230   1.6550   0.1110   0.9180      1
3813     1131.498000 1288.551000  19.0670   0.0280   1.2750   0.0420   0.9180      1
3682     1188.906000 1260.631000  20.4900   0.0820   1.0210   0.0990   0.9180      1
4060     1156.479000 1358.675000  19.7330   0.0260   2.0640   0.0680   0.9160      1
3256     1136.150000 1169.302000  20.6120   0.1010   1.5070   0.1190   0.9160      1
3478     1192.152000 1219.035000  18.9300   0.0130   3.3770   0.0870   0.9150      1
3860     1183.498000 1301.108000  18.8730   0.0360   1.6420   0.0800   0.9150      1
3601     1114.473000 1245.388000  20.4080   0.0550   1.1720   0.1110   0.9150      1
3915     1105.330000 1317.026000  17.1550   0.0030   2.0290   0.0050   0.9130      1
3382     1156.456000 1198.380000  18.6740   0.0150   1.7900   0.0510   0.9120      1
3789     1201.132000 1283.390000  19.0230   0.0170   1.2960   0.0280   0.9110      1
3758     1199.772000 1275.415000  18.3470   0.0200  -0.1190   0.0440   0.9110      1
3174     1106.499000 1148.946000  20.4940   0.0420   1.2420   0.0670   0.9110      1
3668     1260.940000 1259.189000  16.9180   0.0060   2.3980   0.0030   0.9090      1
3760     1099.563000 1276.013000  15.8180   0.0090   3.2780   0.0160   0.9090      1
3613     1007.609000 1247.741000  20.5090   0.0490   1.3500   0.0820   0.9090      1
3991     1223.836000 1336.381000  20.4570   0.0600   0.8530   0.0800   0.9080      1
3442     1177.077000 1211.836000  17.6250   0.0030   1.8060   0.0340   0.9070      1
3795     1138.654000 1284.735000  16.8390   0.0090   2.4550   0.0080   0.9070      1
3896     1244.224000 1312.794000  19.1660   0.0160   1.6770   0.0480   0.9070      1
3295     1138.174000 1180.325000  19.1440   0.0160   1.3680   0.0240   0.9060      1
3608     1168.119000 1246.628000  19.1400   0.0150   1.4230   0.0260   0.9040      1
3509     1181.286000 1223.797000  18.8410   0.0140   1.2900   0.0090   0.9030      1
3323     1031.609000 1185.504000  17.9970   0.0200   2.0000   0.0990   0.9030      1
3291     1040.171000 1178.403000  20.6360   0.0550   1.2930   0.0810   0.9020      1
3208     1236.840000 1158.431000  20.0800   0.0340   1.3330   0.0560   0.9000      1
3504     1188.363000 1222.748000  20.0690   0.0430   1.2280   0.0620   0.8990      1
3997     1140.735000 1338.147000  16.6810   0.0190   2.6180   0.0390   0.8980      1
3282     1274.379000 1175.363000  17.5340   0.0070   1.9740   0.0440   0.8970      1
