#mag    e_mag    col1   e_col1    m_ini
21.4698    0.1045   0.5587   0.1328   2.1204
21.5203    0.1117   0.6571   0.1409   2.0878
22.1284    0.1479   0.4642   0.1810   1.0800
21.3876    0.0985   0.1838   0.1259   2.1470
21.5457    0.1117   0.5392   0.1409   2.0878
21.3463    0.0985   0.4448   0.1259   2.1470
22.1987    0.1329   0.5736   0.1645   1.1083
21.5009    0.1102   0.3099   0.1392   2.0948
21.4274    0.1034   0.5671   0.1315   2.1255
21.9496    0.1441   0.3787   0.1769   1.0868
21.6174    0.1112   0.5676   0.1404   2.0900
21.6613    0.1091   0.3349   0.1379   2.1000
21.5575    0.1076   0.1835   0.1362   2.1069
22.0733    0.1451   0.6227   0.1779   1.0851
21.6214    0.1060   0.5926   0.1345   2.1136
21.6886    0.1126   0.8152   0.1419   2.0838
21.6398    0.1068   0.2911   0.1354   2.1102
21.7553    0.1126   0.5322   0.1419   2.0838
21.3655    0.1005   0.3034   0.1283   2.1374
21.9398    0.1375   0.3218   0.1696   1.0987
22.3199    0.1489   0.2003   0.1820   1.0783
21.5259    0.1079   0.4167   0.1366   2.1051
21.5030    0.1076   0.5284   0.1362   2.1069
21.6423    0.1121   0.7149   0.1414   2.0859
21.8434    0.1432   0.4594   0.1758   1.0885
21.7242    0.1140   0.2685   0.1434   2.0774
21.4359    0.1022   0.7142   0.1302   2.1306
21.3413    0.0985   0.5595   0.1259   2.1470
21.5391    0.0985   0.5318   0.1259   2.1470
21.4618    0.0990   0.5806   0.1266   2.1442
21.5856    0.1045   0.4796   0.1328   2.1204
21.6008    0.1131   0.3806   0.1424   2.0816
21.6401    0.1105   0.4658   0.1395   2.0934
21.4631    0.1005   0.3553   0.1283   2.1374
21.4267    0.1011   0.2437   0.1289   2.1351
21.6045    0.1013   0.3333   0.1292   2.1397
21.4953    0.1068   0.7007   0.1354   2.1107
21.5825    0.1064   0.6770   0.1349   2.1119
21.4589    0.0985   0.5366   0.1259   2.1470
21.5999    0.1083   0.3914   0.1371   2.1034
