#ID x y mag e_mag col1 e_col1 memb_prob sel
322746   237.962000 5840.339000  20.3210   0.0270   0.1960   0.0310   0.2540      1
323230   263.653000 5851.997000  20.2880   0.0260   0.1630   0.0290   0.2500      1
322935   247.375000 5833.672000  20.3470   0.0380   0.2520   0.0410   0.2470      1
322362   220.256000 5883.617000  19.4970   0.0200   0.1590   0.0220   0.2390      1
323128   258.459000 5876.752000  20.2750   0.0510   0.1420   0.0630   0.2220      1
321473   178.850000 5869.252000  19.1260   0.0230   0.3810   0.0290   0.2190      1
322809   240.562000 5874.413000  18.4910   0.0170  -0.4220   0.0180   0.2150      1
322708   236.195000 5892.039000  19.3000   0.0250   0.0910   0.0410   0.2150      1
322287   217.101000 5876.901000  20.1810   0.0280   1.3130   0.0460   0.2140      1
322425   223.196000 5853.947000  19.3740   0.0220   0.4830   0.0240   0.2040      1
322976   249.770000 5884.051000  20.6700   0.0460  -0.0130   0.0530   0.2010      1
322219   213.739000 5866.513000  19.4380   0.0220   1.1190   0.0470   0.1990      1
321968   201.494000 5823.437000  20.2650   0.0270   1.4980   0.0700   0.1970      1
322906   245.804000 5891.266000  18.5990   0.0150  -0.3880   0.0170   0.1920      1
323116   257.626000 5888.168000  19.1720   0.0150  -0.0670   0.0190   0.1920      1
321837   195.254000 5855.397000  19.0980   0.0240   0.4570   0.0310   0.1860      1
321690   188.034000 5889.185000  19.4550   0.0460   0.2640   0.0480   0.1850      1
322344   219.309000 5862.989000  18.7070   0.0150   1.6230   0.0190   0.1810      1
321278   169.305000 5865.540000  20.5780   0.0460  -0.0430   0.0480   0.1800      1
323024   252.091000 5857.312000  19.4170   0.0580   0.2840   0.0610   0.1780      1
321995   202.933000 5871.294000  16.3100   0.0160   2.5620   0.0190   0.1520      1
321314   170.958000 5833.842000  19.4160   0.0190   1.2360   0.0240   0.1740      0
321738   190.303000 5899.529000  17.6200   0.0140   1.6800   0.0160   0.1720      0
322504   227.053000 5885.221000  18.1740   0.0130   1.3060   0.0270   0.1700      0
322958   248.614000 5815.941000  19.1760   0.0180  -0.1180   0.0190   0.1670      0
323011   251.430000 5823.114000  19.0160   0.0330   0.4410   0.0440   0.1660      0
321732   190.148000 5866.628000  19.3520   0.0340   0.9950   0.0480   0.1650      0
323359   269.910000 5848.041000  20.6810   0.0420  -0.1430   0.0520   0.1640      0
322110   208.488000 5851.911000  17.6100   0.0210   1.5430   0.0260   0.1580      0
321772   191.783000 5859.953000  19.1470   0.0230   1.4470   0.0290   0.1540      0
321838   195.256000 5817.765000  18.3380   0.0160   1.7430   0.0330   0.1530      0
321367   173.482000 5828.991000  19.0070   0.0180   0.8490   0.0210   0.1530      0
322946   247.981000 5903.916000  17.4510   0.0180   0.8940   0.0460   0.1530      0
322844   242.833000 5853.374000  20.4650   0.0340   0.3670   0.0420   0.1510      0
321239   167.527000 5871.496000  18.2100   0.0180   1.5740   0.0300   0.1500      0
322827   241.880000 5888.869000  20.0180   0.0370  -0.3180   0.0420   0.1490      0
321411   175.217000 5866.911000  19.5690   0.0320   0.0210   0.0410   0.1480      0
322672   234.303000 5879.586000  17.2970   0.0120   2.3690   0.0440   0.1470      0
323351   269.631000 5875.309000  16.3860   0.0200   1.8050   0.0210   0.1470      0
322250   215.239000 5830.804000  19.4640   0.0230   0.4210   0.0320   0.1450      0
322877   244.425000 5821.565000  18.7310   0.0130   1.6210   0.0650   0.1440      0
