#ID x   y   F555W   E_555   F555-F814   E_555-814
14561   2114.83 3252.05 20.89   0.015   0.472   0.03
16665   3556.18 3573.88 20.89   0.015   0.327   0.031
9850    3206.63 2573.88 20.891  0.02    0.486   0.034
13016   3567.68 3045.27 20.891  0.017   0.577   0.036
14677   2446.89 3268.4  20.891  0.017   0.446   0.032
11818   2782.42 2881.67 20.892  0.021   0.613   0.033
10057   1102.31 2609.41 20.893  0.02    0.409   0.035
11522   1740.79 2839.9  20.893  0.022   0.429   0.039
10932   1639.88 2752.28 20.894  0.019   0.442   0.044
13947   229.22  3166.3  20.894  0.017   0.332   0.035
12507   2513.27 2977.31 20.895  0.036   1.047   0.077
8069    2413.32 2186.02 20.896  0.02    0.445   0.038
15619   1627.88 3404.84 20.896  0.019   0.412   0.035
15790   2308.39 3430.5  20.896  0.018   0.553   0.04
9325    1533.2  2471.07 20.897  0.023   0.489   0.039
9944    2672    2589.7  20.897  0.023   0.427   0.045
3115    2757.55 825.16  20.898  0.019   0.326   0.033
11068   1962.63 2774.22 20.898  0.025   0.501   0.043
11922   2601.26 2896.38 20.899  0.017   0.557   0.033
18110   2203.48 3870.07 20.899  0.016   0.262   0.031
14197   2128.4  3203.38 20.9    0.02    0.497   0.037
15106   2181.21 3328.74 20.9    0.016   0.577   0.034
6048    1300.55 1635.79 20.901  0.031   0.423   0.065
8351    2840.72 2256.53 20.901  0.024   1.064   0.035
11306   2847.73 2808.65 20.901  0.016   0.497   0.043
3695    519.98  990.69  20.903  0.034   2.351   0.044
6782    809.22  1837.98 20.903  0.023   0.185   0.044
13565   2581.92 3116.46 20.903  0.026   0.495   0.059
13721   1509.35 3137.61 20.903  0.018   0.441   0.031
3502    1269.29 941.25  20.904  0.042   0.51    0.105
6368    477.03  1729.67 20.904  0.015   0.487   0.027
14404   2177.33 3231.57 20.904  0.021   0.452   0.036
15212   3468.61 3343.2  20.904  0.017   0.245   0.033
10080   2299.35 2614.16 20.905  0.016   0.383   0.029
11608   2312.19 2851.86 20.906  0.021   0.434   0.051
18228   2937.83 3899.33 20.906  0.018   0.547   0.033
1796    274.14  453.51  20.91   0.023   1.116   0.041
4298    2122.86 1165.48 20.91   0.018   0.586   0.035
18223   3407.36 3898.78 20.911  0.023   0.427   0.039
9997    1810.41 2598.75 20.912  0.017   0.445   0.029
11726   2272.37 2868.26 20.912  0.024   0.474   0.039
2220    1201.02 566.19  20.913  0.021   0.281   0.04
14837   2108.8  3290.87 20.914  0.018   0.616   0.034
4208    3918.35 1137.88 20.915  0.032   0.554   0.049
17945   1328.61 3832.88 20.916  0.018   0.402   0.036
18810   2567.01 4057.14 20.916  0.014   0.536   0.028
4735    198.63  1280.51 20.918  0.017   0.227   0.035
13895   2152.91 3158.6  20.918  0.019   0.461   0.042
5851    1740.32 1581.86 20.919  0.025   0.487   0.043
4406    3133.65 1193.74 20.92   0.016   0.275   0.049
7351    1864.12 1988.05 20.922  0.03    0.61    0.058
11424   2419.75 2824.87 20.922  0.019   0.463   0.036
10263   3460.63 2643.52 20.923  0.021   0.435   0.038
10617   1228.35 2704.95 20.923  0.026   0.246   0.044
11093   1537.27 2777.76 20.923  0.029   0.487   0.063
2874    2542.59 757.06  20.924  0.018   0.214   0.034
4733    3631.78 1279.5  20.924  0.018   0.238   0.041
10088   2753.11 2615.27 20.924  0.024   0.205   0.05
10498   2994.4  2685.32 20.924  0.025   0.521   0.039
4015    1521.1  1080.53 20.925  0.037   0.623   0.091
4040    780.05  1088.03 20.925  0.016   0.217   0.037
9190    2735.95 2441.96 20.926  0.016   0.351   0.03
9694    1418.6  2546.73 20.926  0.017   0.486   0.033
10713   1673.2  2720.75 20.926  0.021   0.463   0.04
9395    1847.16 2486.81 20.927  0.062   0.501   0.157
15517   2590.52 3390.26 20.927  0.022   0.508   0.037
2296    330.52  592.17  20.928  0.021   0.43    0.037
3590    1668.7  964.72  20.928  0.026   1.105   0.036
14109   1974.85 3190.9  20.928  0.025   0.495   0.074
4509    849.67  1222.91 20.929  0.017   0.602   0.032
15543   2565.63 3393.48 20.929  0.026   0.524   0.05
6739    384.24  1826.85 20.93   0.016   0.426   0.036
18613   3516.73 3991.15 20.93   0.021   0.326   0.039
11721   2180.01 2867.74 20.931  0.019   0.593   0.034
13160   1316.77 3062.7  20.931  0.026   0.595   0.044
14763   1694.64 3282.22 20.931  0.022   0.58    0.038
18532   2974.11 3971.72 20.933  0.017   0.36    0.034
3213    1139.79 852.2   20.934  0.018   0.597   0.036
12274   1760.73 2944.63 20.934  0.019   0.512   0.03
15930   2142.81 3451.75 20.935  0.015   0.612   0.025
8147    2701.7  2207.18 20.938  0.023   0.796   0.04
14192   2025.87 3202.84 20.938  0.017   0.468   0.046
16074   2286.56 3474.23 20.938  0.017   0.702   0.03
2791    3653.8  732.58  20.939  0.014   0.224   0.032
6481    1955.83 1755.38 20.939  0.019   0.413   0.036
1857    2240.48 470.92  20.94   0.018   0.339   0.037
6354    2879.17 1725.99 20.94   0.017   0.288   0.06
3553    1448.67 956.06  20.941  0.018   0.212   0.041
15113   359.11  3329.62 20.941  0.017   0.342   0.035
15264   2223.23 3351.22 20.941  0.022   0.666   0.043
15657   2364.98 3410.9  20.941  0.015   0.712   0.029
11840   2972.05 2884.88 20.943  0.044   0.467   0.106
13755   2828.4  3142.85 20.943  0.022   0.486   0.054
19019   4027.84 4164.4  20.943  0.029   1.155   0.049
10260   2444.25 2643.25 20.944  0.018   0.559   0.035
14987   1944.75 3312.02 20.944  0.019   0.626   0.041
17064   3862.08 3651.4  20.944  0.019   0.27    0.035
12060   2253.77 2914.48 20.945  0.02    0.585   0.042
11363   1999.44 2816.64 20.946  0.035   0.438   0.095
15674   2093.55 3413.89 20.946  0.028   0.598   0.063
5869    3062.1  1586.51 20.947  0.032   1.203   0.057
18658   2920.44 4005.45 20.947  0.023   1.135   0.036
8238    822.84  2228.53 20.948  0.024   0.472   0.044
3815    3312.11 1024.99 20.949  0.017   0.407   0.035
2549    1047.24 665.7   20.95   0.015   0.248   0.034
5656    1901.78 1530.72 20.95   0.023   0.368   0.044
15807   2649.43 3432.99 20.95   0.032   0.583   0.068
16354   2653.28 3522.7  20.95   0.019   0.612   0.032
11082   1792.97 2775.78 20.951  0.015   0.41    0.031
6948    2136.04 1880.56 20.952  0.018   0.279   0.035
9069    2345.55 2415.02 20.952  0.026   0.572   0.044
12908   1890.39 3031.77 20.952  0.022   0.422   0.038
10659   1404.86 2712.45 20.953  0.021   0.47    0.044
10975   2224.76 2760.78 20.953  0.019   0.29    0.037
14380   3941.88 3229.06 20.954  0.017   0.395   0.033
12963   2315.84 3038.69 20.955  0.055   0.471   0.085
18904   2543.07 4095.55 20.955  0.027   0.442   0.06
1559    1180.88 385.1   20.956  0.02    1.012   0.031
10897   1608.24 2747.28 20.956  0.018   0.417   0.033
13333   2320.25 3087.14 20.956  0.024   0.511   0.042
1128    477.5   259.47  20.957  0.025   0.303   0.041
15301   2203.67 3356.36 20.958  0.022   0.666   0.035
18901   3860.28 4094.8  20.958  0.048   1.014   0.077
5165    1176.11 1390.72 20.959  0.02    0.859   0.035
6934    1107.62 1877.13 20.959  0.021   0.376   0.041
9782    2761.09 2562.84 20.959  0.021   0.2 0.052
11985   2215.64 2903.29 20.959  0.016   0.437   0.036
11988   2468.17 2903.67 20.959  0.018   0.507   0.031
16244   3510.18 3501.25 20.959  0.016   0.424   0.032
1426    1540.28 345.07  20.96   0.014   0.189   0.034
16640   444.76  3569.84 20.96   0.021   0.25    0.046
16850   2534.71 3609.77 20.96   0.02    0.536   0.035
5054    3896.1  1364.66 20.961  0.03    0.394   0.058
12706   1556.76 3005.68 20.962  0.022   0.446   0.054
10154   2378.06 2625.04 20.963  0.018   0.428   0.031
10887   1600.91 2745.95 20.963  0.02    0.553   0.034
11769   2218.7  2875.31 20.963  0.024   0.485   0.065
13085   1974.19 3052.68 20.963  0.025   0.518   0.039
15906   1132.11 3448.08 20.963  0.015   0.606   0.035
2301    657.97  593.62  20.965  0.021   0.407   0.043
9053    624.34  2412.82 20.965  0.02    0.375   0.036
12025   1373.33 2909.65 20.965  0.022   0.461   0.037
12545   1460.33 2983.57 20.965  0.026   0.439   0.04
13761   2801.67 3143.7  20.965  0.019   0.474   0.035
14859   1769.35 3294.03 20.965  0.015   0.446   0.036
17132   2127.96 3665.24 20.965  0.016   0.502   0.03
2667    1787.07 698.81  20.966  0.021   0.297   0.045
11963   2437.48 2901.08 20.966  0.021   0.489   0.038
8353    797.95  2256.72 20.967  0.02    0.395   0.038
4310    3167.36 1168.24 20.968  0.017   0.279   0.037
9230    1262.18 2450.94 20.968  0.024   0.409   0.04
15224   2342.19 3344.32 20.968  0.017   0.479   0.035
16229   2628.75 3498.49 20.968  0.026   0.531   0.037
3028    65.81   803.93  20.969  0.017   0.211   0.036
9197    1270.28 2442.65 20.969  0.022   0.516   0.04
16065   1020.96 3473.23 20.969  0.017   0.465   0.032
7118    233.16  1925.42 20.97   0.036   0.532   0.066
11335   403.06  2812.86 20.97   0.022   0.547   0.035
12013   3657.78 2907.64 20.971  0.017   0.259   0.033
15457   2311.76 3380.3  20.971  0.029   0.589   0.054
8731    2703.89 2345.4  20.972  0.025   0.447   0.038
17270   2170.43 3693.15 20.972  0.014   0.532   0.025
6950    1603.13 1880.82 20.973  0.041   0.636   0.077
10735   2520.69 2724.79 20.973  0.024   0.452   0.047
12293   2433.19 2946.8  20.973  0.024   0.493   0.045
9301    2321.3  2466.53 20.975  0.024   0.528   0.053
14674   2035.09 3268.2  20.976  0.02    0.576   0.094
957 3244.43 212.76  20.977  0.015   0.239   0.035
4400    2774.83 1191.79 20.977  0.017   0.66    0.032
19020   2925.11 4165.79 20.977  0.038   1.149   0.061
19023   4080.57 4167.51 20.977  0.016   0.244   0.034
3899    1910.68 1049.99 20.979  0.014   0.541   0.033
2142    3585.53 546.06  20.981  0.019   0.627   0.035
5073    2480.19 1368.4  20.981  0.017   0.441   0.034
7334    3176.99 1984.4  20.983  0.027   0.502   0.052
13634   2274.74 3125.25 20.983  0.016   0.422   0.033
8185    2942.5  2216.44 20.984  0.018   0.426   0.052
13569   2118.87 3116.79 20.984  0.021   0.589   0.05
14982   1920.49 3311.56 20.985  0.02    0.504   0.035
15119   2227.43 3330.04 20.985  0.026   0.503   0.048
15171   3852.27 3337.89 20.986  0.014   0.306   0.036
11020   2196.43 2765.74 20.987  0.022   0.537   0.06
11915   2197.91 2895.05 20.988  0.036   0.451   0.074
12442   2309.24 2968.15 20.988  0.022   0.426   0.041
3268    3302.9  869.07  20.989  0.02    0.297   0.038
12652   2203.58 2998.31 20.989  0.079   0.558   0.153
5302    1315.28 1427.35 20.99   0.016   0.301   0.034
5653    2881.27 1529.48 20.99   0.05    0.619   0.098
7323    2370.95 1980.92 20.99   0.023   0.984   0.035
11385   1904.47 2819.49 20.99   0.019   0.522   0.035
12792   2314.64 3016.49 20.99   0.037   0.457   0.107
16636   2031.7  3569.18 20.99   0.019   0.523   0.037
8262    2627.79 2236.05 20.991  0.02    0.395   0.039
16692   2389.06 3578.43 20.991  0.019   0.37    0.035
17886   3706.01 3820.42 20.991  0.018   0.522   0.035
12711   1781.33 3006.41 20.992  0.022   0.628   0.043
16718   2249.07 3582.37 20.992  0.014   0.387   0.029
11609   2212.21 2852.07 20.993  0.02    0.557   0.05
15393   2255.55 3370.46 20.994  0.017   0.467   0.043
8852    3109.2  2370.54 20.995  0.021   1.123   0.036
6191    2726.52 1674.89 20.996  0.019   0.417   0.039
249 1877.04 7.11    20.997  0.017   0.28    0.037
15779   2021.85 3428.64 20.997  0.019   0.502   0.037
10294   1845.59 2648.67 20.998  0.027   0.462   0.045
3833    1287.85 1028.38 21  0.015   0.237   0.035
12585   2558.92 2989.46 21  0.023   0.53    0.041
15282   1852.9  3353.99 21  0.018   0.523   0.036
15155   1722.78 3335.44 21.001  0.018   0.556   0.039
16532   2197.35 3552.67 21.001  0.024   0.562   0.053
18686   2779.36 4013.13 21.001  0.016   0.59    0.031
3517    1774.36 944.68  21.002  0.023   0.583   0.042
12114   962.4   2922.28 21.002  0.018   0.223   0.036
3223    102.45  854.24  21.004  0.02    0.521   0.042
9295    2558.61 2465.01 21.004  0.021   0.49    0.042
15706   2192.72 3416.94 21.004  0.019   0.451   0.036
2723    2972.44 714.77  21.006  0.023   0.221   0.04
16059   1863.52 3472.24 21.006  0.053   0.378   0.148
1973    791.29  500.25  21.007  0.021   0.32    0.037
579 1621.54 108.91  21.009  0.029   0.61    0.048
3859    123.15  1037.54 21.009  0.015   0.409   0.034
4195    2023.06 1134.77 21.009  0.02    0.229   0.039
15495   3587.56 3386.8  21.009  0.019   0.427   0.04
16832   3970.96 3606.12 21.009  0.026   1.112   0.036
15196   1838.67 3341.41 21.011  0.025   0.568   0.044
17645   3084.67 3765.77 21.011  0.024   0.445   0.041
13108   2049.87 3055.74 21.012  0.036   0.446   0.113
9334    767.46  2473.64 21.013  0.019   0.409   0.036
11427   2406.4  2824.99 21.013  0.022   0.411   0.04
10559   2077.73 2696.43 21.014  0.017   0.555   0.033
1145    3298.64 265.85  21.015  0.033   1.086   0.044
16284   2941.56 3508.65 21.015  0.024   0.574   0.039
11792   2101.9  2878.96 21.016  0.024   0.34    0.039
16020   2803.41 3464.74 21.016  0.016   0.473   0.034
17731   1751.41 3784.41 21.016  0.019   0.546   0.039
13433   2474.63 3099.34 21.017  0.024   0.539   0.047
6754    2229.9  1830.44 21.018  0.023   1.049   0.038
8849    3899.28 2370.05 21.018  0.024   1.072   0.04
13044   2284.36 3047.8  21.018  0.02    0.486   0.04
15353   1917.23 3364.5  21.018  0.023   0.474   0.038
2071    2282.89 525.84  21.019  0.019   0.321   0.034
13340   2135.8  3088.11 21.019  0.022   0.367   0.061
11693   98.3    2864    21.021  0.018   0.412   0.034
15227   1867.61 3344.77 21.021  0.021   0.581   0.043
1950    1310.23 493.96  21.022  0.014   0.259   0.033
10286   2523.89 2647.89 21.022  0.026   0.523   0.038
11979   1927.65 2902.81 21.022  0.019   0.471   0.037
18155   2266.79 3882.78 21.022  0.015   0.489   0.036
1585    1528.57 390.36  21.023  0.018   0.202   0.033
2497    3383.56 645.88  21.023  0.017   0.442   0.04
7855    3174.71 2131.45 21.023  0.025   0.231   0.049
15658   2652.88 3410.97 21.023  0.018   0.5 0.035
3659    2937.02 982.89  21.025  0.018   0.307   0.033
6302    1054.27 1706.14 21.025  0.021   0.272   0.043
15823   2349.92 3434.5  21.025  0.018   0.708   0.033
3878    2988.54 1043.13 21.026  0.018   0.332   0.035
14446   3233.49 3236.99 21.026  0.016   0.432   0.031
2294    1224.93 591.76  21.027  0.019   0.321   0.034
7122    1783.22 1927.07 21.027  0.026   0.397   0.042
7808    4091.6  2120.1  21.027  0.023   0.708   0.039
11243   1491.7  2798.33 21.027  0.036   0.549   0.088
3253    2444.74 863.08  21.028  0.023   0.319   0.045
4296    3964.79 1164.41 21.028  0.038   0.58    0.063
10612   2257.53 2704.35 21.028  0.023   0.417   0.048
11010   239.86  2764.26 21.028  0.025   0.575   0.041
11002   1955.64 2763.31 21.029  0.039   0.412   0.123
14988   1974.41 3312.22 21.029  0.024   0.5 0.042
11996   2306.71 2904.97 21.03   0.041   0.431   0.092
12798   2070.56 3017.28 21.03   0.042   0.574   0.102
13961   1374.41 3168.25 21.03   0.018   0.43    0.037
14010   3656.34 3175.16 21.031  0.015   0.206   0.037
10028   177.83  2604.38 21.032  0.024   1.002   0.038
10121   1862.02 2620.54 21.033  0.024   0.433   0.044
13625   2089.74 3124.71 21.033  0.016   0.516   0.044
12638   3407.5  2996.5  21.034  0.018   0.574   0.031
11249   2693.71 2799.29 21.035  0.021   0.541   0.038
14795   2240.4  3285.27 21.036  0.027   0.403   0.052
574 308.82  106.27  21.037  0.026   0.671   0.044
6916    761.21  1873.84 21.038  0.025   0.365   0.047
15881   2130.03 3444.32 21.038  0.017   0.497   0.036
1193    2012.46 278.9   21.039  0.026   0.404   0.044
8153    4100.26 2207.58 21.039  0.032   0.429   0.055
14780   1394.17 3283.83 21.039  0.014   0.625   0.028
15979   1167.2  3459.48 21.039  0.018   0.418   0.035
18083   1844.56 3865.08 21.039  0.018   0.477   0.035
14047   1981.01 3181.37 21.04   0.022   0.485   0.055
18773   3649.19 4041.69 21.04   0.023   0.449   0.039
12119   763.66  2923.3  21.041  0.018   0.401   0.04
3345    3112.59 893.05  21.043  0.018   0.333   0.033
7633    3562.29 2070.94 21.043  0.028   0.435   0.051
10320   2472.29 2653.54 21.043  0.024   1.078   0.036
16586   2633.68 3560.86 21.043  0.019   0.479   0.035
11653   2224.52 2859.59 21.044  0.02    0.497   0.04
14123   2156.3  3191.61 21.044  0.016   0.46    0.037
4535    1516.32 1230.95 21.045  0.018   0.292   0.054
6874    1206.02 1863.23 21.046  0.022   0.357   0.042
7951    374.78  2158.48 21.048  0.027   1.029   0.042
14247   1901.17 3209.94 21.048  0.018   0.458   0.059
17364   2119.02 3711.87 21.049  0.022   0.625   0.038
6137    2074.07 1659.31 21.05   0.016   0.516   0.036
13293   1174.68 3080.76 21.05   0.018   0.467   0.038
446 2981.24 64.63   21.051  0.022   0.73    0.042
13076   2004.72 3051.82 21.051  0.023   0.414   0.066
17876   2193.33 3817.66 21.051  0.019   0.535   0.031
6931    336.38  1877.06 21.052  0.038   0.46    0.062
14019   2214.26 3176.97 21.052  0.021   0.512   0.054
1389    3551.89 332.88  21.053  0.02    0.334   0.038
13262   1901.5  3077.93 21.054  0.014   0.449   0.033
14800   4068.11 3286.15 21.054  0.021   0.356   0.04
4749    3343.08 1286.05 21.055  0.022   1.076   0.037
6143    1608.23 1661.49 21.056  0.015   0.256   0.037
9911    3647.11 2585.65 21.056  0.021   0.522   0.038
10828   2286.97 2737.77 21.056  0.045   0.452   0.105
9865    1610.27 2577.17 21.057  0.021   0.397   0.039
17608   885.25  3759.99 21.057  0.02    0.314   0.04
16243   2012.02 3501.24 21.058  0.02    0.475   0.035
1812    3923.2  457.72  21.06   0.019   0.236   0.037
10261   2640.21 2643.36 21.06   0.027   0.22    0.047
1836    1236.19 465.37  21.061  0.02    1.161   0.031
11030   2462.97 2767.53 21.061  0.025   0.558   0.05
14489   1416.57 3242.44 21.061  0.022   0.61    0.043
18026   2813.16 3850.91 21.061  0.027   1.147   0.039
8035    2764.45 2177.48 21.062  0.021   0.478   0.042
13551   1197.58 3115.21 21.062  0.017   0.483   0.033
17278   728.44  3696.12 21.062  0.021   0.43    0.039
18650   2476.31 4001.92 21.062  0.016   0.403   0.045
4190    1439.24 1133.57 21.063  0.026   1.07    0.037
8578    1922.48 2311.26 21.063  0.027   0.467   0.05
10182   3079.39 2629.89 21.064  0.026   0.51    0.075
11546   1949.25 2843.14 21.065  0.02    0.567   0.037
6602    1495.5  1788.38 21.066  0.019   0.475   0.039
9887    2139.02 2582    21.066  0.017   0.326   0.107
11509   2074.55 2838.77 21.066  0.018   0.438   0.035
13802   2170.92 3148.35 21.066  0.026   0.499   0.044
14557   4069.69 3251.22 21.066  0.023   0.439   0.041
1446    2767.79 348.92  21.067  0.018   0.621   0.033
13998   1504.95 3173.07 21.067  0.025   0.58    0.038
15037   3799.13 3319.09 21.067  0.025   1.11    0.042
15596   3467.41 3401.29 21.067  0.02    0.405   0.034
15536   1862.53 3392.84 21.068  0.031   0.56    0.048
15726   1998.8  3420.06 21.068  0.017   0.573   0.039
1361    3178.52 324.94  21.069  0.024   1.06    0.038
17957   2020.69 3835.57 21.069  0.022   0.49    0.04
18769   3739.73 4040.43 21.069  0.023   0.276   0.038
8825    1301.66 2364.75 21.07   0.019   0.421   0.037
15709   2835.98 3417.53 21.07   0.019   0.468   0.047
16614   2700.2  3565.44 21.07   0.021   0.532   0.032
16721   1501.88 3583.02 21.07   0.019   0.403   0.036
1822    2798.58 460.84  21.071  0.029   1.104   0.043
6550    440.58  1774.64 21.071  0.022   0.372   0.041
13882   2214.3  3157.53 21.073  0.021   0.566   0.037
8993    2002.07 2399.22 21.074  0.022   0.555   0.039
12239   1698.05 2939.37 21.074  0.032   0.428   0.059
1744    3730.22 438.55  21.076  0.02    0.9 0.034
4114    298.92  1109.66 21.076  0.021   0.508   0.044
4547    1183.04 1233.65 21.076  0.022   0.449   0.043
10942   3474.14 2754.44 21.076  0.019   0.22    0.031
10983   2141.1  2761.12 21.076  0.021   0.463   0.04
18267   2062.62 3907.57 21.076  0.018   0.506   0.041
18375   600.6   3928.62 21.076  0.027   0.293   0.056
6697    2698.88 1815.25 21.077  0.016   0.3 0.045
3985    461.05  1072.9  21.078  0.023   0.545   0.04
3322    1596.92 887.48  21.079  0.023   0.378   0.039
17296   3721.6  3698.6  21.079  0.022   0.569   0.039
1102    649.49  251.62  21.08   0.015   0.293   0.032
15370   2104.15 3366.29 21.08   0.029   1.1 0.046
6021    589.39  1629.12 21.081  0.017   0.199   0.042
2769    2662.95 725.62  21.082  0.019   0.245   0.039
15678   1564.25 3414.18 21.082  0.017   0.445   0.035
17140   654.99  3666.84 21.082  0.026   0.34    0.039
4683    2461.95 1265.18 21.083  0.025   0.53    0.047
1946    3829.34 493.43  21.084  0.022   0.452   0.04
2309    2706.41 595.25  21.084  0.029   1.08    0.039
4125    1177.55 1112.59 21.084  0.024   0.351   0.043
5676    1252.37 1536.26 21.085  0.015   0.156   0.034
10127   1468.07 2621.57 21.085  0.032   0.411   0.063
16444   3348.11 3537.92 21.085  0.022   0.542   0.039
16100   644.83  3480.23 21.086  0.022   0.605   0.04
16319   1664.5  3516.44 21.086  0.031   0.641   0.073
6499    1329.74 1761.38 21.087  0.025   0.415   0.053
10038   1962.9  2606.56 21.088  0.023   0.555   0.044
6904    722.91  1871.05 21.089  0.017   0.506   0.033
12994   1114.81 3042.75 21.089  0.018   0.27    0.038
145 2176.59 -38.35  21.09   0.031   0.385   0.061
9255    1629.64 2454.62 21.091  0.026   0.431   0.046
10326   2233.63 2655.07 21.091  0.02    0.559   0.036
13090   3393.75 3053.07 21.091  0.036   0.824   0.057
8800    2097.02 2358.76 21.093  0.043   0.42    0.145
9894    2179.95 2583.18 21.093  0.021   0.446   0.036
11903   1528.38 2893.4  21.093  0.016   0.561   0.033
13074   2278.94 3051.57 21.093  0.048   0.524   0.11
17477   135.97  3735.34 21.093  0.024   0.2 0.051
12875   2002.59 3027.41 21.094  0.05    0.487   0.112
467 974.95  72.96   21.095  0.023   0.506   0.037
10483   1492.16 2683.21 21.096  0.023   0.463   0.051
6972    1912.32 1885.92 21.098  0.022   0.683   0.037
12276   2312.07 2944.74 21.098  0.022   0.44    0.047
13987   2607.36 3171.84 21.098  0.022   0.463   0.037
10572   2318.71 2698.92 21.099  0.018   0.472   0.064
13859   1847.67 3155.17 21.1    0.019   0.517   0.042
15339   2189.61 3361.63 21.1    0.018   0.51    0.037
10880   1233.57 2744.88 21.101  0.022   0.507   0.039
14630   1033.18 3261.77 21.102  0.017   0.426   0.038
15369   3496.74 3366.19 21.104  0.026   0.302   0.072
284 345.42  14.86   21.105  0.023   1.19    0.039
11321   1911.91 2810.5  21.105  0.017   0.312   0.037
10712   2268.9  2720.64 21.106  0.017   0.525   0.046
12834   2032.53 3022.77 21.106  0.021   0.472   0.038
14939   2661.7  3305.33 21.106  0.021   0.528   0.042
9194    3639.5  2442.53 21.107  0.022   0.44    0.046
13011   2382.01 3044.34 21.107  0.019   0.352   0.038
536 1426.82 94.8    21.109  0.02    0.376   0.052
13927   275.02  3162.74 21.109  0.025   0.618   0.04
16207   4009.8  3495.87 21.109  0.018   0.51    0.036
16753   1394.28 3590.66 21.109  0.021   0.499   0.037
994 2124.77 222.23  21.11   0.027   1.077   0.041
10842   2453.99 2739.92 21.11   0.024   0.515   0.039
2500    3265.56 646.56  21.112  0.016   0.304   0.036
9680    2186.2  2544.67 21.112  0.021   0.366   0.039
8525    1802.38 2299.48 21.113  0.02    0.387   0.041
330 1603.76 33.45   21.114  0.022   0.673   0.036
9830    2318.59 2571.1  21.114  0.023   0.555   0.037
18285   124.79  3910.09 21.114  0.029   0.544   0.065
447 2602.87 64.9    21.117  0.035   0.558   0.103
5297    2195.85 1426.22 21.117  0.02    0.246   0.035
15149   2123.37 3334.54 21.117  0.02    0.623   0.035
16731   2227.96 3585.18 21.117  0.017   0.596   0.033
17874   3030.68 3817.3  21.117  0.019   0.477   0.038
2420    2922    625.11  21.118  0.015   0.308   0.034
8533    2518.95 2302.3  21.118  0.018   0.508   0.044
14758   2025.81 3281.66 21.118  0.027   0.487   0.066
17  604.07  -140.69 21.119  0.03    0.296   0.065
13142   1927.58 3060.56 21.119  0.019   0.481   0.038
12000   1795.54 2905.56 21.12   0.018   0.478   0.04
2385    489.42  616.55  21.121  0.014   0.238   0.035
13869   2455.87 3156.16 21.121  0.021   0.452   0.042
14308   1909.24 3218.89 21.121  0.048   0.472   0.114
17203   1911.73 3678.03 21.121  0.013   0.578   0.026
13088   2990.25 3052.97 21.122  0.029   0.475   0.048
13943   2263.57 3165.93 21.122  0.029   0.588   0.053
16386   1162.57 3528.33 21.122  0.016   0.466   0.035
17854   2197.33 3811.52 21.122  0.028   1.137   0.042
12201   1740.82 2934.21 21.123  0.023   0.427   0.048
759 1260.29 158.51  21.124  0.033   1.057   0.051
2380    3911.7  615.95  21.124  0.022   0.669   0.036
3562    1004.34 956.97  21.124  0.024   0.551   0.045
7389    2611.76 1999.66 21.124  0.024   0.595   0.041
12439   1718.79 2967.81 21.124  0.028   0.515   0.042
16981   2237.71 3633.04 21.125  0.017   0.499   0.029
810 2366.43 173.42  21.126  0.02    0.41    0.036
6506    2320.79 1762.49 21.126  0.021   0.335   0.04
13819   2245.49 3149.75 21.126  0.029   0.473   0.066
15004   1983.2  3314.6  21.127  0.027   0.478   0.059
7253    2150.27 1961.83 21.128  0.029   0.597   0.067
18229   3063.06 3899.33 21.128  0.018   0.293   0.042
9359    2893.07 2478.64 21.129  0.027   0.422   0.054
13939   2437.24 3164.76 21.13   0.021   0.439   0.039
17369   1889.59 3711.98 21.13   0.019   0.271   0.042
14076   1738.6  3186.52 21.131  0.03    0.488   0.085
10052   2477.72 2608.67 21.134  0.019   0.461   0.035
13691   2140.14 3132.88 21.135  0.02    0.565   0.039
9309    652.25  2468.06 21.136  0.022   0.618   0.041
9101    2457.53 2424.12 21.137  0.023   0.426   0.042
11413   3849.15 2823.24 21.137  0.02    0.535   0.044
549 162.16  97.53   21.139  0.03    0.682   0.05
2373    1801.83 613.09  21.139  0.02    0.293   0.038
5990    3032.08 1620.76 21.139  0.022   0.454   0.043
8709    2119.63 2340.36 21.139  0.021   0.553   0.038
9155    3786.51 2434.43 21.139  0.019   0.541   0.039
13145   4071.24 3060.65 21.139  0.022   0.259   0.041
14438   2139.38 3236.06 21.139  0.02    0.452   0.046
16368   2501.39 3524.95 21.139  0.022   0.699   0.038
7967    3260.66 2161.66 21.14   0.041   1.071   0.059
14229   3658.68 3207.24 21.14   0.023   0.285   0.039
18227   3170.05 3899.29 21.14   0.019   0.381   0.036
15849   2293.15 3439.42 21.141  0.023   0.553   0.039
6244    1396.59 1690.5  21.142  0.023   0.513   0.039
3733    1012.27 1001.8  21.143  0.027   0.441   0.047
5578    2460.94 1509.61 21.143  0.021   0.344   0.036
8721    2079.26 2343.29 21.143  0.026   0.555   0.047
12196   2221.12 2933.17 21.143  0.018   0.538   0.032
13266   2604.37 3078.2  21.143  0.024   0.48    0.058
14499   1273.28 3244.47 21.143  0.02    0.442   0.039
12629   1288.73 2995.07 21.144  0.027   0.433   0.047
13974   1614.61 3170.37 21.144  0.024   0.58    0.046
10129   1763.99 2621.73 21.145  0.023   0.418   0.044
10209   3226.09 2634.66 21.145  0.031   0.376   0.054
11730   2282.08 2868.81 21.145  0.019   0.503   0.043
