#ID x   y   F555    E_555   F555-F814   e_ff-14 F814    E_814
3049    3788.64 953.52  22.231  0.01    0.4 0.02    21.831  0.01
828 3789.3  226.09  22.202  0.013   0.449   0.032   21.753  0.019
21171   3789.54 3190.85 20.834  0.01    0.302   0.02    20.532  0.01
15504   3793.02 2613.04 20.436  0.01    0.012   0.02    20.424  0.01
24026   3795.79 3704.31 22.623  0.013   0.494   0.028   22.129  0.015
9067    3796.57 2029.44 21.695  0.01    0.32    0.02    21.375  0.01
16420   3797.58 2693.51 22.607  0.012   0.521   0.025   22.086  0.013
3795    3798.57 1151.39 22.744  0.015   0.584   0.029   22.16   0.014
2289    3799.83 721.16  21.822  0.01    0.49    0.021   21.332  0.011
20859   3800.13 3149.92 22.947  0.015   0.623   0.029   22.324  0.014
3299    3801.19 1024.76 22.803  0.011   0.618   0.024   22.185  0.013
22773   3802.43 3447.36 22.676  0.016   0.506   0.03    22.17   0.014
3815    3803.65 1156.25 21.379  0.01    0.149   0.021   21.23   0.011
6673    3805.81 1721.86 20.403  0.009   0.09    0.019   20.313  0.01
534 3806.1  119.7   19.676  0.01    -0.057  0.019   19.733  0.009
14988   3807.18 2568.44 20.98   0.01    0.105   0.02    20.875  0.01
12079   3807.41 2315.8  22.332  0.01    0.461   0.027   21.871  0.017
6367    3809.38 1673.19 22.552  0.01    0.593   0.021   21.959  0.011
22944   3812.45 3480.07 21.402  0.01    0.891   0.02    20.511  0.01
1465    3813.36 452.7   21.772  0.01    0.476   0.02    21.296  0.01
7295    3814.7  1812.18 22.604  0.012   0.509   0.025   22.095  0.013
1991    3815.67 625.19  22.89   0.015   0.513   0.029   22.377  0.014
13891   3815.74 2474.39 22.016  0.012   0.429   0.028   21.587  0.016
3224    3815.8  1002.43 19.641  0.009   1.008   0.018   18.633  0.009
3453    3816.73 1062.71 22.494  0.01    0.449   0.023   22.045  0.013
4267    3820.37 1264.53 20.286  0.019   0.063   0.047   20.223  0.028
7576    3821.19 1848.92 22.3    0.01    0.547   0.021   21.753  0.011
21865   3821.43 3289.86 22.513  0.01    0.537   0.024   21.976  0.014
3371    3823.21 1042.19 22.845  0.023   0.528   0.045   22.317  0.022
304 3825.29 41.06   21.793  0.011   0.274   0.024   21.519  0.013
14442   3826.42 2521.84 22.722  0.014   0.559   0.03    22.163  0.016
4328    3827.82 1280.28 21.914  0.01    0.459   0.02    21.455  0.01
5579    3828.38 1542.69 21.264  0.01    0.297   0.02    20.967  0.01
23654   3829.09 3619.86 22.361  0.01    0.513   0.02    21.848  0.01
4719    3829.09 1365.73 22.424  0.01    0.391   0.023   22.033  0.013
17411   3830.21 2780.68 21.995  0.01    0.576   0.021   21.419  0.011
16661   3830.54 2713.63 22.461  0.011   0.504   0.026   21.957  0.015
3693    3830.97 1123.56 22.161  0.012   0.661   0.024   21.5    0.012
3757    3831.45 1141.11 21.684  0.01    0.243   0.02    21.441  0.01
597 3832.15 140.35  22.233  0.038   0.592   0.084   21.641  0.046
21455   3836.25 3228.87 21.632  0.01    0.941   0.02    20.691  0.01
6091    3837.88 1624.6  21.973  0.01    0.394   0.021   21.579  0.011
19823   3837.89 3025.1  22.298  0.01    0.436   0.021   21.862  0.011
5863    3841.9  1590.87 20.987  0.01    0.28    0.02    20.707  0.01
20875   3843.73 3151.67 22.147  0.012   0.594   0.023   21.553  0.011
13843   3845.1  2471.24 22.658  0.01    0.561   0.023   22.097  0.013
829 3845.85 226.13  21.497  0.01    0.274   0.021   21.223  0.011
23513   3846.53 3590.35 21.98   0.01    0.358   0.021   21.622  0.011
1230    3848.56 375.2   22.458  0.012   0.499   0.023   21.959  0.011
19871   3848.75 3030.54 21.5    0.01    0.404   0.02    21.096  0.01
23833   3849.17 3662.24 21.916  0.01    0.386   0.02    21.53   0.01
21824   3850.17 3281.87 22.685  0.011   0.456   0.024   22.229  0.013
24669   3853.34 3859.3  22.904  0.013   0.664   0.027   22.24   0.014
6817    3854.36 1742.73 21.914  0.011   0.603   0.022   21.311  0.011
16213   3854.37 2675.45 20.22   0.009   0.291   0.019   19.929  0.01
14281   3855.25 2508.71 21.015  0.011   0.157   0.021   20.858  0.01
12514   3855.85 2354.24 21.075  0.01    0.169   0.02    20.906  0.01
8818    3857.11 1998    22.496  0.017   0.488   0.029   22.008  0.012
9765    3863.23 2101.87 22.356  0.01    0.403   0.023   21.953  0.013
3618    3863.28 1102.07 22.147  0.01    0.706   0.02    21.441  0.01
1662    3864.56 517.5   19.44   0.009   0.019   0.019   19.421  0.01
2010    3866.46 630.99  21.723  0.01    0.334   0.02    21.389  0.01
14129   3866.67 2495.12 22.67   0.015   0.513   0.028   22.157  0.013
18970   3866.77 2931.71 19.665  0.009   1.005   0.018   18.66   0.009
3862    3866.92 1168.52 21.326  0.01    0.281   0.02    21.045  0.01
6369    3867.54 1673.94 22.696  0.011   0.637   0.024   22.059  0.013
22999   3869.58 3492.69 22.571  0.013   0.477   0.026   22.094  0.013
5716    3871.25 1565.58 22.488  0.012   0.484   0.023   22.004  0.011
280 3871.59 31.99   22.508  0.01    0.59    0.021   21.918  0.011
1917    3873.51 601.99  21.662  0.01    0.739   0.02    20.923  0.01
17698   3874.55 2807.68 20.779  0.01    0.391   0.02    20.388  0.01
20260   3875.96 3074.67 21.849  0.011   0.383   0.026   21.466  0.015
25306   3876.02 4024.99 22.945  0.054   0.738   0.094   22.207  0.04
25095   3876.3  3968.71 22.252  0.011   0.525   0.023   21.727  0.012
4607    3877.87 1341.07 19.682  0.009   1.012   0.018   18.67   0.009
5027    3879    1438.24 22.278  0.01    0.51    0.02    21.768  0.01
1220    3879.08 371.33  21.697  0.011   0.553   0.021   21.144  0.01
343 3880.54 53.65   22.947  0.013   0.545   0.026   22.402  0.013
4849    3881.2  1391.15 21.231  0.01    0.325   0.02    20.906  0.01
23493   3881.38 3586.38 20.923  0.01    0.254   0.02    20.669  0.01
2008    3881.6  630.89  21.695  0.01    0.285   0.02    21.41   0.01
8015    3882.08 1906.74 21.773  0.012   0.212   0.029   21.561  0.017
24581   3882.95 3838.42 21.978  0.01    0.461   0.02    21.517  0.01
8052    3883.34 1911.55 22.565  0.032   0.605   0.079   21.96   0.047
21049   3883.59 3173.73 21.94   0.015   0.542   0.027   21.398  0.012
7038    3883.76 1774.48 21.298  0.01    0.307   0.02    20.991  0.01
17668   3883.89 2803.94 21.647  0.011   0.228   0.021   21.419  0.01
3594    3885.72 1095.97 20.085  0.009   0.018   0.019   20.067  0.01
20290   3887.19 3077.19 21.351  0.01    0.472   0.02    20.879  0.01
446 3891.63 87.24   20.72   0.011   0.054   0.024   20.666  0.013
18505   3891.97 2885.75 22.41   0.016   0.44    0.03    21.97   0.014
24463   3892.17 3809.4  19.41   0.009   0.991   0.017   18.419  0.008
41909   3902.89 4129.82 22.659  0.013   0.65    0.024   22.009  0.011
3333    3903.13 1032.47 20.673  0.01    0.338   0.02    20.335  0.01
12220   3903.51 2327.16 21.864  0.01    0.407   0.023   21.457  0.013
8972    3904.62 2015.51 21.748  0.01    0.399   0.021   21.349  0.011
10819   3904.91 2198.94 22.716  0.011   0.492   0.024   22.224  0.013
23873   3905.49 3669.67 19.578  0.009   0.974   0.018   18.604  0.009
9331    3905.7  2055.27 22.531  0.01    0.476   0.021   22.055  0.011
1490    3906.67 461.62  21.419  0.01    0.369   0.02    21.05   0.01
1966    3908.62 618.93  21.478  0.01    0.449   0.02    21.029  0.01
3456    3911.27 1063.72 22.99   0.013   0.543   0.026   22.447  0.013
7009    3911.97 1770.13 21.507  0.01    0.431   0.02    21.076  0.01
17733   3912.21 2811.03 21.452  0.01    0.414   0.02    21.038  0.01
10161   3913.54 2141.17 19.535  0.009   1.008   0.018   18.527  0.009
24202   3914.22 3740.75 22.526  0.014   0.601   0.025   21.925  0.011
20173   3914.63 3064.28 22.053  0.01    0.359   0.02    21.694  0.01
8878    3915.02 2005.44 18.773  0.008   1.2 0.017   17.573  0.009
1090    3916.14 325.96  22.952  0.014   0.547   0.028   22.405  0.014
24306   3917.68 3765.14 22.136  0.01    0.639   0.02    21.497  0.01
2316    3918.14 731.07  21.428  0.01    0.261   0.02    21.167  0.01
5485    3918.51 1527.26 21.381  0.01    0.484   0.02    20.897  0.01
21097   3918.61 3180.7  22.023  0.012   0.56    0.023   21.463  0.011
3646    3918.75 1112.24 22.584  0.012   0.577   0.025   22.007  0.013
15753   3918.82 2634.05 22.882  0.015   0.572   0.028   22.31   0.013
6162    3919.01 1637.23 22.673  0.011   0.554   0.024   22.119  0.013
21053   3919.17 3174.3  21.836  0.01    0.65    0.021   21.186  0.011
24931   3919.29 3924.25 22.199  0.01    0.518   0.029   21.681  0.019
6266    3920.86 1654.11 22.201  0.01    0.451   0.021   21.75   0.011
4789    3921.69 1380.15 22.87   0.012   0.55    0.028   22.32   0.016
1342    3922.82 410.67  22.331  0.01    0.414   0.02    21.917  0.01
2820    3923.12 885.72  19.144  0.008   0.945   0.016   18.199  0.008
4902    3923.95 1405.6  22.178  0.01    0.557   0.02    21.621  0.01
42286   3926.83 4187.53 21.136  0.01    0.328   0.02    20.808  0.01
7916    3927.36 1892.85 22.664  0.032   0.87    0.058   21.794  0.026
11258   3928.21 2241.41 21.616  0.01    0.319   0.02    21.297  0.01
7140    3928.82 1790.86 22.321  0.01    0.506   0.02    21.815  0.01
18448   3930.68 2879.65 21.451  0.01    0.459   0.021   20.992  0.011
6995    3931.01 1767.99 21.869  0.01    0.547   0.02    21.322  0.01
24543   3932.19 3828.25 22.165  0.01    0.372   0.02    21.793  0.01
42106   3933.82 4160.53 22.77   0.015   0.517   0.029   22.253  0.014
10784   3934.05 2197.27 21.843  0.01    0.311   0.02    21.532  0.01
2121    3935.49 665.05  21.984  0.01    0.47    0.02    21.514  0.01
4394    3936.01 1293.79 20.907  0.01    0.247   0.02    20.66   0.01
14903   3937.43 2561.15 20.939  0.01    0.067   0.02    20.872  0.01
5624    3937.9  1551.39 21.222  0.01    0.322   0.022   20.9    0.012
204 3939.28 4.18    22.612  0.014   0.544   0.027   22.068  0.013
1009    3939.41 297.03  22.145  0.011   0.305   0.025   21.84   0.014
7171    3939.71 1795.87 22.738  0.011   0.487   0.024   22.251  0.013
10002   3940.03 2124.77 20.986  0.011   0.08    0.021   20.906  0.01
5491    3942.43 1528.66 20.716  0.01    0.416   0.02    20.3    0.01
2933    3945.88 922.02  22.278  0.01    0.55    0.02    21.728  0.01
21847   3946.67 3286.57 21.189  0.01    0.23    0.02    20.959  0.01
1758    3949.08 551.12  16.912  0.012   0.973   0.024   15.939  0.012
22578   3949.43 3411.79 22.144  0.011   0.445   0.022   21.699  0.011
7488    3953.49 1837.33 22.457  0.01    0.502   0.024   21.955  0.014
2840    3955.02 891.15  22.114  0.01    0.474   0.023   21.64   0.013
25241   3958.3  4003.69 20.23   0.01    0.325   0.02    19.905  0.01
18256   3958.54 2863.04 22.06   0.01    0.265   0.02    21.795  0.01
17633   3958.66 2801.67 20.806  0.011   0.209   0.021   20.597  0.01
10988   3959.98 2214.64 20.843  0.01    0.454   0.02    20.389  0.01
23602   3960.34 3608.92 22.508  0.012   0.422   0.025   22.086  0.013
3439    3960.64 1059.1  19.055  0.008   1.155   0.016   17.9    0.008
5984    3960.72 1608.14 20.123  0.01    0.952   0.02    19.171  0.01
2352    3961.38 743.09  21.669  0.01    0.55    0.02    21.119  0.01
20269   3961.4  3075.2  21.501  0.011   0.309   0.021   21.192  0.01
42060   3964.97 4153.28 21.481  0.01    1.15    0.02    20.331  0.01
3317    3965.08 1028.85 22.965  0.013   0.651   0.029   22.314  0.016
4296    3966.08 1271.04 22.582  0.011   0.586   0.025   21.996  0.014
6398    3966.46 1677.22 22.71   0.013   0.571   0.026   22.139  0.013
18504   3968.87 2885.55 22.12   0.01    0.426   0.021   21.694  0.011
22917   3968.99 3475.32 19.703  0.009   0.968   0.018   18.735  0.009
15508   3969.3  2613.17 22.106  0.011   0.265   0.022   21.841  0.011
8753    3969.9  1990.02 22.985  0.014   0.584   0.027   22.401  0.013
12604   3970.04 2362.14 20.963  0.01    0.254   0.02    20.709  0.01
24092   3970.61 3720.64 22.125  0.011   0.525   0.022   21.6    0.011
6711    3970.83 1727.8  21.505  0.013   0.217   0.023   21.288  0.01
6151    3971.92 1635.53 21.986  0.01    0.501   0.021   21.485  0.011
18862   3974.47 2919.73 20.799  0.01    0.268   0.02    20.531  0.01
12763   3975.17 2377.05 22.452  0.011   0.574   0.028   21.878  0.017
3906    3976    1175.23 20.681  0.01    0.02    0.02    20.661  0.01
3027    3976.37 947.86  21.521  0.01    0.264   0.02    21.257  0.01
25260   3981.24 4010.32 22.965  0.013   0.589   0.026   22.376  0.013
42186   3981.47 4172.49 22.829  0.014   0.578   0.031   22.251  0.017
6461    3983.47 1687.7  21.239  0.01    0.27    0.02    20.969  0.01
19164   3984.57 2951.31 21.979  0.01    0.363   0.021   21.616  0.011
10796   3985.04 2197.69 21.067  0.01    0.441   0.022   20.626  0.012
16181   3986.33 2672.4  21.6    0.01    0.556   0.02    21.044  0.01
215 3986.8  9.25    22.189  0.01    0.796   0.022   21.393  0.012
4421    3987.09 1299.5  21.659  0.01    0.535   0.02    21.124  0.01
12926   3987.79 2390.94 22.458  0.018   0.497   0.041   21.961  0.023
996 3988.99 290.95  22.126  0.01    0.337   0.023   21.789  0.013
41298   3989.63 3963.46 22.807  0.012   0.552   0.025   22.255  0.013
12092   3990.14 2317.07 21.295  0.01    0.416   0.02    20.879  0.01
696 3990.86 171.24  19.163  0.009   1.093   0.017   18.07   0.008
5340    3991.65 1501.15 22.816  0.013   0.527   0.026   22.289  0.013
2079    3992.95 651.61  21.897  0.01    0.416   0.02    21.481  0.01
18914   3993.65 2926.44 21.794  0.01    0.498   0.02    21.296  0.01
41981   3994.21 4141.49 22.899  0.016   0.625   0.029   22.274  0.013
8001    3995.34 1905.36 22.993  0.014   0.593   0.027   22.4    0.013
12265   3995.39 2331.95 22.48   0.013   0.584   0.026   21.896  0.013
8547    3995.72 1967.23 21.05   0.01    0.285   0.02    20.765  0.01
1808    3996.79 567.44  22.108  0.01    0.374   0.02    21.734  0.01
41913   3997    4130.32 22.206  0.056   0.47    0.119   21.736  0.063
5730    3997.87 1568.39 22.073  0.01    0.26    0.021   21.813  0.011
41881   3998.02 4125.51 21.92   0.017   0.356   0.041   21.564  0.024
13189   3998.07 2412.66 19.67   0.009   0.997   0.017   18.673  0.008
11963   3998.17 2304.25 22.888  0.013   0.647   0.027   22.241  0.014
980 3998.73 282.68  20.885  0.01    0.325   0.02    20.56   0.01
19980   3998.88 3043.4  21.756  0.01    0.879   0.02    20.877  0.01
24550   3999.03 3829.84 20.49   0.01    0.164   0.021   20.326  0.011
3976    3999.91 1197.25 21.143  0.01    0.262   0.02    20.881  0.01
3126    4002.03 974.07  22.963  0.015   0.594   0.028   22.369  0.013
22453   4003.87 3390.68 20.908  0.011   0.361   0.021   20.547  0.01
21136   4004.15 3185.85 22.816  0.014   0.652   0.027   22.164  0.013
20208   4005.94 3068.17 22.43   0.043   0.456   0.096   21.974  0.053
24836   4006.89 3899.35 21.301  0.01    0.35    0.021   20.951  0.011
1140    4006.91 344.47  22.618  0.011   0.517   0.022   22.101  0.011
25330   4007.14 4033.44 21.565  0.01    0.274   0.02    21.291  0.01
19894   4007.94 3033.57 19.578  0.008   1.004   0.017   18.574  0.009
25487   4008.69 4092.88 22.858  0.013   0.53    0.026   22.328  0.013
11992   4009.26 2308.33 21.695  0.01    0.272   0.02    21.423  0.01
21724   4010.09 3267.5  22.605  0.011   0.421   0.022   22.184  0.011
20236   4010.76 3071.43 20.873  0.01    0.188   0.02    20.685  0.01
3225    4012.22 1002.47 21.303  0.01    0.08    0.021   21.223  0.011
24158   4013.56 3732.8  20.578  0.01    0.953   0.02    19.625  0.01
15232   4015.08 2589.43 22.86   0.012   0.611   0.026   22.249  0.014
18956   4015.42 2929.76 19.567  0.009   1.006   0.017   18.561  0.008
5070    4017.63 1447.42 22.603  0.01    0.577   0.022   22.026  0.012
24087   4018.33 3719.43 22.537  0.01    0.47    0.023   22.067  0.013
4041    4018.55 1212.5  22.402  0.012   0.646   0.023   21.756  0.011
7393    4019.26 1824.31 21.867  0.01    0.265   0.021   21.602  0.011
24734   4020.15 3874.41 22.878  0.023   0.671   0.037   22.207  0.014
16171   4020.9  2671.55 20.311  0.011   0.131   0.021   20.18   0.01
14117   4021.38 2493.98 19.801  0.009   0.07    0.019   19.731  0.01
3457    4023.89 1063.77 20.637  0.01    0.249   0.02    20.388  0.01
3684    4024.65 1122.14 22.212  0.019   0.635   0.043   21.577  0.024
2901    4024.69 912.83  21.971  0.011   0.305   0.021   21.666  0.01
2538    4024.91 799.18  18.836  0.008   1.155   0.016   17.681  0.008
3957    4025.28 1191.03 20.591  0.01    0.003   0.02    20.588  0.01
10475   4026.88 2167.54 22.562  0.013   0.493   0.024   22.069  0.011
8537    4028.43 1965.95 21.366  0.01    0.302   0.02    21.064  0.01
572 4030.08 133.83  22.371  0.012   0.419   0.026   21.952  0.014
14557   4031.61 2532.1  21.184  0.01    0.07    0.02    21.114  0.01
1541    4033.35 479.42  19.071  0.008   1.142   0.016   17.929  0.008
24049   4034.27 3709.64 21.044  0.01    0.089   0.02    20.955  0.01
737 4035.06 184.38  22.018  0.01    0.491   0.02    21.527  0.01
496 4035.06 103.55  22.133  0.012   0.492   0.023   21.641  0.011
23484   4035.39 3585.6  22.805  0.012   0.523   0.025   22.282  0.013
12645   4038.95 2365.85 22.026  0.011   0.48    0.023   21.546  0.012
23740   4039.3  3639.67 22.299  0.011   0.5 0.022   21.799  0.011
13651   4039.32 2452.73 22.236  0.013   0.599   0.026   21.637  0.013
5090    4039.44 1451.18 22.378  0.01    0.759   0.02    21.619  0.01
6747    4039.71 1732.66 22.996  0.016   0.525   0.03    22.471  0.014
23300   4039.84 3549.91 22.55   0.014   0.468   0.032   22.082  0.018
23597   4043.04 3606.47 21.055  0.012   0.054   0.022   21.001  0.01
24583   4045.74 3838.55 22.711  0.012   0.646   0.025   22.065  0.013
18150   4048.39 2851.5  20.593  0.009   0.033   0.022   20.56   0.013
2174    4048.45 680.01  22.594  0.013   0.518   0.026   22.076  0.013
2919    4050.27 918.4   22.167  0.01    0.441   0.021   21.726  0.011
2983    4050.33 934.68  21.739  0.01    0.538   0.02    21.201  0.01
11130   4050.55 2229.11 20.61   0.009   1.03    0.019   19.58   0.01
24786   4052.4  3888.39 22.12   0.013   0.938   0.023   21.182  0.01
23183   4052.73 3528.58 22.832  0.015   0.541   0.028   22.291  0.013
2757    4053.12 868.63  22.211  0.012   0.567   0.022   21.644  0.01
705 4053.96 174.45  22.403  0.012   0.425   0.026   21.978  0.014
24114   4055.62 3725.22 22.16   0.01    0.434   0.021   21.726  0.011
686 4058.53 168.53  22.989  0.022   0.534   0.038   22.455  0.016
11372   4059.49 2251.66 22.026  0.01    0.454   0.021   21.572  0.011
1165    4060.44 353.16  22.03   0.011   0.549   0.021   21.481  0.01
42005   4060.58 4144.59 19.57   0.009   -0.052  0.019   19.622  0.01
24641   4061.55 3852.27 22.268  0.01    0.801   0.02    21.467  0.01
2771    4061.92 871.9   22.985  0.013   0.58    0.027   22.405  0.014
3591    4062.55 1094.85 19.408  0.008   0.985   0.017   18.423  0.009
6516    4063.17 1695.67 21.756  0.02    0.302   0.049   21.454  0.029
722 4063.45 179.92  21.993  0.01    0.27    0.021   21.723  0.011
9449    4065.28 2067.44 22.228  0.01    0.431   0.022   21.797  0.012
7553    4066.72 1845.72 20.632  0.01    0.215   0.02    20.417  0.01
27991   4066.91 39.82   21.649  0.011   0.332   0.021   21.317  0.01
