#ID x   y   T1  e_T1    CT1 e_CT1
118382  6595.418    612.976 18.902  0.006   1.322   0.015
122145  6770.935    1965.015    18.902  0.004   1.461   0.01
256570  6785.321    2178.96 18.902  0.004   1.536   0.008
137677  7486.819    1406.575    18.902  0.006   1.449   0.01
142314  7718.69 1756.309    18.902  0.008   1.415   0.011
104094  5874.367    1876.95 18.903  0.007   1.235   0.009
242935  5952.37 2581.569    18.903  0.008   1.367   0.009
261260  7044.5  2236.809    18.903  0.016   1.528   0.017
130067  7117.799    1871.34 18.903  0.023   1.694   0.028
278263  8018.671    3003.047    18.903  0.005   1.442   0.007
257645  6849.003    2308.844    18.904  0.005   1.486   0.013
258441  6890.567    2603.851    18.904  0.004   1.569   0.015
125214  6900.293    1558.427    18.904  0.007   1.512   0.01
267961  7417.802    2805.34 18.904  0.006   1.4 0.009
242857  5947.633    2812.253    18.905  0.008   1.359   0.011
245835  6158.444    2163.106    18.905  0.01    1.442   0.014
241115  5839.107    2394.638    18.906  0.032   -0.38   0.032
241788  5880.345    3028.392    18.906  0.014   1.331   0.016
109721  6158.708    1597.486    18.906  0.014   -0.335  0.015
118408  6596.875    1894.679    18.906  0.006   1.691   0.01
124137  6855.722    1487.922    18.906  0.006   1.42    0.022
279514  8091.905    2650.962    18.906  0.004   1.331   0.006
259566  6951.167    2091.757    18.907  0.009   1.307   0.012
137190  7462.857    1909.499    18.907  0.006   1.516   0.008
138472  7525.543    1322.352    18.907  0.005   1.512   0.009
146264  7921.258    630.252 18.907  0.009   1.368   0.011
115308  6446.529    2052.094    18.908  0.007   1.54    0.011
252249  6536.671    2098.574    18.908  0.005   1.221   0.009
126332  6952.518    630.566 18.908  0.004   1.457   0.015
264863  7243.376    2091.433    18.908  0.005   1.526   0.008
136863  7445.344    1549.355    18.908  0.004   1.523   0.009
278551  8035.838    2573.154    18.908  0.004   1.697   0.008
98443   5595.597    932.881 18.909  0.006   1.457   0.01
239591  5749.985    2252.463    18.909  0.02    -0.214  0.021
108067  6079.152    1851.968    18.909  0.024   2.737   0.057
130443  7133.642    1872.711    18.909  0.014   1.555   0.025
236524  5576.767    2918.922    18.91   0.009   1.252   0.01
98693   5608.37 1222.543    18.91   0.015   -0.355  0.016
110475  6194.381    1286.666    18.91   0.009   1.951   0.021
114487  6406.094    1577.194    18.91   0.004   1.414   0.006
135329  7366.943    1749.883    18.91   0.004   1.531   0.009
135522  7376.448    1083.055    18.91   0.008   -0.143  0.009
144130  7813.444    832.943 18.91   0.006   1.494   0.01
276934  7939.62 2815.105    18.91   0.006   -0.252  0.007
147955  8009.565    589.967 18.91   0.011   1.43    0.012
97701   5558.37 927.689 18.911  0.006   1.29    0.008
100009  5671.138    795.072 18.911  0.018   1.27    0.019
100195  5680.337    1387.822    18.911  0.019   -0.365  0.02
253739  6624.521    2424.445    18.911  0.007   1.409   0.01
128257  7039.187    1905.907    18.911  0.009   1.211   0.028
143099  7759.367    1823.008    18.911  0.004   -0.191  0.005
242052  5897.056    2382.267    18.912  0.013   2.124   0.017
247821  6273.956    2290.577    18.912  0.009   1.22    0.012
112988  6331.786    778.105 18.912  0.006   1.493   0.016
126219  6947.193    1069.857    18.912  0.005   1.356   0.01
265685  7291.1  2649.896    18.912  0.005   -0.218  0.005
134717  7336.686    1383.127    18.912  0.006   1.528   0.008
97637   5555.404    1949.591    18.913  0.007   1.429   0.009
102834  5811.688    1986.096    18.913  0.021   1.423   0.022
112090  6273.439    504.93  18.913  0.005   1.593   0.015
123715  6837.779    1958.036    18.913  0.009   1.468   0.018
259978  6974.414    2089.114    18.913  0.007   1.353   0.014
127125  6988.742    957.781 18.913  0.008   1.413   0.037
128065  7030.236    1949.425    18.913  0.007   1.475   0.032
267260  7379.079    2452.053    18.913  0.005   1.529   0.008
139049  7554.66 1161.852    18.913  0.007   1.363   0.009
276361  7905.917    2528.735    18.913  0.006   1.554   0.013
146758  7947.104    1952.758    18.913  0.006   1.528   0.009
236968  5601.669    3027.499    18.914  0.006   1.723   0.01
106521  5995.254    689.491 18.914  0.006   1.309   0.008
112188  6278.041    624.384 18.914  0.006   1.387   0.008
126420  6956.896    1285.398    18.914  0.004   1.413   0.007
140826  7645.438    1665.463    18.914  0.005   1.372   0.008
247883  6277.511    2492.814    18.915  0.007   1.17    0.009
250993  6465.159    3069.847    18.915  0.006   1.311   0.014
119503  6652.275    908.333 18.915  0.006   1.586   0.013
126019  6937.969    2024.423    18.915  0.026   1.225   0.046
270886  7588.33 2427.694    18.915  0.005   1.468   0.03
115086  6434.267    1022.499    18.916  0.004   1.605   0.009
138147  7509.856    2001.498    18.916  0.004   -0.195  0.006
138431  7524.125    1855.972    18.916  0.005   -0.156  0.006
143120  7760.798    985.689 18.916  0.008   1.45    0.011
276871  7936.217    2264.712    18.916  0.004   1.413   0.007
281118  8184.544    2125.053    18.916  0.004   1.367   0.009
243639  5998.99 2312.554    18.917  0.011   1.423   0.014
248850  6339.768    2896.782    18.917  0.005   1.416   0.007
275579  7861.654    2558.909    18.917  0.014   -0.262  0.015
112497  6301.488    1814.741    18.918  0.05    1.651   0.05
251212  6476.481    2615.832    18.918  0.015   1.391   0.028
255603  6730.662    2944.039    18.918  0.005   1.512   0.007
255889  6746.412    2763.024    18.918  0.004   1.483   0.007
127456  7002.067    699.107 18.918  0.014   1.384   0.019
134858  7343.833    1360.408    18.918  0.004   1.47    0.007
271081  7600.465    2240.25 18.918  0.005   1.481   0.008
140054  7605.505    505.592 18.918  0.01    1.491   0.016
277751  7991.078    3056.6  18.918  0.004   1.32    0.006
255403  6719.436    2928.862    18.919  0.006   1.42    0.008
124950  6889.75 1597.011    18.919  0.007   1.541   0.02
126530  6961.784    1238.45 18.919  0.004   1.415   0.009
262616  7119.601    2986.799    18.919  0.01    1.341   0.012
143180  7763.762    2040.965    18.919  0.004   1.463   0.007
148739  8050.637    1717.88 18.919  0.007   -0.192  0.009
115454  6453.286    1018.545    18.92   0.005   1.41    0.01
259554  6950.354    2113.505    18.92   0.009   1.256   0.017
127734  7014.555    1941.117    18.92   0.05    0.215   0.065
131221  7166.428    923.4   18.92   0.005   1.449   0.009
265991  7307.76 2769.234    18.92   0.004   1.606   0.007
150180  8132.162    741.717 18.92   0.018   1.417   0.024
124198  6858.272    1929.321    18.921  0.023   1.509   0.058
124636  6877.121    1738.237    18.921  0.007   1.383   0.024
127724  7014.196    1851.765    18.921  0.013   0.793   0.032
129860  7108.966    1568.224    18.921  0.004   1.474   0.007
276786  7931.607    2351.131    18.921  0.007   1.111   0.016
150536  8150.577    1142.275    18.921  0.007   -0.219  0.069
111225  6230.79 782.297 18.922  0.007   1.396   0.014
120908  6716.339    2049.863    18.922  0.005   1.541   0.011
256860  6800.605    2119.671    18.922  0.004   1.573   0.01
123962  6848.276    1897.95 18.922  0.013   1.41    0.022
128048  7029.521    579.64  18.922  0.004   1.481   0.023
129663  7100.751    1968.376    18.922  0.008   1.636   0.016
272500  7685.32 3067.248    18.922  0.016   -0.413  0.016
146649  7941.821    1031.981    18.922  0.009   1.316   0.011
147348  7978.634    1594.354    18.922  0.005   -0.327  0.006
147618  7991.659    1485.872    18.922  0.007   1.562   0.017
151394  8191.781    531.54  18.922  0.016   1.525   0.018
243865  6035.26 2608.421    18.923  0.014   1.318   0.019
246605  6203.841    2932.822    18.923  0.016   1.324   0.017
127482  7003.439    1882.774    18.923  0.039   0.447   0.044
130395  7131.187    1899.031    18.923  0.007   1.559   0.012
264504  7223.645    2168.855    18.923  0.005   1.51    0.009
136034  7402.665    1814.605    18.923  0.007   1.547   0.008
139568  7579.851    1919.411    18.923  0.003   1.549   0.006
144143  7814.079    910.068 18.923  0.008   1.416   0.025
147355  7978.888    894.951 18.923  0.015   1.497   0.023
279037  8062.653    2281.007    18.923  0.013   1.318   0.014
105246  5931.5  856.657 18.924  0.008   -0.367  0.009
252153  6531.627    2789.036    18.924  0.013   1.251   0.015
134832  7342.243    1307.784    18.924  0.004   -0.207  0.005
135421  7371.766    1863.51 18.924  0.005   1.772   0.011
275927  7880.757    2971.961    18.924  0.004   1.399   0.007
243738  6027.227    2122.774    18.925  0.01    1.448   0.012
257216  6820.771    2123.57 18.925  0.009   1.5 0.028
260465  6999.812    2131.012    18.925  0.009   1.336   0.028
140644  7635.807    1069.889    18.925  0.006   1.511   0.008
99587   5650.533    1204.197    18.926  0.015   1.523   0.017
244953  6100.867    2660.115    18.926  0.01    -0.351  0.011
111685  6252.629    691.515 18.926  0.006   1.278   0.009
114259  6395.91 719.271 18.926  0.006   1.616   0.029
123114  6812.971    1933.027    18.926  0.014   2.661   0.143
124292  6863.583    1817.19 18.926  0.005   1.339   0.013
260935  7027.151    2579.877    18.926  0.005   1.409   0.007
136920  7449.093    1166.623    18.926  0.048   -0.201  0.049
279979  8119.356    2694.298    18.926  0.005   1.458   0.011
151175  8182.191    720.686 18.926  0.014   1.441   0.017
130675  7143.727    516.419 18.927  0.007   -0.313  0.009
274540  7802.715    2544.622    18.927  0.006   1.311   0.008
97670   5557.045    840.187 18.928  0.017   1.147   0.018
251281  6480.6  2274.799    18.928  0.005   1.529   0.008
121155  6727.765    595.479 18.928  0.008   1.241   0.012
260677  7011.418    2671.41 18.928  0.004   1.631   0.008
128072  7030.687    1931.852    18.928  0.011   1.334   0.025
128939  7068.313    1250.879    18.928  0.004   1.56    0.009
132429  7225.032    1558.021    18.928  0.004   1.588   0.006
137803  7493.518    1395.165    18.928  0.015   1.703   0.147
150719  8160.805    1822.451    18.928  0.008   -0.236  0.009
121110  6725.355    2071.694    18.929  0.006   1.486   0.014
123183  6816.162    1595.963    18.929  0.004   1.525   0.008
129445  7090.721    1497.645    18.929  0.004   1.475   0.006
140670  7637.078    1842.777    18.929  0.007   1.513   0.019
255202  6708.184    2363.548    18.93   0.007   1.465   0.009
124790  6883.408    1241.298    18.93   0.004   1.4 0.006
260177  6984.929    2644.509    18.93   0.004   1.416   0.007
132160  7211.983    1238.462    18.93   0.006   1.725   0.01
144692  7841.29 1619.494    18.93   0.014   1.449   0.028
146425  7930.111    1600.925    18.93   0.006   -0.272  0.007
108773  6112.846    844.744 18.931  0.005   1.259   0.008
112851  6324.422    1446.581    18.931  0.064   1.191   0.064
124385  6867.528    1723.56 18.931  0.006   1.596   0.045
129608  7098.342    1807.542    18.931  0.006   1.551   0.024
134944  7347.915    1673.98 18.931  0.007   1.586   0.027
100508  5696.554    1198.308    18.932  0.013   1.302   0.016
110775  6208.338    1120.617    18.932  0.026   -0.279  0.026
114503  6406.708    668.854 18.932  0.006   1.456   0.019
117592  6557.054    1919.686    18.932  0.013   1.493   0.02
118696  6610.66 1560.291    18.932  0.005   1.565   0.014
125830  6929.068    2064.054    18.932  0.014   1.425   0.017
129145  7077.129    1940.713    18.932  0.008   1.726   0.044
141085  7659.003    849.82  18.932  0.008   1.416   0.009
276694  7926.052    2187.134    18.932  0.004   1.348   0.01
97958   5571.777    817.159 18.933  0.013   1.624   0.015
102317  5785.195    931.74  18.933  0.015   1.202   0.017
240187  5785.87 2719.825    18.933  0.008   1.28    0.011
106173  5977.833    1242.583    18.933  0.009   1.297   0.011
243478  5985.357    2177.522    18.933  0.008   1.504   0.01
106669  6009.706    1353.022    18.933  0.009   -0.267  0.011
251468  6491.592    2683.959    18.933  0.054   1.306   0.054
119766  6664.673    594.037 18.933  0.006   1.368   0.01
259160  6929.456    2690.936    18.933  0.005   1.485   0.007
268945  7475.895    3079.75 18.933  0.012   1.013   0.022
137514  7479.011    1626.523    18.933  0.023   1.252   0.024
278658  8042.136    2606.418    18.933  0.004   1.309   0.006
255383  6718.477    2448.065    18.934  0.005   1.655   0.011
123795  6841.484    1447.437    18.934  0.004   1.844   0.014
126669  6968.502    1743.867    18.934  0.007   1.529   0.011
127158  6989.702    1603.577    18.934  0.004   1.616   0.01
127394  6999.619    1824.29 18.934  0.023   0.828   0.045
128133  7033.07 1800.787    18.934  0.013   1.277   0.021
261701  7067.388    2431.881    18.934  0.006   -0.164  0.007
262847  7132.126    2923.361    18.934  0.004   1.599   0.007
131520  7180.755    535.147 18.934  0.009   -0.153  0.011
139127  7558.514    1958.564    18.934  0.004   1.408   0.008
272169  7666.384    2661.371    18.934  0.005   1.374   0.009
147143  7967.626    1452.239    18.934  0.005   -0.363  0.006
108616  6105.446    875.956 18.935  0.007   1.351   0.009
245933  6164.104    2573.302    18.935  0.009   1.435   0.014
141420  7674.249    641.598 18.935  0.008   1.597   0.011
150456  8146.772    1111.841    18.935  0.008   1.421   0.011
98863   5617.343    1464.605    18.936  0.008   1.262   0.013
113515  6357.568    866.37  18.936  0.005   1.397   0.012
254980  6696.291    2741.832    18.936  0.004   1.343   0.008
257044  6810.281    2929.67 18.936  0.004   1.457   0.013
123740  6838.761    1953.674    18.936  0.009   1.405   0.043
275078  7832.324    2589.259    18.936  0.016   1.597   0.031
147056  7963.117    1332.922    18.936  0.004   1.286   0.007
252451  6547.419    2774.171    18.937  0.007   1.433   0.009
119861  6669.595    1276.65 18.937  0.007   1.384   0.01
260564  7005.408    2331.69 18.937  0.005   1.523   0.012
129258  7082.767    1951.206    18.937  0.015   0.781   0.043
131173  7164.569    908.198 18.937  0.005   1.413   0.009
136472  7424.353    1675.93 18.937  0.004   -0.34   0.005
137214  7464.038    1489.448    18.937  0.004   1.589   0.031
248330  6309.538    2411.263    18.938  0.005   1.492   0.01
112867  6324.934    1368.499    18.938  0.004   1.412   0.007
249605  6382.362    3043.22 18.938  0.005   1.512   0.009
114360  6399.966    828.656 18.938  0.005   1.486   0.015
253002  6577.921    2199.208    18.938  0.009   1.735   0.011
126803  6974.144    1153.291    18.938  0.005   1.456   0.009
127545  7006.121    1826.738    18.938  0.012   1.523   0.027
137643  7485.548    529.666 18.938  0.007   -0.097  0.01
100130  5677.338    2018.318    18.939  0.008   -0.223  0.009
256941  6805.252    3048.881    18.939  0.176   1.516   0.176
132371  7222.05 1094.857    18.939  0.005   1.397   0.009
143711  7791.969    564.934 18.939  0.009   1.464   0.027
241350  5854.454    3142.632    18.94   0.004   1.426   0.008
119515  6652.822    510.044 18.94   0.016   1.388   0.023
125996  6936.546    1830.873    18.94   0.021   0.736   0.03
264034  7196.691    2935.388    18.94   0.005   1.615   0.028
138275  7516.746    1585.891    18.94   0.008   0.996   0.041
140431  7623.914    1718.87 18.94   0.004   1.458   0.007
141266  7667.004    1961.036    18.94   0.004   1.543   0.008
112918  6327.77 1818.489    18.941  0.005   1.396   0.008
122686  6793.962    825.636 18.941  0.004   -0.256  0.005
256741  6794.614    3016.384    18.941  0.005   1.399   0.007
129589  7097.709    1937.908    18.941  0.014   1.189   0.065
133843  7293.784    1515.873    18.941  0.006   -0.146  0.009
136473  7424.402    746.946 18.941  0.006   -0.322  0.008
139931  7598.777    892.679 18.941  0.007   1.38    0.013
103061  5823.203    559.665 18.942  0.007   -0.354  0.008
244769  6089.746    2911.186    18.942  0.027   1.539   0.028
245247  6120.069    2238.562    18.942  0.017   1.267   0.023
120496  6698.457    2070.709    18.942  0.011   1.523   0.019
122897  6803.353    1723.795    18.942  0.035   1.711   0.037
126998  6983.314    1637.622    18.942  0.014   1.661   0.034
260514  7002.899    2274.674    18.942  0.004   1.572   0.008
128337  7042.512    1957.207    18.942  0.01    1.478   0.031
268720  7463.337    2697.457    18.942  0.005   1.412   0.008
268997  7478.722    2862.632    18.942  0.004   1.418   0.007
238640  5696.466    3195.349    18.943  0.005   1.348   0.009
118154  6584.475    785.786 18.943  0.004   1.233   0.01
259213  6932.392    2989.275    18.943  0.004   1.384   0.006
128842  7064.157    1797.914    18.943  0.009   1.602   0.02
264715  7236.134    2373.64 18.943  0.007   -0.187  0.009
236034  5548.804    2304.423    18.944  0.019   1.3 0.02
99249   5634.039    570.586 18.944  0.007   1.399   0.009
107872  6069.962    1900.45 18.944  0.009   1.411   0.011
109157  6132.113    1673.673    18.944  0.009   1.47    0.011
122403  6781.864    1691.511    18.944  0.005   1.446   0.009
123276  6820.109    1880.273    18.944  0.017   1.177   0.025
274616  7806.947    3040.204    18.944  0.004   -0.282  0.005
145444  7879.711    949.254 18.944  0.009   1.723   0.011
147231  7972.61 524.115 18.944  0.013   -0.186  0.015
97827   5564.906    816.762 18.945  0.005   1.231   0.008
100388  5690.721    807.836 18.945  0.005   1.446   0.009
106776  6016.955    1696.855    18.945  0.023   1.525   0.024
249118  6354.396    2844.718    18.945  0.004   1.405   0.007
249736  6390.238    2897.795    18.945  0.005   1.539   0.008
141881  7697.417    903.389 18.945  0.009   1.462   0.011
145484  7881.53 966.375 18.945  0.009   1.517   0.011
125607  6917.814    759.741 18.946  0.008   1.347   0.01
127443  7001.388    1832.679    18.946  0.011   1.128   0.04
128814  7062.908    1635.825    18.946  0.01    1.3 0.028
129914  7111.647    2003.211    18.946  0.018   0.909   0.021
132897  7247.647    1148.729    18.946  0.004   1.421   0.007
133282  7265.452    2047.968    18.946  0.004   2.075   0.01
133334  7267.992    944.174 18.946  0.007   1.458   0.015
270614  7572.52 2284.253    18.946  0.004   1.439   0.021
272000  7656.394    2428.84 18.946  0.007   -0.307  0.008
250158  6413.821    2828.063    18.947  0.016   -0.195  0.016
126888  6978.558    1218.209    18.947  0.004   1.375   0.007
272124  7663.688    2092.904    18.947  0.005   1.317   0.007
142787  7743.384    1561.689    18.947  0.004   1.461   0.006
98871   5617.588    1740.042    18.948  0.008   1.16    0.01
241254  5848.202    2604.183    18.948  0.026   1.404   0.035
258934  6916.377    2186.357    18.948  0.004   1.3 0.006
277832  7995.775    3146.454    18.948  0.005   1.391   0.007
241467  5861.094    2707.991    18.949  0.007   1.29    0.009
112108  6274.479    962.58  18.949  0.006   -0.377  0.008
117831  6568.441    1408.049    18.949  0.036   1.304   0.037
127573  7007.591    1752.373    18.949  0.007   1.245   0.035
134086  7305.579    657.149 18.949  0.006   1.493   0.008
145997  7907.126    1952.516    18.949  0.004   -0.319  0.005
237810  5650.023    2604.164    18.95   0.025   1.496   0.027
114774  6419.635    1804.626    18.95   0.008   1.403   0.013
257111  6814.135    2127.971    18.95   0.013   1.139   0.018
127757  7015.737    1892.504    18.95   0.011   1.533   0.048
128683  7056.359    1779.641    18.95   0.01    1.509   0.02
132574  7232.315    631.388 18.95   0.008   1.462   0.011
132998  7252.31 782.301 18.95   0.011   1.197   0.017
134375  7320.368    1838.575    18.95   0.005   1.506   0.008
271705  7639.39 2844.216    18.95   0.012   -0.238  0.012
150079  8126.318    1001.128    18.95   0.01    1.353   0.03
252217  6535.05 2602.129    18.951  0.01    -0.063  0.01
123135  6814.036    1917.149    18.951  0.018   -0.13   0.045
106643  6002.362    1278.007    18.952  0.007   -0.433  0.009
254515  6670.036    2584.743    18.952  0.006   -0.218  0.007
134248  7313.875    1540.416    18.952  0.004   1.409   0.007
134741  7337.991    940.503 18.952  0.006   0.951   0.007
140295  7617.436    1409.269    18.952  0.007   0.818   0.04
271430  7621.48 2978.949    18.952  0.005   1.37    0.011
145009  7857.876    667.678 18.952  0.011   1.449   0.013
251057  6468.757    2321.9  18.953  0.016   1.394   0.018
252123  6529.784    2794.758    18.953  0.01    -0.299  0.01
119435  6648.765    1080.803    18.953  0.004   1.536   0.008
121550  6744.46 1904.399    18.953  0.025   1.723   0.087
121700  6750.848    1863.328    18.953  0.032   1.462   0.033
257889  6861.753    2229.307    18.953  0.004   1.536   0.008
125139  6897.218    2039.951    18.953  0.065   1.214   0.087
111257  6232.125    1455.399    18.954  0.017   1.336   0.018
113674  6365.628    629.588 18.954  0.005   1.536   0.01
250571  6440.466    2932.901    18.954  0.008   -0.241  0.01
119556  6655.467    837.462 18.954  0.038   1.507   0.039
262507  7113.866    2302.299    18.954  0.004   1.557   0.008
264879  7244.682    2690.974    18.954  0.005   -0.287  0.005
266249  7321.151    2756.551    18.954  0.004   -0.273  0.005
139282  7566.033    1983.681    18.954  0.004   1.837   0.027
276282  7901.435    2762.925    18.954  0.004   1.349   0.006
97874   5567.09 835.285 18.955  0.005   1.628   0.009
104143  5876.993    941.852 18.955  0.007   1.473   0.011
245352  6126.584    2204.922    18.955  0.031   1.23    0.032
255245  6710.479    2270.333    18.955  0.009   -0.267  0.009
257015  6809.036    2631.263    18.955  0.006   1.568   0.01
123857  6844.069    739.906 18.955  0.011   -0.341  0.019
125029  6892.764    1826.749    18.955  0.055   1.611   0.061
128380  7044.476    1808.307    18.955  0.007   1.411   0.04
129995  7115.062    1910.976    18.955  0.006   1.531   0.018
268561  7453.395    3068.52 18.955  0.019   2.512   0.105
150957  8171.529    1789.419    18.955  0.006   1.435   0.01
243353  5977.594    2573.892    18.956  0.007   1.476   0.01
111220  6230.728    950.459 18.956  0.007   1.318   0.01
253455  6603.953    2109.072    18.956  0.006   1.382   0.009
119288  6641.254    1408.234    18.956  0.005   1.63    0.02
119487  6651.713    1333.662    18.956  0.007   1.548   0.009
254445  6666.351    2975.794    18.956  0.005   1.457   0.009
123774  6840.496    1944.017    18.956  0.01    1.397   0.016
125171  6898.463    1771.007    18.956  0.007   1.676   0.017
127217  6992.109    776.705 18.956  0.006   1.532   0.009
262035  7086.945    2851.35 18.956  0.007   1.429   0.012
265124  7258.065    2987.837    18.956  0.004   1.403   0.007
270637  7573.359    2579.488    18.956  0.009   0.367   0.012
270667  7574.796    2721.238    18.956  0.005   -0.253  0.006
149797  8111.507    1899.969    18.956  0.006   1.524   0.008
97866   5566.655    945.255 18.957  0.007   1.548   0.011
105543  5945.234    1922.701    18.957  0.01    1.613   0.015
246976  6224.471    2804.491    18.957  0.021   1.306   0.022
112073  6272.611    1598.062    18.957  0.009   1.285   0.013
122108  6768.877    1157.259    18.957  0.004   1.557   0.012
260408  6997.073    2116.435    18.957  0.013   1.072   0.023
130485  7135.932    1947.511    18.957  0.007   1.47    0.017
264023  7196.137    2415.15 18.957  0.025   1.51    0.026
132153  7211.551    731.604 18.957  0.006   1.753   0.028
134384  7320.857    788.831 18.957  0.01    -0.187  0.01
120639  6704.394    1803.33 18.958  0.004   1.377   0.008
122966  6806.221    1727.359    18.958  0.007   1.45    0.011
131321  7171.044    2042.231    18.958  0.017   1.394   0.032
135024  7351.781    1622.13 18.958  0.004   -0.267  0.005
140291  7617.361    1148.096    18.958  0.008   1.334   0.01
141963  7701.472    1591.308    18.958  0.007   1.617   0.012
144748  7844.13 1293.698    18.958  0.009   1.088   0.013
113739  6368.53 1710.672    18.959  0.004   1.556   0.026
115092  6434.75 1154.236    18.959  0.006   -0.243  0.007
264290  7211.579    2760.26 18.959  0.006   0.964   0.008
144645  7838.377    610.608 18.959  0.01    1.83    0.016
276608  7920.73 2081.217    18.959  0.004   1.305   0.067
125404  6908.905    1887.488    18.96   0.025   -0.603  0.072
264136  7202.508    3020.134    18.96   0.004   1.866   0.008
271427  7621.359    2154.028    18.96   0.008   -0.13   0.009
141179  7662.988    591.912 18.96   0.009   -0.262  0.016
113473  6355.525    1212.032    18.961  0.004   1.59    0.01
255213  6708.433    2840.449    18.961  0.007   1.385   0.012
126551  6962.854    995.939 18.961  0.012   1.348   0.017
260092  6980.523    2086.412    18.961  0.008   1.332   0.021
134538  7328.767    1706.504    18.961  0.006   1.517   0.013
136088  7405.485    1312.43 18.961  0.007   0.921   0.066
139869  7596.056    604.666 18.961  0.009   -0.199  0.01
276631  7922.387    2511.468    18.961  0.004   1.443   0.008
103539  5847.355    961.404 18.962  0.019   1.547   0.027
104704  5903.824    969.707 18.962  0.006   1.214   0.03
251289  6481.005    2527.053    18.962  0.005   0.898   0.007
121394  6737.897    1844.462    18.962  0.006   1.602   0.015
126460  6958.708    2054.072    18.962  0.013   1.142   0.021
260407  6997.034    2127.462    18.962  0.017   1.063   0.034
127773  7016.325    1281.689    18.962  0.006   1.597   0.014
262766  7127.966    2164.246    18.962  0.006   1.57    0.021
140427  7623.592    1446.138    18.962  0.005   1.298   0.007
141106  7659.661    1568.41 18.962  0.005   1.625   0.009
103461  5843.362    887.533 18.963  0.009   1.224   0.013
243550  5989.932    2336.955    18.963  0.008   1.329   0.011
253011  6578.334    2270.913    18.963  0.006   1.539   0.065
128705  7057.41 987.799 18.963  0.005   0.982   0.008
133116  7258.1  2027.405    18.963  0.004   1.543   0.02
136423  7422.09 649.262 18.963  0.007   1.395   0.009
138237  7514.799    1027.261    18.963  0.006   1.581   0.015
140897  7649.203    726.604 18.963  0.008   1.521   0.011
141633  7684.77 1450.644    18.963  0.005   1.509   0.02
142210  7713.31 1337.134    18.963  0.007   1.45    0.009
146467  7931.787    1669.276    18.963  0.005   1.384   0.017
149123  8070.572    1095.396    18.963  0.007   1.385   0.01
280025  8122.413    3117.383    18.963  0.008   1.246   0.016
101439  5741.311    2018.094    18.964  0.016   1.212   0.017
243382  5979.405    2374.34 18.964  0.017   1.391   0.023
119998  6675.454    1675.496    18.964  0.006   1.511   0.017
258770  6908.31 2881.595    18.964  0.004   1.641   0.009
129272  7083.654    1938.441    18.964  0.017   2.25    0.078
129902  7111.009    1901.408    18.964  0.004   1.164   0.009
131728  7190.63 889.918 18.964  0.006   1.119   0.008
270099  7543.142    2149.129    18.964  0.008   -0.133  0.009
273011  7715.627    2265.31 18.964  0.004   -0.165  0.005
277284  7962.483    2218.176    18.964  0.004   1.415   0.007
148030  8014.042    733.233 18.964  0.011   1.814   0.026
103414  5841.201    1156.846    18.965  0.007   1.403   0.009
118464  6600.073    648.773 18.965  0.008   1.591   0.031
123074  6811.242    2010.397    18.965  0.014   1.514   0.016
133089  7256.622    1806.683    18.965  0.005   -0.032  0.007
268402  7444.234    2586.81 18.965  0.004   1.614   0.007
271623  7634.013    2858.32 18.965  0.004   -0.214  0.005
142432  7724.716    698.186 18.965  0.008   1.428   0.013
242753  5940.939    2874.931    18.966  0.007   1.384   0.011
108107  6081.294    731.761 18.966  0.006   1.32    0.009
257406  6835.853    2119.393    18.966  0.005   1.541   0.009
269455  7505.683    2689.445    18.966  0.005   1.506   0.061
144882  7851.952    2066.792    18.966  0.004   1.36    0.006
244970  6101.719    2783.134    18.967  0.012   1.27    0.014
251143  6472.762    2482.064    18.967  0.006   1.405   0.009
276124  7892.707    2743.397    18.967  0.004   1.467   0.009
279295  8077.296    2586.349    18.967  0.005   1.109   0.007
100346  5688.933    658.862 18.968  0.023   0.89    0.036
242109  5901.006    2660.528    18.968  0.011   1.248   0.014
114483  6405.808    592.68  18.968  0.005   1.506   0.013
256722  6793.838    2396.511    18.968  0.004   1.339   0.008
258025  6868.979    2289.393    18.968  0.014   1.449   0.015
259408  6942.902    2227.646    18.968  0.005   1.464   0.008
146291  7922.765    1266.385    18.968  0.027   -0.223  0.028
278192  8014.37 2500.152    18.968  0.006   1.356   0.01
127613  7009.624    1245.619    18.969  0.004   1.51    0.007
114929  6426.726    1782.873    18.97   0.007   -0.336  0.008
258326  6884.651    2290.521    18.97   0.011   1.529   0.022
260809  7019.252    2302.864    18.97   0.011   1.423   0.023
131266  7168.604    2011.745    18.97   0.005   1.54    0.011
265000  7251.004    2434.743    18.97   0.01    -0.192  0.011
147320  7977.104    1689.975    18.97   0.006   1.546   0.025
149949  8119.026    617.315 18.97   0.011   1.737   0.038
103040  5822.131    1956.391    18.971  0.017   1.328   0.018
104122  5875.688    1881.848    18.971  0.009   2.974   0.024
244739  6087.824    3165.495    18.971  0.006   1.326   0.01
112508  6302.152    1825.226    18.971  0.004   1.365   0.007
119080  6631.325    1271.096    18.971  0.01    1.473   0.012
123104  6812.48 2044.067    18.971  0.013   0.97    0.015
257291  6827.641    3132.331    18.971  0.009   1.479   0.015
114237  6394.761    973.33  18.972  0.011   1.349   0.013
261769  7071.152    2638.359    18.972  0.007   1.382   0.009
148477  8037.995    1237.601    18.972  0.01    -0.235  0.011
114165  6391.171    2054.896    18.973  0.005   1.388   0.009
