#ID	x	y	T1	e_T1	CT1	e_CT1
239675	5754.154	2295.221	23.52	0.091	0.586	0.16
101700	5754.195	1551.316	21.71	0.021	0.36	0.044
101701	5754.287	538.388	21.84	0.047	0.507	0.054
101702	5754.435	524.866	21.102	0.016	0.925	0.033
239677	5754.439	2304.863	23.267	0.149	0.777	0.188
101703	5754.444	1725.558	19.277	0.02	1.577	0.022
101704	5754.468	564.377	21.807	0.034	0.22	0.05
101705	5754.482	1427.569	20.973	0.023	0.448	0.03
239681	5754.488	2245.052	22.722	0.043	0.708	0.08
101708	5754.572	1535.744	21.445	0.023	0.478	0.033
101709	5754.632	720.562	21.81	0.031	0.889	0.045
101710	5754.64	2022.891	22.426	0.073	0.374	0.09
239683	5754.705	2961.03	21.266	0.015	0.445	0.036
239685	5754.826	2769.787	21.146	0.013	1.188	0.041
101712	5754.86	1209.35	21.47	0.026	0.778	0.04
101713	5754.892	1584.854	21.519	0.019	0.318	0.036
101715	5754.927	1216.302	21.424	0.03	0.377	0.037
101716	5754.955	972.001	22.326	0.073	0.509	0.092
101717	5754.973	1910.262	22.033	0.029	0.678	0.051
239688	5755.031	2153.38	20.16	0.035	-0.189	0.036
101718	5755.057	1304.26	22.245	0.047	0.511	0.073
101720	5755.106	1505.997	22.27	0.049	0.708	0.067
239689	5755.124	2459.824	22.471	0.036	0.928	0.204
239691	5755.169	2367.496	22.126	0.079	0.641	0.092
101722	5755.199	1968.061	23.059	0.072	0.722	0.114
239692	5755.23	2492.228	21.832	0.025	0.237	0.046
101723	5755.235	646.028	21.809	0.045	0.439	0.051
101724	5755.276	1948.083	21.623	0.189	1.449	0.261
101725	5755.382	577.998	20.798	0.011	0.01	0.015
239694	5755.409	2891.364	20.765	0.012	0.929	0.025
101726	5755.442	1325.357	22.767	0.07	0.418	0.094
239695	5755.52	2112.874	22.301	0.044	0.292	0.181
239696	5755.531	3005.519	23.256	0.07	0.7	0.132
239697	5755.621	2833.397	21.836	0.027	0.466	0.043
101727	5755.666	1692.928	21.768	0.068	1.505	0.123
239698	5755.669	2853.359	21.089	0.057	0.277	0.071
101728	5755.693	1986.365	21.272	0.03	0.241	0.034
101729	5755.715	1451.328	22.863	0.064	0.929	0.126
101730	5755.731	697.945	21.757	0.025	0.703	0.037
101731	5755.794	821.478	22.468	0.068	0.521	0.084
239699	5755.832	2207.245	21.922	0.032	0.809	0.046
239701	5755.872	2144.957	21.695	0.024	0.581	0.037
239702	5755.887	2110.115	22.415	0.156	0.63	0.167
101732	5755.919	1374.826	20.538	0.012	0.216	0.015
239704	5755.941	2859.934	22.509	0.043	0.506	0.091
239705	5755.955	2376.784	22.739	0.056	0.664	0.079
239706	5755.963	2535.115	22.246	0.034	0.503	0.119
101733	5756.011	1979.609	19.142	0.017	1.434	0.019
101734	5756.02	1329.803	22.285	0.051	0.406	0.067
101736	5756.061	1842.295	22.013	0.034	0.377	0.044
101737	5756.129	1357.744	21.69	0.088	0.113	0.091
239710	5756.184	2875.594	18.151	0.005	1.133	0.012
101738	5756.333	779.735	19.328	0.006	-0.261	0.007
239711	5756.377	2879.114	20.716	0.024	0.023	0.048
101740	5756.38	1077.97	23.97	0.187	0.528	0.262
101741	5756.452	1937.241	21.615	0.026	0.598	0.045
101742	5756.47	909.45	21.619	0.03	0.489	0.036
239713	5756.496	2543.709	23.066	0.072	0.83	0.131
101743	5756.51	1573.742	22.423	0.059	0.967	0.116
101744	5756.548	797.861	22.825	0.062	0.256	0.09
239716	5756.639	2085.955	20.988	0.014	0.043	0.018
101745	5756.677	1184.751	21.911	0.038	0.642	0.058
101747	5756.825	740.258	22.627	0.053	0.623	0.101
239717	5756.874	2719.481	20.583	0.022	-0.131	0.052
101748	5757.023	1349.072	21.998	0.12	0.656	0.126
239720	5757.074	3043.612	23.143	0.067	0.463	0.097
101749	5757.091	2029.762	21.811	0.027	0.675	0.038
239722	5757.161	2339.594	20.109	0.009	-0.161	0.011
101750	5757.164	1808.759	22.394	0.034	0.662	0.055
101752	5757.199	1096.385	20.251	0.023	-0.094	0.066
101753	5757.206	1263.906	21.027	0.018	0.394	0.038
239724	5757.222	2566.365	22.032	0.069	0.261	0.117
101754	5757.226	1410.912	21.781	0.039	0.593	0.059
101755	5757.255	1227.971	22.253	0.04	0.645	0.057
101756	5757.267	1557.961	22.143	0.192	0.189	0.193
239725	5757.296	3147.344	20.621	0.01	1.249	0.021
239727	5757.314	3117.15	19.844	0.007	-0.201	0.009
101758	5757.315	1403.953	21.79	0.023	0.623	0.035
239728	5757.333	2820.547	23.36	0.098	0.806	0.153
101759	5757.344	744.99	21.478	0.02	0.497	0.033
239729	5757.345	2732.42	21.74	0.028	0.625	0.041
101760	5757.352	1945.783	18.422	0.009	1.171	0.012
101761	5757.435	1022.264	21.854	0.028	0.277	0.036
239730	5757.445	2581.241	22.486	0.057	0.747	0.108
101762	5757.454	899.4	22.398	0.068	0.062	0.085
239731	5757.465	2559.091	22.385	0.054	0.711	0.074
239732	5757.492	2715.624	22.126	0.05	1.06	0.089
101763	5757.547	839.614	20.62	0.029	0.396	0.031
101764	5757.555	1443.835	21.554	0.036	1.01	0.066
239733	5757.618	2126.326	21.933	0.032	0.269	0.041
239734	5757.643	2585.011	23.295	0.112	0.719	0.226
101765	5757.647	1599.61	22.555	0.061	0.897	0.181
239736	5757.785	2971.596	22.202	0.048	0.409	0.086
101766	5757.799	626.5	21.533	0.038	0.297	0.054
239738	5757.876	2079.493	22.459	0.048	0.487	0.068
101767	5757.936	711.83	21.373	0.065	0.36	0.068
101768	5757.956	991.958	22.042	0.076	0.336	0.088
239739	5757.992	2368.54	21.728	0.056	0.078	0.09
101769	5758.018	2061.437	21.506	0.019	0.49	0.027
239740	5758.04	2765.298	22.256	0.035	0.805	0.061
101770	5758.044	1835.638	20.957	0.074	-0.206	0.075
101772	5758.079	751.841	21.568	0.031	-0.445	0.09
101773	5758.084	807.864	22.943	0.139	0.46	0.157
101775	5758.292	790.251	22.706	0.053	0.566	0.085
239742	5758.392	2622.632	21.855	0.031	0.242	0.044
239743	5758.417	2107.12	22.094	0.053	0.463	0.091
101776	5758.461	563.215	21.734	0.027	0.64	0.049
239744	5758.504	3134.645	21.485	0.021	0.583	0.029
101778	5758.515	581.582	21.406	0.03	0.409	0.047
239746	5758.546	2842.395	22.242	0.061	0.168	0.071
101779	5758.641	690.783	22.126	0.035	0.494	0.047
101781	5758.713	1942.17	19.132	0.012	1.487	0.024
101782	5758.729	1893.575	18.227	0.008	1.805	0.011
101783	5758.755	1764.824	21.755	0.022	0.369	0.029
239747	5758.761	2238.632	22.486	0.044	0.676	0.064
101784	5758.801	2043.026	22.912	0.068	0.466	0.167
101785	5758.889	1734.457	22.826	0.062	0.749	0.092
239749	5758.912	3037.241	23.113	0.084	0.563	0.109
101786	5758.933	871.425	17.288	0.008	1.946	0.009
239750	5758.939	3085.395	19.768	0.008	-0.183	0.009
101787	5758.996	1694.443	19.751	0.018	1.518	0.023
239751	5759.004	2650.177	20.625	0.01	-0.002	0.012
101788	5759.167	1648.159	21.495	0.029	0.29	0.035
101789	5759.208	1213.3	21.98	0.045	0.574	0.063
101790	5759.213	1098.004	22.314	0.136	1.847	0.275
101793	5759.413	501.463	22.193	0.037	0.67	0.057
101796	5759.516	528.904	21.871	0.131	0.155	0.138
101797	5759.569	1622.964	21.868	0.03	-0.23	0.045
101798	5759.645	656.306	22.214	0.039	0.811	0.213
101799	5759.689	1474.098	18.308	0.007	1.719	0.009
101800	5759.726	1921.689	22.448	0.039	0.697	0.065
101802	5759.788	609.734	22.116	0.031	0.458	0.049
101803	5759.8	2039.077	21.974	0.035	0.36	0.05
101804	5759.805	924.552	22.45	0.058	0.555	0.105
101805	5759.839	524.447	22.129	0.054	-0.086	0.068
239756	5759.875	2297.128	23.02	0.065	0.779	0.105
101807	5759.892	600.555	22.6	0.063	0.637	0.086
101808	5759.895	1223.547	21.782	0.027	0.636	0.059
101809	5759.923	1775.476	22.862	0.068	0.601	0.093
101810	5759.931	831.118	17.246	0.008	2.289	0.01
101811	5759.937	1543.891	22.291	0.046	0.494	0.067
239757	5759.973	3124.245	22.586	0.055	0.182	0.074
239758	5759.98	2347.065	21.102	0.015	0.505	0.026
239759	5759.987	2548.896	20.37	0.022	1.227	0.028
101812	5760.04	1875.724	21.814	0.07	0.558	0.156
101813	5760.067	1029.533	22.878	0.087	0.371	0.107
239760	5760.105	2266.252	19.11	0.008	1.292	0.017
101815	5760.187	1362.261	17.907	0.009	1.78	0.01
101816	5760.207	1975	22.169	0.06	0.539	0.069
101818	5760.236	1911.654	21.542	0.024	0.791	0.035
239761	5760.302	3093.82	22.707	0.059	0.506	0.081
101821	5760.336	1501.301	22.32	0.071	1.044	0.142
101822	5760.337	1691.472	21.184	0.069	0.382	0.089
101823	5760.339	1572.778	21.154	0.019	0.311	0.026
239763	5760.379	3078.52	21.797	0.034	0.448	0.059
239766	5760.537	2795.308	21.708	0.035	0.543	0.064
101827	5760.648	671.776	23.512	0.088	0.74	0.185
101828	5760.693	1132.453	21.552	0.025	0.334	0.032
101830	5760.71	1674.236	20.478	0.015	-0.205	0.017
101832	5760.812	1265.295	20.449	0.014	0.397	0.024
101834	5760.829	1175.542	22.755	0.072	0.823	0.097
239770	5760.836	2912.943	20.591	0.023	-0.036	0.057
101835	5760.89	920.628	20.487	0.036	-0.294	0.037
239772	5760.928	2968.583	22.394	0.155	0.367	0.167
101836	5760.953	1290.682	18.979	0.085	1.317	0.085
239773	5760.955	2431.258	15.784	0.032	0.55	0.034
101837	5760.966	996.148	21.617	0.032	0.595	0.041
239776	5761.038	3054.346	22.612	0.044	0.712	0.08
239777	5761.096	3010.714	22.691	0.056	0.227	0.075
101838	5761.169	1860.096	21.416	0.075	0.309	0.076
101839	5761.277	971.164	21.949	0.035	0.588	0.045
239778	5761.284	2701.864	22.623	0.049	0.563	0.069
101841	5761.291	1436.789	21.717	0.029	0.389	0.036
101840	5761.291	1600.486	23.106	0.079	0.67	0.265
101842	5761.296	1725.682	22.227	0.122	0.3	0.146
101843	5761.305	754.845	20.107	0.026	-0.309	0.036
239779	5761.348	2944.546	21.215	0.089	1.143	0.094
239780	5761.378	2973.673	22.132	0.04	0.473	0.059
101844	5761.556	1539.096	20.167	0.012	0.819	0.018
101847	5761.636	1059.967	21.498	0.03	0.606	0.043
239783	5761.636	2203.073	22.063	0.067	0.456	0.073
101850	5761.662	892.972	20.096	0.013	-0.112	0.015
101851	5761.662	1722.865	22.316	0.039	0.204	0.095
101853	5761.745	2045.595	22.361	0.094	0.708	0.137
239785	5761.757	3082.299	22.016	0.052	0.995	0.092
101854	5761.758	1819.43	21.684	0.024	0.87	0.037
101855	5761.791	1752.543	19.228	0.022	1.442	0.025
101857	5761.851	1335.944	22.363	0.042	0.562	0.061
101858	5761.89	1461.077	20.586	0.113	0.955	0.114
101859	5761.93	1685.212	20.811	0.043	-0.319	0.044
239786	5761.933	2161.252	22.461	0.084	0.235	0.128
239787	5761.97	2846.418	22.836	0.062	0.168	0.086
239789	5762.025	3189.001	21.146	0.019	0.664	0.028
239793	5762.154	2087.979	21.403	0.034	0.425	0.04
101863	5762.228	1301.444	22.366	0.035	0.368	0.162
101864	5762.261	1408.734	22.463	0.193	0.413	0.198
101866	5762.366	1661.299	22.892	0.094	0.569	0.118
101867	5762.381	1342.428	22.205	0.034	0.524	0.058
101868	5762.412	1986.657	21.954	0.031	0.556	0.074
101869	5762.449	1259.01	21.715	0.03	1.018	0.048
101870	5762.452	577.173	21.744	0.025	0.463	0.037
101871	5762.457	1710.217	21.005	0.022	0.14	0.035
101872	5762.495	547.662	19.937	0.007	1.502	0.014
101874	5762.56	1654.844	21.886	0.054	0.217	0.063
239797	5762.645	3047.163	23.377	0.086	0.215	0.13
101875	5762.69	521.011	22.392	0.08	0.949	0.101
239798	5762.701	2831.602	20.75	0.095	-0.063	0.106
239799	5762.706	2285.325	22.752	0.057	0.632	0.081
239800	5762.715	2852.594	22.099	0.076	0.261	0.081
101876	5762.723	1347.097	21.463	0.019	0.486	0.03
239801	5762.725	2133.48	21.598	0.027	0.271	0.031
101877	5762.729	566.061	21.082	0.018	0.694	0.037
239803	5762.736	2959.748	22.062	0.025	0.547	0.036
101879	5762.803	2023.564	21.602	0.024	0.287	0.03
239804	5762.822	2093.284	21.24	0.029	0.59	0.035
239805	5762.828	2485.568	23.325	0.08	1.167	0.186
239806	5762.836	2751.308	22.659	0.075	0.45	0.095
101881	5762.879	1884.778	23.167	0.077	0.738	0.122
101882	5762.917	1589.292	22.125	0.063	0.55	0.095
239807	5762.954	2158.31	22.376	0.047	0.957	0.184
101883	5762.963	585.97	21.809	0.06	0.344	0.102
101884	5763	1875.317	21.545	0.027	0.732	0.134
101885	5763.024	1834.519	19.751	0.011	-0.243	0.013
239808	5763.026	2593.832	22.697	0.052	0.596	0.073
101886	5763.04	1005.353	22.253	0.04	0.502	0.051
101887	5763.102	1498.167	22.451	0.046	0.911	0.128
101888	5763.139	1388.421	22.04	0.031	0.449	0.042
101889	5763.15	1780.813	23.287	0.087	0.888	0.168
239809	5763.159	2788.174	22.43	0.038	0.695	0.059
239814	5763.308	2315	23.035	0.066	0.956	0.114
101892	5763.397	1276.52	21.244	0.036	0.359	0.042
101893	5763.534	1044.033	21.26	0.019	0.496	0.026
101894	5763.589	1941.198	21.067	0.029	0.479	0.038
239819	5763.676	2744.645	21.235	0.024	0.006	0.028
101896	5763.727	1551.084	23.034	0.069	1.51	0.208
239820	5763.808	2271.143	23.123	0.097	0.596	0.13
239821	5763.829	2617.986	19.326	0.161	0.071	0.162
101898	5763.853	534.479	19.213	0.007	1.339	0.009
101899	5763.854	1645.134	22.445	0.05	0.625	0.075
239822	5763.926	3146.456	23.481	0.152	0.41	0.183
101900	5764.062	1281.949	19.541	0.014	-0.28	0.015
239824	5764.099	2641.992	19.66	0.016	-0.201	0.017
239825	5764.161	2996.61	20.694	0.012	-0.131	0.016
239827	5764.227	2638.256	22.391	0.21	0.476	0.256
101902	5764.247	680.287	21.088	0.015	1.273	0.027
239828	5764.264	2461.406	21.677	0.023	0.535	0.032
239829	5764.317	2614.732	20.241	0.018	0.008	0.035
101905	5764.41	1052.909	18.288	0.007	1.696	0.009
101906	5764.428	877.169	20.691	0.03	0.054	0.032
239830	5764.439	2858.459	21.221	0.016	0.276	0.026
239831	5764.463	3142.665	21.747	0.023	0.516	0.061
101908	5764.606	1121.186	20.707	0.054	0.031	0.054
101909	5764.609	777.514	20.957	0.019	0.273	0.023
239833	5764.622	2165.265	22.739	0.055	0.886	0.109
101910	5764.623	1720.227	22.307	0.193	1.101	0.222
239834	5764.668	2834.834	20.758	0.039	0.152	0.042
101911	5764.708	1990.142	21.214	0.021	0.409	0.036
101912	5764.767	596.74	21.644	0.113	0.594	0.2
101913	5764.797	1510.25	21.898	0.028	0.836	0.044
101914	5764.839	1486.513	22.318	0.041	0.523	0.068
101915	5764.874	1756.798	20.321	0.012	0.065	0.016
101916	5764.931	847.96	22.091	0.462	0.829	0.467
101917	5764.978	826.155	21.627	0.047	0.568	0.056
101918	5765.048	1329.274	21.829	0.05	0.619	0.056
101919	5765.069	1945.775	19.026	0.008	1.571	0.012
101920	5765.085	1273.345	22.484	0.099	0.184	0.216
101921	5765.106	1656.013	22.076	0.039	0.39	0.161
101922	5765.209	1031.793	22.368	0.042	0.432	0.057
101923	5765.218	1730.192	21.461	0.016	0.898	0.028
101924	5765.227	972.359	22.695	0.07	0.612	0.13
101925	5765.291	706.376	23.284	0.1	0.746	0.164
101926	5765.313	1923.623	22.314	0.035	0.815	0.058
101927	5765.366	745.928	21.972	0.031	0.317	0.042
239841	5765.39	3044.001	22.746	0.05	0.903	0.114
239844	5765.432	2474.438	22.933	0.074	0.979	0.134
101929	5765.447	1128.259	21.638	0.026	0.492	0.033
101930	5765.455	2073.399	20.054	0.013	1.183	0.027
239845	5765.488	2920.934	21.93	0.03	0.79	0.049
101932	5765.541	1673.783	22.803	0.063	0.831	0.122
239846	5765.549	2769.374	21.773	0.028	0.658	0.038
101933	5765.557	837.287	19.872	0.01	-0.233	0.011
239847	5765.675	3072.984	22.484	0.041	0.75	0.076
101934	5765.692	1434.347	22.993	0.128	0.296	0.144
101935	5765.706	2069.72	22.2	0.053	0.786	0.081
101936	5765.812	1077.076	21.489	0.02	0.267	0.028
101937	5765.816	1625.491	23.031	0.313	-0.029	0.319
239851	5765.823	2208.509	23.182	0.081	1.234	0.167
101938	5765.83	986.481	20.432	0.051	0.22	0.086
239852	5765.842	2690.071	21.197	0.016	0.819	0.026
239854	5765.858	2491.393	20.571	0.011	-0.241	0.013
101940	5765.908	1784.99	22.592	0.051	0.712	0.092
239855	5765.955	2249.085	22.679	0.053	0.716	0.079
101941	5765.973	843.786	21.357	0.02	0.363	0.027
239856	5765.996	2228.374	18.595	0.023	1.058	0.025
101943	5766.031	1863.634	22.222	0.036	0.79	0.055
239857	5766.031	2582.858	22.453	0.036	0.717	0.065
101944	5766.047	1843.148	20.526	0.017	1.182	0.023
101945	5766.056	1811.226	20.632	0.012	0.346	0.018
101946	5766.082	2059.524	23.096	0.074	0.516	0.108
101947	5766.102	1740.51	21.804	0.03	0.741	0.038
101948	5766.103	1165.403	22.13	0.034	0.793	0.059
101949	5766.148	764.959	22.023	0.041	0.626	0.055
101950	5766.152	1015.306	21.985	0.034	0.342	0.042
239859	5766.225	2713.508	19.962	0.009	0.863	0.012
101951	5766.279	2013.181	19.479	0.01	-0.231	0.012
101952	5766.287	1773.494	21.882	0.025	0.681	0.038
101953	5766.326	579.654	22.292	0.086	0.615	0.116
101954	5766.364	1702.256	15.786	0.017	1.325	0.018
101955	5766.379	597.569	21.931	0.149	0.683	0.165
101957	5766.43	1554.631	22.006	0.102	0.356	0.105
239862	5766.456	2941.72	21.601	0.077	0.197	0.079
239863	5766.493	2194.761	21.831	0.028	0.51	0.051
101959	5766.71	919.317	21.946	0.035	0.474	0.048
101960	5766.751	1240.868	21.688	0.024	0.459	0.042
101961	5766.771	1428.611	20.676	0.016	0.083	0.018
101965	5766.917	1216.166	21.407	0.023	0.882	0.039
239864	5766.924	2219.627	21.923	0.065	0.689	0.098
101966	5766.959	1155.634	22.913	0.063	0.612	0.099
101967	5766.976	989.843	18.271	0.006	-0.34	0.007
101970	5767.075	517.858	23.094	0.096	1.768	0.379
101971	5767.084	1149.984	21.488	0.017	0.467	0.023
101972	5767.091	1521.394	22.568	0.041	0.394	0.096
239865	5767.094	2522.384	19.055	0.016	0.866	0.02
101973	5767.184	1517.215	22.438	0.077	0.064	0.092
239867	5767.214	2097.198	23.411	0.083	0.748	0.159
101975	5767.296	1233.165	23.06	0.085	0.953	0.142
239870	5767.332	2542.78	23.077	0.067	0.991	0.131
101976	5767.395	739.623	21.296	0.025	0.383	0.03
101977	5767.432	1288.008	22.18	0.046	0.941	0.096
239871	5767.516	2153.893	22.464	0.066	0.577	0.091
239873	5767.58	3122.988	21.595	0.049	0.028	0.051
101980	5767.629	1069.802	21.12	0.025	0.186	0.034
239875	5767.652	2505.207	22.357	0.047	0.661	0.06
101981	5767.684	511.097	23.319	0.135	0.446	0.181
239877	5767.77	3172.528	22.382	0.044	0.617	0.062
101983	5767.779	1591.292	21.525	0.028	0.473	0.065
101984	5767.785	1587.316	19.328	0.008	1.45	0.013
239878	5767.786	2410.173	22.507	0.04	0.37	0.057
239880	5767.901	2402.998	22.081	0.029	0.77	0.048
101985	5767.911	868.423	20.77	0.019	-0.218	0.025
239881	5767.958	3084.469	22.439	0.105	0.19	0.113
101986	5768.033	882.412	22.498	0.042	0.767	0.088
101987	5768.059	1140.061	18.051	0.007	1.862	0.009
239884	5768.086	2331.121	22.375	0.048	0.636	0.066
101990	5768.13	1178.4	21.601	0.023	0.937	0.038
239886	5768.268	2725.725	20.775	0.011	0.313	0.015
101992	5768.312	791.269	21.726	0.029	0.483	0.038
101993	5768.315	1569.505	23.091	0.245	0.458	0.255
239889	5768.316	2323.246	22.171	0.039	0.732	0.06
239891	5768.386	3165.544	22.926	0.076	0.672	0.101
101994	5768.624	1917	22.801	0.054	0.449	0.087
101995	5768.662	772.03	20.943	0.016	0.231	0.021
239894	5768.733	3141.471	22.189	0.031	0.657	0.055
239895	5768.748	2182.429	23.182	0.086	1.056	0.155
101997	5768.757	1420.527	22.712	0.074	0.749	0.11
101998	5768.759	622.57	23.276	0.082	0.616	0.133
239897	5768.778	2747.016	19.269	0.016	1.236	0.02
101999	5768.8	1747.537	23.155	0.075	0.377	0.101
239898	5768.811	2259.666	22.836	0.057	0.679	0.084
102000	5768.842	1677.45	21.522	0.021	0.123	0.043
102001	5768.89	893.579	21.63	0.052	0.678	0.074
239899	5768.918	2516.401	21.983	0.047	0.259	0.137
102002	5768.919	1448.211	21.194	0.018	-0.127	0.021
102005	5768.972	1130.88	22.091	0.044	0.616	0.105
239900	5768.986	2916.745	20.667	0.011	0.155	0.016
102006	5769.065	1957.616	21.447	0.028	0.137	0.036
239902	5769.09	3180.997	22.919	0.061	0.536	0.157
239903	5769.097	2757.012	21.724	0.025	0.211	0.032
239905	5769.108	2998.541	19.784	0.007	-0.094	0.009
102007	5769.126	1409.99	21.986	0.043	0.529	0.057
239907	5769.143	2191.367	22.327	0.046	1.168	0.139
239908	5769.204	2282.01	22.181	0.034	0.535	0.083
102009	5769.221	1602.492	20.579	0.013	0.463	0.033
102011	5769.306	1361.4	21.696	0.027	0.196	0.032
102012	5769.441	1466.103	21.609	0.023	0.565	0.033
102013	5769.448	1933.558	23.099	0.092	0.787	0.129
239911	5769.455	2526.237	21.658	0.029	0.671	0.06
239912	5769.503	2217.733	22.804	0.081	1.004	0.23
102014	5769.531	969.244	22.376	0.057	0.441	0.125
239914	5769.537	2450.535	19.291	0.063	1.456	0.063
102015	5769.555	671.747	23.213	0.088	0.683	0.137
102017	5769.568	1842.23	22.095	0.055	0.574	0.091
239915	5769.665	2586.27	22.759	0.05	0.335	0.067
102018	5769.667	1100.241	22.198	0.063	0.2	0.069
102019	5769.674	1229.277	22.515	0.12	0.455	0.132
239916	5769.68	3033.757	21.347	0.021	0.255	0.029
102020	5769.719	1807.763	20.75	0.017	-0.073	0.021
239918	5769.757	2815.23	19.016	0.006	1.397	0.008
102021	5769.776	1403.915	22.538	0.042	0.819	0.079
102022	5769.793	876.573	22.553	0.1	0.416	0.114
102023	5769.82	1882.671	22.892	0.065	1.088	0.118
102025	5769.846	945.803	21.959	0.025	0.706	0.048
102026	5769.859	1256.286	19.185	0.006	1.321	0.009
102027	5769.908	1689.072	21.714	0.043	0.428	0.057
239919	5769.954	2634.791	22.217	0.044	0.385	0.056
239920	5769.967	2905.629	21.771	0.03	-0.441	0.048
102028	5770.008	1850.113	22.402	0.043	0.68	0.064
239922	5770.058	3184.838	21.457	0.016	0.401	0.039
239923	5770.065	2480.259	21.395	0.022	0.403	0.03
102029	5770.086	596.895	20.813	0.017	1.131	0.029
102030	5770.097	1050.897	22.015	0.058	0.434	0.068
102031	5770.123	1025.1	22.405	0.041	0.331	0.065
102032	5770.137	1127.535	22.289	0.05	0.725	0.159
102033	5770.198	1722.418	20.328	0.013	0.74	0.016
102034	5770.205	806.29	21.526	0.026	0.633	0.034
102035	5770.239	1243.597	22.317	0.048	0.659	0.087
239924	5770.36	2199.687	21.243	0.02	0.377	0.026
239925	5770.375	2462.518	23.061	0.097	0.35	0.124
102037	5770.381	1135.942	22.088	0.139	1.808	0.272
239926	5770.413	2879.587	21.491	0.02	0.413	0.028
102038	5770.436	1599.406	21.329	0.035	0.498	0.073
102039	5770.436	1896.607	22.299	0.036	0.848	0.06
102040	5770.437	1943.108	21.436	0.028	0.45	0.034
239928	5770.537	2556.502	21.963	0.027	0.618	0.041
239930	5770.666	2370.666	23.166	0.107	0.597	0.144
239931	5770.667	2750.5	22.2	0.046	0.624	0.086
239932	5770.694	2572.115	23.441	0.112	0.251	0.144
239934	5770.785	2642.992	22.193	0.033	0.506	0.054
239935	5770.869	2741.481	18.652	0.006	1.733	0.012
102043	5770.877	1781.017	23.499	0.097	0.891	0.173
102044	5770.877	1855.233	22.832	0.088	0.965	0.12
102046	5770.887	518.404	20.577	0.014	-0.155	0.019
102047	5770.89	1904.136	22.61	0.048	0.879	0.086
239937	5770.934	2610.301	22.038	0.034	0.44	0.056
239938	5770.935	2794.046	22.593	0.076	0.946	0.121
102048	5771.063	1351.808	21.535	0.018	0.215	0.024
102051	5771.234	1581.454	18.435	0.009	1.721	0.011
102052	5771.244	1444.216	21.951	0.076	0.461	0.082
102053	5771.294	612.357	21.731	0.022	0.766	0.04
102055	5771.446	2016.036	21.995	0.037	0.765	0.056
239943	5771.461	2530.189	22.83	0.063	1.331	0.268
102056	5771.483	795.546	22.581	0.057	0.706	0.077
102057	5771.504	1267.718	22.478	0.043	0.708	0.083
102058	5771.506	1028.831	22.825	0.084	0.71	0.128
239946	5771.516	3066.134	22.369	0.043	0.504	0.174
239947	5771.553	2859.502	22.489	0.045	0.741	0.069
102060	5771.63	1385.104	22.329	0.197	0.427	0.208
102061	5771.7	1285.637	22.093	0.037	0.381	0.063
239949	5771.974	2844.769	22.328	0.037	0.436	0.053
102065	5771.977	924.99	21.467	0.032	0.579	0.039
102066	5771.978	1996.7	21.955	0.025	0.471	0.039
102068	5772.06	629.814	22.298	0.033	0.521	0.053
102070	5772.117	1096.229	21.541	0.023	0.41	0.035
239950	5772.145	3096.575	21.589	0.021	0.396	0.03
102071	5772.215	1565.814	21.903	0.047	0.56	0.058
102072	5772.218	555.743	22.222	0.043	0.691	0.059
239951	5772.24	3071.449	22.529	0.051	1.187	0.119
102073	5772.293	1508.645	20.541	0.013	1.448	0.022
102075	5772.33	896.15	20.007	0.009	0.058	0.013
239953	5772.4	3086.368	21.589	0.027	-0.181	0.035
239954	5772.413	2078.897	21.292	0.017	0.276	0.022
239955	5772.413	2809.571	19.657	0.01	0.1	0.011
102076	5772.44	1553.942	22.709	0.206	0.002	0.211
102077	5772.475	1674.183	22.251	0.035	0.51	0.06
102078	5772.518	848.878	18.875	0.008	1.456	0.01
239957	5772.533	2580.597	21.081	0.012	0.106	0.016
102079	5772.565	967.971	21.754	0.058	0.335	0.092
239958	5772.603	3060.842	22.163	0.184	1.426	0.225
239959	5772.652	2960.996	20.636	0.012	0.199	0.018
239960	5772.67	3009.319	20.481	0.016	0.051	0.017
102080	5772.723	1263.371	23.168	0.082	1.049	0.158
239961	5772.736	2142.848	20.224	0.057	-0.555	0.058
102081	5772.784	774.637	21.776	0.031	0.263	0.042
102082	5772.805	1549.101	22.182	0.122	0.008	0.127
239963	5772.945	2282.876	21.578	0.024	0.64	0.058
102084	5772.998	1745.007	23.216	0.07	1.556	0.221
102085	5773.129	1214.507	23.222	0.082	0.769	0.136
102086	5773.168	1477.793	19.402	0.011	-0.227	0.013
239966	5773.189	3125.504	22.253	0.042	0.478	0.067
239967	5773.239	2325.659	23.17	0.126	0.232	0.149
239968	5773.384	2725.074	22.611	0.052	0.522	0.084
102088	5773.401	647.654	23.248	0.102	0.544	0.131
239970	5773.431	2538.181	21.007	0.021	0.121	0.053
102089	5773.476	1229.403	20.067	0.012	1.162	0.023
239971	5773.504	2655.106	21.124	0.046	0.774	0.081
239972	5773.505	2314.353	23.199	0.073	0.912	0.128
102090	5773.509	1882.452	22.784	0.149	0.321	0.168
102091	5773.523	1393.798	18.745	0.008	1.296	0.01
102092	5773.595	1171.282	20.177	0.013	0.065	0.037
102093	5773.691	930.021	21.373	0.025	0.431	0.033
239974	5773.692	3057.764	19.811	0.028	-0.28	0.03
102095	5773.713	1769.338	22.856	0.066	0.722	0.107
239975	5773.75	2295.473	22.832	0.065	0.412	0.088
