#ID	x	y	F555	E_555	F555-F814	e_ff-14	F814	E_814	x_moved	y_moved
37591	3814.46	2911.87	24.361	0.053	0.794	0.078	23.567	0.025	4115.46	3911.87
29205	3814.52	520.32	26.175	0.216	1.138	0.294	25.037	0.078	4115.52	1520.32
1295	3814.55	394.81	23.885	0.02	0.727	0.045	23.158	0.025	4115.55	1394.81
32917	3814.56	1717.35	26.054	0.147	1.28	0.248	24.774	0.101	4115.56	2717.35
20738	3814.57	3132.9	24.401	0.065	0.779	0.091	23.622	0.026	4115.57	4132.9
7295	3814.7	1812.18	22.604	0.012	0.509	0.025	22.095	0.013	4115.7	2812.18
31825	3814.79	1408.58	25.41	0.091	0.945	0.146	24.465	0.055	4115.79	2408.58
15638	3814.99	2623.39	24.164	0.027	0.813	0.048	23.351	0.021	4115.99	3623.39
40555	3814.99	3721.6	25.421	0.08	0.93	0.152	24.491	0.072	4115.99	4721.6
9099	3815.31	2032.9	23.553	0.019	0.655	0.035	22.898	0.016	4116.31	3032.9
2791	3815.55	876.64	23.386	0.019	0.663	0.034	22.723	0.015	4116.55	1876.64
1991	3815.67	625.19	22.89	0.015	0.513	0.029	22.377	0.014	4116.67	1625.19
13891	3815.74	2474.39	22.016	0.012	0.429	0.028	21.587	0.016	4116.74	3474.39
3118	3815.76	971.1	24.004	0.023	0.683	0.056	23.321	0.033	4116.76	1971.1
3224	3815.8	1002.43	19.641	0.009	1.008	0.018	18.633	0.009	4116.8	2002.43
38231	3816.11	3072.09	25.293	0.058	0.965	0.106	24.328	0.048	4117.11	4072.09
3497	3816.12	1073.66	24.564	0.04	0.752	0.073	23.812	0.033	4117.12	2073.66
39588	3816.12	3421.35	25.571	0.089	0.941	0.145	24.63	0.056	4117.12	4421.35
37434	3816.48	2873.12	24.785	0.061	0.791	0.094	23.994	0.033	4117.48	3873.12
3453	3816.73	1062.71	22.494	0.01	0.449	0.023	22.045	0.013	4117.73	2062.71
13697	3816.92	2457.1	24.429	0.045	0.784	0.075	23.645	0.03	4117.92	3457.1
40583	3817.68	3730.57	24.853	0.055	1.015	0.091	23.838	0.036	4118.68	4730.57
5866	3817.73	1591.83	23.486	0.019	0.614	0.035	22.872	0.016	4118.73	2591.83
999	3817.93	291.68	25.183	0.085	0.905	0.132	24.278	0.047	4118.93	1291.68
35057	3818.23	2243.28	25.836	0.129	1.051	0.203	24.785	0.074	4119.23	3243.28
30664	3818.49	1041.67	23.424	0.063	0.725	0.117	22.699	0.054	4119.49	2041.67
25202	3818.49	3993.62	25.002	0.054	0.827	0.095	24.175	0.041	4119.49	4993.62
32296	3818.56	1543.18	25.817	0.129	1.084	0.215	24.733	0.086	4119.56	2543.18
38998	3819.02	3263.88	25.933	0.212	0.991	0.276	24.942	0.064	4120.02	4263.88
14840	3819.2	2555.53	23.585	0.062	0.743	0.146	22.842	0.084	4120.2	3555.53
30114	3819.42	858.69	25.745	0.138	1.21	0.193	24.535	0.055	4120.42	1858.69
23766	3819.46	3644.25	25.647	0.116	0.965	0.176	24.682	0.06	4120.46	4644.25
3993	3820.28	1201.91	23.843	0.022	0.705	0.041	23.138	0.019	4121.28	2201.91
4267	3820.37	1264.53	20.286	0.019	0.063	0.047	20.223	0.028	4121.37	2264.53
1651	3820.59	514.38	23.57	0.023	0.653	0.042	22.917	0.019	4121.59	1514.38
6065	3820.63	1619.87	23.116	0.012	0.591	0.027	22.525	0.015	4121.63	2619.87
10131	3820.94	2138.7	23.134	0.014	0.596	0.029	22.538	0.015	4121.94	3138.7
7576	3821.19	1848.92	22.3	0.01	0.547	0.021	21.753	0.011	4122.19	2848.92
40795	3821.22	3796.88	25.17	0.068	0.913	0.114	24.257	0.046	4122.22	4796.88
8728	3821.36	1987.65	24.349	0.031	0.885	0.05	23.464	0.019	4122.36	2987.65
21865	3821.43	3289.86	22.513	0.01	0.537	0.024	21.976	0.014	4122.43	4289.86
7308	3821.51	1813.46	23.962	0.034	0.779	0.055	23.183	0.021	4122.51	2813.46
751	3821.81	191.72	23.757	0.035	0.78	0.053	22.977	0.018	4122.81	1191.72
30625	3822.81	1024.85	25.651	0.179	0.935	0.246	24.716	0.067	4123.81	2024.85
24861	3822.92	3907.58	24.957	0.054	0.877	0.097	24.08	0.043	4123.92	4907.58
24898	3822.93	3915.68	24.33	0.049	0.8	0.075	23.53	0.026	4123.93	4915.68
3371	3823.21	1042.19	22.845	0.023	0.528	0.045	22.317	0.022	4124.21	2042.19
1217	3823.4	370.38	24.422	0.046	0.727	0.072	23.695	0.026	4124.4	1370.38
25457	3823.53	4079.88	24.67	0.045	0.843	0.072	23.827	0.027	4124.53	5079.88
3579	3823.69	1092.37	24.694	0.063	0.839	0.097	23.855	0.034	4124.69	2092.37
20438	3824.04	3095.42	23.649	0.022	0.651	0.043	22.998	0.021	4125.04	4095.42
25412	3824.08	4064.86	24.565	0.045	0.811	0.073	23.754	0.028	4125.08	5064.86
31232	3824.1	1231.82	25.943	0.176	1.025	0.238	24.918	0.062	4125.1	2231.82
32175	3824.22	1507.51	25.894	0.112	1.224	0.173	24.67	0.061	4125.22	2507.51
22381	3824.36	3376.51	23.823	0.024	0.74	0.045	23.083	0.021	4125.36	4376.51
22889	3824.5	3470.18	23.843	0.025	0.679	0.045	23.164	0.02	4125.5	4470.18
37136	3824.56	2795.09	25.886	0.166	0.838	0.236	25.048	0.07	4125.56	3795.09
198	3824.61	0.9	24.023	0.028	0.75	0.05	23.273	0.022	4125.61	1000.9
2215	3825.04	696.31	24.339	0.045	0.793	0.074	23.546	0.029	4126.04	1696.31
9303	3825.18	2052.97	23.188	0.018	0.631	0.034	22.557	0.016	4126.18	3052.97
304	3825.29	41.06	21.793	0.011	0.274	0.024	21.519	0.013	4126.29	1041.06
37232	3826.27	2818.16	26.709	0.491	1.324	0.636	25.385	0.145	4127.27	3818.16
40154	3826.3	3600.2	26.003	0.131	1.142	0.195	24.861	0.064	4127.3	4600.2
14442	3826.42	2521.84	22.722	0.014	0.559	0.03	22.163	0.016	4127.42	3521.84
31611	3826.57	1344.36	26.089	0.169	1.088	0.255	25.001	0.086	4127.57	2344.36
38708	3826.8	3189.16	25.693	0.104	0.938	0.175	24.755	0.071	4127.8	4189.16
15174	3826.81	2584.63	23.726	0.022	0.673	0.041	23.053	0.019	4127.81	3584.63
1056	3827.1	313.24	23.786	0.023	0.803	0.042	22.983	0.019	4128.1	1313.24
678	3827.46	166.64	23.51	0.018	0.698	0.032	22.812	0.014	4128.46	1166.64
4328	3827.82	1280.28	21.914	0.01	0.459	0.02	21.455	0.01	4128.82	2280.28
1992	3828.03	625.6	24.732	0.041	0.803	0.073	23.929	0.032	4129.03	1625.6
32137	3828.09	1496.11	25.051	0.065	0.934	0.11	24.117	0.045	4129.09	2496.11
25501	3828.18	4108.56	23.357	0.025	0.6	0.04	22.757	0.015	4129.18	5108.56
5579	3828.38	1542.69	21.264	0.01	0.297	0.02	20.967	0.01	4129.38	2542.69
41376	3828.43	3991.88	26.132	0.145	1.089	0.222	25.043	0.077	4129.43	4991.88
4719	3829.09	1365.73	22.424	0.01	0.391	0.023	22.033	0.013	4130.09	2365.73
23654	3829.09	3619.86	22.361	0.01	0.513	0.02	21.848	0.01	4130.09	4619.86
37516	3829.16	2892.35	25.602	0.095	1.04	0.148	24.562	0.053	4130.16	3892.35
1538	3829.5	478.29	24.36	0.03	0.768	0.054	23.592	0.024	4130.5	1478.29
1086	3829.8	324.54	24.042	0.03	0.712	0.051	23.33	0.021	4130.8	1324.54
38399	3829.97	3108.71	24.676	0.049	0.797	0.084	23.879	0.035	4130.97	4108.71
13071	3830.01	2402.9	24.25	0.031	0.699	0.057	23.551	0.026	4131.01	3402.9
28344	3830.02	184.83	26.304	0.259	1.103	0.41	25.201	0.151	4131.02	1184.83
3043	3830.02	952.35	24.519	0.068	0.927	0.137	23.592	0.069	4131.02	1952.35
4440	3830.08	1302.78	24.964	0.055	0.949	0.099	24.015	0.044	4131.08	2302.78
17411	3830.21	2780.68	21.995	0.01	0.576	0.021	21.419	0.011	4131.21	3780.68
16661	3830.54	2713.63	22.461	0.011	0.504	0.026	21.957	0.015	4131.54	3713.63
39929	3830.68	3526.68	25.574	0.118	0.951	0.177	24.623	0.059	4131.68	4526.68
3693	3830.97	1123.56	22.161	0.012	0.661	0.024	21.5	0.012	4131.97	2123.56
34880	3831.05	2199.02	25.719	0.108	1.1	0.164	24.619	0.056	4132.05	3199.02
12075	3831.07	2315.28	23.571	0.017	0.672	0.032	22.899	0.015	4132.07	3315.28
1507	3831.13	466.29	23.031	0.013	0.572	0.028	22.459	0.015	4132.13	1466.29
3757	3831.45	1141.11	21.684	0.01	0.243	0.02	21.441	0.01	4132.45	2141.11
597	3832.15	140.35	22.233	0.038	0.592	0.084	21.641	0.046	4133.15	1140.35
40353	3832.68	3658.03	25.792	0.116	1.036	0.188	24.756	0.072	4133.68	4658.03
39451	3832.71	3382.72	24.994	0.053	0.808	0.1	24.186	0.047	4133.71	4382.72
42303	3832.91	4191.13	25.469	0.081	1.037	0.134	24.432	0.053	4133.91	5191.13
40694	3832.92	3764.47	25.636	0.132	0.825	0.225	24.811	0.093	4133.92	4764.47
40064	3833.01	3571.63	25.386	0.084	0.905	0.126	24.481	0.042	4134.01	4571.63
28554	3833.02	262.12	25.922	0.113	1.135	0.169	24.787	0.056	4134.02	1262.12
31925	3833.09	1435.08	25.537	0.07	0.932	0.122	24.605	0.052	4134.09	2435.08
3847	3833.66	1165.19	24.221	0.047	0.778	0.078	23.443	0.031	4134.66	2165.19
31638	3833.76	1354.05	24.932	0.057	0.905	0.094	24.027	0.037	4134.76	2354.05
41755	3833.87	4101.79	26.315	0.342	1.082	0.447	25.233	0.105	4134.87	5101.79
10429	3834.17	2164.77	24.746	0.087	0.945	0.171	23.801	0.084	4135.17	3164.77
31557	3834.53	1327.75	25.516	0.151	1.003	0.201	24.513	0.05	4135.53	2327.75
17385	3834.88	2777.69	24.461	0.095	0.785	0.265	23.676	0.17	4135.88	3777.69
36599	3835.11	2647.67	25.527	0.096	0.926	0.155	24.601	0.059	4136.11	3647.67
22562	3835.24	3408.73	24.836	0.068	0.818	0.106	24.018	0.038	4136.24	4408.73
20334	3835.35	3082.02	24.159	0.035	0.701	0.056	23.458	0.021	4136.35	4082.02
29955	3835.63	799.54	25.668	0.084	0.988	0.15	24.68	0.066	4136.63	1799.54
19314	3836.06	2966.81	24.707	0.052	0.847	0.08	23.86	0.028	4137.06	3966.81
25287	3836.1	4019.69	24.789	0.039	0.808	0.072	23.981	0.033	4137.1	5019.69
21455	3836.25	3228.87	21.632	0.01	0.941	0.02	20.691	0.01	4137.25	4228.87
32282	3837	1538.85	25.823	0.112	1.052	0.189	24.771	0.077	4138	2538.85
6091	3837.88	1624.6	21.973	0.01	0.394	0.021	21.579	0.011	4138.88	2624.6
19823	3837.89	3025.1	22.298	0.01	0.436	0.021	21.862	0.011	4138.89	4025.1
36800	3838.11	2701.04	25.346	0.071	1.041	0.115	24.305	0.044	4139.11	3701.04
34733	3838.12	2162.7	24.805	0.062	0.929	0.139	23.876	0.077	4139.12	3162.7
42350	3838.38	4197.29	24.68	0.046	0.739	0.078	23.941	0.032	4139.38	5197.29
30653	3838.58	1036.86	25.032	0.075	0.804	0.118	24.228	0.043	4139.58	2036.86
12849	3839.24	2384.06	24.027	0.025	0.706	0.046	23.321	0.021	4140.24	3384.06
33404	3839.59	1844.37	25.814	0.081	0.972	0.145	24.842	0.064	4140.59	2844.37
34536	3839.63	2108	26.369	0.292	1.367	0.358	25.002	0.066	4140.63	3108
33172	3839.87	1780.13	24.948	0.054	0.849	0.097	24.099	0.043	4140.87	2780.13
33122	3840.37	1767.77	24.749	0.04	1.85	0.057	22.899	0.017	4141.37	2767.77
29877	3840.5	767.09	25.126	0.152	0.97	0.195	24.156	0.043	4141.5	1767.09
7135	3840.55	1789.98	24.064	0.025	0.734	0.049	23.33	0.024	4141.55	2789.98
3519	3840.62	1079.02	24.492	0.043	0.818	0.074	23.674	0.031	4141.62	2079.02
39332	3840.67	3349.28	25.527	0.109	1.076	0.26	24.451	0.151	4141.67	4349.28
5863	3841.9	1590.87	20.987	0.01	0.28	0.02	20.707	0.01	4142.9	2590.87
30505	3842.05	991.31	26.284	0.373	0.939	0.496	25.345	0.123	4143.05	1991.31
24792	3842.39	3889.39	24.345	0.04	0.808	0.065	23.537	0.025	4143.39	4889.39
28725	3842.79	334.31	26.194	0.17	1.153	0.257	25.041	0.087	4143.79	1334.31
29632	3842.9	682.08	25.512	0.109	0.954	0.217	24.558	0.108	4143.9	1682.08
1664	3842.93	517.58	24.096	0.037	0.773	0.062	23.323	0.025	4143.93	1517.58
15479	3843	2611.04	23.653	0.049	0.803	0.105	22.85	0.056	4144	3611.04
20875	3843.73	3151.67	22.147	0.012	0.594	0.023	21.553	0.011	4144.73	4151.67
2160	3843.93	675.51	23.054	0.014	0.642	0.029	22.412	0.015	4144.93	1675.51
39311	3844.1	3344.55	24.955	0.064	0.909	0.124	24.046	0.06	4145.1	4344.55
23005	3844.23	3494.04	23.869	0.026	0.697	0.051	23.172	0.025	4145.23	4494.04
14784	3844.33	2549.77	24.827	0.064	0.868	0.097	23.959	0.033	4145.33	3549.77
25109	3844.47	3972.25	23.397	0.021	0.635	0.037	22.762	0.016	4145.47	4972.25
13843	3845.1	2471.24	22.658	0.01	0.561	0.023	22.097	0.013	4146.1	3471.24
41707	3845.1	4091.56	25.863	0.144	1.096	0.207	24.767	0.063	4146.1	5091.56
5479	3845.56	1526.57	24.38	0.047	0.748	0.073	23.632	0.026	4146.56	2526.57
1466	3845.62	452.79	24.696	0.04	0.838	0.07	23.858	0.03	4146.62	1452.79
39431	3845.75	3376.72	25.893	0.118	1.005	0.192	24.888	0.074	4146.75	4376.72
829	3845.85	226.13	21.497	0.01	0.274	0.021	21.223	0.011	4146.85	1226.13
37175	3845.94	2805.01	25.386	0.075	0.958	0.126	24.428	0.051	4146.94	3805.01
1713	3846.26	535.56	23.847	0.022	0.697	0.04	23.15	0.018	4147.26	1535.56
36315	3846.45	2574.45	25.378	0.113	0.897	0.175	24.481	0.062	4147.45	3574.45
23513	3846.53	3590.35	21.98	0.01	0.358	0.021	21.622	0.011	4147.53	4590.35
38746	3847.04	3199.12	25.713	0.087	0.955	0.163	24.758	0.076	4148.04	4199.12
11027	3847.27	2218.23	23.85	0.023	0.737	0.038	23.113	0.015	4148.27	3218.23
23165	3847.59	3525.8	23.078	0.016	0.543	0.029	22.535	0.013	4148.59	4525.8
25012	3848.04	3948.84	24.859	0.06	0.868	0.091	23.991	0.031	4149.04	4948.84
1230	3848.56	375.2	22.458	0.012	0.499	0.023	21.959	0.011	4149.56	1375.2
5109	3848.62	1455.2	24.613	0.045	0.769	0.086	23.844	0.041	4149.62	2455.2
24614	3848.63	3846.35	23.853	0.03	0.68	0.05	23.173	0.02	4149.63	4846.35
9135	3848.69	2035.65	23.281	0.015	0.625	0.034	22.656	0.019	4149.69	3035.65
19871	3848.75	3030.54	21.5	0.01	0.404	0.02	21.096	0.01	4149.75	4030.54
29506	3849.02	634.58	25.34	0.096	0.892	0.145	24.448	0.049	4150.02	1634.58
35610	3849.03	2394.52	25.99	0.154	1.02	0.228	24.97	0.074	4150.03	3394.52
23833	3849.17	3662.24	21.916	0.01	0.386	0.02	21.53	0.01	4150.17	4662.24
31241	3849.6	1234.34	25.733	0.093	1.026	0.158	24.707	0.065	4150.6	2234.34
28066	3849.84	68.81	26.624	0.423	1.486	0.518	25.138	0.095	4150.84	1068.81
21824	3850.17	3281.87	22.685	0.011	0.456	0.024	22.229	0.013	4151.17	4281.87
9770	3850.29	2102.19	24.199	0.027	0.798	0.054	23.401	0.027	4151.29	3102.19
27963	3850.66	28.05	25.645	0.088	1.023	0.148	24.622	0.06	4151.66	1028.05
27909	3850.76	5.32	25.679	0.132	0.957	0.188	24.722	0.056	4151.76	1005.32
13748	3850.8	2462.25	24.782	0.042	0.847	0.075	23.935	0.033	4151.8	3462.25
36766	3851.49	2689.72	24.851	0.06	0.853	0.094	23.998	0.034	4152.49	3689.72
1419	3852.37	434.99	24.258	0.035	0.757	0.063	23.501	0.028	4153.37	1434.99
31291	3852.52	1249.1	25.963	0.159	0.93	0.23	25.033	0.071	4153.52	2249.1
29388	3852.66	590.33	25.509	0.08	0.847	0.187	24.662	0.107	4153.66	1590.33
1133	3852.7	340.13	24.135	0.032	0.745	0.054	23.39	0.022	4153.7	1340.13
3871	3853.05	1169.89	23.657	0.023	0.754	0.041	22.903	0.018	4154.05	2169.89
24669	3853.34	3859.3	22.904	0.013	0.664	0.027	22.24	0.014	4154.34	4859.3
30413	3853.49	963.03	26.202	0.209	0.942	0.297	25.26	0.088	4154.49	1963.03
32306	3853.94	1545.17	24.789	0.049	0.853	0.081	23.936	0.032	4154.94	2545.17
31070	3853.98	1177.26	26.123	0.163	1.17	0.281	24.953	0.118	4154.98	2177.26
6817	3854.36	1742.73	21.914	0.011	0.603	0.022	21.311	0.011	4155.36	2742.73
16213	3854.37	2675.45	20.22	0.009	0.291	0.019	19.929	0.01	4155.37	3675.45
32748	3854.57	1671.08	26.129	0.322	1.093	0.417	25.036	0.095	4155.57	2671.08
23346	3854.89	3559	23.05	0.015	0.571	0.028	22.479	0.013	4155.89	4559
37341	3855.07	2846.03	24.946	0.051	0.915	0.09	24.031	0.039	4156.07	3846.03
14281	3855.25	2508.71	21.015	0.011	0.157	0.021	20.858	0.01	4156.25	3508.71
31984	3855.32	1450.51	25.968	0.122	0.916	0.21	25.052	0.088	4156.32	2450.51
12514	3855.85	2354.24	21.075	0.01	0.169	0.02	20.906	0.01	4156.85	3354.24
41347	3856.55	3982.89	25.351	0.091	0.991	0.159	24.36	0.068	4157.55	4982.89
8818	3857.11	1998	22.496	0.017	0.488	0.029	22.008	0.012	4158.11	2998
28199	3857.38	122.7	25.752	0.111	1.183	0.192	24.569	0.081	4158.38	1122.7
36448	3857.57	2607.61	26.811	0.464	1.093	0.598	25.718	0.134	4158.57	3607.61
31024	3857.78	1162.09	24.887	0.047	0.761	0.107	24.126	0.06	4158.78	2162.09
23984	3857.92	3695.34	23.284	0.015	0.591	0.028	22.693	0.013	4158.92	4695.34
29549	3858.35	650.6	25.275	0.088	0.901	0.137	24.374	0.049	4159.35	1650.6
22169	3858.58	3340.6	24.802	0.048	0.883	0.087	23.919	0.039	4159.58	4340.6
31580	3858.95	1337.16	25.625	0.108	1.024	0.188	24.601	0.08	4159.95	2337.16
3382	3858.96	1044.58	24.307	0.035	0.761	0.073	23.546	0.038	4159.96	2044.58
18826	3859.07	2916.69	24.179	0.03	0.759	0.051	23.42	0.021	4160.07	3916.69
23148	3860.16	3523.19	23.373	0.025	0.626	0.041	22.747	0.016	4161.16	4523.19
7796	3860.31	1879.52	24.195	0.034	0.776	0.055	23.419	0.021	4161.31	2879.52
23412	3860.4	3572.6	23.593	0.02	0.689	0.042	22.904	0.022	4161.4	4572.6
3994	3860.42	1202.13	24.819	0.05	0.894	0.084	23.925	0.034	4161.42	2202.13
14483	3860.58	2525.66	23.113	0.03	0.593	0.044	22.52	0.014	4161.58	3525.66
1620	3860.72	506.32	23.377	0.024	0.614	0.049	22.763	0.025	4161.72	1506.32
28023	3860.8	50.36	24.979	0.077	0.863	0.18	24.116	0.103	4161.8	1050.36
38856	3861.67	3231	25.402	0.068	0.939	0.117	24.463	0.049	4162.67	4231
37935	3861.71	2997.96	26.203	0.153	1.048	0.224	25.155	0.071	4162.71	3997.96
6999	3862.33	1768.09	23.432	0.02	0.643	0.035	22.789	0.015	4163.33	2768.09
20605	3863	3116.17	23.204	0.015	0.629	0.034	22.575	0.019	4164	4116.17
9765	3863.23	2101.87	22.356	0.01	0.403	0.023	21.953	0.013	4164.23	3101.87
3618	3863.28	1102.07	22.147	0.01	0.706	0.02	21.441	0.01	4164.28	2102.07
35569	3863.32	2383.69	25.448	0.094	1.223	0.138	24.225	0.044	4164.32	3383.69
13848	3863.38	2471.68	24.987	0.072	0.959	0.117	24.028	0.045	4164.38	3471.68
2222	3863.4	698.53	24.214	0.029	0.816	0.055	23.398	0.026	4164.4	1698.53
34727	3863.79	2161.21	25.623	0.095	0.937	0.154	24.686	0.059	4164.79	3161.21
33992	3863.94	1980.54	25.09	0.126	0.976	0.172	24.114	0.046	4164.94	2980.54
38401	3864	3109.34	25.175	0.061	0.839	0.145	24.336	0.084	4165	4109.34
31794	3864.4	1400.63	25.111	0.071	0.912	0.112	24.199	0.041	4165.4	2400.63
1179	3864.43	356.15	23.589	0.019	0.66	0.035	22.929	0.016	4165.43	1356.15
37404	3864.51	2863.64	26.404	0.251	1.185	0.397	25.219	0.146	4165.51	3863.64
1662	3864.56	517.5	19.44	0.009	0.019	0.019	19.421	0.01	4165.56	1517.5
32471	3865.46	1599.72	24.712	0.043	1.077	0.075	23.635	0.032	4166.46	2599.72
366	3865.89	61.87	23.689	0.023	0.675	0.044	23.014	0.021	4166.89	1061.87
38651	3866.25	3172.67	25.463	0.086	1.011	0.135	24.452	0.049	4167.25	4172.67
30431	3866.37	968.48	25.757	0.089	1.164	0.143	24.593	0.054	4167.37	1968.48
2010	3866.46	630.99	21.723	0.01	0.334	0.02	21.389	0.01	4167.46	1630.99
15358	3866.54	2599.61	24.234	0.034	0.832	0.055	23.402	0.021	4167.54	3599.61
14129	3866.67	2495.12	22.67	0.015	0.513	0.028	22.157	0.013	4167.67	3495.12
18970	3866.77	2931.71	19.665	0.009	1.005	0.018	18.66	0.009	4167.77	3931.71
23368	3866.83	3563.88	23.799	0.019	0.726	0.037	23.073	0.018	4167.83	4563.88
3862	3866.92	1168.52	21.326	0.01	0.281	0.02	21.045	0.01	4167.92	2168.52
31372	3866.98	1276.99	24.953	0.071	0.849	0.105	24.104	0.034	4167.98	2276.99
29907	3866.99	776.63	25.914	0.149	0.992	0.276	24.922	0.127	4167.99	1776.63
23768	3867.14	3644.62	23.315	0.018	0.645	0.032	22.67	0.014	4168.14	4644.62
5782	3867.46	1577.98	24.587	0.045	0.859	0.07	23.728	0.025	4168.46	2577.98
24318	3867.49	3769.05	24.503	0.065	0.724	0.096	23.779	0.031	4168.49	4769.05
6369	3867.54	1673.94	22.696	0.011	0.637	0.024	22.059	0.013	4168.54	2673.94
7479	3867.74	1835.92	24.737	0.048	0.954	0.078	23.783	0.03	4168.74	2835.92
7937	3868.08	1896.77	23.532	0.021	0.652	0.038	22.88	0.017	4169.08	2896.77
20696	3868.4	3128.31	24.982	0.1	0.973	0.151	24.009	0.051	4169.4	4128.31
24234	3868.91	3748.25	25.178	0.069	0.822	0.117	24.356	0.048	4169.91	4748.25
29019	3869.5	444.94	26.016	0.165	0.959	0.25	25.057	0.085	4170.5	1444.94
4442	3869.5	1303.76	25.078	0.067	0.97	0.11	24.108	0.043	4170.5	2303.76
10184	3869.56	2143.73	24.863	0.054	0.915	0.085	23.948	0.031	4170.56	3143.73
22999	3869.58	3492.69	22.571	0.013	0.477	0.026	22.094	0.013	4170.58	4492.69
41937	3871.2	4134.38	25.351	0.073	0.933	0.142	24.418	0.069	4172.2	5134.38
5716	3871.25	1565.58	22.488	0.012	0.484	0.023	22.004	0.011	4172.25	2565.58
13587	3871.27	2446.49	24.55	0.048	0.793	0.11	23.757	0.062	4172.27	3446.49
18701	3871.54	2905.06	23.555	0.021	0.613	0.045	22.942	0.024	4172.54	3905.06
280	3871.59	31.99	22.508	0.01	0.59	0.021	21.918	0.011	4172.59	1031.99
22102	3871.63	3327.52	23.74	0.072	0.676	0.14	23.064	0.068	4172.63	4327.52
38163	3872.2	3053.16	25.165	0.058	0.899	0.103	24.266	0.045	4173.2	4053.16
4676	3872.43	1356.3	23.313	0.017	0.66	0.034	22.653	0.017	4173.43	2356.3
21593	3872.89	3247.84	24.431	0.033	0.736	0.055	23.695	0.022	4173.89	4247.84
14268	3873.15	2507.74	23.62	0.017	0.785	0.034	22.835	0.017	4174.15	3507.74
29114	3873.45	484.91	26.291	0.229	1.336	0.329	24.955	0.1	4174.45	1484.91
1917	3873.51	601.99	21.662	0.01	0.739	0.02	20.923	0.01	4174.51	1601.99
33494	3873.69	1864.68	26.23	0.159	1.153	0.242	25.077	0.083	4174.69	2864.68
37009	3873.73	2765.53	25.781	0.1	0.98	0.167	24.801	0.067	4174.73	3765.53
24035	3873.81	3705.84	24.336	0.036	0.742	0.058	23.594	0.022	4174.81	4705.84
38040	3873.84	3023.16	25.359	0.073	0.94	0.121	24.419	0.048	4174.84	4023.16
41857	3873.88	4120.68	24.881	0.059	0.867	0.097	24.014	0.038	4174.88	5120.68
35536	3874.29	2375.39	25.923	0.141	1.325	0.23	24.598	0.089	4175.29	3375.39
33858	3874.4	1951.44	26.16	0.287	1.03	0.36	25.13	0.073	4175.4	2951.44
17698	3874.55	2807.68	20.779	0.01	0.391	0.02	20.388	0.01	4175.55	3807.68
18778	3875.03	2911.59	24.586	0.043	0.81	0.086	23.776	0.043	4176.03	3911.59
28512	3875.74	242.71	24.802	0.043	0.936	0.078	23.866	0.035	4176.74	1242.71
29668	3875.86	694.43	26.004	0.21	0.83	0.298	25.174	0.088	4176.86	1694.43
20260	3875.96	3074.67	21.849	0.011	0.383	0.026	21.466	0.015	4176.96	4074.67
25306	3876.02	4024.99	22.945	0.054	0.738	0.094	22.207	0.04	4177.02	5024.99
29958	3876.09	802.02	25.061	0.055	0.903	0.094	24.158	0.039	4177.09	1802.02
25095	3876.3	3968.71	22.252	0.011	0.525	0.023	21.727	0.012	4177.3	4968.71
23293	3876.6	3548.19	23.811	0.025	0.66	0.043	23.151	0.018	4177.6	4548.19
30595	3877.04	1015.54	25.822	0.144	1.034	0.231	24.788	0.087	4178.04	2015.54
6770	3877.13	1735.89	24.943	0.055	0.845	0.086	24.098	0.031	4178.13	2735.89
3157	3877.19	982.72	24.841	0.052	0.873	0.089	23.968	0.037	4178.19	1982.72
4607	3877.87	1341.07	19.682	0.009	1.012	0.018	18.67	0.009	4178.87	2341.07
9554	3878.56	2079.41	23.825	0.025	0.704	0.041	23.121	0.016	4179.56	3079.41
33430	3878.59	1852.7	25.591	0.109	1.075	0.159	24.516	0.05	4179.59	2852.7
41398	3878.82	3998.73	25.781	0.135	1.128	0.208	24.653	0.073	4179.82	4998.73
5027	3879	1438.24	22.278	0.01	0.51	0.02	21.768	0.01	4180	2438.24
1220	3879.08	371.33	21.697	0.011	0.553	0.021	21.144	0.01	4180.08	1371.33
4787	3879.14	1379.82	24.87	0.05	0.825	0.088	24.045	0.038	4180.14	2379.82
257	3879.2	22.78	24.169	0.028	0.731	0.064	23.438	0.036	4180.2	1022.78
1953	3879.31	614.12	24.153	0.038	0.701	0.066	23.452	0.028	4180.31	1614.12
883	3879.39	251.55	23.561	0.027	0.617	0.042	22.944	0.015	4180.39	1251.55
3247	3879.56	1009.23	23.679	0.023	0.638	0.04	23.041	0.017	4180.56	2009.23
23529	3880.07	3592.54	23.044	0.046	0.604	0.111	22.44	0.065	4181.07	4592.54
10035	3880.31	2130.33	24.218	0.03	0.787	0.052	23.431	0.022	4181.31	3130.33
343	3880.54	53.65	22.947	0.013	0.545	0.026	22.402	0.013	4181.54	1053.65
37965	3880.71	3005.1	25.567	0.102	1.037	0.153	24.53	0.051	4181.71	4005.1
4849	3881.2	1391.15	21.231	0.01	0.325	0.02	20.906	0.01	4182.2	2391.15
23493	3881.38	3586.38	20.923	0.01	0.254	0.02	20.669	0.01	4182.38	4586.38
2008	3881.6	630.89	21.695	0.01	0.285	0.02	21.41	0.01	4182.6	1630.89
8015	3882.08	1906.74	21.773	0.012	0.212	0.029	21.561	0.017	4183.08	2906.74
1389	3882.12	426.29	23.176	0.016	0.616	0.03	22.56	0.014	4183.12	1426.29
