#ID	x	y	F555	E_555	F555-F814	e_ff-14	F814	E_814	x_moved	y_moved
4349	934.03	1284.15	23.233	0.019	0.617	0.04	22.616	0.021	1235.03	2284.15
3838	934.11	1162.54	22.456	0.011	0.672	0.022	21.784	0.011	1235.11	2162.54
20555	934.13	3110.45	22.679	0.013	0.49	0.027	22.189	0.014	1235.13	4110.45
15246	934.3	2590.27	22.294	0.011	0.426	0.026	21.868	0.015	1235.3	3590.27
31103	934.39	1188.47	25.884	0.185	1.144	0.256	24.74	0.071	1235.39	2188.47
32798	934.5	1682.56	25.701	0.088	1.138	0.147	24.563	0.059	1235.5	2682.56
22320	934.53	3364.94	22.989	0.012	0.555	0.025	22.434	0.013	1235.53	4364.94
18540	934.66	2889.48	22.977	0.017	0.631	0.052	22.346	0.035	1235.66	3889.48
34101	934.77	2004.75	25.938	0.13	0.956	0.22	24.982	0.09	1235.77	3004.75
23034	934.8	3500.37	22.57	0.01	0.469	0.023	22.101	0.013	1235.8	4500.37
1752	934.89	549.34	25.151	0.06	0.935	0.111	24.216	0.051	1235.89	1549.34
10854	934.89	2201.56	23.93	0.031	0.717	0.052	23.213	0.021	1235.89	3201.56
20020	934.96	3046.74	21.299	0.013	0.347	0.025	20.952	0.012	1235.96	4046.74
4827	935.01	1387.56	24.623	0.062	0.754	0.098	23.869	0.036	1236.01	2387.56
23680	935.43	3624.07	24.277	0.032	0.774	0.068	23.503	0.036	1236.43	4624.07
29573	935.66	661.22	25.396	0.186	1.058	0.441	24.338	0.255	1236.66	1661.22
13785	935.83	2465.51	22.703	0.052	0.666	0.168	22.037	0.116	1236.83	3465.51
4024	935.89	1208.2	21.64	0.01	0.334	0.021	21.306	0.011	1236.89	2208.2
22640	936.04	3423.08	21.048	0.01	0.324	0.023	20.724	0.013	1237.04	4423.08
31742	936.08	1382.88	26.285	0.406	0.979	0.561	25.306	0.155	1237.08	2382.88
9094	936.08	2032.25	24.26	0.033	0.74	0.064	23.52	0.031	1237.08	3032.25
17379	936.23	2777.32	24.402	0.046	1.052	0.203	23.35	0.157	1237.23	3777.32
17872	936.23	2824.69	21.014	0.014	0.4	0.033	20.614	0.019	1237.23	3824.69
10265	936.47	2151.81	21.617	0.013	0.267	0.03	21.35	0.017	1237.47	3151.81
7982	936.66	1903.02	24.962	0.077	0.902	0.125	24.06	0.048	1237.66	2903.02
22689	936.77	3430.64	22.251	0.011	0.377	0.025	21.874	0.014	1237.77	4430.64
14831	936.8	2554.86	22.984	0.015	0.602	0.037	22.382	0.022	1237.8	3554.86
33034	936.83	1744.52	25.558	0.143	0.801	0.253	24.757	0.11	1237.83	2744.52
19765	936.85	3018.5	19.326	0.008	0.992	0.016	18.334	0.008	1237.85	4018.5
6140	936.86	1633.44	21.467	0.01	0.317	0.02	21.15	0.01	1237.86	2633.44
10347	936.96	2157.03	22.166	0.046	0.47	0.183	21.696	0.137	1237.96	3157.03
17293	937	2770.03	22.753	0.016	0.55	0.035	22.203	0.019	1238	3770.03
263	937.02	25.45	21.479	0.01	0.354	0.02	21.125	0.01	1238.02	1025.45
39808	937.1	3487.68	25.44	0.083	0.884	0.133	24.556	0.05	1238.1	4487.68
34007	937.19	1983.65	25.008	0.061	0.98	0.094	24.028	0.033	1238.19	2983.65
11263	937.24	2241.8	19.472	0.009	0.955	0.018	18.517	0.009	1238.24	3241.8
15856	937.3	2642.8	20.225	0.009	0.658	0.019	19.567	0.01	1238.3	3642.8
34366	937.46	2066.67	26.091	0.234	1.173	0.329	24.918	0.095	1238.46	3066.67
40862	937.47	3816.64	25.769	0.129	1.076	0.185	24.693	0.056	1238.47	4816.64
23809	937.48	3656.75	24.719	0.076	0.906	0.153	23.813	0.077	1238.48	4656.75
16464	937.61	2697.34	21.938	0.01	0.311	0.02	21.627	0.01	1238.61	3697.34
15439	937.69	2607.02	19.598	0.012	0.858	0.022	18.74	0.01	1238.69	3607.02
7412	937.83	1826.42	23.279	0.02	0.583	0.04	22.696	0.02	1238.83	2826.42
9195	937.83	2041.66	22.533	0.013	0.436	0.03	22.097	0.017	1238.83	3041.66
13662	937.99	2454.41	18.239	0.008	1.27	0.017	16.969	0.009	1238.99	3454.41
24437	937.99	3801.35	23.834	0.027	0.665	0.047	23.169	0.02	1238.99	4801.35
25065	938.07	3961.53	23.567	0.023	0.644	0.039	22.923	0.016	1239.07	4961.53
3133	938.08	975.77	24.477	0.056	0.768	0.1	23.709	0.044	1239.08	1975.77
4126	938.12	1232.54	22.985	0.016	0.574	0.032	22.411	0.016	1239.12	2232.54
4156	938.26	1239.72	21.704	0.01	0.284	0.021	21.42	0.011	1239.26	2239.72
6194	938.48	1642.51	21.836	0.011	0.436	0.021	21.4	0.01	1239.48	2642.51
36254	938.78	2561.94	25.69	0.189	0.859	0.69	24.831	0.501	1239.78	3561.94
13417	938.82	2432.34	24.322	0.043	0.824	0.091	23.498	0.048	1239.82	3432.34
22750	938.95	3442.95	20.819	0.01	0.348	0.02	20.471	0.01	1239.95	4442.95
21570	938.99	3244.62	23.186	0.014	0.606	0.027	22.58	0.013	1239.99	4244.62
20441	939.08	3095.79	23.353	0.059	0.735	0.132	22.618	0.073	1240.08	4095.79
2883	939.17	905.88	24.355	0.033	0.756	0.058	23.599	0.025	1240.17	1905.88
15085	939.2	2577.23	22.485	0.011	0.483	0.024	22.002	0.013	1240.2	3577.23
8756	939.31	1990.75	22.791	0.012	0.602	0.026	22.189	0.014	1240.31	2990.75
6229	939.42	1648.35	22.298	0.017	0.345	0.044	21.953	0.027	1240.42	2648.35
33899	939.72	1961.9	25.962	0.176	1.253	0.264	24.709	0.088	1240.72	2961.9
3865	939.74	1169.16	24.248	0.051	0.82	0.086	23.428	0.035	1240.74	2169.16
41100	939.89	3899.73	25.507	0.075	1.017	0.127	24.49	0.052	1240.89	4899.73
5573	939.99	1541.7	21.761	0.01	0.295	0.02	21.466	0.01	1240.99	2541.7
3750	940.08	1139.05	24.729	0.045	0.825	0.079	23.904	0.034	1241.08	2139.05
18758	940.12	2909.73	23.467	0.017	0.659	0.04	22.808	0.023	1241.12	3909.73
36928	940.16	2742.87	25.321	0.184	0.786	0.616	24.535	0.432	1241.16	3742.87
25428	940.16	4069.47	23.376	0.022	0.607	0.037	22.769	0.015	1241.16	5069.47
4439	940.19	1302.67	22.615	0.011	0.491	0.023	22.124	0.012	1241.19	2302.67
12306	940.33	2336.57	23.337	0.022	0.622	0.047	22.715	0.025	1241.33	3336.57
29067	940.56	463.01	25.844	0.128	1.19	0.213	24.654	0.085	1241.56	1463.01
12679	940.66	2369.79	21.15	0.012	0.273	0.034	20.877	0.022	1241.66	3369.79
12831	940.72	2382.48	18.698	0.008	1.104	0.016	17.594	0.008	1241.72	3382.48
24334	940.74	3774.16	23.904	0.023	0.744	0.049	23.16	0.026	1241.74	4774.16
36400	940.92	2594.96	25.119	0.211	0.853	0.627	24.266	0.416	1241.92	3594.96
24262	940.98	3755.64	24.151	0.044	0.736	0.075	23.415	0.031	1241.98	4755.64
18584	941	2894.42	20.725	0.01	0.253	0.02	20.472	0.01	1242	3894.42
16692	941.13	2717	21.966	0.013	0.325	0.023	21.641	0.01	1242.13	3717
21229	941.29	3199.7	21.647	0.01	0.265	0.02	21.382	0.01	1242.29	4199.7
9682	941.45	2092.65	22.208	0.01	0.38	0.023	21.828	0.013	1242.45	3092.65
40408	941.5	3672.15	25.062	0.06	0.859	0.102	24.203	0.042	1242.5	4672.15
42347	941.8	4196.49	21.514	0.01	0.136	0.02	21.378	0.01	1242.8	5196.49
18142	942.07	2850.79	19.65	0.009	0.933	0.018	18.717	0.009	1243.07	3850.79
23580	942.36	3603.06	21.036	0.01	0.017	0.02	21.019	0.01	1243.36	4603.06
12173	942.55	2322.88	19.678	0.009	0.932	0.018	18.746	0.009	1243.55	3322.88
11378	942.64	2252.27	20.84	0.01	0.248	0.024	20.592	0.014	1243.64	3252.27
11033	942.65	2218.49	22.156	0.011	0.39	0.024	21.766	0.013	1243.65	3218.49
5620	942.72	1550.76	22.053	0.013	0.447	0.026	21.606	0.013	1243.72	2550.76
42051	943.05	4151.93	21.82	0.01	0.247	0.021	21.573	0.011	1244.05	5151.93
20703	943.16	3129.43	23.606	0.019	0.682	0.036	22.924	0.017	1244.16	4129.43
18966	943.19	2931.56	22.643	0.013	0.552	0.026	22.091	0.013	1244.19	3931.56
16065	943.25	2661.07	24.275	0.035	0.669	0.1	23.606	0.065	1244.25	3661.07
4608	943.37	1341.24	23.262	0.022	0.638	0.037	22.624	0.015	1244.37	2341.24
3139	943.44	976.99	24.182	0.028	0.927	0.053	23.255	0.025	1244.44	1976.99
29086	943.46	471.22	26.29	0.401	1.329	0.474	24.961	0.073	1244.46	1471.22
19800	943.54	3022.1	21.726	0.034	0.271	0.073	21.455	0.039	1244.54	4022.1
5465	943.55	1524.11	24.973	0.057	0.814	0.103	24.159	0.046	1244.55	2524.11
1601	943.58	500.62	24.703	0.048	0.805	0.08	23.898	0.032	1244.58	1500.62
16877	943.62	2734.38	21.434	0.01	0.229	0.02	21.205	0.01	1244.62	3734.38
17158	943.63	2758.78	21.293	0.01	0.22	0.02	21.073	0.01	1244.63	3758.78
19427	943.73	2982.07	18.713	0.009	1.15	0.017	17.563	0.008	1244.73	3982.07
7291	943.76	1811.81	24.347	0.049	0.766	0.084	23.581	0.035	1244.76	2811.81
13500	943.81	2438.82	23.603	0.034	0.628	0.085	22.975	0.051	1244.81	3438.82
39402	943.82	3368.66	25.42	0.106	1.002	0.186	24.418	0.08	1244.82	4368.66
21997	944.32	3308.53	23.24	0.014	0.681	0.027	22.559	0.013	1245.32	4308.53
19140	944.41	2949.35	20.827	0.025	0.239	0.048	20.588	0.023	1245.41	3949.35
6895	944.51	1753.73	23.148	0.025	0.58	0.04	22.568	0.015	1245.51	2753.73
34731	944.52	2162.27	25.294	0.102	0.875	0.173	24.419	0.071	1245.52	3162.27
19242	944.55	2959.77	24.629	0.102	0.725	0.338	23.904	0.236	1245.55	3959.77
23055	944.62	3504.65	24.11	0.033	0.791	0.058	23.319	0.025	1245.62	4504.65
4716	944.79	1364.56	22.186	0.012	0.407	0.022	21.779	0.01	1245.79	2364.56
37711	945.01	2939.66	25.641	0.143	1.118	0.216	24.523	0.073	1246.01	3939.66
5296	945.06	1493.32	23.489	0.016	0.647	0.039	22.842	0.023	1246.06	2493.32
4995	945.24	1429.73	23.938	0.031	0.761	0.049	23.177	0.018	1246.24	2429.73
12038	945.34	2311.51	21.806	0.03	0.436	0.068	21.37	0.038	1246.34	3311.51
6451	945.43	1685.53	23.106	0.054	0.704	0.112	22.402	0.058	1246.43	2685.53
23789	945.47	3651.85	22.317	0.011	0.442	0.022	21.875	0.011	1246.47	4651.85
40812	945.56	3803.42	26.036	0.176	0.994	0.3	25.042	0.124	1246.56	4803.42
35938	945.62	2483.88	25.599	0.158	1.251	0.252	24.348	0.094	1246.62	3483.88
13696	945.64	2457.06	21.117	0.028	0.399	0.069	20.718	0.041	1246.64	3457.06
6448	945.8	1684.72	23.106	0.054	0.704	0.112	22.402	0.058	1246.8	2684.72
31724	946.05	1375.92	26.227	0.413	1.052	0.507	25.175	0.094	1247.05	2375.92
7410	946.17	1826.25	22.137	0.01	0.394	0.021	21.743	0.011	1247.17	2826.25
28851	946.51	382.11	26.05	0.168	0.956	0.268	25.094	0.1	1247.51	1382.11
22685	946.91	3429.99	24.051	0.027	0.754	0.058	23.297	0.031	1247.91	4429.99
16461	946.92	2697.12	23.783	0.026	0.667	0.052	23.116	0.026	1247.92	3697.12
17275	946.99	2768.76	24.339	0.042	0.655	0.092	23.684	0.05	1247.99	3768.76
39412	947.1	3371.8	25.386	0.151	0.957	0.241	24.429	0.09	1248.1	4371.8
30015	947.28	827.09	25.145	0.056	0.857	0.121	24.288	0.065	1248.28	1827.09
12568	947.49	2359.05	19.368	0.009	0.971	0.018	18.397	0.009	1248.49	3359.05
1681	947.52	523.01	24.316	0.04	0.703	0.067	23.613	0.027	1248.52	1523.01
14083	947.56	2492.03	23.883	0.052	0.809	0.216	23.074	0.164	1248.56	3492.03
23966	947.67	3692.11	24.119	0.04	0.726	0.06	23.393	0.02	1248.67	4692.11
33433	947.72	1853.49	25.786	0.121	1.003	0.178	24.783	0.057	1248.72	2853.49
16258	947.72	2679.25	24.262	0.047	0.77	0.07	23.492	0.023	1248.72	3679.25
20032	947.75	3047.96	23.975	0.033	0.807	0.062	23.168	0.029	1248.75	4047.96
20344	947.96	3083.09	24.602	0.045	0.725	0.085	23.877	0.04	1248.96	4083.09
3600	947.98	1097.27	21.942	0.011	0.266	0.022	21.676	0.011	1248.98	2097.27
14631	948.02	2537.21	20.622	0.009	0.407	0.019	20.215	0.01	1249.02	3537.21
1858	948.03	585.25	21.131	0.01	0.318	0.02	20.813	0.01	1249.03	1585.25
11497	948.05	2263.78	24.111	0.054	0.702	0.102	23.409	0.048	1249.05	3263.78
18483	948.11	2883.95	22.092	0.01	0.339	0.023	21.753	0.013	1249.11	3883.95
9256	948.15	2047.09	21.572	0.02	0.343	0.061	21.229	0.041	1249.15	3047.09
18865	948.19	2919.82	23.371	0.017	0.613	0.043	22.758	0.026	1249.19	3919.82
16618	948.36	2710.87	24.192	0.038	0.819	0.065	23.373	0.027	1249.36	3710.87
38204	948.75	3064.63	26.323	0.24	1.183	0.362	25.14	0.122	1249.75	4064.63
22290	948.88	3359.9	25.098	0.069	0.992	0.104	24.106	0.035	1249.88	4359.9
19814	948.89	3023.79	20.682	0.011	0.205	0.031	20.477	0.02	1249.89	4023.79
4538	948.9	1324.08	21.782	0.01	0.188	0.02	21.594	0.01	1249.9	2324.08
6837	948.99	1745.32	20.533	0.009	0.282	0.019	20.251	0.01	1249.99	2745.32
4938	949.21	1415.05	25.176	0.071	0.852	0.112	24.324	0.041	1250.21	2415.05
9324	949.35	2054.43	19.536	0.009	0.975	0.018	18.561	0.009	1250.35	3054.43
17162	949.51	2759.11	22.583	0.05	0.596	0.196	21.987	0.146	1250.51	3759.11
14398	949.55	2518.82	25.065	0.1	1.002	0.289	24.063	0.189	1250.55	3518.82
36688	949.58	2669.4	25.268	0.072	0.878	0.134	24.39	0.062	1250.58	3669.4
33547	949.69	1882.79	25.164	0.077	0.929	0.124	24.235	0.047	1250.69	2882.79
29538	949.72	644.58	25.512	0.088	0.825	0.153	24.687	0.065	1250.72	1644.58
11277	949.75	2242.95	21.731	0.013	0.334	0.026	21.397	0.013	1250.75	3242.95
30204	949.79	891.6	25.648	0.094	0.986	0.16	24.662	0.066	1250.79	1891.6
5980	949.8	1607.31	21.317	0.01	0.222	0.02	21.095	0.01	1250.8	2607.31
35014	950	2230.3	26.142	0.339	1.057	0.492	25.085	0.153	1251	3230.3
34375	950.08	2069.36	25.092	0.085	0.916	0.169	24.176	0.084	1251.08	3069.36
38724	950.16	3191.94	25.266	0.071	0.923	0.137	24.343	0.066	1251.16	4191.94
8326	950.18	1941.21	23.531	0.019	0.694	0.041	22.837	0.022	1251.18	2941.21
13418	950.27	2432.42	21.458	0.01	0.258	0.02	21.2	0.01	1251.27	3432.42
24570	950.28	3835.13	24.303	0.052	0.761	0.084	23.542	0.032	1251.28	4835.13
18161	950.32	2852.6	22.248	0.043	0.537	0.103	21.711	0.06	1251.32	3852.6
35720	950.47	2425.12	25.29	0.12	0.912	0.189	24.378	0.069	1251.47	3425.12
3203	950.54	996.86	22.771	0.012	0.529	0.023	22.242	0.011	1251.54	1996.86
9186	950.55	2040.96	20.461	0.01	0.319	0.02	20.142	0.01	1251.55	3040.96
39454	950.55	3383.04	25.5	0.09	0.977	0.149	24.523	0.059	1251.55	4383.04
33876	950.76	1954.59	25.187	0.091	1.047	0.146	24.14	0.055	1251.76	2954.59
10646	950.85	2184.07	23.051	0.044	0.737	0.106	22.314	0.062	1251.85	3184.07
37100	951	2786.31	24.98	0.101	0.989	0.169	23.991	0.068	1252	3786.31
8045	951.01	1910.46	20.476	0.01	0.32	0.02	20.156	0.01	1252.01	2910.46
30646	951.22	1034.41	25.105	0.067	0.828	0.11	24.277	0.043	1252.22	2034.41
506	951.28	108.79	23.226	0.017	0.605	0.032	22.621	0.015	1252.28	1108.79
36799	951.38	2700.99	25.236	0.115	0.854	0.244	24.382	0.129	1252.38	3700.99
12874	951.4	2386.32	20.359	0.01	0.31	0.023	20.049	0.013	1252.4	3386.32
17548	951.53	2792.31	23.211	0.017	0.706	0.094	22.505	0.077	1252.53	3792.31
31373	951.55	1277.18	25.59	0.114	1.048	0.165	24.542	0.051	1252.55	2277.18
33738	951.74	1924.19	25.902	0.21	1.098	0.318	24.804	0.108	1252.74	2924.19
32001	951.83	1456.17	26.02	0.13	1.081	0.204	24.939	0.074	1252.83	2456.17
747	951.84	189.21	24.423	0.039	0.905	0.065	23.518	0.026	1252.84	1189.21
14163	951.85	2498	24.408	0.053	0.856	0.143	23.552	0.09	1252.85	3498
17919	951.92	2829.42	22.574	0.011	0.631	0.042	21.943	0.031	1252.92	3829.42
40959	951.92	3852.57	25.388	0.075	0.996	0.124	24.392	0.049	1252.92	4852.57
17025	951.96	2747.56	24.052	0.038	0.752	0.087	23.3	0.049	1252.96	3747.56
21679	951.97	3260.57	22.232	0.01	0.538	0.021	21.694	0.011	1252.97	4260.57
11212	952.02	2237.04	22.274	0.013	0.451	0.031	21.823	0.018	1253.02	3237.04
15512	952.14	2613.59	21.307	0.01	0.266	0.02	21.041	0.01	1253.14	3613.59
24280	952.19	3758.19	23.549	0.02	0.648	0.035	22.901	0.015	1253.19	4758.19
19176	952.2	2952.57	23.753	0.051	0.689	0.081	23.064	0.03	1253.2	3952.57
15111	952.24	2579.07	22.517	0.013	0.528	0.033	21.989	0.02	1253.24	3579.07
5306	952.54	1495.03	23.608	0.021	0.7	0.044	22.908	0.023	1253.54	2495.03
15636	952.54	2623.31	21.208	0.01	0.963	0.02	20.245	0.01	1253.54	3623.31
24961	952.63	3935.45	23.586	0.018	0.731	0.036	22.855	0.018	1253.63	4935.45
15790	952.65	2636.85	21.884	0.011	0.362	0.024	21.522	0.013	1253.65	3636.85
19257	952.65	2961.36	21.466	0.01	0.241	0.02	21.225	0.01	1253.65	3961.36
24887	952.73	3913.13	23.083	0.015	0.676	0.03	22.407	0.015	1253.73	4913.13
5576	952.74	1542.49	22.873	0.052	0.693	0.106	22.18	0.054	1253.74	2542.49
36198	952.82	2550.17	25.964	0.273	1.101	0.438	24.863	0.165	1253.82	3550.17
29515	953.12	638.39	26.324	0.191	1.146	0.306	25.178	0.115	1254.12	1638.39
18425	953.19	2877.97	23.324	0.02	0.622	0.038	22.702	0.018	1254.19	3877.97
39644	953.2	3437.87	25.621	0.112	1.065	0.196	24.556	0.084	1254.2	4437.87
11524	953.27	2265.77	22.955	0.014	0.532	0.03	22.423	0.016	1254.27	3265.77
36373	953.43	2587.67	25.337	0.14	1.004	0.228	24.333	0.088	1254.43	3587.67
9937	953.56	2118.39	22.614	0.014	0.489	0.033	22.125	0.019	1254.56	3118.39
41304	953.61	3967.15	25.49	0.069	0.933	0.127	24.557	0.058	1254.61	4967.15
10873	953.64	2203.73	22.131	0.011	0.378	0.021	21.753	0.01	1254.64	3203.73
16755	953.64	2723.22	21.817	0.019	0.391	0.048	21.426	0.029	1254.64	3723.22
12139	953.71	2320.13	23.656	0.043	0.813	0.101	22.843	0.058	1254.71	3320.13
34649	953.74	2137.8	25.735	0.2	1.007	0.272	24.728	0.072	1254.74	3137.8
19979	954.11	3043.36	24.089	0.071	0.874	0.236	23.215	0.165	1255.11	4043.36
39792	954.11	3483.09	25.814	0.162	1.151	0.224	24.663	0.062	1255.11	4483.09
22198	954.25	3346.47	24.399	0.032	0.809	0.06	23.59	0.028	1255.25	4346.47
17650	954.38	2802.71	22.897	0.013	0.62	0.05	22.277	0.037	1255.38	3802.71
2002	954.43	629.36	24.47	0.037	0.872	0.064	23.598	0.027	1255.43	1629.36
9997	954.58	2124.3	21.379	0.011	0.383	0.021	20.996	0.01	1255.58	3124.3
34791	954.59	2175.93	19.427	0.009	0.968	0.017	18.459	0.008	1255.59	3175.93
11651	954.69	2276.24	23.606	0.027	0.717	0.062	22.889	0.035	1255.69	3276.24
19726	955.35	3014.8	19.861	0.011	0.924	0.02	18.937	0.009	1256.35	4014.8
32571	955.47	1627.22	25.344	0.07	0.918	0.116	24.426	0.046	1256.47	2627.22
25407	955.76	4063.5	22.192	0.01	0.403	0.021	21.789	0.011	1256.76	5063.5
15989	955.79	2654.62	24.5	0.037	0.78	0.066	23.72	0.029	1256.79	3654.62
21476	955.82	3230.98	21.881	0.01	0.321	0.02	21.56	0.01	1256.82	4230.98
39403	955.86	3369.01	26.44	0.168	1.157	0.263	25.283	0.095	1256.86	4369.01
13992	956.11	2484.66	23.131	0.025	0.579	0.044	22.552	0.019	1257.11	3484.66
18773	956.11	2910.96	23.771	0.053	0.857	0.16	22.914	0.107	1257.11	3910.96
29190	956.17	515.18	26.68	0.428	1.426	0.523	25.254	0.095	1257.17	1515.18
16119	956.24	2665.53	23.881	0.035	0.669	0.075	23.212	0.04	1257.24	3665.53
6389	956.33	1675.74	22.024	0.012	0.391	0.028	21.633	0.016	1257.33	2675.74
17183	956.5	2760.34	19.66	0.009	1.027	0.018	18.633	0.009	1257.5	3760.34
33785	956.54	1935.81	25.455	0.119	0.864	0.2	24.591	0.081	1257.54	2935.81
41955	956.62	4136.58	24.882	0.055	0.977	0.115	23.905	0.06	1257.62	5136.58
33266	956.71	1805.4	25.752	0.09	0.914	0.192	24.838	0.102	1257.71	2805.4
23977	956.8	3693.73	24.635	0.044	0.811	0.079	23.824	0.035	1257.8	4693.73
20918	956.88	3157.01	22.022	0.01	0.508	0.02	21.514	0.01	1257.88	4157.01
34230	956.94	2030.72	26.119	0.189	1.035	0.334	25.084	0.145	1257.94	3030.72
24995	956.97	3945.29	24.259	0.041	0.817	0.071	23.442	0.03	1257.97	4945.29
15427	957	2605.77	22.376	0.021	0.486	0.057	21.89	0.036	1258	3605.77
6537	957.15	1698.88	22.682	0.013	0.5	0.026	22.182	0.013	1258.15	2698.88
14705	957.15	2542.69	24.819	0.098	0.995	0.212	23.824	0.114	1258.15	3542.69
36362	957.32	2586.23	24.719	0.085	0.781	0.152	23.938	0.067	1258.32	3586.23
29003	957.35	439.33	26.346	0.36	1.081	0.471	25.265	0.111	1258.35	1439.33
18055	957.41	2842.86	21.055	0.011	0.246	0.021	20.809	0.01	1258.41	3842.86
40349	957.42	3657.04	24.903	0.079	0.957	0.121	23.946	0.042	1258.42	4657.04
22295	957.45	3360.59	22.949	0.013	0.65	0.027	22.299	0.014	1258.45	4360.59
3961	957.54	1191.82	22.849	0.015	0.558	0.035	22.291	0.02	1258.54	2191.82
38625	957.55	3165.2	24.635	0.043	0.777	0.088	23.858	0.045	1258.55	4165.2
4178	957.58	1243.96	24.569	0.038	0.838	0.067	23.731	0.029	1258.58	2243.96
1002	957.66	293.14	20.516	0.01	-0.035	0.02	20.551	0.01	1258.66	1293.14
19311	957.72	2966.25	24.355	0.071	0.78	0.154	23.575	0.083	1258.72	3966.25
41665	957.76	4080.79	25.214	0.075	0.945	0.118	24.269	0.043	1258.76	5080.79
16495	957.81	2699.34	22.733	0.013	0.52	0.032	22.213	0.019	1258.81	3699.34
14443	957.94	2522	23.535	0.044	0.68	0.067	22.855	0.023	1258.94	3522
5721	958.05	1567.13	23.915	0.026	0.702	0.046	23.213	0.02	1259.05	2567.13
3240	958.19	1007.06	24.013	0.032	0.794	0.053	23.219	0.021	1259.19	2007.06
6417	958.22	1680.3	22.398	0.063	0.508	0.109	21.89	0.046	1259.22	2680.3
18343	958.33	2870.67	23.934	0.034	0.702	0.055	23.232	0.021	1259.33	3870.67
20777	958.39	3137.92	19.447	0.008	0.964	0.016	18.483	0.008	1259.39	4137.92
22982	958.4	3487.97	24.163	0.031	0.73	0.047	23.433	0.016	1259.4	4487.97
40051	958.44	3566.37	25.083	0.062	0.996	0.114	24.087	0.052	1259.44	4566.37
11049	958.9	2220.31	22.443	0.011	0.424	0.023	22.019	0.012	1259.9	3220.31
10959	958.97	2212.46	24.252	0.051	0.797	0.073	23.455	0.022	1259.97	3212.46
2382	958.98	752	23.59	0.018	0.664	0.034	22.926	0.016	1259.98	1752
5225	959.28	1477.33	22.725	0.018	0.5	0.035	22.225	0.017	1260.28	2477.33
16711	959.32	2718.46	23.157	0.042	0.573	0.081	22.584	0.039	1260.32	3718.46
23846	959.38	3665.14	21.563	0.01	0.122	0.021	21.441	0.011	1260.38	4665.14
38770	959.46	3206.94	24.916	0.052	0.94	0.088	23.976	0.036	1260.46	4206.94
22723	959.48	3437.31	22.437	0.01	0.426	0.022	22.011	0.012	1260.48	4437.31
285	959.6	34.7	24.321	0.034	0.722	0.059	23.599	0.025	1260.6	1034.7
32636	959.63	1645.83	25.249	0.07	0.88	0.125	24.369	0.055	1260.63	2645.83
12934	959.85	2391.43	21.94	0.02	0.392	0.048	21.548	0.028	1260.85	3391.43
7737	959.97	1871.18	23.636	0.025	0.725	0.06	22.911	0.035	1260.97	2871.18
646	960.23	156.25	24.554	0.047	0.93	0.075	23.624	0.028	1261.23	1156.25
41982	960.41	4141.53	23.044	0.017	0.579	0.037	22.465	0.02	1261.41	5141.53
13615	960.54	2448.88	22.817	0.014	0.554	0.03	22.263	0.016	1261.54	3448.88
1822	960.55	573.81	24.212	0.037	0.741	0.07	23.471	0.033	1261.55	1573.81
30723	960.59	1058.6	25.654	0.102	1.026	0.196	24.628	0.094	1261.59	2058.6
10816	960.69	2198.78	24.612	0.054	0.945	0.084	23.667	0.03	1261.69	3198.78
39825	960.71	3493.19	25.92	0.212	1.025	0.296	24.895	0.084	1261.71	4493.19
14322	960.94	2511.84	23.355	0.017	0.562	0.039	22.793	0.022	1261.94	3511.84
32746	960.95	1670.23	25.331	0.147	0.951	0.26	24.38	0.113	1261.95	2670.23
2597	961.04	817.57	23.174	0.016	0.592	0.029	22.582	0.013	1262.04	1817.57
9624	961.09	2086.54	22.021	0.01	0.372	0.024	21.649	0.014	1262.09	3086.54
31829	961.13	1409.47	25.492	0.088	0.853	0.161	24.639	0.073	1262.13	2409.47
12024	961.13	2310.71	20.531	0.01	0.266	0.02	20.265	0.01	1262.13	3310.71
22652	961.17	3425.49	23.331	0.017	0.63	0.034	22.701	0.017	1262.17	4425.49
6938	961.19	1759.69	21.242	0.01	0.218	0.02	21.024	0.01	1262.19	2759.69
19087	961.23	2944	24.071	0.038	0.724	0.068	23.347	0.03	1262.23	3944
13526	961.26	2440.91	23.366	0.026	0.591	0.047	22.775	0.021	1262.26	3440.91
24056	961.35	3710.62	23.292	0.021	0.66	0.038	22.632	0.017	1262.35	4710.62
31763	961.45	1387.39	25.87	0.182	1.084	0.262	24.786	0.08	1262.45	2387.39
17032	961.5	2748.48	20.96	0.01	0.213	0.02	20.747	0.01	1262.5	3748.48
20852	961.63	3149.04	21.692	0.01	0.343	0.023	21.349	0.013	1262.63	4149.04
11925	961.74	2301.49	20.507	0.009	0.254	0.019	20.253	0.01	1262.74	3301.49
35218	961.89	2285.6	24.604	0.043	0.846	0.084	23.758	0.041	1262.89	3285.6
8689	961.98	1983.47	21.325	0.01	0.373	0.02	20.952	0.01	1262.98	2983.47
29973	962.08	809.42	24.914	0.067	0.888	0.103	24.026	0.036	1263.08	1809.42
24195	962.16	3739.95	22.503	0.011	0.539	0.024	21.964	0.013	1263.16	4739.95
13958	962.32	2481.24	23.809	0.028	0.643	0.053	23.166	0.025	1263.32	3481.24
36395	962.34	2593.57	25.568	0.189	0.988	0.405	24.58	0.216	1263.34	3593.57
9781	962.4	2103.5	24.28	0.054	0.772	0.085	23.508	0.031	1263.4	3103.5
