#ID x   y   F555W   E_555   F555-F814   E_555-814
14708   2063.29 3273.31 21.952  0.067   0.604   0.14
14709   2625.53 3273.33 22.262  0.054   0.743   0.075
14710   940.72  3273.66 23.732  0.102   0.788   0.154
14711   2479.75 3273.77 21.833  0.029   0.539   0.052
14712   4082.73 3273.81 23.725  0.1 0.852   0.17
14713   395.65  3273.97 24.508  0.265   0.89    0.382
14714   2392.47 3274.02 24.755  0.308   1.059   0.446
14715   2226.66 3274.05 22.692  0.067   0.715   0.103
14716   3489.99 3274.06 23.918  0.147   0.952   0.244
14717   2030.22 3274.13 18.81   0.015   1.342   0.03
14718   2188.34 3274.46 20.56   0.014   0.593   0.03
14719   2421.93 3274.67 20.3    0.02    0.756   0.048
14720   2206.87 3274.76 21.734  0.028   0.656   0.056
14721   1675.33 3275.1  24.025  0.133   0.983   0.201
14722   1727.62 3275.14 22.032  0.03    0.584   0.069
14723   1974.39 3275.26 23.95   0.135   0.882   0.209
14724   2088.44 3275.63 21.709  0.054   0.563   0.153
14725   3412.56 3275.67 23.609  0.088   0.9 0.141
14726   2149.12 3276.16 24.953  0.319   1.119   0.456
14727   764.96  3276.49 24.637  0.204   0.898   0.295
14728   2240.03 3276.62 23.768  0.139   0.884   0.202
14729   3549.39 3276.65 23.545  0.103   0.733   0.153
14730   2416.03 3276.67 20.009  0.02    1.115   0.036
14731   1982.32 3276.68 25.008  0.415   1.125   0.65
14732   1597.3  3276.71 23.829  0.124   0.868   0.195
14733   2566.23 3276.96 24.566  0.181   1.125   0.296
14734   2044.51 3277.17 21.822  0.035   0.566   0.063
14735   2263.79 3277.32 19.136  0.013   1.297   0.021
14736   3557.33 3277.43 24.52   0.216   1.045   0.369
14737   4011.25 3277.45 18.637  0.013   0.06    0.027
14738   2754.48 3277.99 24.69   0.218   1.284   0.433
14739   2134.63 3278.18 23.655  0.13    0.846   0.213
14740   1064.38 3278.56 22.462  0.037   0.634   0.08
14741   2504.42 3278.68 24.073  0.18    0.96    0.264
14742   1841.2  3278.84 24.19   0.276   0.907   0.378
14743   1894.03 3279.52 23.895  0.131   0.858   0.184
14744   484.64  3279.63 22.857  0.063   0.731   0.098
14745   2405.27 3280.53 24.329  0.205   1.026   0.275
14746   3257.75 3280.63 24.156  0.133   0.895   0.202
14747   1973.3  3280.65 22.997  0.068   0.742   0.12
14748   1420.36 3280.7  22.42   0.032   0.674   0.066
14749   352.77  3280.75 24.724  0.232   0.974   0.335
14750   2220.06 3280.79 25.177  0.471   1.046   0.686
14751   1032.89 3281.14 23.957  0.109   0.853   0.185
14752   2962.64 3281.24 22.747  0.061   0.747   0.101
14753   2422.11 3281.33 22.619  0.08    0.89    0.222
14754   1777.75 3281.51 23.357  0.082   0.809   0.151
14755   135.78  3281.51 22.501  0.058   0.647   0.095
14756   1709.68 3281.58 22.526  0.044   0.715   0.115
14757   2387.17 3281.66 20.525  0.017   0.424   0.039
14758   2025.81 3281.66 21.118  0.027   0.487   0.066
14759   2937.07 3281.77 23.723  0.126   0.937   0.169
14760   2181.93 3282    23.253  0.068   0.804   0.109
14761   2889.16 3282.03 23.774  0.088   0.871   0.147
14762   1217.1  3282.08 24.64   0.326   1.092   0.423
14763   1694.64 3282.22 20.931  0.022   0.58    0.038
14764   1770.07 3282.4  21.745  0.025   0.515   0.048
14765   3200.79 3282.42 21.334  0.019   0.452   0.04
14766   1539.74 3282.45 16.59   0.016   0.875   0.036
14767   1362.81 3282.46 21.436  0.021   0.476   0.04
14768   3822.14 3282.56 22.808  0.061   0.802   0.099
14769   2276.52 3282.58 22.657  0.055   0.78    0.108
14770   1793.8  3282.66 21.401  0.025   0.49    0.068
14771   1934.6  3282.83 23.28   0.077   0.818   0.128
14772   251.9   3282.88 24.384  0.199   1.021   0.312
14773   2831.91 3282.93 22.669  0.042   0.687   0.077
14774   655.89  3282.96 23.332  0.087   0.977   0.133
14775   2583.55 3283.04 22.608  0.056   0.682   0.115
14776   2317.57 3283.17 23.014  0.049   0.787   0.075
14777   2200.23 3283.38 19.588  0.006   0.226   0.022
14778   1906.19 3283.74 21.442  0.022   0.557   0.043
14779   1124.07 3283.78 25.499  0.492   1.293   0.638
14780   1394.17 3283.83 21.039  0.014   0.625   0.028
14781   2339.31 3283.9  22.126  0.086   0.603   0.118
14782   2509.23 3283.93 21.205  0.023   0.431   0.038
14783   2009.23 3283.94 18.864  0.021   1.295   0.03
14784   2590.82 3284.06 23.131  0.07    0.751   0.116
14785   1837.76 3284.1  24.528  0.279   1.028   0.362
14786   571.68  3284.19 24.515  0.219   0.966   0.303
14787   2631.2  3284.19 24.479  0.22    1.123   0.405
14788   3813.49 3284.78 24.296  0.207   0.923   0.291
14789   2102.49 3284.85 20.595  0.022   0.535   0.043
14790   288.93  3284.95 23.366  0.097   0.817   0.168
14791   3911.97 3284.98 24.579  0.174   0.903   0.27
14792   2357.42 3285.12 21.377  0.026   0.511   0.068
14793   2371.25 3285.2  23.502  0.079   0.807   0.126
14794   768.56  3285.21 24.841  0.229   0.944   0.336
14795   2240.4  3285.27 21.036  0.027   0.403   0.052
14796   1622.42 3285.87 23.396  0.066   0.841   0.108
14797   2600.71 3285.93 21.854  0.025   0.641   0.043
14798   2653.62 3286.02 22.555  0.045   0.83    0.131
14799   1917.71 3286.02 22.116  0.035   0.616   0.062
14800   4068.11 3286.15 21.054  0.021   0.356   0.04
14801   2381.22 3286.25 20.771  0.022   0.506   0.036
14802   898.79  3286.3  24.631  0.385   1.09    0.468
14803   1103.74 3286.34 24.201  0.166   0.935   0.244
14804   3572.62 3286.37 23.473  0.079   0.803   0.116
14805   4017.48 3286.37 19.562  0.035   0.194   0.07
14806   3863.41 3286.57 19.749  0.012   0.855   0.021
14807   2726.63 3286.61 16.314  0.012   2.63    0.024
14808   2267.75 3286.66 22.42   0.039   0.666   0.082
14809   420.41  3286.85 19.428  0.013   0.448   0.025
14810   1512.39 3286.96 23.72   0.116   0.94    0.185
14811   379.46  3287.01 22.518  0.039   0.664   0.087
14812   912.74  3287.02 23.457  0.087   0.819   0.138
14813   2221.87 3287.1  24.46   0.321   1.011   0.57
14814   1483.68 3287.18 23.509  0.09    0.84    0.156
14815   2886.36 3287.28 24.862  0.277   0.925   0.391
14816   3083.79 3287.33 24.899  0.342   0.98    0.484
14817   1070.43 3287.42 20.436  0.012   0.149   0.033
14818   158.54  3287.6  24.44   0.247   1.014   0.345
14819   1550.53 3288.11 20.749  0.045   0.586   0.115
14820   2150.74 3288.12 21.209  0.02    0.502   0.037
14821   1502.21 3288.34 24.479  0.293   1.1 0.452
14822   2143.38 3288.38 23.056  0.088   0.786   0.247
14823   2585.64 3288.54 23.109  0.067   0.819   0.112
14824   2233.03 3288.54 20.58   0.013   0.537   0.027
14825   1453.92 3288.61 21.198  0.024   0.613   0.045
14826   1783.79 3288.79 24.359  0.236   0.84    0.331
14827   3056.18 3288.91 24.065  0.169   0.903   0.27
14828   1424.73 3288.93 23.545  0.128   0.933   0.18
14829   2439.96 3288.99 25.083  0.46    1.201   0.687
14830   1326.29 3289.16 20.538  0.016   0.583   0.029
14831   1833.24 3289.57 25.253  0.46    1.017   0.648
14832   3368.92 3289.66 22.265  0.04    0.652   0.069
14833   582.12  3289.75 24.152  0.129   1.001   0.212
14834   1803.61 3289.92 21.799  0.025   0.523   0.045
14835   1344.97 3290.06 23.816  0.113   0.871   0.179
14836   2273.01 3290.41 21.148  0.019   0.463   0.053
14837   2108.8  3290.87 20.914  0.018   0.616   0.034
14838   1888.24 3291.07 23.892  0.135   0.949   0.19
14839   3830.19 3291.13 21.674  0.028   0.464   0.047
14840   2491.11 3291.14 21.86   0.024   0.546   0.051
14841   3025.43 3291.18 19.351  0.016   1.153   0.024
14842   1696.27 3291.52 22.346  0.064   0.663   0.108
14843   852.3   3291.59 21.934  0.029   0.626   0.053
14844   1798.5  3291.62 23.598  0.093   0.846   0.16
14845   2787.14 3291.62 25.123  0.461   1.642   0.767
14846   1755.08 3291.66 21.476  0.035   0.427   0.053
14847   2094.43 3291.66 20.839  0.018   0.496   0.035
14848   1387.27 3291.81 19.986  0.014   0.177   0.025
14849   1910.38 3291.92 23.787  0.114   0.911   0.204
14850   1066.23 3291.94 22.704  0.071   0.676   0.109
14851   2033.82 3292.07 20.713  0.019   0.473   0.035
14852   1984.66 3292.3  23.977  0.161   0.884   0.26
14853   2102.49 3292.92 23.538  0.117   0.879   0.265
14854   3625.3  3292.93 23.517  0.106   0.777   0.168
14855   2028.14 3293.53 22.36   0.05    0.78    0.083
14856   3674.22 3293.55 25.102  0.445   0.952   0.686
14857   2685.51 3293.7  22.488  0.05    0.646   0.081
14858   2055.5  3293.96 24.288  0.187   1.023   0.276
14859   1769.35 3294.03 20.965  0.015   0.446   0.036
14860   3511.5  3294.26 25.043  0.279   1   0.391
14861   2354.08 3294.69 22.543  0.069   0.665   0.118
14862   1729.49 3294.94 22.492  0.042   0.695   0.074
14863   2844.81 3295.07 22.818  0.048   0.787   0.075
14864   2273.02 3295.11 21.235  0.04    0.526   0.087
14865   1340.74 3295.17 24.327  0.288   0.965   0.377
14866   2935.45 3295.24 23.406  0.118   0.892   0.177
14867   2475.17 3295.34 23.252  0.079   0.874   0.129
14868   2126.94 3295.49 20.264  0.015   0.573   0.024
14869   2576.85 3295.49 24.913  0.302   1.006   0.43
14870   1824.12 3295.58 20.078  0.014   0.529   0.024
14871   583.53  3295.67 23.293  0.075   0.76    0.133
14872   2300.15 3295.82 20.821  0.028   0.497   0.076
14873   2019.23 3295.96 19.895  0.022   1.13    0.029
14874   2996.89 3296.08 22.555  0.051   0.625   0.106
14875   2221.11 3296.13 20.165  0.013   0.613   0.025
14876   1603.59 3296.23 24.433  0.315   1.159   0.55
14877   2494.35 3296.29 21.935  0.035   0.523   0.067
14878   1313.71 3296.3  24.977  0.336   1.258   0.486
14879   2558.62 3296.57 24.318  0.192   0.928   0.316
14880   1998.22 3296.65 21.211  0.052   0.48    0.129
14881   1940.6  3297.08 22.412  0.048   0.655   0.075
14882   1679.71 3297.09 20.168  0.017   1.143   0.026
14883   444.31  3297.22 23.734  0.153   0.862   0.258
14884   983.85  3297.32 24.095  0.233   1.09    0.288
14885   1645.43 3297.36 22.932  0.053   0.769   0.089
14886   2060.17 3297.76 24.664  0.249   0.91    0.448
14887   1512.54 3297.76 23.39   0.076   0.847   0.129
14888   2080.58 3297.94 23.471  0.096   0.871   0.177
14889   3807.09 3298.57 22.595  0.044   0.679   0.077
14890   88.88   3298.65 24.138  0.124   0.936   0.196
14891   1436.19 3298.78 22.959  0.054   0.773   0.094
14892   3907.9  3298.84 24.256  0.192   0.948   0.243
14893   3191.27 3298.93 25.525  0.485   1.201   0.637
14894   2088.15 3299.07 23.574  0.088   0.882   0.207
14895   549.84  3299.07 21.385  0.028   0.632   0.045
14896   2068.66 3299.12 20.78   0.019   0.423   0.036
14897   2205.06 3299.3  21.723  0.028   0.681   0.055
14898   1806.46 3299.31 23.26   0.077   0.855   0.115
14899   2549.32 3299.4  21.942  0.028   0.538   0.065
14900   3286.3  3299.56 24.306  0.195   0.963   0.286
14901   1499.52 3299.98 23.497  0.111   0.927   0.158
14902   1585.28 3300.07 18.334  0.008   0.111   0.016
14903   1053.72 3300.49 24.716  0.358   1.048   0.46
14904   3953.64 3300.65 24.429  0.276   0.937   0.366
14905   1880.88 3300.73 21.525  0.04    0.612   0.093
14906   1900.3  3301.02 24.38   0.25    0.985   0.344
14907   2915.37 3301.14 22.171  0.039   0.604   0.058
14908   2166.39 3301.16 20.695  0.016   0.516   0.032
14909   2256.64 3301.2  24.412  0.179   0.99    0.326
14910   636.52  3301.29 23.185  0.074   0.789   0.126
14911   3662.37 3301.33 20.834  0.026   1.085   0.036
14912   3337.55 3301.38 25.146  0.362   1.351   0.558
14913   2122.9  3301.4  22.453  0.067   0.7 0.136
14914   2136.76 3301.51 20.596  0.016   0.563   0.03
14915   2198.88 3301.61 22.39   0.03    0.666   0.058
14916   4023.64 3301.69 22.725  0.057   0.78    0.117
14917   2051.61 3301.74 24.91   0.267   1.091   0.39
14918   1730.92 3301.76 22.636  0.067   0.678   0.095
14919   1722.99 3301.76 24.032  0.175   0.978   0.25
14920   2636.6  3301.77 22.74   0.05    0.776   0.089
14921   2174.7  3301.84 23.964  0.147   0.882   0.344
14922   2283.99 3302.37 22.698  0.066   0.815   0.099
14923   1966.95 3302.38 18.664  0.014   1.329   0.024
14924   433.23  3302.48 25.003  0.238   0.987   0.373
14925   2159.64 3302.73 21.768  0.027   0.566   0.053
14926   1634.56 3302.84 24.712  0.246   0.959   0.366
14927   326.76  3302.98 24.348  0.223   1.021   0.301
14928   1911.09 3303.01 24.985  0.391   1.078   0.568
14929   1458.18 3303.05 24.979  0.399   0.962   0.558
14930   2949.25 3303.1  24.194  0.288   0.947   0.363
14931   1857.2  3303.34 23.711  0.127   0.903   0.179
14932   2340.18 3303.41 22.454  0.049   0.795   0.082
14933   2967.85 3303.53 24.565  0.208   0.997   0.31
14934   2691.86 3303.57 22.104  0.03    0.606   0.069
14935   2421.35 3303.99 22.517  0.057   0.732   0.148
14936   2147.86 3304.03 22.276  0.043   0.622   0.07
14937   3694.2  3304.18 21.61   0.021   0.553   0.041
14938   2594.74 3304.89 24.321  0.209   0.925   0.283
14939   2661.7  3305.33 21.106  0.021   0.528   0.042
14940   1437.99 3305.5  24.062  0.14    0.949   0.2
14941   2923.23 3305.65 24.71   0.38    1.025   0.549
14942   2017.89 3305.67 21.4    0.027   0.459   0.052
14943   1101.32 3305.83 24.879  0.24    1.066   0.349
14944   2404.52 3306.02 20.572  0.018   0.471   0.032
14945   2004.84 3306.02 21.6    0.033   0.524   0.069
14946   3002.1  3306.03 21.801  0.03    0.506   0.048
14947   2060.1  3306.05 23.597  0.1 0.817   0.167
14948   1448.64 3306.12 22.319  0.051   0.733   0.086
14949   524.63  3306.41 21.833  0.033   1.088   0.053
14950   2290.57 3306.54 21.894  0.029   0.548   0.054
14951   1536.22 3306.98 19.916  0.012   0.288   0.024
14952   2556.46 3307.01 19.584  0.016   1.227   0.026
14953   2739.97 3307.11 21.635  0.026   0.589   0.12
14954   4065.02 3307.45 23.952  0.17    0.995   0.235
14955   2326.62 3307.5  22.318  0.03    0.615   0.058
14956   2438.55 3307.85 19.449  0.011   1.264   0.021
14957   1698.35 3307.96 23.112  0.078   0.854   0.121
14958   1500.29 3308    24.753  0.425   1.043   0.527
14959   1229.1  3308.12 25.367  0.463   1.07    0.642
14960   3917.8  3308.22 24.337  0.205   0.922   0.275
14961   1660.75 3308.28 21.23   0.023   0.546   0.043
14962   3074.56 3308.39 23.885  0.14    0.863   0.205
14963   2762.34 3308.51 23.62   0.095   0.906   0.178
14964   1612.03 3308.53 22.993  0.048   0.751   0.088
14965   1891.97 3308.69 21.262  0.02    0.517   0.052
14966   1908.98 3308.7  23.237  0.077   0.805   0.175
14967   1935.49 3308.73 23.46   0.072   0.825   0.131
14968   3370.36 3309.17 24.641  0.249   1.05    0.364
14969   1570.64 3309.22 21.556  0.022   0.618   0.045
14970   2217.04 3309.23 23.7    0.118   0.889   0.165
14971   1755.55 3309.3  21.272  0.02    0.493   0.037
14972   1179.08 3309.36 22.111  0.033   0.594   0.061
14973   2636.7  3309.39 25.138  0.393   1.057   0.532
14974   2658.3  3309.7  22.186  0.049   0.732   0.087
14975   276.49  3310.78 22.071  0.034   0.675   0.066
14976   776.76  3310.78 23.099  0.08    0.735   0.125
14977   883.92  3311.02 19.258  0.014   0.221   0.026
14978   3997.04 3311.16 22.131  0.03    0.692   0.047
14979   2463.84 3311.33 24.533  0.196   1   0.346
14980   2197.53 3311.36 23.17   0.066   0.832   0.126
14981   2313.9  3311.37 21.755  0.029   0.562   0.064
14982   1920.49 3311.56 20.985  0.02    0.504   0.035
14983   1365.31 3311.62 22.232  0.044   0.732   0.067
14984   2693.97 3311.78 22.492  0.065   0.727   0.146
14985   1708.66 3311.8  22.043  0.038   0.6 0.058
14986   2116.46 3311.95 22.841  0.061   0.726   0.111
14987   1944.75 3312.02 20.944  0.019   0.626   0.041
14988   1974.41 3312.22 21.029  0.024   0.5 0.042
14989   390.46  3312.27 23.599  0.134   0.786   0.201
14990   2154.96 3312.29 23.025  0.081   0.779   0.183
14991   2571.2  3312.49 22.172  0.027   0.608   0.059
14992   1637.61 3312.51 25.013  0.349   1.112   0.567
14993   1877.01 3312.58 22.558  0.032   0.714   0.058
14994   2510.02 3312.63 21.428  0.036   0.453   0.057
14995   1625.57 3312.72 22.904  0.057   0.708   0.095
14996   1198.65 3312.74 24.717  0.257   0.954   0.365
14997   1994.34 3312.95 23.515  0.172   0.843   0.248
14998   378 3313.3  22.787  0.048   0.77    0.082
14999   1966.15 3313.43 23.977  0.166   1.035   0.283
15000   2938.11 3314.11 19.845  0.012   0.241   0.026
15001   1909.87 3314.15 23.93   0.191   0.874   0.37
15002   2354.03 3314.24 21.36   0.021   0.515   0.037
15003   3131.79 3314.53 22.332  0.041   0.622   0.065
15004   1983.2  3314.6  21.127  0.027   0.478   0.059
15005   2921.99 3314.78 24.28   0.245   0.877   0.353
15006   1733.51 3314.83 22.606  0.07    0.702   0.103
15007   3002.71 3314.86 20.506  0.018   0.509   0.033
15008   2279.23 3314.87 23.995  0.14    0.841   0.2
15009   2065.46 3315.41 20.274  0.019   0.609   0.032
15010   2244.39 3315.42 21.983  0.043   0.694   0.136
15011   1505.89 3315.62 21.907  0.031   0.604   0.058
15012   1500.29 3315.64 23.911  0.147   0.907   0.209
15013   1332.21 3315.9  23.207  0.075   0.793   0.135
15014   1610.9  3315.96 22.216  0.029   0.634   0.066
15015   2294.57 3316.16 23.982  0.17    0.856   0.271
15016   1516.31 3316.2  25.18   0.486   1.234   0.627
15017   1797.14 3316.31 22.724  0.056   0.71    0.107
15018   2104.69 3316.33 21.32   0.027   0.584   0.044
15019   2250.98 3316.39 19.642  0.01    1.135   0.025
15020   4098.57 3316.53 19.524  0.025   1.16    0.036
15021   1209.91 3316.54 24.341  0.276   0.978   0.372
15022   1055.74 3316.64 20.399  0.022   0.558   0.054
15023   1348.27 3316.88 23.04   0.07    0.849   0.117
15024   2231.26 3317.01 23.184  0.086   0.766   0.133
15025   1849.16 3317.08 22.916  0.052   0.742   0.091
15026   3178.21 3317.13 25.119  0.406   0.969   0.531
15027   2427.6  3317.22 21.17   0.016   0.468   0.032
15028   961.36  3317.38 24.959  0.288   1.174   0.439
15029   1156.92 3317.49 21.441  0.02    0.304   0.04
15030   1584.16 3317.54 24.985  0.459   1.048   0.637
15031   3732.98 3317.73 24.856  0.463   1.147   0.549
15032   99.01   3318.02 22.635  0.048   0.664   0.09
15033   307.33  3318.06 23.218  0.079   0.769   0.132
15034   401.34  3318.35 24.071  0.173   0.919   0.304
15035   2125.4  3318.97 22.569  0.042   0.708   0.07
15036   2189.25 3319.06 21.405  0.019   0.6 0.038
15037   3799.13 3319.09 21.067  0.025   1.11    0.042
15038   2048    3319.16 21.308  0.035   0.479   0.064
15039   1762.95 3319.33 23.841  0.138   0.802   0.191
15040   262 3319.34 20.635  0.017   0.411   0.039
15041   2027.77 3319.35 23.484  0.108   0.784   0.182
15042   2698.62 3319.46 21.79   0.028   0.559   0.056
15043   1934.08 3319.63 24.104  0.19    0.929   0.27
15044   3665.24 3319.78 24.2    0.158   0.899   0.226
15045   2584.8  3319.91 21.544  0.026   0.505   0.041
15046   2788.72 3320.1  25.191  0.412   1.106   0.558
15047   2327.08 3320.45 22.331  0.044   0.639   0.074
15048   1635.16 3320.57 22.236  0.04    0.639   0.066
15049   1747.96 3320.71 23.104  0.077   0.757   0.159
15050   1589.63 3320.73 23.904  0.099   0.889   0.167
15051   1118.48 3320.75 24.495  0.291   0.96    0.398
15052   1722.7  3320.89 24.334  0.212   0.876   0.339
15053   1671.13 3320.97 24.162  0.174   0.906   0.264
15054   2767.64 3321.01 24.399  0.225   1.027   0.36
15055   2406.21 3321.06 21.163  0.019   0.587   0.035
15056   3508.71 3321.13 23.478  0.076   0.802   0.115
15057   347.28  3321.5  24.807  0.24    1.11    0.332
15058   3287.2  3321.55 24.397  0.277   0.989   0.398
15059   1371.83 3322.04 22.773  0.051   0.717   0.097
15060   3576.61 3322.18 20.771  0.019   0.215   0.037
15061   1611.13 3322.21 22.012  0.028   0.638   0.054
15062   2142.65 3322.56 22.925  0.056   0.769   0.094
15063   1962.83 3322.61 24.426  0.179   1.019   0.261
15064   1408.69 3322.82 22.28   0.044   0.627   0.069
15065   2969.21 3322.87 21.752  0.029   0.615   0.053
15066   2672.01 3322.87 21.961  0.038   0.564   0.061
15067   3044.34 3322.98 24.329  0.158   0.946   0.222
15068   893.52  3323.15 24.343  0.258   0.939   0.34
15069   2289.49 3323.27 21.306  0.021   0.447   0.038
15070   526.87  3323.58 24.031  0.132   0.902   0.232
15071   2723.05 3324.06 19.727  0.015   1.17    0.034
15072   3749.1  3324.08 24.878  0.384   1.253   0.477
15073   3880.08 3324.24 25.238  0.482   0.942   0.612
15074   1946.63 3324.27 23.993  0.181   0.899   0.248
15075   3922.89 3324.3  24.164  0.213   0.976   0.343
15076   810.17  3324.44 24.549  0.248   0.934   0.505
15077   3537.65 3324.66 24.316  0.249   1.171   0.345
15078   3225.76 3324.77 24.059  0.176   0.971   0.222
15079   2868.88 3324.82 23.992  0.215   0.899   0.28
15080   1125.68 3324.84 20.628  0.014   0.227   0.026
15081   2255.12 3324.87 24.077  0.218   1.026   0.388
15082   3937.9  3325    22.516  0.046   0.654   0.084
15083   1697.9  3325.19 21.829  0.032   0.704   0.054
15084   2087.72 3325.19 21.148  0.02    0.462   0.042
15085   1339.31 3325.29 19.622  0.013   1.163   0.021
15086   166.7   3325.34 21.471  0.023   0.502   0.048
15087   2954.6  3325.39 25.422  0.495   1.127   0.629
15088   1518.34 3325.66 23.317  0.074   0.906   0.115
15089   828.29  3325.81 23.336  0.079   0.766   0.133
15090   3737.68 3325.82 21.816  0.033   0.666   0.058
15091   1796.6  3326.01 22.182  0.042   0.614   0.08
15092   2305.3  3326.11 23.435  0.07    0.788   0.121
15093   1965.84 3326.92 24.282  0.229   1.096   0.342
15094   3238.68 3326.94 25.112  0.438   1.118   0.543
15095   2854.81 3327.05 21.491  0.022   0.485   0.049
15096   1750.53 3327.08 21.319  0.023   0.483   0.043
15097   2477.6  3327.23 20.804  0.017   0.43    0.04
15098   3950.07 3327.32 23.478  0.081   0.755   0.139
15099   564.13  3327.64 23.873  0.11    0.798   0.171
15100   521.8   3327.98 23.811  0.102   0.903   0.173
15101   2028.5  3328.01 21.451  0.032   0.491   0.053
15102   2013.37 3328.34 23.354  0.085   0.793   0.127
15103   2271.36 3328.36 20.453  0.039   0.486   0.12
15104   2414.46 3328.49 20.715  0.017   0.581   0.033
15105   3586.39 3328.52 23.147  0.062   0.78    0.106
15106   2181.21 3328.74 20.9    0.016   0.577   0.034
15107   1386.91 3328.76 25.105  0.448   0.972   0.598
15108   508.14  3328.81 24.056  0.316   0.987   0.388
15109   2513.05 3329.05 24.469  0.285   0.911   0.381
15110   1214.4  3329.23 23.753  0.109   0.861   0.18
15111   2058.67 3329.34 21.278  0.027   0.513   0.052
15112   1214.49 3329.57 23.75   0.145   0.871   0.254
15113   359.11  3329.62 20.941  0.017   0.342   0.035
15114   2036.7  3329.81 22.772  0.058   0.879   0.148
15115   2705    3329.82 23.728  0.114   0.899   0.202
15116   1734.84 3329.83 21.219  0.027   0.478   0.055
15117   742.09  3329.87 21.975  0.029   0.467   0.046
15118   2020.75 3330    21.86   0.028   0.647   0.051
15119   2227.43 3330.04 20.985  0.026   0.503   0.048
15120   2631.43 3330.07 23.758  0.109   0.847   0.17
15121   2761.7  3330.12 21.77   0.03    0.54    0.063
15122   1579.52 3330.4  24.805  0.339   1.053   0.457
15123   1910.15 3330.57 22.918  0.071   0.89    0.124
15124   3941.08 3330.6  23.08   0.056   0.736   0.09
15125   1021.66 3330.64 25.076  0.32    0.99    0.447
15126   2173.37 3330.81 22.218  0.039   0.62    0.07
15127   2345.65 3330.9  23.719  0.1 0.915   0.154
15128   1974.54 3331.55 21.625  0.025   0.546   0.045
15129   2463.93 3331.71 23.924  0.138   0.915   0.231
15130   591.03  3331.8  21.268  0.018   0.642   0.032
15131   2528.02 3331.97 22.264  0.03    0.612   0.053
15132   1192.63 3332.06 22.22   0.043   0.635   0.072
15133   2068.01 3332.15 20.723  0.02    0.571   0.04
15134   1780.4  3332.28 24.255  0.165   0.977   0.256
15135   1943.76 3332.31 21.422  0.021   0.516   0.045
15136   3317.59 3332.36 25.013  0.331   1.191   0.463
15137   2277.7  3332.53 23.973  0.218   0.93    0.335
15138   2331.9  3332.71 22.896  0.053   0.819   0.089
15139   2544.67 3332.72 23.849  0.14    0.925   0.263
15140   3928.77 3332.98 24.672  0.306   1.074   0.404
15141   1864.54 3333.1  19.81   0.011   0.285   0.023
15142   313.83  3333.18 22.026  0.023   0.59    0.052
15143   1888.08 3333.26 23.694  0.101   0.852   0.16
15144   1762.31 3333.27 21.397  0.023   0.496   0.046
15145   2597.05 3333.49 23.121  0.074   0.76    0.126
15146   2507.33 3333.57 23.365  0.087   0.912   0.13
15147   2716.39 3333.67 24.904  0.269   1.09    0.428
15148   3244.77 3334.23 25.325  0.345   1.209   0.503
15149   2123.37 3334.54 21.117  0.02    0.623   0.035
15150   2606.4  3334.55 25.014  0.274   1.07    0.378
15151   3324.57 3334.67 24.388  0.293   0.914   0.381
15152   2090.58 3334.85 24.961  0.342   1.068   0.472
15153   2320.11 3334.98 21.35   0.022   0.48    0.037
15154   2222.47 3335.15 22.303  0.034   0.66    0.064
15155   1722.78 3335.44 21.001  0.018   0.556   0.039
15156   2000.3  3335.54 23.466  0.102   0.941   0.214
15157   2236.93 3335.58 24.136  0.189   0.884   0.275
15158   1492.02 3335.73 25.215  0.418   1.19    0.556
15159   2047.84 3335.93 22.676  0.046   0.747   0.077
15160   3085.39 3335.97 22.387  0.039   0.673   0.07
15161   1903.59 3336.06 20.841  0.02    0.543   0.033
15162   133.31  3336.61 24.529  0.406   1.059   0.48
15163   2740.64 3337.02 22.375  0.04    0.681   0.072
15164   626.62  3337.18 22.194  0.035   0.597   0.062
15165   394.62  3337.3  22.495  0.044   0.662   0.082
15166   2190.37 3337.32 20.559  0.026   0.636   0.053
15167   2487.52 3337.46 23.953  0.134   0.871   0.194
15168   2026.34 3337.61 22.433  0.064   0.662   0.1
15169   1808.43 3337.67 23.866  0.127   0.9 0.188
15170   923.38  3337.79 25.289  0.448   1.07    0.612
15171   3852.27 3337.89 20.986  0.014   0.306   0.036
15172   1708.16 3337.97 22.53   0.043   0.728   0.084
15173   2366.23 3337.98 22.05   0.029   0.717   0.049
15174   3797.05 3338.18 23.69   0.106   0.881   0.181
15175   2616.86 3338.26 22.199  0.036   0.597   0.073
15176   3842.73 3338.41 21.47   0.024   0.406   0.046
15177   1322.95 3338.5  24.039  0.196   0.82    0.268
15178   1594.64 3338.87 23.292  0.078   0.815   0.11
15179   2033.61 3339.37 22.759  0.056   0.828   0.112
15180   2838.7  3339.49 23.75   0.092   0.836   0.156
15181   3056.2  3339.61 21.778  0.029   0.579   0.057
15182   1429.01 3339.64 24.56   0.4 1.04    0.474
15183   2824.36 3339.69 24.232  0.139   0.827   0.206
15184   3151.89 3340.16 22.662  0.05    0.951   0.086
15185   1642.02 3340.19 24.257  0.207   0.969   0.282
15186   2677.15 3340.6  24.732  0.232   1.077   0.341
15187   2256.26 3340.78 23.751  0.088   0.879   0.158
15188   2866.32 3340.93 19.219  0.008   0.193   0.022
15189   1863.09 3340.95 22.641  0.12    0.629   0.23
15190   1292.04 3340.99 23.192  0.111   0.801   0.148
15191   1799.52 3341.01 25.087  0.42    1.1 0.552
