#mag    e_mag    col1   e_col1    m_ini
22.6530    0.0780   1.5548   0.1423   1.9469
22.8308    0.0780   1.4741   0.1423   1.9469
22.5976    0.0750   1.4804   0.1378   1.9733
22.7818    0.0756   1.2887   0.1388   1.9667
22.7800    0.0780   1.5258   0.1423   1.9469
22.8411    0.0856   0.9890   0.1537   1.0906
22.6391    0.0723   1.1438   0.1338   1.9951
22.4459    0.0740   1.2168   0.1363   1.9808
22.3297    0.0651   1.2130   0.1226   2.0580
22.5181    0.0671   1.3223   0.1257   2.0401
22.2701    0.0646   1.2907   0.1218   2.0745
22.4429    0.0666   1.3849   0.1249   2.0446
22.3042    0.0658   1.2740   0.1237   2.0601
22.5468    0.0740   1.2509   0.1363   1.9808
22.9635    0.0838   1.1238   0.1509   1.0988
22.9309    0.0894   1.1713   0.1593   1.0744
22.3601    0.0651   1.3559   0.1226   2.0580
22.3314    0.0642   1.0457   0.1212   2.0723
22.6450    0.0706   1.4430   0.1312   2.0140
22.5004    0.0675   1.2261   0.1263   2.0430
22.4731    0.0650   1.3170   0.1225   2.0714
22.5294    0.0691   1.3436   0.1289   2.0224
22.4293    0.0656   1.1961   0.1233   2.0599
22.9314    0.0965   1.3960   0.1695   1.0465
22.6110    0.0715   1.4919   0.1325   2.0023
22.5483    0.0732   1.3386   0.1351   1.9879
22.1939    0.0573   1.0640   0.1102   2.1605
22.5090    0.0709   1.2019   0.1316   2.0089
22.5399    0.0686   1.0977   0.1281   2.0268
22.9426    0.0856   1.2706   0.1537   1.0906
22.4559    0.0681   1.3575   0.1273   2.0313
22.5742    0.0732   1.2131   0.1351   1.9879
22.4350    0.0651   1.1326   0.1226   2.0580
22.9749    0.0905   1.0018   0.1608   1.0700
22.5549    0.0698   1.1673   0.1299   2.0166
22.1678    0.0610   1.2785   0.1161   2.1145
22.0845    0.0526   1.3440   0.1026   2.2139
22.3427    0.0607   1.2003   0.1156   2.0984
22.2992    0.0605   0.9242   0.1154   2.1052
22.8892    0.0789   1.0211   0.1437   1.1218
22.8390    0.0802   1.0453   0.1457   1.1154
22.1839    0.0574   1.0425   0.1104   2.1547
22.4440    0.0676   1.0264   0.1265   1.1831
22.4479    0.0701   1.1109   0.1303   1.1688
21.9280    0.0529   1.2140   0.1031   2.2170
22.3448    0.0599   1.2755   0.1143   2.1116
22.4667    0.0676   1.0986   0.1265   1.1831
22.2886    0.0579   1.1218   0.1111   2.1246
22.3222    0.0627   0.9968   0.1189   2.0792
22.0577    0.0565   1.3256   0.1088   2.1389
21.7458    0.0451   1.0723   0.0900   2.3386
22.1586    0.0541   1.2286   0.1049   2.1978
22.4625    0.0653   1.1600   0.1229   1.1975
22.2347    0.0621   1.4065   0.1178   2.0856
22.0456    0.0541   1.2074   0.1051   2.1940
22.2489    0.0600   1.0744   0.1145   2.1049
22.1875    0.0579   1.4691   0.1111   2.1246
21.7865    0.0449   1.0223   0.0896   2.3447
21.7647    0.0440   0.9793   0.0881   2.3591
21.8582    0.0489   1.0990   0.0964   2.2770
22.0378    0.0533   1.3326   0.1036   2.2142
22.7703    0.0826   1.0381   0.1492   1.1041
22.7964    0.0751   1.4014   0.1379   1.1411
21.8911    0.0512   0.9290   0.1002   2.2296
22.3866    0.0653   1.0985   0.1229   1.1975
22.3492    0.0632   1.4433   0.1196   2.0751
22.9329    0.0802   0.9837   0.1457   1.1154
22.0151    0.0517   1.1758   0.1011   2.2344
21.7659    0.0452   1.0714   0.0902   2.3376
22.1794    0.0600   1.2572   0.1145   2.1049
22.0441    0.0536   1.0987   0.1042   2.1676
22.4853    0.0665   1.2747   0.1247   1.1903
22.5863    0.0726   1.1690   0.1341   1.1544
22.0646    0.0516   1.0279   0.1009   2.2333
22.0888    0.0536   1.1916   0.1042   2.1676
22.4075    0.0633   1.1419   0.1198   2.0736
22.0213    0.0535   1.0562   0.1040   2.2067
22.4474    0.0688   1.2910   0.1284   1.1760
22.2000    0.0579   1.3003   0.1111   2.1246
22.3042    0.0607   1.3494   0.1156   2.0984
22.5547    0.0726   0.7601   0.1341   1.1544
22.3264    0.0614   1.1136   0.1167   2.0920
21.7316    0.0429   1.1779   0.0862   2.3806
21.9754    0.0508   1.0967   0.0995   2.2501
22.0464    0.0553   1.1597   0.1069   2.1812
22.3235    0.0608   1.1544   0.1157   2.1054
22.0305    0.0523   0.9860   0.1021   2.2081
22.6490    0.0763   1.3271   0.1398   1.1347
21.9960    0.0519   1.1275   0.1013   2.2271
22.6970    0.0751   1.1644   0.1379   1.1411
22.4074    0.0676   1.0690   0.1265   1.1831
22.3820    0.0593   0.9605   0.1134   2.1113
21.8692    0.0489   1.1357   0.0964   2.2770
22.3530    0.0614   1.1465   0.1167   2.0920
22.6699    0.0751   1.2135   0.1379   1.1411
22.2505    0.0581   1.0020   0.1114   1.2477
21.8318    0.0450   1.1690   0.0899   2.3344
22.1241    0.0581   0.9802   0.1114   1.2477
22.2312    0.0571   0.7331   0.1099   1.2548
21.4107    0.0363   1.1606   0.0747   2.5168
21.7798    0.0478   1.0928   0.0945   2.2726
22.2037    0.0562   1.0028   0.1085   1.2620
22.1867    0.0590   0.9760   0.1130   1.2405
22.2961    0.0642   1.1933   0.1212   1.2046
21.8927    0.0472   1.0272   0.0936   2.2798
22.0775    0.0562   1.1354   0.1085   1.2620
21.7819    0.0447   1.1831   0.0892   2.2715
21.9839    0.0520   0.9736   0.1015   1.2979
21.6559    0.0456   1.0751   0.0908   2.2798
22.1331    0.0545   1.0260   0.1056   1.2764
21.9226    0.0503   1.1477   0.0988   2.2035
22.3046    0.0642   1.0000   0.1212   1.2046
22.3472    0.0642   1.2357   0.1212   1.2046
22.3540    0.0611   1.1916   0.1162   1.2262
22.0290    0.0536   0.9615   0.1042   1.2835
21.8219    0.0449   0.9299   0.0897   2.2680
22.0336    0.0520   0.9186   0.1015   1.2979
21.7275    0.0442   1.0956   0.0885   2.3013
22.2529    0.0571   1.0210   0.1099   1.2548
21.6525    0.0417   1.0883   0.0842   2.4021
22.0604    0.0516   0.9651   0.1009   1.3014
21.8529    0.0453   0.9356   0.0903   2.2675
22.1383    0.0581   1.2930   0.1114   1.2477
21.6997    0.0421   1.0712   0.0849   2.3536
21.6959    0.0432   1.2188   0.0867   2.3631
21.8585    0.0496   1.0894   0.0976   2.2368
22.1432    0.0562   1.0086   0.1085   1.2620
22.2498    0.0611   1.0263   0.1162   1.2262
21.7875    0.0445   1.1736   0.0890   2.2812
22.1473    0.0590   1.0893   0.1130   1.2405
21.9202    0.0484   1.1965   0.0956   2.2250
21.3396    0.0351   0.7903   0.0725   2.5455
21.4183    0.0363   0.8200   0.0747   2.5168
21.7100    0.0445   1.2619   0.0890   2.3465
21.9297    0.0487   1.2123   0.0961   2.2511
21.7068    0.0441   1.1145   0.0883   2.3537
22.2076    0.0590   0.9551   0.1130   1.2405
22.0296    0.0520   0.9150   0.1015   1.2979
21.9680    0.0510   1.0731   0.0999   2.1963
21.7031    0.0446   1.0242   0.0891   2.3013
21.7767    0.0468   1.1013   0.0929   2.2978
22.0212    0.0545   1.1536   0.1056   1.2764
22.1633    0.0520   0.9873   0.1015   1.2979
22.0542    0.0528   1.0430   0.1029   1.2907
21.3345    0.0345   0.9456   0.0715   2.5599
21.6146    0.0448   1.0922   0.0895   2.2941
21.7951    0.0473   1.0461   0.0936   2.2393
21.5497    0.0428   0.8796   0.0860   2.3335
22.1761    0.0562   1.0686   0.1085   1.2620
22.0974    0.0554   0.9229   0.1070   1.2692
21.6355    0.0413   1.0788   0.0835   2.3974
22.1343    0.0562   0.8594   0.1085   1.2620
21.6118    0.0405   1.1078   0.0821   2.4236
22.2332    0.0611   1.0758   0.1162   1.2262
21.7577    0.0470   1.1076   0.0932   2.2726
22.0645    0.0536   0.8961   0.1042   1.2835
21.5298    0.0382   1.0436   0.0780   2.4666
21.9754    0.0488   0.7897   0.0963   1.3279
21.7111    0.0443   0.8665   0.0887   1.3759
21.1733    0.0314   0.8435   0.0658   2.6351
21.8964    0.0507   0.9875   0.0995   1.3092
21.8758    0.0493   0.9074   0.0972   1.3227
21.8165    0.0454   0.8213   0.0904   1.3644
21.4774    0.0368   0.8522   0.0756   2.4325
21.8038    0.0460   0.9099   0.0916   1.3567
21.1767    0.0322   1.0383   0.0673   2.6199
21.4018    0.0365   1.0065   0.0750   2.4814
21.8069    0.0473   0.7797   0.0937   1.3435
21.7861    0.0478   0.8030   0.0945   1.3383
21.2118    0.0321   0.9523   0.0671   2.6217
21.2410    0.0324   1.0577   0.0677   2.6154
21.7525    0.0434   0.7040   0.0870   1.3874
21.4932    0.0388   0.9787   0.0790   2.3650
21.4847    0.0371   1.0927   0.0760   2.4824
21.9106    0.0483   0.8584   0.0954   1.3331
21.1330    0.0308   0.9117   0.0646   2.6538
21.7567    0.0439   0.8531   0.0879   1.3816
21.3807    0.0350   0.9770   0.0723   2.5163
21.7982    0.0434   0.9277   0.0870   1.3874
21.0392    0.0294   0.7890   0.0620   2.7049
21.3413    0.0338   0.9996   0.0702   2.5756
21.0670    0.0289   0.8724   0.0612   2.7205
21.4443    0.0369   0.9466   0.0757   2.4632
21.9104    0.0483   0.9330   0.0954   1.3331
21.7439    0.0445   1.0831   0.0890   2.2735
21.4198    0.0362   0.9561   0.0745   2.4963
21.6315    0.0425   1.0406   0.0856   2.3047
21.2821    0.0340   1.0443   0.0705   2.5504
21.4080    0.0354   0.8626   0.0730   2.5183
21.8299    0.0466   0.9401   0.0925   1.3511
21.8055    0.0473   0.8561   0.0937   1.3435
21.7414    0.0448   0.8756   0.0896   1.3701
21.8010    0.0473   0.8904   0.0937   1.3435
21.9136    0.0488   0.8445   0.0963   1.3279
21.3494    0.0346   1.0762   0.0716   2.5501
21.8167    0.0488   0.8162   0.0963   1.3279
21.9146    0.0488   0.8210   0.0963   1.3279
21.7696    0.0448   0.8641   0.0896   1.3701
21.0645    0.0285   0.8785   0.0604   2.7355
21.9685    0.0499   1.0399   0.0980   1.3175
21.6517    0.0443   0.9318   0.0887   1.3759
22.0080    0.0493   0.7944   0.0972   1.3227
21.8768    0.0483   0.9896   0.0954   1.3331
21.6707    0.0439   0.7999   0.0879   1.3816
21.4287    0.0375   0.9363   0.0768   2.4124
21.9174    0.0483   0.8069   0.0954   1.3331
21.2312    0.0331   0.8691   0.0688   2.5971
21.7322    0.0438   0.9169   0.0877   2.2833
21.8219    0.0468   0.8244   0.0928   1.3487
21.8941    0.0483   0.7284   0.0954   1.3331
21.3936    0.0372   0.9631   0.0762   2.4730
21.2588    0.0326   0.8947   0.0679   2.6073
21.6494    0.0418   1.0500   0.0844   2.3314
21.9022    0.0505   0.7975   0.0991   1.3112
21.2957    0.0331   0.8090   0.0690   2.5791
