#mag    e_mag    col1   e_col1    m_ini
23.0841    0.0968   0.9520   0.1246   1.7317
23.1117    0.0968   0.9089   0.1246   1.7317
23.0900    0.0950   0.7324   0.1225   1.7402
23.5462    0.1193   1.0162   0.1513   0.9273
22.5292    0.0684   0.9612   0.0901   1.9204
23.1103    0.0905   0.7888   0.1170   1.7617
22.6769    0.0757   0.6970   0.0991   1.8553
22.8556    0.0842   0.9442   0.1094   1.7915
22.7903    0.0811   0.9043   0.1056   1.8208
22.9597    0.0886   0.8009   0.1147   1.7706
22.6848    0.0712   0.6026   0.0936   1.8979
22.5293    0.0717   0.6999   0.0941   1.8761
22.7347    0.0788   0.8308   0.1028   1.8174
22.3439    0.0647   0.6177   0.0855   1.9500
22.8102    0.0858   0.9883   0.1113   1.7839
23.3089    0.1116   1.0624   0.1422   0.9451
22.7797    0.0788   0.5886   0.1028   1.8174
22.5864    0.0754   0.7601   0.0987   1.8338
22.9838    0.1012   0.8694   0.1299   0.9712
22.6227    0.0705   0.6301   0.0926   1.0678
21.9029    0.0501   0.5715   0.0671   2.0656
22.2989    0.0622   0.6872   0.0824   1.9016
22.6264    0.0733   0.6120   0.0961   1.0573
22.6014    0.0715   0.5025   0.0938   1.0642
21.9396    0.0476   0.7290   0.0639   2.1136
21.9078    0.0489   0.6380   0.0656   2.0978
22.3791    0.0610   0.6209   0.0809   1.9774
22.1536    0.0625   0.7367   0.0828   1.9127
22.4280    0.0635   0.6728   0.0839   1.0964
22.1997    0.0548   0.5313   0.0730   2.0397
22.3992    0.0671   0.6685   0.0884   1.8790
22.3662    0.0630   0.6271   0.0834   1.0984
22.2547    0.0617   0.9043   0.0817   1.9716
22.4348    0.0705   0.7217   0.0926   1.0678
22.4315    0.0653   0.4949   0.0862   1.0884
22.7232    0.0802   0.7062   0.1045   1.0334
22.7361    0.0802   0.6674   0.1045   1.0334
22.4773    0.0690   0.8185   0.0908   1.0735
22.6066    0.0788   0.7209   0.1028   1.0380
22.0790    0.0543   0.5244   0.0724   1.9906
22.0165    0.0532   0.6197   0.0710   2.0427
22.3782    0.0648   0.3343   0.0855   1.0908
22.7531    0.0794   0.7285   0.1036   1.0358
22.3306    0.0667   0.5684   0.0879   1.0829
22.4045    0.0673   0.7653   0.0887   1.8746
22.2558    0.0630   0.5216   0.0834   1.0984
22.3509    0.0648   0.6440   0.0855   1.0908
22.6827    0.0752   0.7162   0.0985   1.0502
21.5413    0.0416   0.5996   0.0561   2.1889
22.2146    0.0593   0.6465   0.0787   1.9897
22.8492    0.0896   0.5549   0.1159   1.0039
21.9537    0.0515   0.7900   0.0689   2.0578
21.8654    0.0496   0.6651   0.0665   2.0923
22.4880    0.0633   0.6240   0.0837   1.8961
22.2063    0.0606   0.7955   0.0803   1.9173
22.2775    0.0661   0.5912   0.0872   1.9123
22.6464    0.0733   0.8410   0.0961   1.0573
21.7313    0.0465   0.6168   0.0625   2.1266
22.5183    0.0662   0.4649   0.0873   1.0848
22.1903    0.0569   0.7156   0.0757   1.9785
22.1419    0.0560   0.6436   0.0746   1.9402
22.1318    0.0546   0.5771   0.0728   1.9459
21.4816    0.0387   0.5611   0.0524   2.2070
21.3939    0.0372   0.6198   0.0504   2.2500
21.8684    0.0464   0.6861   0.0624   2.1057
22.1400    0.0561   0.3653   0.0747   1.1317
21.6045    0.0411   0.5176   0.0555   2.1596
21.0749    0.0309   0.5255   0.0422   2.3524
21.5677    0.0384   0.5888   0.0521   2.1965
21.2794    0.0345   0.5495   0.0470   2.2693
21.6853    0.0421   0.4980   0.0569   2.1551
21.8337    0.0478   0.5511   0.0642   1.1743
21.5006    0.0412   0.5707   0.0557   2.1383
21.3744    0.0354   0.5445   0.0481   2.2741
22.1430    0.0546   0.4749   0.0728   1.1394
21.3962    0.0378   0.5854   0.0513   2.2390
21.5952    0.0400   0.5399   0.0541   2.0783
22.0550    0.0532   0.5362   0.0710   1.1470
21.4917    0.0377   0.4638   0.0512   2.1864
21.7396    0.0436   0.5465   0.0588   2.0419
21.5998    0.0423   0.5861   0.0571   2.0571
21.6352    0.0427   0.4951   0.0577   1.1983
21.2323    0.0335   0.5041   0.0457   2.3015
21.7767    0.0464   0.5840   0.0624   2.1092
21.6438    0.0424   0.6207   0.0573   2.0242
21.7707    0.0471   0.4731   0.0632   1.1780
21.7769    0.0457   0.5525   0.0615   2.0521
21.9282    0.0508   0.4471   0.0680   1.9705
21.6548    0.0427   0.4638   0.0577   1.1983
21.2690    0.0342   0.5175   0.0465   2.3009
21.6805    0.0437   0.5548   0.0589   1.1942
21.6821    0.0424   0.4357   0.0572   1.1998
21.4024    0.0369   0.5136   0.0501   2.2542
21.5257    0.0377   0.6055   0.0512   2.2423
22.0662    0.0526   0.6852   0.0703   1.9585
21.6898    0.0432   0.4717   0.0583   1.1962
21.5184    0.0387   0.5058   0.0525   2.1068
21.5149    0.0388   0.5364   0.0526   2.2251
21.8019    0.0471   0.5760   0.0632   1.1780
22.0662    0.0531   0.6227   0.0709   1.9609
21.4057    0.0365   0.4862   0.0496   2.2517
21.4323    0.0382   0.5023   0.0518   2.2219
22.1429    0.0577   0.6620   0.0767   1.1239
21.8298    0.0478   0.4673   0.0642   1.1743
21.0751    0.0306   0.5654   0.0418   2.3561
22.2160    0.0577   0.4639   0.0767   1.1239
22.1528    0.0585   0.6078   0.0777   1.1197
22.0340    0.0514   0.4620   0.0687   1.9667
21.3332    0.0353   0.4937   0.0479   2.2788
22.0760    0.0529   0.6712   0.0707   1.9653
21.7064    0.0412   0.5724   0.0557   2.1938
22.2159    0.0539   0.4864   0.0719   1.1432
21.8200    0.0452   0.5058   0.0608   2.0452
21.5869    0.0392   0.4578   0.0531   2.0609
21.4907    0.0395   0.5339   0.0535   2.2146
21.4202    0.0374   0.5827   0.0508   2.1802
21.8575    0.0449   0.5128   0.0604   2.0844
22.1589    0.0561   0.4570   0.0747   1.1317
21.7099    0.0438   0.5995   0.0590   2.1585
22.1029    0.0539   0.5458   0.0719   1.1432
