# id  x  y  V  eV  BV  eBV m_ini
1223       928.52  1183.15    25.15     0.19     0.60     0.13   0.7748
1251      1100.85  1027.41    25.44     0.17     0.79     0.16   0.7751
1272      1008.18  1133.90    24.99     0.11     0.59     0.11   0.7754
1352      1061.73  1010.67    25.06     0.15     0.60     0.20   0.7762
1457      1146.60  1183.12    25.31     0.13     0.97     0.12   0.7773
1591      1099.54  1006.98    24.98     0.24     0.61     0.17   0.7787
1598      1125.11  1005.22    25.07     0.19     0.86     0.13   0.7788
1723      1049.01  1073.42    24.99     0.09     0.69     0.17   0.7801
1796      1030.21  1018.63    24.60     0.16     0.78     0.16   0.7809
1883      1091.05  1060.05    24.83     0.15     0.71     0.15   0.7818
1938       983.83  1191.36    24.67     0.11     0.61     0.10   0.7824
11013     1006.63  1110.06    24.65     0.14     0.83     0.27   0.7832
11031     1086.87   934.10    24.50     0.17     0.72     0.09   0.7834
11174     1161.99   982.41    23.61     0.37     0.85     0.11   0.7849
11241     1038.87  1022.80    24.59     0.15     0.79     0.12   0.7856
11268     1104.59   877.73    24.70     0.13     1.07     0.22   0.7859
11325     1153.29  1021.73    24.51     0.10     0.84     0.14   0.7865
11371     1171.98   999.99    24.59     0.13     0.71     0.13   0.7870
11372      964.86   933.43    25.05     0.26     0.63     0.10   0.7870
11385      879.23   967.30    24.90     0.23     0.62     0.15   0.7872
11495     1036.23  1113.09    24.82     0.12     0.46     0.31   0.7884
11537      978.63  1145.05    24.76     0.16     0.89     0.22   0.7888
11584      961.23  1101.12    24.57     0.11     0.64     0.19   0.7893
11596      938.78  1079.54    24.95     0.23     0.79     0.09   0.7895
11607     1109.33   994.94    24.62     0.10     0.87     0.11   0.7896
11656     1187.77  1077.40    24.50     0.22     0.92     0.18   0.7901
11754      943.53   878.01    24.85     0.11     0.84     0.12   0.7912
11846     1009.28  1082.20    24.56     0.20     0.35     0.16   0.7922
11944     1087.61  1010.23    24.66     0.19     0.55     0.12   0.7933
11951     1058.59  1108.91    24.63     0.09     0.55     0.25   0.7934
11983      948.09   979.77    24.50     0.18     0.47     0.12   0.7937
12038     1054.20  1058.34    24.57     0.16     0.87     0.16   0.7943
12169      985.18  1051.37    24.50     0.29     0.61     0.13   0.7958
12183      926.00  1082.13    24.74     0.22     0.86     0.15   0.7959
12258     1190.12   985.06    24.71     0.10     0.81     0.15   0.7968
12331     1026.91   996.34    24.80     0.20     0.70     0.25   0.7976
12703     1069.89  1049.45    24.65     0.13     0.76     0.13   0.8017
12803     1181.07  1052.88    24.50     0.18     0.57     0.09   0.8029
12870      930.42  1027.72    24.25     0.17     1.04     0.24   0.8036
12899     1145.22   841.74    24.36     0.10     0.78     0.10   0.8040
12962      924.89  1044.64    24.56     0.19     0.87     0.20   0.8047
12970      986.62   964.20    24.61     0.09     0.75     0.16   0.8048
13024      966.23  1176.86    24.57     0.12     0.81     0.20   0.8054
13064      943.75  1029.19    24.41     0.23     0.69     0.13   0.8058
13071     1048.38  1067.14    24.36     0.18     0.74     0.09   0.8059
13087     1063.18  1127.84    24.17     0.19     0.61     0.08   0.8061
13135      968.87   947.50    24.46     0.26     0.85     0.10   0.8067
13172     1138.99  1029.81    24.55     0.16     0.39     0.25   0.8071
13242     1115.68   966.12    24.39     0.16     0.85     0.24   0.8079
13267     1097.11  1049.58    24.24     0.24     0.63     0.17   0.8082
13308      931.06   952.36    24.69     0.15     0.87     0.15   0.8086
13327     1060.22   873.64    24.85     0.22     0.77     0.09   0.8089
13330      958.32   854.04    24.77     0.18     0.49     0.19   0.8089
13335     1186.98   973.90    24.35     0.23     0.87     0.19   0.8090
13354     1117.86   954.78    24.33     0.18     0.98     0.18   0.8092
13374     1031.63   971.86    24.71     0.15     0.65     0.13   0.8094
13432     1184.59   977.77    24.07     0.25     0.56     0.15   0.8101
13562      964.55  1059.15    24.52     0.17     0.55     0.09   0.8116
13579     1119.97  1137.36    24.34     0.14     0.87     0.11   0.8118
13584     1109.54  1110.49    24.70     0.08     0.58     0.13   0.8118
13589     1161.64   946.77    24.27     0.14     0.72     0.09   0.8119
13621     1084.12   893.47    24.54     0.28     0.73     0.15   0.8123
13666      979.88   919.78    24.25     0.23     0.71     0.14   0.8128
13680     1059.23   967.84    24.11     0.27     0.92     0.15   0.8130
13685     1026.06  1064.16    24.53     0.12     0.91     0.16   0.8130
13702      902.12  1142.28    24.70     0.10     0.74     0.09   0.8132
13738     1077.10  1083.34    24.55     0.15     0.70     0.09   0.8136
13830     1007.12  1001.86    24.56     0.10     0.81     0.11   0.8147
13850     1019.59  1079.63    24.20     0.16     0.37     0.20   0.8149
13862     1085.91   986.83    24.73     0.12     0.59     0.11   0.8151
13918      968.22  1126.33    24.58     0.12     0.84     0.20   0.8157
13925     1005.04  1032.30    24.72     0.24     0.58     0.12   0.8158
13971     1059.39  1034.34    24.33     0.17     0.68     0.19   0.8164
14006     1143.54  1159.40    24.72     0.19     0.69     0.26   0.8168
14033      873.26   959.84    24.65     0.11     1.00     0.28   0.8171
14044     1080.82  1099.29    24.34     0.14     0.77     0.14   0.8172
14045      925.80  1034.19    24.51     0.11     0.70     0.22   0.8172
14052      861.66  1097.66    24.48     0.23     0.88     0.14   0.8173
14059      908.91  1004.71    24.69     0.11     0.60     0.10   0.8174
14093     1077.07  1094.04    24.64     0.09     0.66     0.16   0.8178
14107     1137.21  1106.08    24.19     0.22     0.64     0.10   0.8180
14158     1092.10  1091.15    24.58     0.14     0.71     0.16   0.8186
14209     1050.45   973.30    24.54     0.14     0.68     0.14   0.8192
14236      971.64  1007.42    24.64     0.11     0.75     0.10   0.8195
14257      963.51   981.91    24.54     0.14     0.58     0.16   0.8197
14334     1096.88   955.53    24.56     0.13     0.75     0.14   0.8207
14353     1054.45   967.90    24.29     0.25     0.63     0.11   0.8209
14359     1059.07   870.76    24.38     0.35     0.76     0.11   0.8210
14400     1156.53  1207.08    24.56     0.12     0.63     0.20   0.8215
14423     1061.59   948.98    23.94     0.36     0.66     0.17   0.8217
14455     1037.51   836.71    24.68     0.10     0.64     0.19   0.8221
14522      987.55  1076.26    24.37     0.24     0.75     0.16   0.8229
14524      882.72  1017.64    24.48     0.35     0.27     0.20   0.8229
14539     1009.91   992.07    24.77     0.14     0.75     0.13   0.8231
14568      973.52  1186.18    24.59     0.12     0.92     0.19   0.8235
14580      945.84  1171.45    24.54     0.11     0.80     0.13   0.8236
14638     1110.63  1208.40    24.38     0.16     0.75     0.14   0.8243
14700      897.87  1050.30    24.37     0.24     0.73     0.21   0.8251
14704     1021.27  1135.74    24.58     0.23     0.69     0.09   0.8251
14764     1095.47  1072.14    24.15     0.31     0.49     0.16   0.8258
14787     1067.89  1055.58    24.52     0.13     0.80     0.20   0.8261
14821     1130.15   994.13    24.41     0.12     0.77     0.24   0.8265
14853     1130.20  1045.86    24.68     0.17     0.87     0.24   0.8269
14862     1084.44  1070.53    24.53     0.13     0.47     0.13   0.8270
14938      959.31  1004.27    24.34     0.15     0.06     0.26   0.8279
14961     1035.82   848.48    24.56     0.13     0.71     0.10   0.8282
14995     1057.92   925.14    24.52     0.15     0.72     0.14   0.8286
15065      919.81   924.57    24.32     0.17     0.64     0.14   0.8295
15084      980.38  1004.31    24.59     0.19     0.91     0.13   0.8297
15115      988.92  1035.87    24.45     0.10     0.69     0.11   0.8301
15165     1125.67   940.88    24.53     0.08     0.61     0.09   0.8307
15204      941.12  1005.88    24.49     0.23     0.63     0.15   0.8312
15210      951.71  1009.38    24.62     0.13     0.49     0.20   0.8313
15245      978.93  1006.07    24.49     0.15     0.84     0.15   0.8317
15254      892.46  1089.66    24.26     0.09     0.71     0.10   0.8318
