# id  x  y  V  eV  BV  eBV m_ini
11324      932.05  1081.70    22.90     0.11     0.57     0.09   1.0401
11348     1105.71  1129.08    23.02     0.06     0.66     0.08   1.0418
11536     1055.19  1062.91    22.95     0.11     0.70     0.07   1.0552
11613     1000.74  1077.24    22.58     0.12     0.56     0.12   1.0608
11664     1062.86  1151.97    22.78     0.11     0.54     0.08   1.0645
11817     1012.12  1054.87    22.75     0.09     0.92     0.12   1.0760
11924     1157.84   824.46    22.70     0.07     0.49     0.15   1.0842
11954      994.61   958.37    22.62     0.05     0.39     0.12   1.0865
12095      988.64  1009.84    22.57     0.11     0.50     0.07   1.0976
12117     1001.61  1150.36    22.67     0.07     0.49     0.06   1.0993
12124     1092.27  1070.34    22.38     0.10     0.65     0.07   1.0999
12157     1151.69   912.38    22.60     0.05     0.46     0.07   1.1025
12178     1109.00  1152.72    22.44     0.08     0.43     0.05   1.1042
12206     1063.86   849.93    22.57     0.08     0.47     0.07   1.1065
12220     1046.24  1105.96    22.58     0.09     0.58     0.06   1.1076
12294      972.17   909.73    22.52     0.06     0.49     0.11   1.1136
12336      998.26   823.22    22.46     0.11     0.37     0.09   1.1171
12345     1001.56  1143.44    22.54     0.11     0.53     0.05   1.1178
12350      829.71  1015.37    22.50     0.09     0.47     0.07   1.1183
12414     1072.60  1072.86    22.44     0.07     0.50     0.11   1.1236
12429     1073.53   968.48    22.39     0.08     0.43     0.08   1.1248
12459      925.47  1121.24    22.47     0.12     0.52     0.05   1.1274
12467      995.95  1139.03    22.33     0.09     0.39     0.13   1.1281
12468      979.25  1008.30    22.44     0.14     0.45     0.08   1.1281
12495      971.75  1160.21    22.33     0.09     0.54     0.11   1.1304
12508      814.46   925.75    22.38     0.07     0.45     0.09   1.1316
12525     1040.77   997.19    22.58     0.17     0.47     0.07   1.1330
12549     1001.97  1129.47    22.33     0.06     0.56     0.05   1.1351
12562     1009.59  1054.74    22.41     0.08     0.41     0.07   1.1362
12565     1010.03  1038.48    22.21     0.10     0.26     0.10   1.1364
12567      945.32  1189.57    22.27     0.08     0.49     0.11   1.1366
12572     1122.02  1067.48    22.31     0.07     0.48     0.05   1.1370
12601     1019.92   959.38    22.37     0.07     0.44     0.08   1.1396
12629     1097.60   947.27    22.25     0.06     0.49     0.12   1.1419
12638      974.78  1134.61    22.20     0.08     0.40     0.10   1.1428
12647      932.33  1183.24    22.25     0.08     0.53     0.06   1.1435
12658     1099.18  1100.40    22.06     0.18     0.54     0.12   1.1445
12665      965.38   998.20    22.32     0.10     0.49     0.05   1.1452
12679      970.80  1001.26    22.29     0.05     0.52     0.05   1.1463
12684      939.50   995.25    22.38     0.06     0.55     0.06   1.1467
12692      991.49   913.28    22.33     0.06     0.46     0.06   1.1475
12708     1188.29   909.93    22.37     0.06     0.45     0.07   1.1489
12714      858.56  1096.95    22.37     0.12     0.60     0.09   1.1494
12717      988.76  1194.33    22.30     0.07     0.54     0.05   1.1497
12720      937.52   973.93    22.16     0.14     0.54     0.07   1.1500
12725      964.95   928.30    22.27     0.06     0.45     0.08   1.1504
12726     1068.67  1005.34    22.26     0.05     0.40     0.06   1.1505
12738     1043.40   948.38    22.34     0.05     0.48     0.06   1.1516
12742     1032.62  1087.02    22.33     0.07     0.41     0.10   1.1519
12762     1099.13   821.30    22.33     0.06     0.51     0.05   1.1537
12775      986.51  1146.66    22.13     0.07     0.23     0.11   1.1549
12777      919.69   902.79    21.97     0.14     0.46     0.05   1.1550
