# id  x  y  V  eV  BV  eBV m_ini
1127       969.83  1026.59    24.07     0.21     0.80     0.10   0.8175
1287      1096.36  1174.43    24.58     0.09     0.79     0.10   0.8247
1461      1043.18   983.50    24.44     0.22     0.64     0.09   0.8326
1495       810.37   990.24    24.37     0.13     0.78     0.16   0.8342
1506       993.40  1016.98    24.28     0.08     1.00     0.16   0.8347
1525      1118.42  1091.57    24.22     0.11     1.00     0.12   0.8355
1790       915.46   984.24    24.00     0.18     0.83     0.08   0.8481
11246     1098.83   892.27    24.18     0.11     0.91     0.11   0.8707
11377     1071.90   950.50    24.07     0.07     0.70     0.15   0.8775
11403      998.33   984.09    23.79     0.17     0.81     0.17   0.8789
11431     1030.03  1215.50    23.78     0.13     0.82     0.08   0.8803
11466     1139.43   861.28    23.99     0.11     0.69     0.24   0.8822
11488     1017.65  1027.51    24.20     0.13     0.99     0.13   0.8833
11515     1004.85  1109.66    24.07     0.08     0.57     0.11   0.8847
11608     1043.22   952.36    23.93     0.15     0.85     0.10   0.8897
11643      954.10   908.18    24.08     0.15     0.85     0.11   0.8916
11741     1110.56  1134.60    23.96     0.12     0.71     0.08   0.8969
11787     1018.01  1074.38    23.85     0.08     0.66     0.13   0.8995
11799     1049.66  1116.41    23.53     0.11     0.68     0.08   0.9002
11851      968.89  1004.03    23.76     0.11     0.67     0.24   0.9031
11855      967.50  1069.49    24.01     0.17     0.71     0.08   0.9033
11898     1038.82   881.85    23.93     0.15     0.63     0.10   0.9057
11905     1103.14  1042.91    23.84     0.13     0.78     0.07   0.9061
11909     1125.15   950.36    23.70     0.24     0.84     0.15   0.9063
11910      984.73   998.80    23.80     0.14     0.75     0.12   0.9064
11916     1011.33   980.57    23.62     0.13     0.77     0.17   0.9067
11924      953.11  1075.20    23.74     0.08     0.83     0.22   0.9071
11936     1079.34  1151.10    23.43     0.18     0.61     0.12   0.9078
11937      903.72  1144.16    23.77     0.07     0.84     0.13   0.9079
11973      992.59  1047.81    23.79     0.14     0.71     0.08   0.9099
11995     1005.05  1054.59    23.87     0.09     0.71     0.10   0.9111
12010      974.81   974.11    24.02     0.19     0.72     0.08   0.9120
12025      967.89  1177.38    23.72     0.08     0.66     0.09   0.9129
12070     1075.96  1227.01    23.65     0.11     1.04     0.22   0.9154
12093      873.26   921.23    23.63     0.09     0.57     0.13   0.9168
12139      999.90  1070.29    23.46     0.12     0.73     0.10   0.9194
12158      990.60  1130.80    23.66     0.07     0.63     0.12   0.9205
12163     1083.96  1032.07    23.68     0.17     0.78     0.09   0.9209
12164     1020.09   962.12    23.60     0.07     0.88     0.18   0.9209
12166      984.44   967.35    23.78     0.07     0.76     0.08   0.9210
12170      949.79   976.15    23.50     0.18     0.66     0.09   0.9213
12176     1205.88   979.88    23.79     0.17     0.64     0.10   0.9216
12182     1051.65   964.83    23.66     0.09     0.50     0.17   0.9219
12195      983.99  1087.36    23.81     0.11     0.75     0.22   0.9227
12199      965.35   926.56    23.74     0.14     0.62     0.23   0.9230
12227     1113.89   985.51    23.69     0.09     0.69     0.11   0.9246
12234     1020.01  1058.14    23.77     0.07     0.72     0.11   0.9250
12263      968.52  1084.93    23.83     0.07     0.56     0.15   0.9267
12277     1154.03  1027.33    23.35     0.13     0.78     0.14   0.9275
12291     1141.14   962.11    23.80     0.09     0.71     0.12   0.9284
12297     1005.09   956.36    23.61     0.14     0.65     0.11   0.9288
12303     1048.18  1052.48    23.59     0.10     0.59     0.15   0.9291
12323      949.32  1081.39    23.66     0.14     0.83     0.13   0.9303
12342      844.26  1106.80    23.78     0.07     0.81     0.10   0.9314
12343     1008.49  1038.73    23.51     0.15     0.61     0.14   0.9315
12387      964.73  1020.16    23.68     0.15     0.76     0.17   0.9341
12413     1043.59  1095.37    23.56     0.13     0.94     0.17   0.9357
12427     1085.57  1063.84    23.45     0.15     0.66     0.10   0.9366
12431     1033.76   832.11    23.77     0.10     0.44     0.16   0.9368
12438     1108.54  1004.90    23.41     0.13     0.94     0.18   0.9373
12451     1016.79  1094.94    23.60     0.17     0.94     0.14   0.9380
12503      946.95  1109.31    23.73     0.19     0.74     0.07   0.9412
12505     1060.92   997.68    23.62     0.09     0.85     0.13   0.9414
12514     1006.04   951.07    23.58     0.12     0.76     0.07   0.9419
12536     1034.16  1022.93    23.56     0.06     0.77     0.07   0.9432
12545     1056.22   973.00    23.61     0.07     0.78     0.18   0.9438
12556     1060.36  1194.42    23.16     0.16     0.77     0.09   0.9445
12558     1005.17  1051.48    23.47     0.18     0.61     0.10   0.9446
12565     1060.17  1082.66    23.32     0.13     0.57     0.11   0.9451
12568     1089.60  1077.92    23.57     0.15     0.65     0.07   0.9452
12572      926.71   923.11    23.58     0.10     0.83     0.09   0.9455
12573      966.50  1010.81    23.69     0.16     0.78     0.11   0.9455
12576      997.53  1110.41    23.64     0.13     0.48     0.14   0.9457
12579     1023.15  1078.57    23.65     0.09     0.45     0.16   0.9459
12581      980.54  1141.42    23.68     0.07     0.74     0.11   0.9461
12595      921.67  1041.84    23.65     0.20     0.79     0.09   0.9469
12636      996.97  1060.36    23.43     0.19     0.92     0.16   0.9495
12639     1025.88  1019.55    23.66     0.09     0.81     0.08   0.9497
12651     1164.89  1112.45    23.61     0.12     0.74     0.15   0.9504
12653     1035.52  1098.41    23.64     0.08     0.66     0.10   0.9506
12654      966.89  1117.17    23.62     0.07     0.84     0.11   0.9506
12655     1009.19  1082.05    23.61     0.13     0.59     0.12   0.9507
12664      953.75  1197.17    23.36     0.13     0.79     0.08   0.9512
12671      975.74  1017.45    23.66     0.09     0.59     0.08   0.9517
12674      974.00  1127.07    23.65     0.07     0.82     0.14   0.9518
12694     1005.94  1009.43    23.62     0.18     0.90     0.11   0.9531
12695     1182.01   885.68    23.75     0.11     0.72     0.08   0.9532
12709     1132.65  1000.23    23.61     0.15     0.82     0.07   0.9540
12713      960.84   947.05    23.56     0.15     0.77     0.06   0.9543
12718     1068.94  1040.86    23.47     0.11     0.78     0.15   0.9546
12728     1005.71   979.41    23.56     0.11     0.76     0.07   0.9553
12731     1087.20   996.10    23.64     0.11     0.72     0.14   0.9555
12735     1093.74  1073.72    23.66     0.08     0.43     0.10   0.9558
12737     1150.00  1035.35    23.55     0.07     0.76     0.08   0.9559
12738      961.83  1161.68    23.65     0.14     0.63     0.14   0.9559
12753      991.44   937.89    23.44     0.19     0.56     0.09   0.9569
12756     1119.79   886.39    23.45     0.10     0.58     0.09   0.9571
12764     1040.48   977.46    23.54     0.17     0.67     0.08   0.9576
12783      974.77  1025.77    23.65     0.09     0.71     0.08   0.9588
12784     1174.78   965.22    23.44     0.08     0.80     0.10   0.9589
12789      998.49   998.41    23.62     0.12     0.80     0.10   0.9592
12790     1191.85   958.49    23.62     0.19     0.51     0.16   0.9592
12807     1184.47  1145.64    23.46     0.09     0.61     0.07   0.9604
12808     1006.23  1002.20    23.47     0.09     0.57     0.08   0.9604
12817     1132.78   936.84    23.56     0.09     0.59     0.13   0.9610
12826     1193.22   923.06    23.52     0.06     0.66     0.10   0.9616
12841     1080.81  1226.51    23.50     0.10     0.62     0.06   0.9625
12859     1004.49  1004.23    23.59     0.11     0.80     0.09   0.9637
12865     1074.08  1086.30    23.42     0.20     0.91     0.14   0.9641
12870      837.86   944.44    23.51     0.07     0.68     0.07   0.9644
12872      998.37  1124.12    23.55     0.11     0.91     0.17   0.9645
12879      909.94   997.91    23.51     0.11     0.74     0.09   0.9650
12887     1036.90   949.19    23.57     0.08     0.83     0.21   0.9655
12894      858.06   933.36    23.43     0.12     0.47     0.17   0.9660
12895      900.79  1135.35    23.63     0.07     0.65     0.10   0.9660
12904     1026.16  1058.81    23.46     0.12     0.78     0.11   0.9667
12905      942.01   987.77    23.47     0.09     0.53     0.11   0.9667
12906     1015.86   938.14    23.56     0.07     0.64     0.08   0.9668
12913     1053.29  1003.51    23.76     0.13     0.76     0.12   0.9672
12915     1066.07   924.85    23.50     0.09     0.73     0.09   0.9674
12934     1021.79   948.76    23.32     0.16     0.73     0.14   0.9686
12954     1031.79  1043.78    23.42     0.11     0.74     0.07   0.9699
12961     1032.51   995.24    23.42     0.20     0.71     0.21   0.9704
12963     1208.67   871.57    23.31     0.15     0.77     0.19   0.9705
12972     1009.79  1111.85    23.59     0.10     0.61     0.09   0.9711
12977      997.53  1095.47    23.33     0.14     0.49     0.10   0.9714
12986      896.43  1013.33    23.41     0.06     0.68     0.11   0.9721
12987     1074.51   921.02    23.35     0.14     0.68     0.08   0.9721
12996     1067.12  1003.15    23.62     0.08     0.57     0.08   0.9727
12997     1078.60  1064.87    23.47     0.12     0.63     0.13   0.9728
12998      926.86  1034.53    23.43     0.11     0.62     0.10   0.9729
13004      925.62   983.68    23.42     0.14     0.75     0.07   0.9732
13005     1138.54  1185.78    23.55     0.08     0.81     0.09   0.9733
13012      928.35  1069.05    23.53     0.11     0.76     0.06   0.9738
13018      935.21  1140.23    23.42     0.09     0.78     0.13   0.9742
13023     1014.53   885.17    23.38     0.08     0.85     0.16   0.9745
13024      991.02   983.04    23.37     0.07     0.38     0.18   0.9746
13026      866.60  1106.65    23.63     0.17     0.69     0.08   0.9747
13027     1157.87   938.91    23.42     0.11     0.73     0.13   0.9747
13030     1034.09  1013.57    23.38     0.07     0.65     0.17   0.9750
13037     1045.45  1014.25    23.41     0.13     0.92     0.13   0.9754
13039     1073.83   985.20    23.30     0.13     0.69     0.15   0.9756
13040      942.24   935.60    23.18     0.18     0.33     0.14   0.9756
13043     1036.84  1003.42    23.40     0.12     0.64     0.13   0.9758
13044     1081.65   969.38    23.45     0.13     0.82     0.09   0.9759
13046     1093.52   964.58    23.34     0.07     0.63     0.11   0.9760
