#
# http://vizier.u-strasbg.fr/viz-bin/VizieR?-source=J/AcA/50/337
#
#OGLE-CL    RAJ2000      DEJ2000      Rad l   logt   e   logt2   e  
#           "h:m:s"      "d:m:s"   arcsec     [yr]  [yr]  [yr]  [yr]
#
    412  05 22 32.79  -69 33 02.0     23     8.10  0.10   8.6 99.99
    413  05 22 37.90  -69 44 39.9     22     8.75  0.05  99.9 99.99
    414  05 22 45.25  -69 54 06.6     14     8.00  0.05  99.9 99.99
    415  05 22 57.78  -69 37 30.7     14     7.50  0.10  99.9 99.99
    416  05 23 10.33  -69 52 01.4     20     7.75  0.05  99.9 99.99
    417  05 23 12.94  -69 49 23.0     22     8.30  0.10  99.9 99.99
    419  05 23 25.24  -69 50 07.1     26     7.98  0.05  99.9 99.99
    420  05 23 27.48  -69 45 06.4     17     8.90  0.05  99.9 99.99
    422  05 23 32.17  -69 54 14.0     11     8.20  0.10  99.9 99.99
    423  05 23 32.83  -69 20 33.9     29     9.00  0.08  99.9 99.99
    424  05 23 35.48  -69 54 17.7     10     8.00  0.10  99.9 99.99
    426  05 23 39.33  -69 14 42.4     34     9.10  0.10  99.9 99.99
    428  05 23 58.40  -69 57 25.5     10     9.00  0.10  99.9 99.99
    429  05 24 06.96  -69 44 26.7     14     8.30  0.05  99.9 99.99
    430  05 24 16.37  -69 39 12.9     12     8.80  0.05  99.9 99.99
    431  05 24 20.42  -69 46 26.4     19     8.00  0.05  99.9 99.99
    432  05 24 21.11  -69 57 55.0     24     8.40  0.10  99.9 99.99
    433  05 24 21.58  -69 38 28.9     11     9.00  0.10  99.9 99.99
    434  05 24 23.94  -69 46 47.5     10     9.00  0.10  99.9 99.99
    436  05 24 33.04  -69 54 04.3     44     8.70  0.08  99.9 99.99
    437  05 24 33.45  -69 55 26.9     14     8.70  0.10  99.9 99.99
    438  05 24 33.50  -69 44 43.1     36     8.60  0.08  99.9 99.99
    439  05 24 41.16  -69 41 34.2     11     8.70  0.10  99.9 99.99
    440  05 24 41.59  -69 53 10.8     21     8.10  0.08  99.9 99.99
    442  05 24 53.02  -69 49 47.2     29     8.10  0.10  99.9 99.99
    443  05 24 55.33  -69 50 13.9     22     8.00  0.03  99.9 99.99
    444  05 24 55.46  -69 51 46.0     14     8.00  0.08  99.9 99.99
    445  05 24 56.68  -69 25 29.3     18     8.60  0.10  99.9 99.99
    446  05 25 01.13  -69 26 03.1     35     8.30  0.05  99.9 99.99
    447  05 25 03.54  -69 52 12.7     12     8.10  0.10  99.9 99.99
    448  05 25 04.69  -69 44 14.3     20     8.60  0.10  99.9 99.99
    450  05 25 06.87  -69 42 56.3     20     8.20  0.10  99.9 99.99
    451  05 25 14.78  -70 05 57.3     12     8.10  0.10  99.9 99.99
    452  05 25 17.64  -69 32 23.0     14     8.90  0.05  99.9 99.99
    453  05 25 22.80  -69 26 23.3     12 <   7.00 99.99  99.9 99.99
    454  05 25 23.00  -69 47 07.0     16     8.60  0.05   9.0 99.99
    456  05 25 28.00  -69 46 31.6     21     8.45  0.05  99.9 99.99
    457  05 25 30.72  -69 50 09.6     37     8.00  0.10  99.9 99.99
    459  05 25 35.72  -69 55 35.6     33     8.70  0.10  99.9 99.99
    460  05 25 38.18  -70 15 42.2     14     8.20  0.10  99.9 99.99
    461  05 25 38.49  -69 49 30.8     30     7.95  0.05  99.9 99.99
    463  05 25 49.91  -69 38 28.2     14     8.50  0.10  99.9 99.99
    465  05 25 53.77  -69 46 13.5     20     8.80  0.05  99.9 99.99
    467  05 25 57.30  -69 45 03.9     22     8.30  0.05  99.9 99.99
    468  05 26 01.94  -69 30 20.6     29     8.30  0.05  99.9 99.99
    469  05 26 05.49  -70 05 34.3     19     8.60  0.10  99.9 99.99
    470  05 26 14.40  -69 33 57.1     16     8.90  0.05  99.9 99.99
    471  05 26 17.43  -70 13 16.4     24     8.85  0.05  99.9 99.99
    472  05 26 19.41  -69 30 06.3     18     6.70  0.10  99.9 99.99
    473  05 26 23.96  -69 43 50.9     24     8.40  0.10  99.9 99.99
    474  05 26 24.98  -69 40 57.8     17     8.90  0.05  99.9 99.99
    476  05 26 33.08  -69 48 12.0     23     8.40  0.10  99.9 99.99
    477  05 26 34.11  -69 50 26.7     37     7.80  0.05  99.9 99.99
    478  05 26 35.30  -69 49 23.1     30     8.00  0.10  99.9 99.99
    479  05 26 35.88  -69 36 52.6     23     7.75  0.08   8.5 99.99
    480  05 26 45.58  -69 51 03.2     31     8.00  0.05  99.9 99.99
    481  05 26 48.80  -69 50 17.2     29     7.80  0.10  99.9 99.99
    482  05 26 52.66  -69 46 03.0     22     8.90  9.00  99.9 99.99
    483  05 26 53.23  -69 48 53.5     18     8.80  0.10  99.9 99.99
    484  05 26 53.23  -70 12 33.2     38     8.20  0.05  99.9 99.99
    485  05 27 00.68  -69 46 37.5     25     7.95  0.05  99.9 99.99
    486  05 27 00.70  -69 42 37.9     25     8.70  0.06  99.9 99.99
    487  05 27 04.27  -69 51 51.5     37     8.00  0.10  99.9 99.99
    488  05 27 07.14  -69 30 55.2     18     8.90  0.10  99.9 99.99
    490  05 27 21.23  -70 00 41.3     20     8.60  0.10  99.9 99.99
    491  05 27 22.39  -69 52 12.7     25     8.00  0.05  99.9 99.99
    493  05 27 29.70  -69 29 24.3     13     9.20  0.10  99.9 99.99
    495  05 27 35.63  -69 53 49.6     19     8.60  0.20  99.9 99.99
    496  05 27 37.68  -69 58 13.9     49     8.00  0.05  99.9 99.99
    497  05 27 47.58  -69 53 29.8     24     8.10  0.05  99.9 99.99
    498  05 27 59.81  -69 55 50.4     14     8.00  0.05  99.9 99.99
    499  05 28 03.80  -69 45 54.6     18     7.90  0.10  99.9 99.99
    500  05 28 05.10  -69 59 16.7     12     8.20  0.10  99.9 99.99
    502  05 28 10.02  -69 51 29.2     25     8.00  0.10  99.9 99.99
    503  05 28 16.16  -69 27 23.0     23     7.90  0.10  99.9 99.99
    504  05 28 25.20  -69 57 12.0     25     7.65  0.05  99.9 99.99
    505  05 28 26.78  -69 46 05.3     15     8.40  0.05  99.9 99.99
    506  05 28 27.77  -69 53 48.5     25     7.50  0.10  99.9 99.99
    507  05 28 31.72  -69 50 32.1     16     8.70  0.10  99.9 99.99
    508  05 28 35.65  -69 36 39.0     25     8.90  0.10  99.9 99.99
    510  05 28 41.10  -69 57 13.0     20     8.00  0.05  99.9 99.99
    511  05 28 42.33  -69 46 06.4     31     9.00  0.10  99.9 99.99
    512  05 28 44.44  -69 50 04.9     19     8.10  0.05  99.9 99.99
    513  05 28 51.13  -70 00 41.8     30     8.95  0.05  99.9 99.99
    515  05 28 54.32  -70 12 18.2     25     9.15  0.05  99.9 99.99
    516  05 29 05.96  -69 48 30.0     31     8.00  0.10  99.9 99.99
    517  05 29 18.80  -69 54 52.5     16     8.20  0.15  99.9 99.99
    518  05 29 19.93  -69 35 56.5     31     8.00  0.05  99.9 99.99
    519  05 29 23.98  -70 14 12.0     25     7.00  0.08  99.9 99.99
    520  05 29 24.59  -69 55 11.8     18     8.20  0.05  99.9 99.99
    523  05 29 32.79  -69 32 33.6     14     8.00  0.10  99.9 99.99
    524  05 29 33.67  -69 23 22.0     27     7.20  0.20  99.9 99.99
    525  05 29 34.59  -69 46 32.8     20     8.10  0.10  99.9 99.99
    526  05 29 34.81  -69 58 31.6     14     8.20  0.10  99.9 99.99
    528  05 29 53.51  -69 53 23.0     17     8.30  0.10  99.9 99.99
    530  05 29 59.95  -69 31 21.3     12     9.00  0.10  99.9 99.99
    531  05 30 00.73  -69 31 37.1     14     9.10  0.05  99.9 99.99
    532  05 30 01.73  -69 57 02.3     16     8.30  0.05  99.9 99.99
    534  05 30 03.66  -70 07 32.2      8     8.90  0.10  99.9 99.99
    535  05 30 03.75  -69 51 19.8     11     9.20  0.05  99.9 99.99
    536  05 30 03.77  -70 12 15.4     11     8.10  0.10  99.9 99.99
    538  05 30 10.37  -69 45 09.6     57 >   9.20 99.99  99.9 99.99
    540  05 30 12.65  -69 47 23.2     45     7.90  0.10  99.9 99.99
    541  05 30 21.20  -69 35 02.6     31     8.20  0.10  99.9 99.99
    543  05 30 37.44  -69 46 42.9     14     8.00  0.10  99.9 99.99
    544  05 30 39.41  -69 51 12.0     25     7.60  0.05  99.9 99.99
    545  05 30 39.55  -70 13 06.9     11     8.90  0.10  99.9 99.99
    546  05 30 40.70  -70 13 21.2     14     8.90  0.05  99.9 99.99
    547  05 30 42.81  -69 39 01.7     25     7.70  0.10  99.9 99.99
    549  05 30 50.88  -69 25 39.5     20     6.90  0.05  99.9 99.99
    551  05 30 58.66  -69 57 20.7     21     8.00  0.10  99.9 99.99
    552  05 31 04.31  -70 10 00.6     25     8.30  0.05  99.9 99.99
    554  05 31 16.34  -69 37 57.0      8     8.00  0.10  99.9 99.99
    556  05 31 19.97  -70 12 54.1     29     8.15  0.05  99.9 99.99
    557  05 31 28.74  -70 05 15.9     27     8.10  0.10  99.9 99.99
    558  05 31 30.77  -70 01 24.5     18     8.80  0.10  99.9 99.99
    559  05 31 35.05  -69 56 43.4     31     8.20  0.10  99.9 99.99
    560  05 31 36.00  -69 39 18.5     25     7.60  0.05  99.9 99.99
    563  05 31 45.81  -70 15 09.5     13     7.45  0.05  99.9 99.99
    564  05 31 50.36  -70 17 21.5     20     8.40  0.10  99.9 99.99
    565  05 31 56.48  -70 09 32.5     49 >   9.20 99.99  99.9 99.99
    566  05 32 01.06  -70 10 42.6     21     8.20  0.10  99.9 99.99
    567  05 32 11.72  -69 29 41.1     25     8.20  0.10  99.9 99.99
    569  05 32 13.77  -70 02 00.3     23     8.00  0.10  99.9 99.99
    570  05 32 31.68  -69 34 59.7     24     8.50  0.08  99.9 99.99
    571  05 32 35.53  -70 00 19.8     24     8.50  0.10  99.9 99.99
    574  05 32 46.01  -69 52 04.6     14     8.30  0.10  99.9 99.99
    575  05 32 47.49  -69 39 16.2     26     9.00  0.10  99.9 99.99
    576  05 32 48.76  -70 26 07.4     10 >   8.90 99.99  99.9 99.99
    577  05 32 48.86  -70 27 23.0     25     8.20  0.05  99.9 99.99
    578  05 32 51.25  -70 26 01.5     14     8.65  0.05  99.9 99.99
    579  05 32 57.04  -69 57 06.8     12     8.30  0.10  99.9 99.99
    580  05 32 58.90  -70 08 24.1     14     8.90  0.10  99.9 99.99
    582  05 33 04.68  -70 30 46.8     20     8.05  0.05  99.9 99.99
    583  05 33 06.18  -70 02 30.8     23     8.30  0.10  99.9 99.99
    585  05 33 21.91  -69 57 20.6     39     8.05  0.05  99.9 99.99
    586  05 33 23.04  -70 01 48.8     30     7.40  0.10  99.9 99.99
    589  05 33 26.40  -70 06 51.9     11     8.00  0.20  99.9 99.99
    590  05 33 39.71  -70 08 40.9     12     9.05  0.05  99.9 99.99
    591  05 33 40.98  -69 54 58.1     29     8.20  0.08  99.9 99.99
    592  05 33 41.10  -69 51 43.7     31     8.90  0.05  99.9 99.99
    594  05 33 48.46  -69 57 03.6     27     8.35  0.08  99.9 99.99
    595  05 33 49.50  -69 53 18.1     22     8.60  0.10  99.9 99.99
    596  05 33 57.53  -69 38 38.8     29     7.60  0.10  99.9 99.99
    597  05 33 57.85  -70 14 32.5     25     8.90  0.10  99.9 99.99
    598  05 34 00.48  -69 40 21.8     30     8.50  0.10  99.9 99.99
    600  05 34 07.80  -69 55 20.0     23     7.90  0.05  99.9 99.99
    602  05 34 30.86  -69 46 50.3     20     6.70  0.10  99.9 99.99
    603  05 34 31.91  -70 03 57.0     44     8.10  0.05  99.9 99.99
    604  05 34 38.36  -69 41 36.0     19     8.20  0.20  99.9 99.99
    605  05 34 40.36  -69 44 50.1     24     6.70  0.05  99.9 99.99
    606  05 34 40.93  -70 11 41.5      8     9.00  0.10  99.9 99.99
    607  05 34 42.06  -70 33 42.5     37     8.10  0.08  99.9 99.99
    608  05 34 46.65  -69 44 35.2     23     8.05  0.05  99.9 99.99
    609  05 34 50.49  -69 54 58.5     31     8.00  0.10  99.9 99.99
    610  05 34 56.00  -69 43 07.8     10     6.70  0.10  99.9 99.99
    611  05 34 59.58  -70 02 34.0     16     8.70  0.10  99.9 99.99
    612  05 35 02.55  -70 06 35.4     16     8.70  0.10  99.9 99.99
    613  05 35 03.46  -70 09 30.2     33     8.20  0.10  99.9 99.99
    614  05 35 04.06  -70 21 30.0     16     8.60  0.10  99.9 99.99
    615  05 35 07.71  -70 19 32.2     29     8.75  0.05  99.9 99.99
    616  05 35 14.02  -69 54 21.2     24     6.90  0.20  99.9 99.99
    618  05 35 23.52  -69 44 41.5     20     7.00  0.10   8.5  0.05
    619  05 35 30.68  -70 20 56.9     14     8.50  0.10  99.9 99.99
    621  05 35 36.65  -70 22 11.2     14     9.00  0.10  99.9 99.99
    622  05 35 38.66  -70 14 23.1     30     8.05  0.05  99.9 99.99
    623  05 35 49.30  -69 51 10.5     16     9.00  0.10  99.9 99.99
    624  05 35 50.81  -69 52 35.0     26     7.80  0.05  99.9 99.99
    626  05 35 54.42  -70 11 28.9     15     8.05  0.05  99.9 99.99
    627  05 35 56.66  -70 04 23.1     23     8.90  0.05  99.9 99.99
    628  05 35 58.46  -70 09 17.0     30     8.90  0.08  99.9 99.99
    629  05 36 11.69  -70 14 27.4     10     7.00  0.20  99.9 99.99
    630  05 36 22.58  -70 07 40.7     20     8.10  0.01  99.9 99.99
    631  05 36 33.95  -70 09 55.0     29     7.80  0.10  99.9 99.99
    632  05 36 53.68  -70 06 21.3     26     8.05  0.05  99.9 99.99
    633  05 36 54.52  -70 09 43.7     53     7.80  0.10  99.9 99.99
    634  05 36 56.21  -70 16 10.3     19     8.10  0.10  99.9 99.99
    635  05 36 56.83  -69 55 19.8     14     9.00  0.10  99.9 99.99
    636  05 37 01.53  -70 07 36.7     24     8.15  0.05  99.9 99.99
    637  05 37 13.54  -70 01 25.4     14 >   9.00 99.99  99.9 99.99
    638  05 37 15.39  -69 53 44.7     18     8.65  0.05  99.9 99.99
    639  05 37 18.90  -70 09 19.0     16     7.80  0.10  99.9 99.99
    640  05 37 21.73  -69 53 40.5     13     8.90  0.10  99.9 99.99
    641  05 37 22.08  -69 58 21.2     34     8.85  0.05  99.9 99.99
    644  05 37 25.84  -70 13 28.6     16     8.40  0.10   8.7 99.99
    648  05 37 37.81  -70 13 56.4     59     8.10  0.05  99.9 99.99
    650  05 37 39.15  -70 08 43.9     37 >   8.30 99.99  99.9 99.99
    651  05 37 42.36  -70 09 54.0     27     8.10  0.05  99.9 99.99
    654  05 38 10.92  -69 49 50.8     14     9.00  0.05  99.9 99.99
    655  05 38 21.26  -70 41 06.1     25     7.10  0.10  99.9 99.99
    656  05 38 24.10  -70 14 00.7     18     8.20  0.10  99.9 99.99
    657  05 38 26.88  -70 36 30.1     14     8.50  0.10  99.9 99.99
    659  05 38 33.26  -69 59 30.1      9     8.20  0.10  99.9 99.99
    661  05 38 49.73  -70 28 30.9     20     8.20  0.10  99.9 99.99
    662  05 38 53.40  -69 51 46.6     15     9.00  0.10  99.9 99.99
    664  05 39 00.27  -69 59 19.5     22     8.35  0.08  99.9 99.99
    665  05 39 05.63  -70 13 46.9     18     8.85  0.10  99.9 99.99
    668  05 39 28.93  -70 29 44.4     16     8.40  0.10  99.9 99.99
    670  05 39 36.01  -69 54 28.2     11     8.80  0.10  99.9 99.99
    671  05 39 36.49  -70 40 27.1     22     8.85  0.10  99.9 99.99
    672  05 39 39.32  -70 42 45.8     22     9.00  0.08  99.9 99.99
    673  05 39 45.67  -70 17 01.0     19     8.35  0.05  99.9 99.99
    674  05 39 50.25  -70 30 51.2     15     8.20  0.10  99.9 99.99
    675  05 39 58.20  -70 27 17.6     20     8.20  0.10  99.9 99.99
    676  05 40 14.14  -70 51 25.4     16     6.90  0.10  99.9 99.99
    678  05 40 39.91  -70 38 26.9     11     8.30  0.10  99.9 99.99
    679  05 40 56.60  -70 51 27.7     18     9.00  0.10  99.9 99.99
    680  05 41 01.85  -70 50 50.2     14     8.30  0.10  99.9 99.99
    681  05 41 04.85  -70 23 19.9     29     7.00  0.10  99.9 99.99
    682  05 41 07.31  -70 13 03.7     20     8.60  0.05  99.9 99.99
    683  05 41 13.41  -70 16 35.9     20     8.55  0.05  99.9 99.99
    685  05 41 21.79  -70 11 44.1     16     8.10  0.10  99.9 99.99
    686  05 41 29.28  -70 13 58.0     14     8.00  0.10  99.9 99.99
    690  05 41 57.00  -70 50 54.9     25     8.30  0.10  99.9 99.99
    691  05 42 17.59  -70 39 43.1     13     8.70  0.05  99.9 99.99
    692  05 42 32.42  -70 38 04.7      9 >   8.70 99.99  99.9 99.99
    693  05 42 37.45  -69 57 05.7     18     8.85  0.08  99.9 99.99
    694  05 42 40.74  -70 29 43.6     28     8.50  0.10  99.9 99.99
    695  05 42 46.87  -70 09 43.2     18     9.05  0.05  99.9 99.99
    696  05 42 55.34  -70 39 19.4     13     8.65  0.05  99.9 99.99
    697  05 43 06.63  -70 16 37.9     23     8.70  0.10  99.9 99.99
    698  05 43 08.35  -70 24 59.4     16     8.90  0.05  99.9 99.99
    699  05 43 09.96  -70 34 16.4     23     8.70  0.05  99.9 99.99
    700  05 43 12.72  -70 38 23.3     42     8.40  0.05  99.9 99.99
    701  05 43 18.20  -70 44 35.3     11     8.00  0.10  99.9 99.99
    702  05 43 34.29  -70 30 39.3     16     8.85  0.05  99.9 99.99
    703  05 43 38.33  -70 33 56.1     18     8.00  0.10  99.9 99.99
    704  05 43 41.52  -70 36 30.3     23     9.00  0.05  99.9 99.99
    705  05 43 45.47  -70 51 15.1     11     9.00  0.10  99.9 99.99
    706  05 43 45.95  -70 53 28.4     19     8.90  0.10  99.9 99.99
    707  05 43 47.18  -70 07 55.1     12     8.70  0.10  99.9 99.99
    708  05 43 55.64  -70 36 37.6     11     9.00  0.10  99.9 99.99
    709  05 43 56.57  -70 55 40.2     17     7.90  0.10  99.9 99.99
    710  05 44 06.00  -70 31 58.3     17     8.30  0.20  99.9 99.99
    711  05 44 14.10  -70 39 19.8     16     8.30  0.10  99.9 99.99
    712  05 44 14.50  -70 40 09.5     20     8.30  0.10  99.9 99.99
    714  05 44 22.18  -70 15 22.2     17     9.00  0.10  99.9 99.99
    715  05 44 33.07  -70 59 35.3     32     8.20  0.05  99.9 99.99
    718  05 44 44.66  -71 00 21.3      8     8.40  0.10  99.9 99.99
    719  05 44 46.18  -70 17 16.6     14     8.20  0.10  99.9 99.99
    720  05 44 47.26  -70 24 21.9     11     8.20  0.20  99.9 99.99
    722  05 44 58.23  -70 13 03.3     17     9.00  0.05  99.9 99.99
    723  05 45 01.34  -70 32 34.2     20     9.00  0.10  99.9 99.99
    725  05 45 05.01  -70 14 29.4     27     8.40  0.05  99.9 99.99
    726  05 45 11.83  -70 43 26.7     27     8.30  0.08  99.9 99.99
    728  05 45 25.13  -70 24 03.9     18     8.60  0.10  99.9 99.99
    729  05 45 31.62  -70 45 33.7     23     8.60  0.10  99.9 99.99
    731  05 45 46.36  -70 43 09.0     16     8.70  0.10  99.9 99.99
    732  05 45 59.18  -70 43 45.8      9     7.80  0.20  99.9 99.99
    736  05 46 41.10  -70 50 51.8     11     8.25  0.08  99.9 99.99
    737  05 46 47.18  -70 49 58.5     15     8.35  0.05  99.9 99.99
    738  05 46 47.44  -70 35 21.0     11     8.30  0.05  99.9 99.99
    739  05 46 51.26  -70 30 39.9     19     8.00  0.15  99.9 99.99
    741  05 47 17.17  -70 48 59.1     23     8.90  0.10  99.9 99.99
    742  05 47 23.15  -70 26 37.4     24     8.80  0.05  99.9 99.99
    744  05 47 33.59  -70 57 55.8     23     8.85  0.05  99.9 99.99
    745  05 47 41.48  -71 12 23.9     15     8.70  0.05  99.9 99.99
