Gal  #            Names                 RA          Dec     V       sig     U-B    sig    B-V      sig     U-V    sig     V-R    sig     M_V  (U-B)_0 (B-V)_0 (U-V)_0 (V-R)_0 R_ap(") Age(Myr) M_V(10Myr) Qual Field
LMC  99 BSDL1109                   5:16:52.93 -69:35:10.3  9.708   0.002  -0.240  0.001   0.485  0.002   0.245  0.002   0.163  0.004   -9.175  -0.330   0.355   0.025   0.067 23.2      8.3      -8.51     0  a342  
LMC 100 HS251                      5:21:44.03 -69:34:17.9 13.277   0.042  -0.287  0.031   0.387  0.050   0.100  0.042   0.497  0.059   -5.606  -0.377   0.257  -0.119   0.401 20.9      7.3      -4.52     2  a342  
LMC 101 H88-283                    5:20:26.56 -69:34:12.7 13.722   0.043  -0.345  0.031   0.301  0.050  -0.044  0.043   0.407  0.064   -5.161  -0.435   0.171  -0.264   0.311 16.2     15.4      -5.22     2  a342  
LMC 102 SL362                      5:17:43.81 -69:34:00.7 11.392   0.010  -0.754  0.006   0.178  0.011  -0.576  0.010   0.298  0.015   -7.491  -0.844   0.048  -0.796   0.202 23.2     46.5      -8.75     0  a342  
LMC 103 SL296                      5:10:56.67 -69:33:31.0 12.969   0.017   0.087  0.011   0.488  0.019   0.575  0.017   0.289  0.034   -5.914  -0.002   0.358   0.356   0.193 20.9    792.2      -9.27     0  a342  
LMC 104 SL387,BRHT35               5:19:33.76 -69:32:31.7 12.471   0.022  -0.105  0.018   0.533  0.027   0.428  0.022   0.254  0.037   -6.412  -0.195   0.403   0.208   0.158 23.2    300.0      -9.04     0  a342  
LMC 105 BRHT10,H88-264             5:18:10.72 -69:32:25.4 13.013   0.027  -0.278  0.015   0.189  0.029  -0.089  0.027   0.191  0.044   -5.870  -0.367   0.059  -0.309   0.095 16.2     16.0      -5.93     0  a342  
LMC 106 NGC1913,SL373,ESO56SC97    5:18:19.10 -69:32:13.6 11.336   0.009  -0.404  0.006   0.387  0.010  -0.016  0.009   0.391  0.013   -7.547  -0.493   0.257  -0.236   0.295 23.2     14.6      -7.72     0  a342  
LMC 107 SL385,BRHT35               5:19:26.24 -69:32:25.1 12.256   0.018  -0.078  0.013   0.438  0.021   0.360  0.018   0.291  0.030   -6.627  -0.168   0.308   0.140   0.195 23.2    646.5      -9.83     0  a342  
LMC 108 BSDL1160                   5:18:06.73 -69:32:02.3 13.665   0.027  -0.455  0.023   0.480  0.034   0.024  0.027   0.362  0.043   -5.218  -0.545   0.350  -0.195   0.266 11.6     14.5      -5.43     1  a342  
LMC 109 BSDL1047                   5:15:33.98 -69:31:54.1 14.340   0.041  -0.299  0.032   0.479  0.049   0.180  0.041   0.369  0.065   -4.543  -0.389   0.349  -0.040   0.273 11.6     15.0      -4.66     2  a342  
LMC 110 NGC1926,SL403,ESO56SC105   5:20:34.99 -69:31:27.7 11.123   0.010  -0.328  0.008   0.295  0.012  -0.033  0.010   0.249  0.017   -7.760  -0.418   0.165  -0.253   0.153 34.8     60.0      -9.93     0  a342  
LMC 111 SL423                      5:22:13.31 -69:30:48.8 12.578   0.021  -0.353  0.015   0.201  0.025  -0.151  0.021   0.213  0.037   -6.305  -0.442   0.071  -0.371   0.117 20.9     43.3      -7.51     0  a342  
LMC 112 SL358                      5:17:34.05 -69:30:50.9 12.849   0.023  -0.068  0.019   0.497  0.028   0.429  0.023   0.390  0.037   -6.034  -0.158   0.367   0.209   0.294 20.9     14.4      -6.27     0  a342  
LMC 113 H88-246                    5:16:44.20 -69:30:48.6 13.244   0.025  -0.786  0.014   0.019  0.027  -0.767  0.025   0.013  0.046   -5.639  -0.875  -0.111  -0.987  -0.083 13.9      4.2      -4.90     2  a342  
LMC 114 NGC1922,SL391              5:19:50.00 -69:30:01.0 11.141   0.007  -0.542  0.004   0.157  0.008  -0.384  0.007   0.224  0.012   -7.742  -0.631   0.027  -0.604   0.127 23.2     23.9      -8.55     0  a342  
LMC 115 H88-250                    5:16:49.52 -69:29:50.7 12.540   0.011  -0.799  0.006  -0.045  0.012  -0.844  0.011  -0.003  0.021   -6.343  -0.889  -0.175  -1.064  -0.099 11.6      4.1      -5.56     0  a342  
LMC 116 BSDL1181                   5:18:23.82 -69:29:22.1 12.733   0.012  -0.113  0.008   0.180  0.014   0.067  0.012   0.186  0.023   -6.150  -0.203   0.050  -0.153   0.090 11.6     31.3      -7.16     1  a342  
LMC 117 H88-268                    5:18:24.68 -69:29:03.9 13.246   0.020  -0.400  0.014   0.378  0.023  -0.022  0.020   0.236  0.034   -5.637  -0.490   0.248  -0.242   0.140 11.6     15.1      -5.74     0  a342  
LMC 118 NGC1928,SL405,HS243        5:20:57.47 -69:28:41.6 12.056   0.014  -0.078  0.015   0.674  0.020   0.596  0.014   0.452  0.022   -6.827  -0.168   0.544   0.377   0.355 23.2   1000.0     -10.38     0  a342  
LMC 119 SL341,BRHT8                5:15:37.00 -69:28:23.0 13.181   0.029  -0.310  0.023   0.395  0.035   0.085  0.029   0.294  0.043   -5.702  -0.399   0.265  -0.134   0.198 18.6     15.1      -5.81     0  a342  
