#
# http://vizier.u-strasbg.fr/viz-bin/VizieR?-source=J%2FA%2BA%2F452%2F179
#
# Type:
# C = star cluster
# N = supernova remnant
# A = emissionless association
# CA =  object with intermediate properties of class C and A
# AC =  object with intermediate properties of class A and C
# AN =  association that shows a trace of emission
# CN =  cluster that shows a trace of emission
# NA =  H II region and embedded association
# NC =  H II regions and embedded star cluster or high surface brightness
#       compact H II regions
#
# Class (gives an estimate of the uncertainties on the age determination):
# 1 = objects having Delta(Log(Age(yr)))<0.3
# 2 = objects having 0.3<Delta(Log(Age(yr)))<0.5
# 3 = objects having Delta(Log(Age(yr)))>0.5
#
#
#Bica   RAJ2000   DEJ2000    Rad  log(Age) E(V-I) Type Class  Names                          
#         deg       deg      deg      [yr]   mag                                             
#
 533  013.8000  -72.6833   0.004      9.0   0.08 C        1  H86-159,SMC_OGLE102            
 534  013.7875  -72.8111   0.005      7.6   0.08 C        1  H86-158,H86-161,SMC_OGLE100    
 535  013.8000  -73.2967   0.004      8.7   0.08 C        1  H86-155,SMC_OGLE101            
 537  013.8083  -72.6011   0.003      9.0   0.08 CA       1  SMC_OGLE220                    
 541  013.8417  -72.7825   0.038      7.6   0.15 AN       2  B-OB12                         
 542  013.8750  -73.0714   0.005      8.6   0.08 C        1  B83,SMC_OGLE103                
 544  013.8875  -72.8328   0.005      8.6   0.08 C        3  K34,L53,SMC_OGLE104            
 550  013.9292  -72.8800   0.009      8.0   0.30 A        3  H86-165,H86-168,SMC_OGLE105    
 552  013.9375  -72.7050   0.004      8.7   0.08 C        1  H86-164,SMC_OGLE221            
 554  013.9500  -72.7019   0.010      6.7   0.25 A        1  BS262                          
 557  013.9958  -73.0914   0.006      8.7   0.08 C        1  H86-167                        
 564  014.0375  -72.7939   0.003      7.2   0.08 C        3  H86-169                        
 566  014.0375  -73.2061   0.007      8.0   0.08 CA       1  SMC_OGLE10 6                   
 568  014.0792  -72.4639   0.023      8.0   0.08 C        3  NGC330,K35,L54,ESO29SC24       
 569  014.0708  -72.7856   0.013      7.2   0.11 NA       1  SMC-DEM88                      
 570  014.0667  -72.5164   0.005      8.0   0.08 C        1  B86,SMC_OGLE222                
 573  014.0917  -72.4547   0.059      6.7   0.20 A        2  H-A40                          
 574  014.1083  -72.4958   0.005      8.0   0.08 C        3  BS81,SMC_OGLE223               
 575  014.1250  -72.5436   0.005      8.7   0.20 C        1  BS82                           
 576  014.1250  -72.8181   0.014      7.0   0.20 NA       1  BS264                          
 577  014.1417  -72.5022   0.005      8.8   0.08 C        1  H86-172,SMC_OGLE108            
 579  014.1667  -72.4875   0.067      6.6   0.20 NA       1  SMC-DEM87                      
 583  014.2208  -72.8069   0.027      7.0   0.20 NA       1  SMC-DEM89                      
 585  014.2750  -72.5456   0.007      6.8   0.18 AC       2  BS83                           
 589  014.3250  -72.9336   0.004      8.4   0.08 C        3  H86-174,SMC_OGLE225            
 591  014.3375  -72.5753   0.005      8.0   0.08 C        1  H86-173                        
 593  014.3792  -72.2644   0.008      7.4   0.15 C        1  L56,SMC-S26,SMC_OGLE109        
 594  014.3750  -72.5400   0.002      8.4   0.08 NC       2  SMC-N61,L61-321,MA1011         
 597  014.4417  -72.7058   0.005      7.5   0.08 C        1  H86-178,SMC_OGLE110            
 598  014.4500  -72.5394   0.007      8.4   0.08 AC       1  BS87                           
 600  014.4625  -72.2239   0.020      7.0   0.10 A        1  BS266                          
 601  014.4583  -72.9436   0.005      8.9   0.08 C        1  BS88,SMC_OGLE111               
 603  014.4583  -72.4400   0.003      8.0   0.08 C        1  H86-175,SMC_OGLE227            
 604  014.4583  -72.5081   0.006      8.2   0.08 C        3  H86-177,SMC_OGLE226            
 605  014.4708  -72.4967   0.005      8.0   0.08 C        3  H86-176                        
 607  014.4792  -72.2911   0.004      8.2   0.08 C        2  B90                            
 609  014.4833  -72.6572   0.010      7.2   0.20 NA       1  SMC-N62,SMC-DEM93              
 610  014.4958  -72.2344   0.005      7.9   0.08 AC       1  BS267                          
 612  014.4917  -72.5483   0.075      6.8   0.14 A        1  B-OB13                         
 614  014.5292  -72.2906   0.028      6.9   0.15 AN       2  H-A43                          
 615  014.5292  -72.6606   0.032      7.1   0.15 AN       2  H-A42                          
 616  014.5333  -72.5983   0.004      7.0   0.08 A        1  H-A41                          
 624  014.5792  -72.2992   0.005      7.8   0.08 C        2  H86-181,SMC_OGLE228            
 625  014.5875  -72.3128   0.047      6.9   0.18 NA       1  BS268                          
 626  014.5958  -72.2119   0.005      8.0   0.08 CA       1  BS270                          
 630  014.6083  -72.6658   0.006      6.9   0.12 NC       3  SMC-N64A,L61-335               
 632  014.6417  -72.2367   0.016      7.2   0.13 NA       1  SMC-DEM98                      
 633  014.6417  -72.2811   0.005      8.0   0.08 C        2  H86-183,SMC_OGLE115            
 634  014.6542  -72.2242   0.005      7.1   0.20 NC       3  BS271                          
 635  014.6583  -72.2344   0.005      7.2   0.17 NC       1  BS272,SMC_OGLE229              
 638  014.7292  -72.2444   0.010      7.0   0.10 NA       1  SMC-DEM99                      
 639  014.7292  -72.8303   0.003      8.7   0.08 C        3  H86-185                        
 640  014.7708  -72.1769   0.070      7.2   0.14 NA       1  NGC346,SMC-N66,K39,L60         
 641  014.7708  -72.7867   0.008      8.0   0.08 AC       1  SMC_OGLE116                    
 644  014.7875  -72.4389   0.010      6.7   0.15 NA       1  SMC-DEM101                     
 650  014.8083  -72.4050   0.010      7.2   0.20 NA       1  SMC-DEM100,MA1128              
 651  014.8167  -72.2919   0.033      6.7   0.13 NA       1  SMC-DEM102,H-A44,B-OB15        
 652  014.8083  -72.6081   0.008      8.3   0.08 C        1  B96,SMC_OGLE117                
 655  014.8542  -72.7386   0.016      6.9   0.08 A        1  BS92                           
 665  014.9083  -72.7472   0.058      6.9   0.08 A        1  B-OB14                         
 666  014.9125  -72.7772   0.037      7.3   0.08 A        1  H-A46                          
 667  014.9500  -72.3339   0.013      8.1   0.08 C        1  IC1611,K40,L61,ESO29SC27       
 668  014.9875  -72.3733   0.005      8.1   0.08 C        1  H86-186,SMC_OGLE119            
 669  014.9625  -72.7175   0.011      7.2   0.08 A        1  BS95                           
 671  015.0042  -72.3689   0.010      8.0   0.08 C        1  IC1612,K41,L62,ESO29SC28       
 675  015.0542  -72.4622   0.010      7.9   0.08 AC       1  H86-188,SMC_OGLE121            
 681  015.0958  -72.1994   0.027      6.6   0.15 NA       1  BS100                          
 684  015.1125  -73.0867   0.006      8.3   0.08 C        1  B99,SMC_OGLE122                
 685  015.1375  -72.2397   0.003      8.8   0.08 C        3  H86-189,SMC_OGLE123            
 686  015.1375  -72.2586   0.002      7.3   0.08 C        1  H86-190,SMC_OGLE230            
 688  015.1417  -72.3656   0.004      7.7   0.08 C        1  K42,L63,SMC_OGLE124            
 691  015.1958  -72.9281   0.003      8.2   0.10 CA       1  SMC_OGLE125                    
 694  015.2083  -72.5031   0.167      6.7   0.15 NA       1  SMC-DEM114                     
 697  015.2292  -72.4956   0.042      6.8   0.14 AN       2  B-OB18                         
 700  015.2417  -72.5403   0.007      8.2   0.08 C        1  H86-191,SMC_OGLE231            
 701  015.2583  -72.7514   0.009      8.0   0.08 C        1  L65,H86-192,SMC_OGLE126        
 705  015.3083  -72.5508   0.004      8.4   0.08 C        1  H86-194,SMC_OGLE232            
 707  015.3250  -72.2283   0.005      8.3   0.08 C        1  H86-193,SMC_OGLE127            
 714  015.4042  -72.4069   0.003      7.3   0.08 C        1  B105,SMC_OGLE128               
 715  015.4125  -72.4842   0.012      7.4   0.14 A        3  H86-195                        
 717  015.4375  -72.5644   0.009      7.3   0.12 C        1  L66,SMC_OGLE129                
 718  015.4375  -72.9478   0.033      6.8   0.20 A        1  B-OB20                         
 719  015.4667  -72.1828   0.003      8.8   0.08 C        3  B108,SMC_OGLE130               
 722  015.5125  -72.2106   0.100      6.7   0.12 A        1  B-OB19                         
 723  015.5125  -72.6739   0.033      7.0   0.14 A        1  B-OB21                         
 724  015.5208  -72.5992   0.023      6.7   0.18 A        3  H-A48                          
 727  015.5125  -72.5219   0.006      8.2   0.08 CA       1  SMC_OGLE131                    
 729  015.5542  -72.9664   0.003      8.6   0.30 C        1  SMC_OGLE132                    
 735  015.6250  -72.6281   0.009      7.3   0.08 CA       1  BS105                          
 736  015.6292  -72.3183   0.003      8.8   0.08 C        1  SMC_OGLE133                    
 739  015.6583  -72.6917   0.016      7.0   0.10 A        1  BS274                          
 743  015.7125  -72.4131   0.025      6.9   0.14 NA       2  SMC-DEM118,H-A50               
 745  015.7208  -72.4147   0.007      7.1   0.12 NC       2  B114,SMC_OGLE234               
 750  015.7792  -72.1072   0.005      7.3   0.08 NC       1  SMC-N76B,SMC-DEM120,MA1361     
 751  015.7750  -72.4317   0.040      6.9   0.14 AN       1  B-OB23                         
 752  015.7708  -72.7008   0.017      7.3   0.08 A        1  H-A51                          
 753  015.8000  -72.2725   0.006      7.3   0.08 C        1  K47,L70,SMC_OGLE134            
 754  015.8208  -72.7408   0.006      8.7   0.08 AC       1  SMC_OGLE135                    
 756  015.8208  -72.6158   0.047      7.1   0.15 A        2  H-A52                          
 757  015.8417  -72.4658   0.007      8.1   0.08 CA       1  SMC_OGLE136                    
 758  015.8458  -72.6517   0.007      7.1   0.13 C        1  B115,SMC_OGLE137               
 759  015.8625  -72.0817   0.075      6.7   0.10 AN       2  H-A53                          
 761  015.8708  -71.9333   0.070      7.0   0.08 NA       2  B-OB24                         
 762  015.8708  -72.0567   0.035      6.7   0.10 NA       1  NGC371,SMC-N76,K48,L71         
 767  015.9542  -72.0647   0.003      8.8   0.08 NC       3  SMC-N76A,L61-420,MA1411        
 769  015.9708  -72.1031   0.005      7.2   0.04 CA       2  SMC_OGLE138                    
 770  015.9708  -72.1397   0.003      8.3   0.08 NC       2  SMC-N76C,L61-422,MA1423        
 771  015.9708  -72.8261   0.015      7.2   0.08 C        1  NGC376,K49,L72,ESO29SC29       
 772  015.9833  -72.6858   0.012      7.4   0.08 NA       3  SMC-DEM122                     
 773  015.9958  -72.8050   0.058      7.1   0.08 AC       3  BS114,SMC_OGLE235              
 776  016.0208  -72.1208   0.005      7.6   0.10 CA       1  SMC_OGLE144,SMC_OGLE236        
 779  016.0292  -72.0217   0.014      7.3   0.08 NA       3  BS117                          
 780  016.0583  -72.6469   0.010      6.9   0.08 A        1  BS118,SMC_OGLE140              
 781  016.0208  -72.7181   0.043      6.8   0.13 A        2  H-A55                          
 786  016.0708  -72.3958   0.092      6.8   0.14 NA       2  SMC-DEM125                     
 789  016.0833  -72.0489   0.158      6.6   0.12 NA       2  SMC-DEM124                     
 790  016.0917  -72.8478   0.013      7.9   0.04 C        3  BS121,SMC_OGLE237              
 794  016.1167  -72.1850   0.009      7.5   0.08 CA       1  BS123                          
 795  016.1250  -72.6192   0.005      8.0   0.08 C        1  B121,SMC_OGLE141               
 797  016.1250  -72.5767   0.013      7.3   0.08 A        1  BS124                          
 799  016.1500  -72.1606   0.008      6.9   0.14 C        2  K50,L74,ESO51SC15              
 800  016.1667  -72.5500   0.013      7.5   0.20 A        1  BS125,SMC_OGLE143              
 801  016.1583  -72.6767   0.033      7.0   0.14 A        2  B-OB25                         
 802  016.1625  -72.8161   0.068      6.7   0.14 A        1  H-A56,B-OB27                   
 803  016.1875  -72.1328   0.050      6.9   0.13 A        1  H-A54                          
 807  016.2417  -72.4031   0.050      6.8   0.12 AN       1  B-OB28nw                       
 813  016.2792  -71.9936   0.013      7.2   0.08 NA       1  NGC395,K51,L75,ESO51SC16       
 816  016.2958  -71.9744   0.007      7.2   0.08 NA       1  SMC-N78D,SMC-DEM127            
 818  016.3042  -71.9950   0.004      7.3   0.08 NA       2  SMC_OGLE146                    
 819  016.3292  -72.0033   0.032      6.9   0.14 NA       2  SMC-DEM126                     
 820  016.3417  -72.0431   0.007      8.3   0.08 C        2  IC1624,K52,L76,ESO51SC17       
 821  016.3375  -72.1456   0.013      7.3   0.08 NA       2  SMC-DEM128                     
 822  016.3458  -72.0222   0.050      7.0   0.12 NA       1  SMC-N78,H-A57,B-OB26           
 825  016.4042  -72.4658   0.028      6.9   0.10 AN       3  B-OB28se                       
 827  016.4208  -72.0594   0.006      7.2   0.20 NA       1  SMC-N78C,SMC-DEM130,MA1543     
 828  016.4583  -71.9511   0.006      8.2   0.08 C        1  B128                           
 830  016.5000  -72.3414   0.005      8.1   0.08 C        1  BS131,SMC_OGLE150              
 831  016.4875  -72.5364   0.015      6.9   0.14 AN       2  BS129                          
 835  016.5542  -72.7942   0.010      8.1   0.10 AC       1  SMC_OGLE151                    
 837  016.5583  -72.2536   0.083      6.9   0.10 A        2  B-OB29                         
 847  016.7000  -72.2736   0.007      8.0   0.04 C        3  K54,L79,ESO29SC31              
 850  016.7375  -72.8472   0.010      7.7   0.15 NA       3  SMC-DEM133                     
 853  016.7667  -72.2436   0.012      7.1   0.12 A        1  BS137                          
 854  016.7583  -72.6217   0.009      8.2   0.14 CA       1  B129,SMC_OGLE154               
 858  016.8250  -72.5892   0.010      7.3   0.08 A        1  B130                           
 860  016.8667  -72.4933   0.009      8.2   0.14 C        2  K56,SMC_OGLE155                
 861  016.8667  -72.7694   0.010      8.1   0.08 C        1  L80,SMC_OGLE156                
 864  016.8833  -73.1197   0.008      8.7   0.15 C        1  K55,L81,SMC_OGLE157            
 865  016.9167  -72.2694   0.033      6.8   0.10 A        1  B-OB30                         
 866  016.9167  -72.5667   0.042      7.0   0.10 A        1  H-A58                          
 876  017.0792  -72.8842   0.023      8.6   0.08 C        3  NGC419,K58,L85,ESO29SC33       
 881  017.1542  -72.4392   0.005      7.6   0.08 CA       2  SMC_OGLE160                    
 888  017.2625  -73.0867   0.008      8.0   0.08 C        1  K61,SMC_OGLE161   
