#
# http://vizier.u-strasbg.fr/viz-bin/VizieR?-source=J%2FA%2BA%2F452%2F179
#
# Type:
# C = star cluster
# N = supernova remnant
# A = emissionless association
# CA =  object with intermediate properties of class C and A
# AC =  object with intermediate properties of class A and C
# AN =  association that shows a trace of emission
# CN =  cluster that shows a trace of emission
# NA =  H II region and embedded association
# NC =  H II regions and embedded star cluster or high surface brightness
#       compact H II regions
#
# Class (gives an estimate of the uncertainties on the age determination):
# 1 = objects having Delta(Log(Age(yr)))<0.3
# 2 = objects having 0.3<Delta(Log(Age(yr)))<0.5
# 3 = objects having Delta(Log(Age(yr)))>0.5
#
#
#Bica   RAJ2000   DEJ2000    Rad  log(Age) E(V-I) Type Class  Names                          
#         deg       deg      deg      [yr]   mag                                             
#
 128  010.4500  -73.3908   0.002      9.0   0.08 C        1  SMC_OGLE172                    
 129  010.4833  -73.4878   0.005      8.5   0.10 C        1  SMC_OGLE166                    
 134  010.5792  -73.7419   0.008      7.2   0.08 NA       1  SMC-DEM7                       
 135  010.5917  -73.7342   0.005      7.7   0.00 CN       2  HW16,SMC_OGLE13                
 136  010.6167  -73.5472   0.007      8.5   0.20 AC       1  SMC_OGLE14                     
 138  010.7125  -73.1756   0.004      8.8   0.20 CA       1  BS249                          
 139  010.7250  -73.2936   0.008      8.1   0.08 CA       3  SMC_OGLE15                     
 140  010.7500  -73.2944   0.020      7.0   0.20 A        1  H-A4                           
 143  010.7417  -73.1686   0.005      8.6   0.20 C        1  BS16,SMC_OGLE16                
 144  010.7583  -73.1519   0.030      6.8   0.20 A        1  H-A5                           
 145  010.7542  -73.2578   0.010      7.4   0.20 A        1  BS18                           
 147  010.8083  -73.0119   0.007      8.9   0.08 CA       1  BS17,SMC_OGLE174               
 148  010.8125  -73.2514   0.005      8.8   0.08 AC       1  BS250                          
 149  010.8667  -73.3197   0.033      6.8   0.20 A        3  BS19                           
 150  010.8875  -73.4403   0.008      8.3   0.10 C        1  NGC241,K22w,L29W               
 152  010.9083  -73.4436   0.006      7.8   0.08 C        3  NGC242,K22e,L29e               
 153  010.9083  -72.9586   0.004      8.5   0.10 C        1  B31,SMC_OGLE19,SMC_OGLE175     
 155  010.9083  -72.9800   0.004      8.8   0.10 C        1  BS20,SMC_OGLE20                
 156  010.9083  -73.2442   0.033      7.4   0.08 A        1  H-A6                           
 157  010.9333  -72.9767   0.005      8.8   0.00 C        1  H86-70,SMC_OGLE21              
 160  010.9917  -73.1522   0.006      8.6   0.20 CA       1  SMC_OGLE22                     
 161  011.0542  -73.4506   0.040      7.2   0.20 NA       1  SMC-DEM10                      
 162  011.0542  -73.6189   0.004      8.4   0.08 C        1  B33,SMC_OGLE23                 
 163  011.0958  -72.9456   0.006      9.0   0.08 CA       3  B34A                           
 164  011.0958  -73.2125   0.020      7.2   0.10 A        1  BS23                           
 165  011.1000  -73.2517   0.020      6.6   0.20 A        1  BS24                           
 166  011.1917  -72.8981   0.008      8.3   0.20 CA       1  BS25                           
 168  011.2167  -73.0019   0.005      8.8   0.10 C        1  B34,SMC_OGLE176                
 170  011.2292  -73.1742   0.003      8.4   0.08 C        3  BS27,SMC_OGLE177               
 173  011.2292  -73.2092   0.016      7.0   0.10 NA       3  SMC-DEM13nw                    
 174  011.2333  -73.1697   0.003      8.5   0.20 NC       1  SMC-N10,L61-60,SMC-DEM11       
 175  011.2542  -72.9214   0.016      7.0   0.08 A        3  SMC_OGLE24                     
 178  011.2917  -73.2342   0.024      7.3   0.20 NA       1  SMC-DEM13se,H-A7               
 179  011.2958  -72.8753   0.006      8.5   0.12 CA       1  BS28,SMC_OGLE178               
 180  011.3083  -73.2192   0.006      8.0   0.08 C        1  H86-74,SMC_OGLE25              
 182  011.3292  -73.2589   0.016      6.8   0.08 NA       1  SMC-DEM14,H-A8                 
 182  011.3292  -73.2589   0.016      6.8   0.20 NA       1  SMC-DEM14,H-A8                 
 183  011.3375  -73.0356   0.004      8.4   0.20 CA       1  SMC_OGLE179                    
 184  011.3500  -73.3761   0.006      7.2   0.20 NA       1  NGC248n,SMC-N13B,L61-67n       
 186  011.3458  -72.9286   0.002      9.0   0.08 C        1  SMC_OGLE180                    
 187  011.3583  -73.3844   0.006      8.6   0.08 NC       2  NGC248s,SMC-N13A,L61-67s       
 189  011.3583  -73.4814   0.005      8.6   0.08 C        1  B39,SMC_OGLE27                 
 191  011.3667  -72.8194   0.003      8.8   0.08 C        2  SMC_OGLE28                     
 192  011.3667  -72.8858   0.006      8.5   0.08 CA       3  SMC_OGLE181                    
 194  011.3750  -73.4850   0.003      8.9   0.08 C        2  BS30                           
 197  011.3875  -73.1075   0.006      8.7   0.25 CA       1  SMC_OGLE30                     
 198  011.3917  -73.2572   0.030      8.2   0.08 AN       3  B-OB1                          
 200  011.4042  -73.2094   0.015      6.8   0.08 NA       1  SMC-DEM17                      
 201  011.4083  -73.0747   0.005      6.8   0.08 NA       1  BS37                           
 203  011.4333  -72.8431   0.006      8.4   0.08 C        3  B36                            
 204  011.4625  -72.8403   0.005      8.8   0.08 CA       3  SMC_OGLE31                     
 206  011.4750  -73.1142   0.020      7.8   0.12 NA       3  SMC-DEM20                      
 207  011.4750  -73.5067   0.007      8.0   0.20 C        1  NGC256,K23,L30,ESO29SC11       
 210  011.5083  -73.0936   0.060      7.0   0.12 NA       3  SMC-N12,B-OB3                  
 211  011.5125  -73.3006   0.050      7.0   0.20 NA       1  SMC-DEM19                      
 212  011.5208  -73.4439   0.023      8.2   0.08 AN       1  BS31                           
 213  011.5458  -72.8175   0.003      9.0   0.08 C        1  H86-80,SMC_OGLE184             
 219  011.5458  -73.2733   0.016      6.8   0.08 NA       1  BS32                           
 223  011.5750  -73.2117   0.015      7.0   0.08 NA       1  SMC-DEM22                      
 224  011.5750  -73.3925   0.010      7.1   0.24 NA       1  SMC-N16,MA130                  
 225  011.5958  -73.1333   0.015      7.0   0.08 NA       1  BS33                           
 226  011.5958  -73.2186   0.030      7.0   0.15 AN       1  H-A10                          
 227  011.6125  -73.1047   0.015      7.2   0.08 NA       1  SMC-N12A,SMC-DEM23,MA133       
 228  011.6333  -73.0986   0.010      6.8   0.08 NA       1  NGC261,B42,ESO29EN12           
 229  011.6458  -72.7422   0.009      8.5   0.08 C        3  L31,SMC_OGLE36                 
 230  011.6417  -72.7739   0.006      8.4   0.08 C        3  H86-83,SMC_OGLE35              
 231  011.6417  -72.7656   0.003      8.7   0.20 C        1  H86-84,SMC_OGLE185             
 232  011.6583  -73.5283   0.020      7.0   0.08 NA       1  SMC-N17,SMC-DEM25,MA140        
 234  011.6708  -73.0000   0.007      8.5   0.08 C        2  SMC_OGLE37                     
 235  011.6708  -73.3639   0.015      6.7   0.20 NA       1  SMC-DEM24,MA142                
 238  011.6875  -73.1714   0.003      8.0   0.20 NC       1  MA143                          
 239  011.7000  -73.4353   0.070      6.8   0.08 NA       1  SMC-DEM29                      
 240  011.7333  -73.4236   0.005      8.2   0.08 C        1  H86-85,SMC_OGLE186             
 242  011.7417  -73.3358   0.007      8.8   0.08 CA       3  H86-88                         
 243  011.7542  -73.0928   0.020      6.8   0.20 NA       1  SMC-DEM27                      
 245  011.7542  -73.3931   0.007      8.0   0.08 C        1  H86-86,SMC_OGLE40              
 246  011.7750  -73.2567   0.007      8.5   0.08 C        3  H86-89,SMC_OGLE38              
 247  011.7750  -73.3714   0.007      8.6   0.08 C        3  H86-87,SMC_OGLE187             
 248  011.7958  -73.2119   0.030      6.7   0.14 A        1  H-A11                          
 249  011.8000  -73.4772   0.010      8.4   0.08 C        3  NGC265,K24,L34,ESO29SC14       
 251  011.8208  -73.1414   0.014      8.0   0.15 N        3  SNR0045-73.4,MA165             
 252  011.8542  -72.8408   0.008      7.9   0.08 C        2  L33,SMC_OGLE41                 
 253  011.8500  -73.2056   0.003      7.6   0.08 CN       2  H86-93,MA172,SMC_OGLE188       
 256  011.8708  -73.0856   0.013      8.6   0.15 N        1  SMC-DEM31                      
 258  011.8875  -73.3736   0.014      7.0   0.20 NA       1  SMC-DEM30,MA184                
 260  011.9042  -73.0142   0.003      9.0   0.08 CA       1  H86-95                         
 261  011.9125  -73.1375   0.060      7.0   0.12 NA       3  SMC-N19,SMC-DEM32,H-A12        
 264  011.9292  -73.3561   0.024      6.6   0.08 A        1  H-A13                          
 265  011.9458  -73.3031   0.005      7.0   0.08 NA       1  SMC-DEM34,MA187                
 268  011.9583  -73.4783   0.006      8.8   0.08 C        1  BS35,SMC_OGLE42                
 269  011.9583  -73.3883   0.024      7.3   0.10 AN       3  H-A14                          
 270  011.9667  -73.2222   0.006      8.5   0.08 C        3  H86-97,SMC_OGLE43              
 272  011.9708  -73.5314   0.005      8.7   0.08 C        2  H86-94                         
 273  011.9792  -72.9556   0.007      8.8   0.08 CA       3  H86-98,SMC_OGLE44              
 274  011.9833  -73.1025   0.002      7.2   0.08 NC       3  MA199                          
 275  011.9917  -73.2944   0.007      8.0   0.08 NA       1  SMC-N23,SMC-DEM36,MA202        
 276  012.0042  -73.4861   0.010      8.4   0.08 C        3  K25,L35,SMC_OGLE45             
 277  012.0083  -73.2739   0.017      7.0   0.15 NA       1  NGC267,SMC-N22,SMC-DEM37       
 283  012.0417  -73.3308   0.010      6.8   0.08 NA       1  SMC-N24,SMC-DEM42w,MA210       
 284  012.0542  -72.7931   0.005      8.9   0.08 CA       3  H86-99,SMC_OGLE190             
 286  012.0708  -73.1708   0.005      6.9   0.08 NA       1  SMC-DEM39,MA216                
 287  012.0708  -73.4025   0.058      6.8   0.08 A        1  B-OB2                          
 289  012.0833  -72.7950   0.006      8.6   0.15 CA       3  H86-100,SMC_OGLE191            
 290  012.0875  -73.5303   0.010      8.5   0.10 C        3  NGC269,K26,L37,ESO29SC16       
 294  012.1083  -72.7525   0.033      6.7   0.08 NA       1  SMC-DEM46w                     
 296  012.1083  -73.0072   0.003      8.7   0.08 C        3  SMC_OGLE192                    
 297  012.1125  -73.1003   0.003      7.0   0.20 NC       3  MA228                          
 298  012.1167  -72.9833   0.010      8.2   0.08 AC       3  SMC_OGLE47                     
 299  012.1208  -73.1081   0.004      7.5   0.08 NC       3  MA231                          
 301  012.1292  -73.2681   0.007      8.2   0.08 NA       3  SMC-N28A,MA234                 
 302  012.1375  -73.3069   0.008      8.4   0.08 C        3  B47,SMC_OGLE48                 
 303  012.1417  -73.2586   0.015      7.0   0.20 NA       3  SMC-N28,SMC-DEM43,MA244        
 304  012.1542  -73.4147   0.010      8.0   0.08 CA       3  B48,SMC_OGLE49                 
 305  012.1542  -73.1792   0.004      8.7   0.08 CA       3  SMC_OGLE193                    
 307  012.1667  -73.4303   0.020      6.6   0.08 A        1  H-A16                          
 310  012.2167  -73.5614   0.004      9.0   0.08 C        1  B49                            
 311  012.2375  -73.1644   0.003      7.8   0.15 NC       3  SMC-N30A,L61-126,MA267         
 312  012.2458  -73.1511   0.006      7.7   0.08 NC       3  SMC_OGLE50                     
 313  012.2500  -73.1389   0.023      7.0   0.15 NA       1  SMC-N30,SMC-DEM45              
 314  012.2625  -73.2436   0.024      7.4   0.04 N        3  SNR0047-73.5                   
 315  012.2583  -73.3622   0.005      7.0   0.08 C        3  B50                            
 316  012.2708  -73.0511   0.005      7.0   0.08 C        3  H86-103,SMC_OGLE51             
 317  012.2750  -73.3528   0.005      8.1   0.08 C        1  BS41,SMC_OGLE194               
 318  012.3000  -73.1086   0.003      9.0   0.08 C        1  H86-104,SMC_OGLE52             
 319  012.3125  -72.8800   0.035      6.9   0.15 NA       1  SMC-DEM47,B-OB6w               
 320  012.3167  -73.2492   0.008      7.0   0.20 CA       1  BS42,SMC_OGLE195               
 321  012.3125  -73.3708   0.009      6.8   0.08 A        2  BS43                           
 322  012.3250  -73.3722   0.006      8.0   0.08 C        2  L39,SMC_OGLE54                 
 323  012.3250  -73.2117   0.008      7.3   0.15 C        3  SMC_OGLE53                     
 324  012.3375  -73.1839   0.005      8.0   0.20 C        2  SMC_OGLE55                     
 325  012.3458  -73.5303   0.005      8.3   0.10 C        2  H86-102                        
 326  012.3625  -73.3986   0.003      8.1   0.08 C        3  SMC_OGLE196                    
 327  012.3625  -72.8114   0.032      6.8   0.20 NA       1  SMC-DEM46e                     
 328  012.3625  -73.4306   0.056      7.0   0.08 NA       1  SMC-DEM44                      
 331  012.4000  -73.2639   0.035      6.8   0.20 NA       1  SMC-DEM49                      
 332  012.4000  -72.8369   0.007      7.6   0.14 CA       1  SMC_OGLE56                     
 334  012.4167  -73.0589   0.009      8.5   0.08 C        3  B52,SMC_OGLE57                 
 336  012.4208  -72.8119   0.003      8.7   0.20 NC       3  SMC-N32,L61-137,H86-111        
 337  012.4250  -73.1769   0.002      7.8   0.08 NC       2  MA317                          
 338  012.4333  -72.8539   0.006      7.3   0.18 CA       2  H86-110                        
 339  012.4375  -72.8661   0.004      8.4   0.15 C        1  H86-109,SMC_OGLE58             
 340  012.4417  -73.1736   0.005      7.5   0.08 NC       3  SMC-N34,L61-142,SMC-DEM50      
 341  012.4500  -73.0978   0.024      6.9   0.20 A        1  BS44                           
 344  012.5000  -73.2550   0.010      7.8   0.15 CA       1  H86-107,SMC_OGLE61             
 346  012.5167  -73.0528   0.038      6.8   0.60 NA       1  SMC-DEM51                      
 347  012.5167  -73.3367   0.025      7.0   0.20 A        1  H-A17                          
 348  012.5167  -73.3844   0.008      8.2   0.08 C        1  B53,SMC_OGLE197                
 349  012.5417  -73.1731   0.023      6.8   0.20 A        1  H-A18                          
 350  012.5333  -73.1906   0.005      8.0   0.20 C        2  H86-112,SMC_OGLE198            
 352  012.5500  -73.3472   0.004      7.5   0.08 C        1  BS39                           
 354  012.5667  -73.0333   0.008      7.7   0.18 CA       1  BS45,SMC_OGLE59                
 355  012.5750  -73.3247   0.004      7.4   0.15 NC       1  MA351                          
 356  012.5875  -72.8811   0.032      6.9   0.15 NA       1  SMC-N36w,SMC-DEM54w,H-A19      
 358  012.5917  -73.3878   0.006      8.0   0.08 C        2  B55,SMC_OGLE60                 
 359  012.6167  -73.2033   0.005      8.3   0.08 C        3  B54,SMC_OGLE62                 
 361  012.6292  -73.3364   0.004      8.7   0.15 C        3  H86-106w                       
 362  012.6417  -73.3386   0.010      6.8   0.15 NA       1  SMC-DEM52,MA370                
 363  012.6542  -73.0578   0.013      8.0   0.08 AC       1  H86-115,SMC_OGLE63             
 364  012.6583  -72.7956   0.050      6.8   0.15 NA       1  SMC-N37,SMC-DEM55,H-A23        
 365  012.6542  -73.3364   0.005      7.1   0.15 C        3  H86-106e                       
 367  012.6625  -72.9789   0.004      8.0   0.15 C        3  BS46,SMC_OGLE200               
 368  012.6667  -72.9653   0.004      8.0   0.15 C        1  H86-116,SMC_OGLE64             
 369  012.6708  -72.9672   0.015      6.6   0.60 A        1  L40,H-A22                      
 370  012.6792  -72.7819   0.003      6.8   0.15 NC       3  MA384                          
 371  012.6708  -73.4628   0.029      7.0   0.08 A        1  H-A21                          
 373  012.6917  -73.2972   0.020      7.0   0.15 A        1  H-A24                          
 374  012.6750  -73.3969   0.007      8.0   0.08 AC       1  BS48,SMC_OGLE201               
 376  012.7167  -72.8728   0.035      6.8   0.15 NA       1  SMC-N36e,SMC-DEM54e,B-OB6e     
 377  012.7333  -72.7278   0.005      8.1   0.15 C        1  L41,SMC_OGLE67                 
 378  012.7208  -73.4061   0.008      7.0   0.20 NA       1  H86-108,MA401                  
 379  012.7292  -73.0575   0.005      8.2   0.12 C        1  SMC_OGLE65                     
 380  012.7333  -72.7531   0.013      6.8   0.25 NA       1  BS49                           
 381  012.7292  -73.2031   0.004      7.7   0.10 C        3  B56,SMC_OGLE66                 
 382  012.7333  -73.2892   0.007      7.0   0.16 CA       3  BS40,SMC_OGLE68                
 383  012.7500  -72.8844   0.003      6.7   0.30 NC       3  SMC-N41,L61-166,MA424          
 384  012.7458  -73.5036   0.004      7.9   0.08 C        2  H86-105,SMC_OGLE202            
 385  012.7708  -73.3922   0.029      7.0   0.08 NA       1  SMC-DEM53                      
 387  012.7958  -73.3681   0.016      8.2   0.08 N        1  SNR0049-73.6                   
 388  012.8083  -72.6928   0.050      7.0   0.15 NA       1  H-A25                          
 389  012.8083  -73.1614   0.009      7.0   0.20 C        3  NGC290,L42,ESO29SC19           
 390  012.7917  -73.5900   0.003      8.1   0.15 C        1  H86-113,SMC_OGLE203            
 391  012.8375  -73.1386   0.005      8.8   0.08 C        3  H86-121,SMC_OGLE204            
 392  012.8333  -73.5064   0.012      6.8   0.08 NA       1  SMC-DEM59                      
 393  012.8583  -73.2833   0.003      8.4   0.08 CA       2  BS251,SMC_OGLE70               
 394  012.8667  -73.0867   0.026      6.8   0.15 A        1  H-A27A                         
 395  012.8625  -73.1567   0.027      7.0   0.20 A        1  BS51                           
 396  012.8750  -73.3356   0.005      7.9   0.20 AC       1  BS252                          
 398  012.8875  -72.7942   0.033      6.8   0.15 AN       2  B-OB7                          
 399  012.8833  -72.9792   0.007      8.1   0.08 C        1  H86-124,SMC_OGLE205            
 400  012.9042  -72.5419   0.005      7.0   0.15 C        3  H86-119                        
 401  012.8833  -73.0106   0.010      7.1   0.20 C        2  B57,SMC_OGLE71                 
 403  012.9250  -73.2297   0.006      6.6   0.20 NC       3  SMC-N45,L61-189,B60            
 404  012.9333  -72.8403   0.007      8.0   0.14 CN       1  B59,L61-183,MA488              
 408  012.9333  -73.1669   0.005      8.3   0.08 C        1  H86-123,SMC_OGLE206            
 409  012.9458  -72.8464   0.005      8.1   0.10 NC       3  SMC-N46,L61-184,SMC-DEM62      
 411  012.9542  -72.5411   0.005      8.4   0.08 C        2  H86-127,SMC_OGLE207            
 412  012.9625  -72.5478   0.023      6.9   0.20 A        1  B-OB9                          
 413  012.9667  -72.6786   0.092      6.8   0.30 NA       1  SMC-DEM63,B-OB8                
 415  012.9708  -72.9539   0.008      8.1   0.08 C        1  K29,L44,SMC_OGLE74             
 416  012.9750  -73.0981   0.004      8.2   0.10 C        1  H86-126,SMC_OGLE75             
 422  013.0125  -72.8178   0.004      8.3   0.08 C        1  H86-128,H86-131,SMC_OGLE208    
 423  013.0125  -72.6589   0.025      6.7   0.15 NA       1  MA524                          
 426  013.0250  -73.4450   0.050      6.8   0.20 NA       1  SMC-DEM70s                     
 427  013.0333  -73.3153   0.005      6.7   0.18 AC       3  BS54                           
 430  013.0500  -72.5308   0.005      8.0   0.08 C        1  H86-129,SMC_OGLE76             
 431  013.0542  -73.0033   0.006      8.1   0.08 C        1  BS56,SMC_OGLE77                
 432  013.0625  -72.7661   0.005      7.1   0.18 AC       1  BS253,SMC_OGLE209              
 433  013.0542  -73.2986   0.083      7.0   0.30 NA       1  SMC-DEM70n                     
 434  013.0708  -73.3756   0.006      8.2   0.08 CA       1  H86-125,SMC_OGLE79             
 436  013.0708  -73.0178   0.006      7.0   0.08 C        3  H86-130,SMC_OGLE78             
 438  013.0875  -73.1622   0.027      6.8   0.18 A        1  B-OB5ne                        
 439  013.0875  -73.3272   0.023      7.3   0.25 AN       1  H-A28                          
 440  013.1250  -73.0497   0.006      8.1   0.08 C        1  B64,SMC_OGLE210                
 441  013.1333  -73.0361   0.005      7.6   0.17 C        1  BS57,SMC_OGLE211               
 442  013.1417  -72.6817   0.006      7.4   0.20 C        1  H86-133,H86-137,SMC_OGLE81     
 444  013.1292  -72.6294   0.004      8.4   0.08 C        3  H86-132,SMC_OGLE80             
 445  013.1333  -73.0514   0.022      6.7   0.28 A        1  H-A29                          
 448  013.1500  -73.3808   0.005      8.5   0.08 C        1  BS58                           
 449  013.1667  -72.6744   0.023      6.8   0.25 NA       1  BS59                           
 450  013.1542  -73.4378   0.008      6.9   0.20 NA       1  SMC-N51,L61-219,SMC-DEM72      
 451  013.1750  -72.9256   0.007      7.9   0.15 C        1  BS60,SMC_OGLE82                
 453  013.1833  -72.9800   0.006      7.8   0.08 C        1  B65,SMC_OGLE83                 
 454  013.1750  -73.0008   0.017      6.9   0.50 A        1  H-A30                          
 455  013.1792  -73.0292   0.005      6.8   0.08 CA       3  BS61                           
 456  013.1875  -72.6325   0.018      6.7   0.10 NA       1  SMC-N50,SMC-DEM68se            
 457  013.1917  -72.7011   0.025      6.7   0.14 A        1  H-A31                          
 458  013.2000  -72.7961   0.005      8.6   0.08 C        1  B66,SMC_OGLE85                 
 459  013.2000  -72.9894   0.004      8.1   0.08 C        3  H86-134e,SMC_OGLE213           
 461  013.1958  -73.4069   0.004      8.5   0.08 C        3  BS63,SMC_OGLE84                
 462  013.2083  -72.7169   0.008      7.4   0.13 AC       1  BS64                           
 463  013.2042  -73.4119   0.005      8.5   0.20 C        3  B67,SMC_OGLE87                 
 464  013.2125  -72.7353   0.004      7.1   0.08 C        1  BS254                          
 466  013.2000  -72.5106   0.005      8.7   0.08 C        1  H86-135,SMC_OGLE86             
 467  013.2167  -73.0292   0.003      8.9   0.08 C        1  BS255                          
 468  013.2125  -73.1344   0.033      6.9   0.10 A        1  H-A32                          
 470  013.2542  -72.8969   0.023      7.2   0.20 C        1  K31,L46,SMC_OGLE88             
 471  013.2542  -73.1872   0.010      7.0   0.15 AN       3  BS66                           
 472  013.2667  -72.6308   0.025      6.8   0.20 A        1  H-A33                          
 473  013.2792  -72.6244   0.005      7.7   0.08 C        2  B69,SMC_OGLE89                 
 475  013.2750  -73.3803   0.014      8.6   0.13 C        1  NGC294,L47,ESO29SC22           
 476  013.2875  -72.8328   0.004      7.8   0.08 C        2  H86-140,SMC_OGLE214            
 477  013.2917  -72.5736   0.004      8.6   0.08 C        1  H86-138,SMC_OGLE91             
 479  013.2958  -73.2203   0.046      8.3   0.15 AN       3  B-OB5se                        
 480  013.3083  -72.8772   0.040      6.8   0.25 NA       2  SMC-DEM69                      
 482  013.3250  -72.7667   0.007      7.3   0.15 C        1  B71,SMC_OGLE92                 
 486  013.3583  -72.6825   0.010      7.4   0.08 C        1  B72                            
 487  013.3792  -72.6678   0.007      7.8   0.08 C        3  H86-143,SMC_OGLE93             
 488  013.3833  -72.5411   0.052      6.9   0.20 A        1  H-A36                          
 489  013.3833  -73.3508   0.005      8.7   0.08 AC       1  BS67                           
 491  013.4000  -72.6417   0.007      8.1   0.08 AC       1  BS257                          
 493  013.4167  -72.6597   0.004      7.0   0.20 NC       3  SMC-N52A,L61-243               
 494  013.4167  -72.6831   0.028      7.0   0.15 AN       2  H-A35                          
 496  013.4250  -72.6542   0.004      7.0   0.30 NC       3  SMC-N52B,L61-244,B73           
 497  013.4250  -73.2442   0.075      6.8   0.15 NA       1  SMC-DEM74                      
 498  013.4250  -73.3589   0.007      8.3   0.15 CA       2  BS68,SMC_OGLE95                
 499  013.4583  -72.8964   0.010      8.5   0.08 C        2  H86-147,SMC_OGLE216            
 501  013.4792  -72.6689   0.004      8.7   0.14 C        1  H86-148                        
 503  013.4833  -72.8567   0.005      8.8   0.08 CA       3  BS69,SMC_OGLE217               
 505  013.4917  -72.6933   0.010      7.4   0.12 CA       1  B75                            
 506  013.4917  -72.7344   0.016      6.7   0.20 NA       1  BS71                           
 510  013.5458  -72.8650   0.006      8.8   0.08 CA       1  BS72,SMC_OGLE97                
 512  013.5625  -73.2853   0.011      6.8   0.20 NA       1  SMC-DEM78                      
 513  013.5792  -72.5147   0.005      8.8   0.08 C        1  H86-149                        
 515  013.5958  -72.6947   0.007      8.4   0.22 C        1  H86-152,SMC_OGLE218            
 516  013.5917  -73.0456   0.004      9.0   0.08 C        1  H86-151                        
 517  013.6083  -72.8847   0.005      8.1   0.15 A        1  BS258                          
 520  013.6375  -72.7933   0.035      7.0   0.26 NA       1  BS73                           
 522  013.6667  -72.7153   0.090      7.2   0.27 NA       1  SMC-DEM80                      
 525  013.6958  -73.2236   0.009      8.7   0.08 C        1  B80,SMC_OGLE98                 
 526  013.7000  -72.4661   0.007      7.3   0.08 C        1  B79,SMC_OGLE99                 
 527  013.7083  -72.6989   0.004      8.8   0.08 C        1  H86-156                        
 528  013.7167  -72.4386   0.047      7.1   0.10 A        1  H-A38                          
 529  013.7167  -72.9164   0.003      8.4   0.08 C        1  B76,SMC_OGLE219                
 531  013.7292  -72.4419   0.005      7.6   0.08 C        1  BS259                          
