#mag    e_mag    col1   e_col1    m_ini
22.0912    0.0476   1.4513   0.0684   2.2807
22.0649    0.0476   1.5113   0.0684   2.2807
22.1416    0.0490   1.0860   0.0702   1.2922
22.0308    0.0456   1.4742   0.0655   2.3670
21.8714    0.0417   1.4099   0.0600   2.3657
21.8014    0.0398   1.0804   0.0572   1.3364
21.2155    0.0270   1.1282   0.0390   2.5924
20.6943    0.0199   0.9050   0.0289   2.7523
21.0654    0.0254   1.0369   0.0366   2.5698
21.2519    0.0282   1.0205   0.0406   2.5356
21.6339    0.0354   1.1069   0.0509   2.3647
20.3413    0.0156   0.7255   0.0225   2.8579
21.1350    0.0263   0.7885   0.0379   1.4236
20.6843    0.0193   0.7456   0.0279   2.6840
21.0478    0.0246   0.8001   0.0355   1.4402
20.9768    0.0234   0.6670   0.0338   1.4542
20.3238    0.0151   0.6661   0.0219   3.0226
20.9303    0.0230   0.4566   0.0332   1.5582
20.8940    0.0224   0.4701   0.0324   1.5476
20.1828    0.0136   0.5111   0.0197   3.1442
20.7965    0.0203   0.3174   0.0294   1.6901
20.2117    0.0139   0.5672   0.0201   3.1007
20.1107    0.0130   0.5238   0.0189   3.1354
20.7578    0.0205   0.3008   0.0297   1.6866
20.0379    0.0123   0.4326   0.0179   3.1791
20.6758    0.0194   0.2486   0.0281   1.7170
19.9308    0.0114   0.3110   0.0165   3.3056
20.0036    0.0120   0.2584   0.0174   3.4432
19.9171    0.0113   0.2903   0.0163   3.3568
20.5258    0.0176   0.0674   0.0255   1.8619
19.9012    0.0112   0.1952   0.0162   3.5219
20.0604    0.0124   0.3016   0.0180   3.3242
19.5634    0.0086   0.0130   0.0124   4.0932
20.2701    0.0147  -0.0030   0.0212   2.0846
19.5424    0.0083  -0.0042   0.0121   4.1424
20.2151    0.0140  -0.0305   0.0203   2.1338
19.6818    0.0094   0.0741   0.0136   3.8732
19.4101    0.0076  -0.0624   0.0110   4.3256
19.9275    0.0114  -0.1207   0.0165   2.3923
19.4134    0.0076  -0.0469   0.0109   4.3182
19.3539    0.0071  -0.0670   0.0103   4.4515
19.7715    0.0099  -0.1953   0.0144   2.5767
19.2108    0.0064  -0.1295   0.0092   4.6691
19.1915    0.0062  -0.1313   0.0090   4.6817
19.4322    0.0076  -0.2884   0.0110   2.9457
19.4053    0.0074  -0.2747   0.0107   2.9815
19.3424    0.0071  -0.3000   0.0102   3.0530
19.3241    0.0071  -0.2762   0.0102   3.0530
18.5770    0.0033  -0.2983   0.0046   6.1003
18.9639    0.0050  -0.3667   0.0072   3.5553
18.4105    0.0026  -0.3351   0.0037   6.4952
18.0561    0.0015  -0.3997   0.0020   7.5785
18.3739    0.0025  -0.4828   0.0035   4.5353
18.1601    0.0018  -0.5197   0.0025   4.9644
17.9701    0.0012  -0.5524   0.0016   5.3577
17.6139    0.0003  -0.6096   0.0003   6.1795
16.8614   -0.0011  -0.7158  -0.0018   8.2380
15.8303   -0.0022  -0.8165  -0.0035  11.5951
